Type,id,location,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--MinCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--min_capacity,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--investment_cost,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_RN_rooftop_pv,BR_RN,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4245.2172,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv,BR_PB,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4925.718,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv,BR_PE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12090.7584,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv,BR_AL,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4142.3508,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv,BR_SE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2947.518,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv,BR_BA,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,20074.7736,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv,BR_MG,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,24589.7568,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv,BR_ES,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4619.6304,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv,BR_RJ,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,17841.3312,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv,BR_SP,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,48466.2948,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv,BR_PR,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12117.1728,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv,BR_SC,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,7912.1412,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv,BR_RS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,11680.2864,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv,BR_MS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4161.9912,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv,BR_MT,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,5253.594,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv,BR_GO,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,10073.8176,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv,BR_DF,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2731.0512,0,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
VRE,BR_RO_rooftop_pv_mandatoryB,BR_RO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1700.328,1245.0238,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RO_rooftop_pv,elec_BR_RO,0,100,https://doi.org/10.2172/1236153
VRE,BR_AC_rooftop_pv_mandatoryB,BR_AC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,776.874,568.8471,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AC_rooftop_pv,elec_BR_AC,0,100,https://doi.org/10.2172/1236153
VRE,BR_AM_rooftop_pv_mandatoryB,BR_AM,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,3107.496,2275.3883,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AM_rooftop_pv,elec_BR_AM,0,100,https://doi.org/10.2172/1236153
VRE,BR_RR_rooftop_pv_mandatoryB,BR_RR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,515.9616,377.8003,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RR_rooftop_pv,elec_BR_RR,0,100,https://doi.org/10.2172/1236153
VRE,BR_PA_rooftop_pv_mandatoryB,BR_PA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7592.844,5559.6752,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PA_rooftop_pv,elec_BR_PA,0,100,https://doi.org/10.2172/1236153
VRE,BR_AP_rooftop_pv_mandatoryB,BR_AP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,627.3624,459.3708,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AP_rooftop_pv,elec_BR_AP,0,100,https://doi.org/10.2172/1236153
VRE,BR_TO_rooftop_pv_mandatoryB,BR_TO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1609.4484,1178.4794,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_TO_rooftop_pv,elec_BR_TO,0,100,https://doi.org/10.2172/1236153
VRE,BR_MA_rooftop_pv_mandatoryB,BR_MA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,8656.6032,6338.587,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MA_rooftop_pv,elec_BR_MA,0,100,https://doi.org/10.2172/1236153
VRE,BR_PI_rooftop_pv_mandatoryB,BR_PI,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4415.3424,3233.027,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PI_rooftop_pv,elec_BR_PI,0,100,https://doi.org/10.2172/1236153
VRE,BR_CE_rooftop_pv_mandatoryB,BR_CE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11481.4728,8407.029,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_CE_rooftop_pv,elec_BR_CE,0,100,https://doi.org/10.2172/1236153
VRE,BR_RN_rooftop_pv_mandatoryB,BR_RN,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4245.2172,3108.457,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv_mandatoryB,BR_PB,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4925.718,3606.7371,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv_mandatoryB,BR_PE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12090.7584,8853.1635,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv_mandatoryB,BR_AL,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4142.3508,3033.1355,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv_mandatoryB,BR_SE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2947.518,2158.2483,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv_mandatoryB,BR_BA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,20074.7736,14699.2643,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv_mandatoryB,BR_MG,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,24589.7568,18005.2509,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv_mandatoryB,BR_ES,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4619.6304,3382.6119,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv_mandatoryB,BR_RJ,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,17841.3312,13063.8805,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv_mandatoryB,BR_SP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,48466.2948,35488.2647,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv_mandatoryB,BR_PR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12117.1728,8872.5048,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv_mandatoryB,BR_SC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7912.1412,5793.4728,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv_mandatoryB,BR_RS,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11680.2864,8552.6054,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv_mandatoryB,BR_MS,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4161.9912,3047.5168,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv_mandatoryB,BR_MT,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,5253.594,3846.8163,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv_mandatoryB,BR_GO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,10073.8176,7376.3077,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv_mandatoryB,BR_DF,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2731.0512,1999.7458,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
VRE,BR_RO_rooftop_pv_mandatoryC,BR_RO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1700.328,1640.021,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RO_rooftop_pv,elec_BR_RO,0,100,https://doi.org/10.2172/1236153
VRE,BR_AC_rooftop_pv_mandatoryC,BR_AC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,776.874,749.32,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AC_rooftop_pv,elec_BR_AC,0,100,https://doi.org/10.2172/1236153
VRE,BR_AM_rooftop_pv_mandatoryC,BR_AM,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,3107.496,2997.2798,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AM_rooftop_pv,elec_BR_AM,0,100,https://doi.org/10.2172/1236153
VRE,BR_RR_rooftop_pv_mandatoryC,BR_RR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,515.9616,497.6616,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RR_rooftop_pv,elec_BR_RR,0,100,https://doi.org/10.2172/1236153
VRE,BR_PA_rooftop_pv_mandatoryC,BR_PA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7592.844,7323.5422,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PA_rooftop_pv,elec_BR_PA,0,100,https://doi.org/10.2172/1236153
VRE,BR_AP_rooftop_pv_mandatoryC,BR_AP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,627.3624,605.1112,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AP_rooftop_pv,elec_BR_AP,0,100,https://doi.org/10.2172/1236153
VRE,BR_TO_rooftop_pv_mandatoryC,BR_TO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1609.4484,1552.3647,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_TO_rooftop_pv,elec_BR_TO,0,100,https://doi.org/10.2172/1236153
VRE,BR_MA_rooftop_pv_mandatoryC,BR_MA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,8656.6032,8349.5721,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MA_rooftop_pv,elec_BR_MA,0,100,https://doi.org/10.2172/1236153
VRE,BR_PI_rooftop_pv_mandatoryC,BR_PI,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4415.3424,4258.7397,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PI_rooftop_pv,elec_BR_PI,0,100,https://doi.org/10.2172/1236153
VRE,BR_CE_rooftop_pv_mandatoryC,BR_CE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11481.4728,11074.2497,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_CE_rooftop_pv,elec_BR_CE,0,100,https://doi.org/10.2172/1236153
VRE,BR_RN_rooftop_pv_mandatoryC,BR_RN,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4245.2172,4094.6485,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv_mandatoryC,BR_PB,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4925.718,4751.0134,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv_mandatoryC,BR_PE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12090.7584,11661.9252,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv_mandatoryC,BR_AL,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4142.3508,3995.4305,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv_mandatoryC,BR_SE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2947.518,2842.9759,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv_mandatoryC,BR_BA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,20074.7736,19362.7646,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv_mandatoryC,BR_MG,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,24589.7568,23717.6111,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv_mandatoryC,BR_ES,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4619.6304,4455.7821,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv_mandatoryC,BR_RJ,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,17841.3312,17208.5376,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv_mandatoryC,BR_SP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,48466.2948,46747.2997,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv_mandatoryC,BR_PR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12117.1728,11687.4028,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv_mandatoryC,BR_SC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7912.1412,7631.5146,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv_mandatoryC,BR_RS,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11680.2864,11266.0118,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv_mandatoryC,BR_MS,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4161.9912,4014.3743,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv_mandatoryC,BR_MT,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,5253.594,5067.2603,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv_mandatoryC,BR_GO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,10073.8176,9716.521,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv_mandatoryC,BR_DF,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2731.0512,2634.1867,34000,0,2519000,system/availability_rooftop_pv_2045.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
