Time_Index,elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N,Demand_Zero
241,39856.903,12644.803,9874.842,15747.577,0
242,38532.537,10394.936,9832.194,15533.958,0
243,37250.371,9205.338,9276.687,15509.564,0
244,36283.856,9616.186,8974.807,14770.054,0
245,35998.969,9922.726,8473.089,14418.978,0
246,36085.251,9577.097,8508.73,13771.364,0
247,37209.435,9114.794,9806.453,12613.953,0
248,39516.804,9493.591,11795.369,10323.572,0
249,40483.328,10066.329,14579.565,8654.263,0
250,42694.409,8996.007,16916.581,7880.577,0
251,42585.397,9259.781,18559.197,7758.358,0
252,42528.616,10542.946,18619.972,7859.109,0
253,42230.15,11106.3,18300.69,7945.295,0
254,42843.512,10678.927,17803.167,8118.084,0
255,43674.331,9846.244,16784.187,8254.591,0
256,43614.489,9524.801,16283.535,8358.025,0
257,43162.406,10459.832,15019.917,9378.535,0
258,42168.697,11094.477,13092.63,11689.769,0
259,42918.868,11549.099,12665.259,13696.647,0
260,45060.208,12085.201,12003.197,15533.138,0
261,45183.246,11846.35,11446.264,16042.23,0
262,44055.064,11391.986,11426.85,15397.351,0
263,42732.171,11542.386,11174.762,14245.054,0
264,41418.349,11082.695,10351.996,14124.393,0
265,39114.386,10861.185,9137.004,13762.57,0
266,37568.869,10373.53,8114.329,13748.993,0
267,35968.198,10204.582,7759.121,13741.572,0
268,34834.036,8910.24,8681.191,13651.049,0
269,34199.952,8576.429,8627.969,13714.967,0
270,34167.051,8172.755,8703.629,12525.948,0
271,34489.481,7908.443,9585.676,10645.519,0
272,35999.233,6670.595,11559.715,9245.592,0
273,35994.765,6633.177,14254.427,7884.363,0
274,35138.893,8300.747,14265.433,7279.621,0
275,35688.537,9034.077,14046.089,7328.909,0
276,36637.071,9451.854,14375.374,7351.936,0
277,36792.525,9429.971,14645.571,7322.8,0
278,36946.187,9189.801,14596.695,7447.15,0
279,37797.606,8160.729,13895.714,8398.701,0
280,38642.555,8049.607,12731.886,8322.471,0
281,40254.836,7847.109,10707.541,9358.752,0
282,39907.249,8604.044,10489.799,11747.87,0
283,39460.845,10333.001,11547.487,13017.274,0
284,41274.575,11470.911,11931.158,13573.35,0
285,42041.439,12224.193,10962.104,14292.498,0
286,42016.44,12465.455,9900.917,14378.4,0
287,41309.594,12110.017,9423.159,14316.781,0
288,38976.448,12038.475,9394.333,13783.228,0
289,37507.758,9795.298,8952.867,14620.132,0
290,35946.19,6354.907,9204.293,16682.172,0
291,35467.657,4171.792,9591.45,17456.271,0
292,34217.082,5128.725,9315.377,16880.991,0
293,34327.214,5199.673,9015.522,16849.78,0
294,34202.94,5769.353,9328.434,16999.856,0
295,35218.212,6849.93,10465.772,16501.97,0
296,38126.257,8432.09,12134.63,16374.764,0
297,41261.02,9846.588,14647.431,14381.574,0
298,43534.645,11455.991,14754.852,12607.205,0
299,44815.258,13341.968,14533.358,12755.644,0
300,45354.985,13129.474,15373.111,12461.235,0
301,44473.349,13616.851,14826.282,12701.929,0
302,45725.153,14547.153,15071.782,13585.634,0
303,46325.892,14470.878,14613.949,14927.105,0
304,46219.132,13902.383,12503.695,17496.218,0
305,44675.634,15367.369,10345.38,18907.412,0
306,42194.393,14671.255,9260.607,19599.066,0
307,42009.152,13977.221,9405.188,19527.255,0
308,44948.533,14815.507,9436.182,19511.667,0
309,46231.901,14922.249,9447.226,19418.569,0
310,45700.772,15045.807,9376.442,19417.174,0
311,43717.817,14827.682,8575.625,19393.217,0
312,41040.726,13382.014,8205.889,19414.23,0
313,39717.095,11198.477,7677.02,18438.332,0
314,38714.84,9843.234,7163.892,17746.123,0
315,38286.066,7976.029,6965.542,17712.618,0
316,37390.863,7270.102,7024.279,17236.476,0
317,37786.439,7195.242,6402.426,17396.274,0
318,37824.649,8447.837,6158.713,16849.906,0
319,39475.505,9558.947,7458.402,15433.396,0
320,43025.361,10859.667,9471.637,14797.112,0
321,44682.866,12042.858,12152.77,14183.541,0
322,45509.26,12193.751,14343.007,13012.496,0
323,44857.89,13759.062,15497.861,12146.135,0
324,44445.194,14748.872,15876.177,11614.4,0
325,43812.807,14138.198,16520.655,11911.785,0
326,46575.064,14621.741,15603.681,12548.015,0
327,46603.78,15352.818,15449.449,13699.133,0
328,46166.191,15244.973,14105.228,15611.035,0
329,44929.112,15147.687,12193.208,18169.189,0
330,42805.644,14721.109,10665.062,18404.521,0
331,42301.819,13546.596,11463.209,18194.034,0
332,44485.041,14694.44,10852.991,19144.851,0
333,44096.243,15850.014,10707.745,19249.605,0
334,43580.13,15437.506,10737.068,19263.222,0
335,42323.158,13900.004,10689.969,19094.907,0
336,40088.846,12417.873,9491.233,18787.474,0
337,38173.113,11026.053,9231.461,17599.451,0
338,37481.013,8246.837,10036.958,17029.552,0
339,37296.902,6836.141,9608.98,16828.924,0
340,36973.046,6575.407,8772.543,16310.986,0
341,36907.329,6672.255,8710.962,16291.569,0
342,36538.777,8398.12,8577.329,15866.532,0
343,37763.36,9052.9,9311.812,15704.537,0
344,40406.115,11206.635,10748.263,15551.828,0
345,41912.093,13116.522,12605.651,14535.44,0
346,42753.839,13716.797,14103.89,12677.562,0
347,44274.369,14092.221,14924.555,11966.262,0
348,44179.767,14561.247,15826.959,11837.034,0
349,44455.892,14442.578,15125.331,11746.744,0
350,45910.284,15497.346,14061.487,12608.033,0
351,45621.774,15969.306,13315.606,15289.803,0
352,45953.677,15318.417,12212.414,17522.99,0
353,47312.742,15620.19,9515.506,17975.368,0
354,44926.869,15142.583,8052.8,18124.297,0
355,43745.49,15433.88,8225.168,19090.569,0
356,45239.599,15933.41,8748.684,19718.75,0
357,45759.661,15964.879,8474.489,19968.397,0
358,45819.593,16059.695,7791.747,19971.116,0
359,44848.306,15994.885,6643.219,19944.259,0
360,41869.628,14931.897,6177.596,19838.916,0
361,40468.31,12292.623,5716.691,19474.284,0
362,40119.271,9478.4,5643.899,19259.689,0
363,39877.879,7716.735,5658.481,18782.065,0
364,39377.898,7194.92,5741.598,17583.17,0
365,38694.738,7355.955,5850.268,17935.198,0
366,38873.061,7258.914,6375.639,18053.007,0
367,39415.918,8580.583,7602.379,17220.837,0
368,41127.003,10893.98,9939.276,16720.73,0
369,42693.869,13207.878,12379.845,15680.93,0
370,43298.651,14866.671,13681.595,15144.705,0
371,44542.685,15579.185,15036.478,14068.786,0
372,46393.878,16149.372,15357.642,12799.527,0
373,46062.539,15623.483,15671.293,11300.506,0
374,46636.004,15905.355,16380.817,11851.909,0
375,47103.488,16264.593,16437.06,12897.246,0
376,46763.704,15962.209,16647.044,13909.409,0
377,44401.771,15726.184,16776.137,15544.547,0
378,41399.532,15149.709,15104.648,16527.309,0
379,41198.349,13850.705,15415.623,17583.018,0
380,42607.349,15032.492,15287.362,18829.339,0
381,43116.794,15356.03,14893.54,18832.845,0
382,43272.132,15536.628,14559.9,17928.564,0
383,40914.479,15334.677,13946.717,18516.887,0
384,38447.302,14857.351,13104.637,17671.461,0
385,37663.31,12333.13,11722.127,17954.956,0
386,37866.551,9552.899,11140.416,18030.386,0
387,37158.876,8050.022,10697.325,18117.175,0
388,36985.847,7475.351,10335.498,17463.499,0
389,36480.308,7427.54,10407.068,17547.601,0
390,36688.23,7400.042,11050.191,17707.142,0
391,38324.578,8462.324,12982.738,15589.362,0
392,41449.002,10524.073,16645.476,12029.034,0
393,43682.248,12863.504,18981.392,9824.026,0
394,43827.249,15017.521,19172.811,9804.718,0
395,45500.701,15695.661,18700.788,9994.114,0
396,46260.466,16338.576,17767.438,9157.602,0
397,45732.805,16339.336,17448.041,8473.587,0
398,46053.755,16207.313,17069.478,10627.573,0
399,46691.665,15134.192,17143.769,13284.209,0
400,45364.268,15311.381,17420.978,14491.175,0
401,43437.089,15265.625,17321.06,15283.441,0
402,41521.781,14837.319,16566.516,15916.241,0
403,40089.038,14549.298,16589.752,17032.991,0
404,41843.86,14842.226,18261.124,16993.278,0
405,41706.381,14883.791,19382.201,16087.845,0
406,40227.286,15031.207,20007.04,15913.457,0
407,38785.422,14309.306,20050.602,15674.378,0
408,38222.843,12391.504,18737.107,15813.814,0
409,36860.889,10634.061,16960.85,16564.538,0
410,34478.287,9535.004,16069.431,16877.877,0
411,33250.59,8454.252,15880.63,16948.727,0
412,31999.459,8298.535,16554.191,15936.883,0
413,31649.912,8745.844,16272.67,15112.234,0
414,31775.555,8660.879,15688.036,14746.234,0
415,33739.121,7980.323,16339.186,13373.328,0
416,36717.244,8316.879,18177.16,10933.213,0
417,39820.055,9137.23,19591.385,8765.761,0
418,41004.128,9965.819,20229.922,7784.341,0
419,41922.642,11137.959,19954.758,7582.315,0
420,42342.661,12645.003,18511.015,8135.622,0
421,43575.215,12404.58,16976.123,7727.487,0
422,43263.299,12461.261,17378.429,7472.428,0
423,42588.85,13267.033,17153.559,7306.721,0
424,42399.966,12862.964,15969.139,8360.038,0
425,41497.13,11051.93,16125.444,10790.493,0
426,40778.765,10549.351,15696.907,13670.866,0
427,40211.457,11375.049,15541.456,16931.743,0
428,41419.106,12619.134,16316.144,17760.885,0
429,42009.72,12514.48,16518.971,17266.991,0
430,41413.13,12160.671,16213.308,16934.687,0
431,39889.037,12149.316,15336.721,17196.647,0
432,38428.251,12086.654,14079.888,16964.632,0
433,38353.123,11893.499,12125.783,15789.298,0
434,37414.749,11610.516,11343.417,13917.404,0
435,37094.224,11165.582,11258.008,12109.981,0
436,37225.62,11195.08,10651.593,10662.94,0
437,37433.36,11008.602,9813.942,10304.263,0
438,36732.845,10813.534,8985.877,10293.886,0
439,37028.029,10278.952,8849.509,9585.62,0
440,38638.671,8589.035,10416.42,9099.007,0
441,40363.63,7896.486,11831.592,8513.224,0
442,41687.103,7475.818,12800.725,7827.099,0
443,42642.174,7366.551,13570.359,8175.514,0
444,43024.318,8016.71,14533.102,8346.22,0
445,42909.641,7996.191,15011.945,8313.162,0
446,42480.224,7815.487,14558.507,8552.968,0
447,42574.669,7774.986,13459.216,8917.246,0
448,41279.309,9142.268,10703.911,11829.23,0
449,42134.829,9641.461,9495.57,13268.637,0
450,41664.005,11927.821,8002.99,14781.606,0
451,42041.06,12356.81,8826.67,16629.193,0
452,43502.729,12826.979,9173.058,18678.84,0
453,44526.267,12913.028,9293.215,18959.278,0
454,44854.863,12722.006,9248.133,18940.296,0
455,45296.152,12268.277,8269.695,18912.228,0
456,43511.946,12424.36,6966.521,18861.617,0
457,41239.903,12078.547,6200.286,18932.32,0
458,38913.066,11723.015,5703.582,18935.586,0
459,37488.417,11375.951,5456.066,18894.999,0
460,36349.986,11212.292,5437.489,18901.999,0
461,36127.629,11380.034,5314.858,18829.304,0
462,36596.747,11250.023,5474.567,18687.849,0
463,38098.492,10698.925,7157.669,18284.21,0
464,41562.506,11058.144,9630.743,17298.563,0
465,43789.002,13793.258,11326.65,15689.24,0
466,45282.09,14712.926,12776.474,14335.156,0
467,46560.203,15517.501,13461.925,13964.886,0
468,47926.317,14679.015,13965.785,13796.175,0
469,48102.915,13555.136,14137.096,13509.092,0
470,49592.052,14151.999,14746.43,13706.054,0
471,50767.687,14728.12,14026.156,14513.833,0
472,50435.109,14157.264,13752.544,16136.967,0
473,49785.634,14068.78,11774.97,18403.282,0
474,47316.917,13237.013,10633.245,19212.042,0
475,45661.489,12435.321,10977.086,19076.802,0
476,48046.166,13804.676,11335.131,19095.268,0
477,48406.333,14923.777,11598.049,19076.275,0
478,48542.762,15096.288,11734.756,19077.904,0
479,47682.875,14849.147,11102.177,19066.432,0
480,45662.836,14575.146,9652.188,19104.323,0
481,43409.08,14191.51,7550.448,19073.98,0
482,41554.872,13505.225,6475.279,19027.179,0
483,40839.52,12157.047,5993.501,19025.331,0
484,39966.686,11577.674,5838.553,18991.433,0
485,40005.835,11078.852,5711.783,19008.148,0
486,40039.699,11139.959,5710.382,18951.153,0
487,41691.15,10246.403,7998.905,17713.057,0
488,44612.575,11234.565,11278.892,15828.687,0
489,47812.168,14048.104,12746.128,13295.18,0
490,49149.36,14555.39,14599.843,12184.253,0
491,50592.507,15359.808,15729.072,11799.195,0
492,51254.467,15568.526,16041.978,11753.161,0
493,50934.653,14717.969,16221.523,11216.733,0
494,51668.093,15684.066,16191.097,12379.082,0
495,51724.042,15910.649,16107.631,13457.843,0
496,50472.62,15692.498,16508.67,14601.754,0
497,48621.255,15148.178,16293.802,16607.855,0
498,46144.838,13654.183,14990.019,17967.854,0
499,44895.135,13383.57,14215.764,18253.677,0
500,47128.143,14211.453,14441.863,18818.149,0
501,48256.586,14323.368,14805.921,19073.971,0
502,48653.723,14559.735,14777.796,19074.744,0
503,47193.062,14279.833,14494.748,19125.083,0
504,43776.845,13626.609,13842.391,19194.912,0
505,41916.843,12791.151,12355.777,19188.126,0
506,40218.752,11124.607,12006.589,19055.233,0
507,39010.173,9921.53,11875.223,19051.633,0
508,38040.209,9778.171,11307.243,18975.83,0
509,37732.562,9870.998,10807.854,19032.082,0
510,38264.823,10078.387,10085.917,19056.429,0
511,39206.105,10498.82,11262.81,18331.512,0
512,42919.076,12604.065,14368.614,14885.096,0
513,45927.206,14537.648,15899.521,13795.398,0
514,48246.076,15294.876,17171.381,12044.58,0
515,50968.139,15147.905,17536.502,11709.989,0
516,52103.709,15096.36,17892.91,11720.321,0
517,51338.286,15089.041,17618.058,11693.495,0
518,52815.054,15555.368,16942.096,13286.609,0
519,53437.964,15613.551,16802.606,14297.965,0
520,52866.833,15050.939,17700.984,14189.402,0
521,51046.542,15943.525,16963.081,14883.004,0
522,47203.151,15055.935,15491.467,16738.645,0
523,43636.975,14495.166,15456.483,18104.558,0
524,44878.363,15270.346,16393.143,18417.227,0
525,45325.798,15444.977,16638.844,18514.896,0
526,45535.97,15513.408,17280.977,18497.254,0
527,45402.056,15286.429,17112.741,17187.919,0
528,46460.599,14647.442,14616.059,14540.83,0
529,42209.978,14083.427,14010.036,14914.309,0
530,39762.562,12706.272,13943.836,14901.842,0
531,39103.607,11333.396,13845.007,14095.243,0
532,38200.784,10660.805,13983.337,13746.913,0
533,37928.217,10447.755,14402.112,12972.154,0
534,38287.871,10555.838,14428.853,12580.274,0
535,41170.766,10992.157,13344.265,12292.973,0
536,44747.248,13472.512,13104.805,12306.025,0
537,47347.757,15222.474,14122.651,12359.395,0
538,48851.16,16026.611,14035.876,12488.198,0
539,50103.022,16597.695,13920.968,12866.371,0
540,50680.105,15870.128,14885.097,13010.828,0
541,50965.519,15113.417,14671.903,12871.617,0
542,53120.584,15811.35,14871.881,12892.792,0
543,53768.729,15691.819,15122.017,13545.477,0
544,52966.729,16038.037,14872.506,13927.662,0
545,51775.511,16407.671,14302.595,15028.782,0
546,49647.392,14887.726,13504.728,14688.538,0
547,46165.504,14173.271,13622.241,15206.159,0
548,47756.49,14127.574,14725.612,15677.339,0
549,49218.937,14048.165,14167.294,15746.114,0
550,49121.503,13982.17,14407.632,15767.942,0
551,47295.319,14580.869,14948.582,15687.43,0
552,43883.357,14803.936,14802.959,15648.756,0
553,42013.893,14019.837,14088.413,14754.071,0
554,40858.207,11930.868,14183.724,14249.078,0
555,39116.663,11685.563,13596.739,14078.186,0
556,36568.935,11601.132,14225.208,13889.927,0
557,36527.493,11285.93,13951.512,13919.39,0
558,37634.266,11140.028,13555.658,13661.003,0
559,40449.652,10855.713,13783.408,12709.064,0
560,45447.084,12197.025,13688.104,11986.652,0
561,47815.12,14413,14169.071,12411.536,0
562,50251.105,14764.982,14045.941,12730.032,0
563,51453.447,14759.526,13920.349,13387.823,0
564,52223.262,15135.147,13902.224,13716.765,0
565,51813.996,14271.052,13670.57,13822.971,0
566,53158.15,15374.86,13166.467,14733.305,0
567,51888.177,17864.166,12603.978,15131.143,0
568,51892.5,15924.588,13057.932,15375.843,0
569,52079.664,13386.985,12708.328,15365.545,0
570,50561.896,11748.692,11435.838,15686.663,0
571,47124.174,11783.868,12035.019,17274.208,0
572,47421.194,14626.223,12104.133,17323.815,0
573,47603.23,14382.809,12635.832,17207.406,0
574,46819.563,14318.84,13224.717,17282.311,0
575,46060.918,13865.178,13503.931,17475.518,0
576,43997.998,13522.804,13189.456,17145.713,0
577,41771.771,13696.035,11603.159,16617.995,0
578,39955.183,12900.875,11451.481,15717.086,0
579,37747.283,11936.319,11856.417,15489.822,0
