Type,id,location,edges--elec_edge--constraints--MinFlowConstraint,edges--elec_edge--constraints--MinDownTimeConstraint,edges--elec_edge--constraints--CapacityConstraint,edges--elec_edge--constraints--MinUpTimeConstraint,edges--elec_edge--constraints--RampingLimitConstraint,edges--elec_edge--can_retire,edges--elec_edge--unidirectional,edges--elec_edge--commodity,edges--elec_edge--can_expand,edges--elec_edge--uc,edges--elec_edge--has_capacity,edges--fuel_edge--unidirectional,edges--fuel_edge--commodity,edges--fuel_edge--has_capacity,edges--co2_edge--end_vertex,edges--co2_edge--unidirectional,edges--co2_edge--commodity,edges--co2_edge--has_capacity,transforms--constraints--BalanceConstraint,transforms--timedata,edges--elec_edge--integer_decisions,edges--elec_edge--min_down_time,edges--elec_edge--lifetime,edges--elec_edge--wacc,edges--elec_edge--capital_recovery_period,edges--elec_edge--fixed_om_cost,edges--elec_edge--existing_capacity,edges--elec_edge--min_up_time,edges--elec_edge--capacity_size,edges--elec_edge--ramp_down_fraction,edges--elec_edge--end_vertex,edges--elec_edge--variable_om_cost,edges--elec_edge--investment_cost,edges--elec_edge--ramp_up_fraction,edges--elec_edge--min_flow_fraction,edges--elec_edge--startup_cost,edges--elec_edge--startup_fuel_consumption,edges--fuel_edge--start_vertex,transforms--fuel_consumption,transforms--emission_rate,Note
ThermalPower,BR_CW_Simple_Cycle,BR_CW,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_CW,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_CW_Simple_Cycle_Existing,BR_CW,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8,177,1,177,0.4403,elec_CW,5,0,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_N_Simple_Cycle,BR_N,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_N,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_N_Simple_Cycle_Existing,BR_N,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8,166,1,166,0.4403,elec_N,5,0,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_NE_Simple_Cycle,BR_NE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_NE,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_NE_Simple_Cycle_Existing,BR_NE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8,309,1,131,0.4403,elec_NE,5,0,0.4403,0,52,0.5861,natgas_LNG_BR,2.607,0.1813,
ThermalPower,BR_S_Simple_Cycle,BR_S,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_S,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_SE_Simple_Cycle,BR_SE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8046,0,1,100,0.4403,elec_SE,7.53,926793.1034,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
ThermalPower,BR_SE_Simple_Cycle_Existing,BR_SE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,NaturalGas,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,NaturalGas,FALSE,1,50,0.08,20,41190.8,1370,1,87,0.4403,elec_SE,5,0,0.4403,0,52,0.5861,natgas_BR,2.607,0.1813,
