time_index,BR_AC_rooftop_pv,BR_AL_rooftop_pv,BR_AM_rooftop_pv,BR_AP_rooftop_pv,BR_BA_rooftop_pv,BR_CE_rooftop_pv,BR_ES_rooftop_pv,BR_GO_rooftop_pv,BR_DF_rooftop_pv,BR_MA_rooftop_pv,BR_MG_rooftop_pv,BR_MS_rooftop_pv,BR_MT_rooftop_pv,BR_PA_rooftop_pv,BR_PB_rooftop_pv,BR_PE_rooftop_pv,BR_PI_rooftop_pv,BR_PR_rooftop_pv,BR_RJ_rooftop_pv,BR_RN_rooftop_pv,BR_RO_rooftop_pv,BR_RR_rooftop_pv,BR_RS_rooftop_pv,BR_SC_rooftop_pv,BR_SE_rooftop_pv,BR_SP_rooftop_pv,BR_TO_rooftop_pv
279,0.53395,0.550488333,0.298268495,0.380656053,0.650498638,0.591642262,0.600183077,0.54514065,0.54514065,0.527974003,0.570286287,0.647623252,0.393877426,0.30655015,0.535732,0.543634667,0.601235773,0.589795115,0.6244025,0.579092667,0.334323871,0.496093571,0.467156078,0.567494783,0.646125,0.576407702,0.535396423
280,0.480400952,0.376441667,0.271209677,0.308151842,0.477103863,0.43091381,0.424997692,0.473962769,0.473962769,0.382289964,0.44842412,0.546554825,0.365233817,0.257254381,0.379888,0.351888667,0.438664006,0.466150729,0.459281667,0.390606,0.219410716,0.3946275,0.41076717,0.244858551,0.416983333,0.550616088,0.414605326
281,0.374075238,0.180098333,0.228492581,0.204398684,0.282727024,0.230123571,0.250008462,0.291364844,0.291364844,0.245684516,0.256110158,0.397000429,0.282985712,0.187612319,0.164624,0.170795,0.250615467,0.309130646,0.2688225,0.186187333,0.181557654,0.279150179,0.294089753,0.169994493,0.208296667,0.360241749,0.28170791
282,0.278079048,0.015681667,0.142833333,0.064502105,0.072158634,0.028243482,0.06574,0.12473212,0.12473212,0.073252379,0.07955315,0.222083421,0.156974182,0.086270715,0.011790667,0.018479333,0.061057327,0.142844891,0.102225833,0.010404,0.096928621,0.149200893,0.178874287,0.130650797,0.026166667,0.147767612,0.096880503
283,0.140476667,0.0,0.043436452,0.001676842,6.57e-5,0.0,0.0,0.010557395,0.010557395,3.58e-5,0.002706586,0.062594975,0.036568453,0.01158886,0.0,0.0,0.0,0.030166976,0.001128333,0.0,0.053770878,0.039586964,0.059537309,0.031207246,0.0,0.018877157,0.003401842
284,0.028815714,0.0,0.000219355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03e-6,2.77e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003890731,0.0,0.000649025,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.001366667,0.0,0.0,0.0,0.0,0.000105385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000709333,0.0011265,0.0,0.0,0.0,0.000352667,0.0,0.0,0.0,0.0,0.000435,0.0,0.0
295,0.0,0.123468333,0.0,0.0,0.077803221,0.080185655,0.111486154,0.011563378,0.011563378,0.018771811,0.05850421,0.001850953,0.00030431,0.000578353,0.126643333,0.119285833,0.053715217,0.005443446,0.089785833,0.120325333,0.0,0.0,0.00836335,0.012466377,0.103955,0.023714427,0.012732674
296,0.0,0.33373,0.006966344,0.033072632,0.289045185,0.32164122,0.338495385,0.130636396,0.130636396,0.178694207,0.247979424,0.118205974,0.059929856,0.041308462,0.353644667,0.362788667,0.291004246,0.051550882,0.310788333,0.35,0.001515956,0.003154107,0.096605145,0.06456529,0.305423333,0.146560273,0.154861884
297,0.039494762,0.473363333,0.081653548,0.137670789,0.50385121,0.558653095,0.572093846,0.331541444,0.331541444,0.377999318,0.456514355,0.319521968,0.215604433,0.141681457,0.594143333,0.566345833,0.529037951,0.091733075,0.535769167,0.575938667,0.02760605,0.091835893,0.225763557,0.171364928,0.433215,0.317151433,0.370142787
298,0.11049381,0.595385,0.178035269,0.255755263,0.656814245,0.731103304,0.735996923,0.523789198,0.523789198,0.527546021,0.633891752,0.49942567,0.391048692,0.258813092,0.719152667,0.718317,0.700264648,0.157388223,0.698095833,0.707126667,0.101268448,0.23581875,0.374085484,0.222122899,0.556938333,0.443093592,0.573522045
299,0.111277619,0.693045,0.28397086,0.347746316,0.764294885,0.848459851,0.87757,0.698452084,0.698452084,0.639297678,0.753101792,0.585583509,0.546284434,0.349816797,0.803977333,0.803626667,0.802323737,0.205442072,0.801375833,0.816612,0.167024843,0.326693571,0.490332471,0.31276029,0.656725,0.557006908,0.706132784
300,0.151065238,0.737936667,0.332149462,0.494241842,0.831773301,0.87849125,0.923852308,0.769750205,0.769750205,0.691089053,0.821870684,0.66096181,0.625262927,0.458313932,0.819411333,0.848734,0.864309239,0.282159047,0.851685,0.850438667,0.170991688,0.432215,0.611652139,0.373906304,0.730598333,0.582981211,0.779915852
301,0.283341905,0.75124,0.396742473,0.521265263,0.804075619,0.874446875,0.915278462,0.797913725,0.797913725,0.68858746,0.82249719,0.667967197,0.661070932,0.497712587,0.827855333,0.839277167,0.852240082,0.377218152,0.823629167,0.840675333,0.245181338,0.473082321,0.612663473,0.399802754,0.767941667,0.539799653,0.76049999
302,0.289487143,0.660165,0.424095376,0.445375263,0.75503951,0.782268363,0.843376923,0.740881942,0.740881942,0.626069914,0.73547175,0.543529507,0.609874577,0.527613119,0.748784,0.752387667,0.767091965,0.423307084,0.7013125,0.734226,0.228155266,0.552634464,0.609038176,0.377742101,0.70289,0.517411847,0.703723213
303,0.397884286,0.575043333,0.385612473,0.443980526,0.659678057,0.648795714,0.738112308,0.624156736,0.624156736,0.568142267,0.636121884,0.505936775,0.521342134,0.50703112,0.593814,0.617893667,0.662292033,0.373386957,0.5778575,0.606934,0.226213741,0.552738571,0.581095742,0.384904928,0.612788333,0.403102336,0.642299516
304,0.323987143,0.356825,0.363051613,0.343868421,0.484524031,0.440804554,0.558224615,0.483727684,0.483727684,0.42727362,0.490352629,0.485135866,0.449238499,0.378427364,0.380814667,0.407480667,0.485620495,0.336322442,0.374510833,0.388464,0.268333579,0.359476786,0.545146477,0.424897464,0.398536667,0.272429287,0.471465965
305,0.252650476,0.186058333,0.315089785,0.250602368,0.279227833,0.211958274,0.312210769,0.311142364,0.311142364,0.260145623,0.304106417,0.37974831,0.338776494,0.259191538,0.176402,0.193278,0.263356772,0.253121982,0.187189167,0.175902667,0.188775214,0.294642321,0.423645476,0.284200362,0.20338,0.177269085,0.325274523
306,0.126315714,0.015628333,0.181954839,0.100357368,0.070323635,0.025723274,0.082372308,0.126848409,0.126848409,0.077522019,0.103677278,0.212057989,0.187741959,0.120076919,0.011208,0.020425167,0.064851475,0.145463274,0.055416667,0.009998,0.127410684,0.181453929,0.259506772,0.087258333,0.029735,0.072074255,0.130408355
307,0.068652857,0.0,0.05733043,0.00451,4.66e-5,0.0,0.0,0.010107298,0.010107298,0.000172096,0.003227455,0.058511642,0.048978362,0.015209475,0.0,0.0,0.0,0.034181266,0.0002575,0.0,0.051502973,0.050931607,0.083398392,0.017622754,0.0,0.011905521,0.003543019
308,0.015040476,0.0,0.000727312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77e-5,1.59e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000806964,0.0,0.000392122,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.000498333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000595333,0.000471,0.0,0.0,0.0,0.000165333,0.0,0.0,0.0,0.0,0.00019,0.0,0.0
319,0.0,0.073666667,0.0,0.0,0.087716282,0.075224464,0.098746154,0.01101446,0.01101446,0.017605239,0.051700399,0.001643132,0.00036601,0.000533018,0.11707,0.102422833,0.0506126,0.00847899,0.0490875,0.120907333,0.0,0.0,0.015220347,0.026579855,0.085586667,0.009207597,0.009465213
320,0.0,0.271081667,0.010482258,0.037398421,0.309672355,0.292811696,0.328404615,0.168379591,0.168379591,0.176624962,0.221599034,0.103694888,0.047363483,0.059235459,0.355035333,0.299002833,0.270731993,0.144468619,0.149711667,0.371066667,0.003295,0.003743571,0.200954698,0.167416739,0.250598333,0.086761885,0.187730516
321,0.027444286,0.468866667,0.103960538,0.152396053,0.511694802,0.513098988,0.505080769,0.375445298,0.375445298,0.36361551,0.398266253,0.271511569,0.157311183,0.201405672,0.556575333,0.505758333,0.493883634,0.346032999,0.2646025,0.510908667,0.041446755,0.092011964,0.430270543,0.341816594,0.48919,0.202028454,0.391928394
322,0.075714286,0.630566667,0.239384946,0.289402368,0.655635346,0.682069256,0.680936923,0.547876773,0.547876773,0.504367097,0.52726019,0.383319719,0.27618861,0.360337349,0.698174667,0.645823667,0.663675266,0.501610492,0.416265,0.601292,0.093131557,0.250788214,0.612901698,0.533271159,0.702975,0.324694784,0.581198658
323,0.182026667,0.68329,0.366960753,0.40132,0.742684456,0.776866012,0.792984615,0.647200849,0.647200849,0.627925311,0.596464955,0.460187111,0.384925441,0.499942332,0.784996,0.750736667,0.766727675,0.625260205,0.48837,0.661868667,0.159732706,0.405306071,0.748716762,0.630548551,0.64856,0.456040202,0.724738729
324,0.184853333,0.688065,0.420977957,0.453907105,0.794558648,0.795040744,0.841285385,0.658234519,0.658234519,0.622507562,0.588579236,0.556421662,0.487603526,0.557680155,0.800719333,0.799394333,0.800788604,0.679491918,0.452519167,0.68741,0.191915099,0.460531607,0.813701346,0.688780942,0.656556667,0.546697866,0.767919419
325,0.266371905,0.67981,0.495428172,0.466568158,0.772136908,0.811228125,0.835870769,0.677475286,0.677475286,0.634087404,0.61870243,0.645403869,0.596219561,0.59775557,0.769193333,0.748130333,0.801193387,0.696281253,0.516249167,0.697881333,0.251765183,0.549398036,0.839166177,0.719780217,0.649406667,0.600048483,0.75129349
326,0.25838381,0.60774,0.531249462,0.475137632,0.724915875,0.731648155,0.776796923,0.609866737,0.609866737,0.601030742,0.552387182,0.661330458,0.590086086,0.587125598,0.665475333,0.668734,0.732945556,0.701083133,0.393941667,0.606478667,0.264459822,0.579679107,0.798148458,0.683870435,0.651911667,0.580429331,0.702991174
327,0.358645714,0.530595,0.497850323,0.513470789,0.622776214,0.596773363,0.621293077,0.532066283,0.532066283,0.550823199,0.448644813,0.614777183,0.537900168,0.52738596,0.553636,0.554892333,0.629649295,0.604202046,0.305085,0.445058,0.283833501,0.541873036,0.727727591,0.610259275,0.444261667,0.520689651,0.612894803
328,0.344200476,0.38413,0.440682151,0.372084737,0.453008757,0.431584881,0.474941538,0.411300854,0.411300854,0.419046706,0.348576469,0.536274547,0.418537319,0.389678355,0.376106667,0.3713925,0.449897183,0.501686822,0.158496667,0.318395333,0.230770841,0.473801786,0.619396432,0.490494203,0.347385,0.484926389,0.497098571
329,0.295729524,0.1693,0.34119086,0.273356316,0.269646936,0.212825744,0.259423846,0.26246066,0.26246066,0.254370341,0.209623439,0.402421306,0.325845628,0.272289045,0.174136,0.194955667,0.26344532,0.38113626,0.097143333,0.142577333,0.232976996,0.352548214,0.457641855,0.323982319,0.192555,0.350427882,0.321470294
330,0.245371905,0.015178333,0.207430645,0.112576053,0.067004431,0.027147173,0.060636923,0.113729293,0.113729293,0.074292722,0.072572704,0.261630468,0.172407639,0.127944739,0.010426667,0.021976833,0.061662017,0.221640026,0.027564167,0.007776667,0.171447461,0.209390179,0.29094531,0.181862464,0.027553333,0.170441391,0.127487961
331,0.122364762,0.0,0.064737634,0.003733947,3.32e-5,0.0,0.0,0.009793366,0.009793366,6.72e-5,0.002634239,0.073017291,0.041529413,0.015216336,0.0,0.0,0.0,0.048024373,8.33e-7,0.0,0.080208318,0.059962321,0.089827934,0.026273116,0.0,0.021140276,0.003453897
332,0.019850952,0.0,0.001024301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21e-6,7.31e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004754195,0.0,0.000334073,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.000321667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000210667,0.0004735,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.123935,0.0,0.0,0.07210392,0.06526503,0.087808462,0.009688552,0.009688552,0.018233762,0.056476314,0.001375687,0.000193072,0.000466726,0.129768667,0.118082667,0.048134995,0.007141228,0.076748333,0.115729333,0.0,0.0,0.007215784,0.014652174,0.108371667,0.024011398,0.008557742
344,0.0,0.317421667,0.005296452,0.019524737,0.286775382,0.290023899,0.310132308,0.197308286,0.197308286,0.210155116,0.287025719,0.092355904,0.066036084,0.041355615,0.371711333,0.358095,0.280137288,0.086971752,0.274061667,0.367722667,0.002131285,0.001879643,0.140214375,0.13186,0.334853333,0.207359606,0.197537468
345,0.06715381,0.508475,0.059880753,0.059026842,0.48338447,0.518576964,0.49983,0.435706613,0.435706613,0.414818114,0.511902293,0.259120104,0.232973452,0.135528161,0.596778667,0.548998667,0.517674974,0.198823459,0.48856,0.573414,0.044421583,0.063508929,0.288127689,0.274277826,0.486203333,0.424368364,0.438829745
346,0.219030952,0.630756667,0.143838602,0.125752368,0.62667178,0.701378899,0.684969231,0.645234824,0.645234824,0.545625535,0.69353558,0.430370999,0.425908895,0.236288572,0.716390667,0.701971667,0.68670747,0.345844808,0.657600833,0.680315333,0.12624407,0.161843036,0.394457555,0.414338623,0.602358333,0.6014598,0.634474416
347,0.38702619,0.743896667,0.200366774,0.249727632,0.735846535,0.801356964,0.804592308,0.78113471,0.78113471,0.64197607,0.814948977,0.55677035,0.570398171,0.331392094,0.787322,0.800405833,0.802156204,0.413875556,0.776068333,0.749448667,0.18817604,0.227431429,0.511724398,0.400849638,0.765561667,0.720380004,0.762978103
348,0.54698619,0.766576667,0.283049247,0.297580526,0.784810437,0.846700923,0.850564615,0.83277453,0.83277453,0.657036114,0.836508066,0.672654157,0.668275344,0.38172163,0.833155333,0.844235667,0.842304837,0.467712685,0.830300833,0.80316,0.290915465,0.316128393,0.556436888,0.403636594,0.816078333,0.758627041,0.790790606
349,0.612221905,0.783565,0.351010753,0.339261316,0.775485324,0.782029643,0.824536923,0.832067962,0.832067962,0.721925456,0.822690992,0.762202227,0.716868977,0.458482968,0.820574,0.816283667,0.843632677,0.512323069,0.820255,0.800268667,0.282195496,0.340313571,0.594300463,0.458748116,0.807238333,0.734371116,0.771102426
350,0.586650952,0.680998333,0.35716172,0.319524474,0.71970409,0.756737857,0.739543846,0.793769459,0.793769459,0.654573964,0.774223447,0.7333383,0.681229172,0.470285238,0.774245333,0.734807167,0.746164006,0.421739904,0.767974167,0.707248667,0.321122064,0.353955179,0.581066979,0.32112942,0.76615,0.670285004,0.715358687
351,0.599290476,0.531175,0.36465086,0.288953684,0.629652757,0.643245298,0.624900769,0.682592485,0.682592485,0.563617303,0.68822824,0.605088412,0.599163568,0.423153089,0.644968,0.61755,0.641931909,0.33974991,0.635598333,0.554724667,0.294814943,0.349040536,0.53970067,0.251051739,0.584351667,0.543222982,0.666348732
352,0.46603381,0.398198333,0.270354086,0.261459211,0.46339843,0.436289494,0.442021538,0.530353112,0.530353112,0.433879615,0.511333312,0.537897099,0.537706317,0.353805487,0.414985333,0.4282085,0.466269059,0.361177046,0.481114167,0.359132,0.311688568,0.329792143,0.488626226,0.297615362,0.4504,0.456226611,0.520343829
353,0.387130476,0.184811667,0.19247828,0.165435526,0.262528399,0.217380863,0.261211538,0.377668908,0.377668908,0.260443351,0.340623396,0.367191137,0.379526156,0.242205174,0.188051333,0.208868,0.263446151,0.231700838,0.292008333,0.166526667,0.274968454,0.249913036,0.32173061,0.186799783,0.223041667,0.263354845,0.348769477
354,0.208089524,0.015625,0.116583011,0.064157632,0.064989356,0.028522321,0.061613846,0.15586048,0.15586048,0.072091529,0.123967934,0.18612542,0.193593039,0.104198624,0.012344667,0.022175333,0.06333862,0.113440671,0.1008175,0.010301333,0.175209525,0.14547125,0.191410787,0.088403478,0.02614,0.120225283,0.134434735
355,0.095026667,0.0,0.043443548,0.002046842,2.08e-5,0.0,0.0,0.010004072,0.010004072,4.53e-5,0.002542899,0.047464674,0.040438095,0.011463597,0.0,0.0,0.0,0.021196362,0.000476667,0.0,0.078382466,0.037188929,0.049600188,0.019243986,0.0,0.014720634,0.002450713
356,0.020262857,0.0,0.000820645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002593736,0.0,1.67e-6,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,0.0,0.000681667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.000354,0.0,0.0,0.0,0.000190667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,0.0,0.12269,0.0,0.0,0.069780876,0.056871458,0.085956923,0.008820886,0.008820886,0.010336255,0.053072177,0.000917026,0.000150398,0.000356118,0.110965333,0.1128975,0.039262724,0.005454674,0.076833333,0.112315333,0.0,0.0,0.006918506,0.021312029,0.106513333,0.016517238,0.007618342
368,0.0,0.353143333,0.005312258,0.021526053,0.285737557,0.225196071,0.294362308,0.200454918,0.200454918,0.123291252,0.272856251,0.082688835,0.070633326,0.042711699,0.339545333,0.353749833,0.221647206,0.110661515,0.286026667,0.3434,0.004728532,0.003023571,0.161204514,0.194513551,0.320068333,0.122046287,0.183058945
369,0.030207619,0.522841667,0.081147849,0.089998421,0.4989802,0.44193869,0.517973846,0.443320101,0.443320101,0.255039199,0.490934079,0.247697873,0.229774128,0.147129687,0.566674667,0.5736765,0.433990773,0.259228005,0.510826667,0.571891333,0.112884122,0.06693,0.378747026,0.40729971,0.504708333,0.276273933,0.396081197
370,0.110321429,0.587318333,0.211306559,0.194889211,0.660216321,0.626285506,0.676396154,0.641396541,0.641396541,0.346201224,0.680125187,0.399420343,0.41556392,0.253416927,0.716212667,0.716910833,0.610925929,0.36905688,0.687243333,0.718461333,0.310806034,0.169811429,0.559014082,0.567497826,0.470553333,0.471662626,0.564074781
371,0.200057619,0.741123333,0.343973871,0.280204211,0.762291622,0.742340595,0.814943846,0.769362028,0.769362028,0.438361983,0.800817427,0.530061228,0.534622119,0.360248364,0.757265333,0.807788667,0.72027102,0.467492519,0.79756,0.769020667,0.436314943,0.302996071,0.679597306,0.705417101,0.514066667,0.585571983,0.697196526
372,0.285348571,0.732888333,0.440276022,0.340405789,0.792449476,0.743990804,0.845315385,0.8066964,0.8066964,0.482334656,0.84268135,0.642117994,0.627193371,0.439039899,0.737598667,0.7976995,0.701142747,0.524000096,0.855400833,0.780569333,0.504280199,0.398933036,0.736999553,0.770958478,0.610668333,0.640492164,0.75200501
373,0.33207381,0.747621667,0.462775269,0.365781053,0.788923151,0.777577262,0.847792308,0.801325805,0.801325805,0.538832698,0.815587456,0.689274856,0.657300744,0.48896019,0.782956,0.785868333,0.713725131,0.456546598,0.850471667,0.74753,0.588230904,0.469150893,0.731731778,0.771379855,0.660448333,0.675880584,0.75650479
374,0.31256381,0.684026667,0.503543118,0.422056842,0.74379413,0.708145476,0.718092308,0.733430373,0.733430373,0.564350333,0.746785272,0.662906205,0.651296272,0.498777483,0.735198667,0.726864833,0.699838322,0.381726886,0.750545,0.658607333,0.588899854,0.501392679,0.651801769,0.639205145,0.602196667,0.650048479,0.707291013
375,0.374360476,0.556896667,0.513701183,0.348529737,0.629857319,0.53551119,0.595328462,0.689628259,0.689628259,0.479670609,0.653228112,0.584780187,0.592725637,0.46039298,0.562898,0.577848833,0.589190864,0.310333363,0.6511125,0.520084667,0.557133626,0.50109625,0.637728785,0.544044493,0.553663333,0.504527619,0.644203177
376,0.343277143,0.392196667,0.425743333,0.305029737,0.447112749,0.415886399,0.457053077,0.548885962,0.548885962,0.369449433,0.498607196,0.511866847,0.505720688,0.326312277,0.396542,0.4100945,0.460819503,0.301485019,0.498701667,0.374624667,0.456594754,0.484193036,0.518562898,0.416392246,0.344891667,0.429422286,0.488231165
