Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AM,elec_BR_AP,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MG,elec_BR_MS,elec_BR_MT,elec_BR_PA,elec_BR_PB,elec_BR_PE,elec_BR_PI,elec_BR_PR,elec_BR_RJ,elec_BR_RN,elec_BR_RO,elec_BR_RR,elec_BR_RS,elec_BR_SC,elec_BR_SE,elec_BR_SP,elec_BR_TO
1,348.5528407758904,798.3486348735615,1344.3128245434248,356.9037332716895,3430.69143296484,2243.747114338356,897.0531384103195,2161.035915323744,2452.048994019635,1522.6766126972602,9062.92282357306,1647.9700154643836,2340.4699473801365,2280.4968466447485,1012.962874365936,2167.4515588534246,955.677528789041,4886.410603418722,5454.724896931507,1189.9777327285844,717.9304875415525,356.44175886401825,4921.897463118721,4049.2269202936077,667.5688125371233,18788.75227237899,573.4198067866209
2,334.30415279989035,757.0153490535616,1277.6460191534247,336.8233229016895,3220.87883456484,2090.5139109383563,841.2035489303195,2065.702477823744,2257.3704386196346,1433.4646130972603,8597.15909657306,1530.3160248643835,2239.834163680137,2167.368118344749,945.4555164659361,2053.7694690534245,900.190562389041,4610.339306518721,5154.584611231507,1120.2428989285845,663.0037353015525,338.75138478001827,4603.400051318721,3822.7382610936074,630.8799677371233,17495.146047378996,530.643756506621
3,318.1058506698904,714.2893012535616,1186.709491033425,317.70158736368955,3007.4140717648397,1937.289310738356,777.4700943303196,1940.9231888237443,2079.7178258196345,1361.0862539972602,8105.85396657306,1432.1621955643834,2141.8486132801368,2060.362770364749,885.2062157659361,1892.8082254534247,845.4778269890411,4292.822436218721,4760.974457531507,1049.6930241885846,618.5257909715525,320.8484775580183,4272.081552318721,3565.168538693607,594.5434367771234,15920.115658378994,496.075438646621
4,305.2647248298904,687.5382080535616,1108.2877014434248,303.65776563468944,2837.65925416484,1810.0249133383559,722.1968542603196,1832.7903534237444,1954.5385817196347,1293.6704473972604,7609.533418573059,1341.6207816643835,2056.948485180137,1942.758861024749,832.741923065936,1756.9018126534247,803.0467930890411,4008.4647633187215,4388.976451031507,993.2529646185845,582.8190586415525,308.17854040001833,3998.6389799187214,3303.9441014936074,566.7094815571232,14603.601296378994,469.798434626621
5,301.0445574978903,685.0729477135616,1116.3662060434247,298.9019826256895,2849.8256173648397,1790.464119238356,710.1950746503196,1854.9845873237443,1950.6400220196344,1305.6103775972604,7882.67339857306,1332.5896675643837,2039.1184675801371,1988.3280447547486,819.7895125359361,1741.0713295534247,782.3651233890412,4048.6791140187215,4384.313187331507,983.2228706985844,571.4732203115525,301.8124059000183,4008.8714890187216,3358.2977375936075,566.5194287671233,14756.522780478994,460.817372706621
6,297.9109837418904,678.7681309635616,1107.6511427534247,296.6998359336895,2856.0811810648397,1780.1287277383562,700.1434683403196,1853.6033282237443,1932.2416699196344,1296.7184395972604,7920.57057157306,1333.8787078643836,2032.7414041801371,1982.9617114447487,809.207897275936,1710.7923466534248,765.1409547890412,4045.8652344187212,4417.0554672315075,972.7301381185845,569.7944065115524,297.91694835801826,4015.7602525187217,3365.3989568936076,566.1447147771233,14770.375069678994,457.702941536621
7,302.17752694889043,681.3883057235616,1118.9023676134248,296.3392596196896,2941.09758766484,1803.696930138356,763.5617948703195,1888.4534776237444,2016.6823528196346,1304.7551399972604,8072.40009057306,1383.8636681643836,2063.7002998801368,2005.6015432447489,825.405891095936,1759.7901091534245,770.6189697890411,4171.5642143187215,4475.895531631508,981.1750050685845,581.4147681015525,299.38445378301833,4109.675737818721,3436.2132580936072,577.2169947171234,15325.418284378995,473.01259098662103
8,308.3260426958904,688.0890949735617,1149.8068727534246,303.0671856116895,3042.01124216484,1874.5446231383562,791.8590442603197,1930.1396854237444,2123.9170921196346,1318.0341671972603,8335.90720257306,1440.5944728643835,2133.7855778801368,2029.629951844749,847.476983625936,1808.7398766534245,790.8494560890412,4397.4047894187215,4669.024398631507,1004.4899212785845,603.7626172415524,306.00016378401824,4310.809800118721,3595.0599669936073,595.6389070671233,16050.780643378996,497.257630676621
9,353.7129091658904,820.4715443035617,1462.7224797734248,356.09546262168953,3731.2825714648397,2364.275100838356,999.2208280403196,2374.075135223744,2628.7289614196343,1545.3243728972602,10309.05543757306,1786.9047679643836,2430.113354880137,2432.459973244749,1024.408638355936,2252.5760799534246,927.0913179890412,5557.455416318722,6191.489077631508,1199.1778469385845,739.2700302415525,353.3560082040183,5382.910371118721,4595.937158993607,707.9808763571233,21749.850279378996,584.447886156621
10,346.4745692158904,823.4122242535617,1448.1917618834248,346.7545909916895,3772.91101886484,2336.634313338356,969.4412980403196,2395.989193023744,2699.2242778196346,1599.1415908972604,10665.577755573058,1801.4773634643836,2426.230106880137,2530.023009744749,1017.266744855936,2206.013133153425,906.332061689041,5734.090972218722,6011.603544331508,1183.3024837385847,723.6854867415526,343.4243962640183,5481.757859118721,4684.908991293608,715.5433595971233,21828.664511378996,588.287289556621
11,352.37715601589036,848.4916217735616,1524.3002520934247,355.3399993416895,3876.63612046484,2407.5906761383562,1061.9064603403197,2493.394489923744,2793.8218731196353,1594.7053751972603,11111.648718573058,1866.7529063643835,2481.0213148801367,2597.636443344749,1038.1721171559361,2279.352057853425,924.3524025890412,6019.393518918721,6371.522579131507,1212.2758402385846,742.4465834415525,347.2531759940183,5730.617792118721,5050.585263593607,731.4730972071233,23392.230499378995,597.066856856621
12,371.8794134158904,887.6333967735617,1599.8549368234246,379.0004729816895,4091.2950455648397,2589.421311238356,1120.8893236703198,2600.3028100237443,2945.7083898196347,1676.7001928972604,11537.84514157306,1957.6653469643836,2567.630090880137,2689.797646844749,1102.2674803559362,2416.8518940534245,975.1780562890411,6327.608296618721,6801.326493731507,1285.1175400385846,799.3531831415526,367.80901302401827,6046.827838118722,5258.190158593607,767.7549108671233,24730.204823378994,622.816335856621
13,355.0186884358904,846.3283547935616,1485.5108976534248,359.45687064168953,3909.4765528648404,2408.361174438356,1058.3681925203198,2439.187701623744,2781.0195416196348,1591.4015211972605,10789.20413757306,1843.8153396643836,2488.8403858801366,2554.843758644749,1039.4764429559361,2242.686448753425,927.4189715890412,5953.168399618721,6258.912013131507,1217.9984165385847,752.8145381415526,350.2818259940183,5691.522768118721,4876.314567393607,729.7110984971233,22999.466842378995,597.985571456621
14,357.3547941158904,835.6587901835617,1469.8562562334248,362.5689290616895,3825.53355266484,2397.3945286383564,1053.2649098703198,2382.728074523744,2747.758323319635,1576.7128262972603,10388.89310857306,1824.5112747643834,2495.204339880137,2481.790115944749,1039.8214191559362,2238.8389475534245,948.6962563890412,5810.488574618721,6160.645897631507,1209.6044580385847,745.9571007415525,356.3285645740183,5549.472842118721,4730.982079693607,722.3122673271233,22310.860858378994,600.627387156621
15,357.5441941258904,853.4400956435617,1500.2060969734248,362.3095344816895,3930.60958736484,2428.649234938356,1051.1194170703197,2444.624928823744,2831.212994819635,1637.9304890972603,10902.36980157306,1852.2308750643836,2538.7239828801366,2645.410002044749,1056.2374504559361,2292.2035440534246,958.310987289041,5977.539979618721,6227.3007184315065,1233.3993302385845,753.6448833415525,357.9821973740183,5652.885892118721,4834.422308893608,737.3605928971233,22898.427905378994,604.769015856621
16,353.1496068958904,851.6427757035616,1494.5483940634247,358.6080617916895,3933.58593086484,2391.9222266383563,1048.8048505703198,2430.863912823744,2799.8282282196346,1632.1842712972605,10873.94994057306,1832.5235838643835,2535.6002398801365,2643.182995144749,1037.9310802559362,2291.2609558534245,946.077426889041,5954.807205618722,6171.509166831507,1231.3520375385847,752.4468984415525,355.04138760401827,5608.332199118721,4788.102096393607,727.7203996671233,22682.172402378994,602.429214256621
17,365.3945770158904,877.7625998535616,1553.2757817134247,372.21761989168954,4021.3903841648403,2496.6859592383557,1099.9234588703198,2507.712711523744,2929.9580955196348,1679.0075177972603,11213.79797057306,1913.5831669643833,2585.438649880137,2687.205911544749,1084.9375015559363,2354.7331325534246,977.8693073890411,6106.821081618721,6438.271491931507,1265.6786921385847,784.5659955415525,366.3853353940183,5776.954015118721,4979.361171193607,746.3665981771234,23614.428196378994,626.625214856621
18,355.0280189058904,850.5591999035616,1524.0655099034245,356.2015903616895,4038.47414236484,2416.770390238356,1092.7585375703197,2485.470121623744,2884.4079288196344,1610.9976013972603,11035.26770957306,1938.0256874643835,2535.108241880137,2608.6602666447493,1053.4988054559362,2291.622585853425,946.8923558890411,6080.153526618721,6304.251767731507,1230.6203221385847,754.2878214415525,354.2949599840183,5684.281173118721,4936.975193693607,736.4850183571233,23491.719708378994,613.497700556621
19,380.93898453589037,898.6497453135617,1614.0714418534249,386.6727277116895,4234.10889146484,2632.604491938356,1195.9214571703196,2582.7276152237446,3024.8916401196348,1654.8209919972603,11165.239530573059,2043.9747339643839,2628.7897738801366,2562.886358244749,1143.0404856559362,2469.6084729534246,1035.685122189041,6328.577190618721,6775.231199231507,1319.4477873385845,819.2051078415525,383.1189046940183,6031.373164118722,5187.269675393607,771.6768564471233,24812.199190378993,654.119479156621
20,385.02620316589037,838.8078791935616,1459.3454644534247,390.4972963016895,3766.3250342648403,2540.016654738356,1190.8157964703198,2332.632832023744,2816.9334630196345,1489.0110229972604,9425.918860573058,1920.7032797643835,2547.5203208801368,2169.175877844749,1104.9834203559362,2356.8510121534246,1039.1957785890409,5735.268617618721,6299.2645506315075,1269.8587626385847,801.6189707415525,389.53800995401826,5589.0212391187215,4634.662222693608,728.3752742171233,22332.294007378994,648.755933856621
21,412.6314159958904,884.8723010635615,1556.3869385434245,425.92337861168954,3921.30602406484,2784.1726981383563,1227.8180229703198,2438.6412697237442,2969.3135096196347,1599.4333215972604,9678.322100573061,2027.8854876643834,2655.968476880137,2257.5382511447488,1196.6696840559362,2528.785743153425,1128.651760089041,5865.695666618722,6728.137759431508,1351.9727236385845,878.7978365415524,425.2817079740183,5959.444179118722,4808.973661193607,770.1227607371233,23416.941678378993,689.932873156621
22,420.6329716958904,900.0557469235616,1565.3346624234248,437.3206486316895,3905.0725584648403,2835.8803792383565,1240.9639185803196,2418.572803423744,2964.610481319635,1617.0867087972604,9582.676256573059,2009.2966880643835,2682.275168880137,2257.345661044749,1221.3957123559362,2602.4332854534246,1160.642493789041,5744.4708876187215,6749.209568131507,1380.1682571385845,899.1229840415525,437.53336797401823,5953.642949118721,4794.015226793607,776.9219119571233,23236.053444378995,695.1689555566211
23,412.2709545158904,927.6873189935616,1619.8214461634248,427.5682241116895,4096.74826226484,2818.6975242383564,1173.8805403803196,2536.937556823744,3030.678221519635,1779.7142835972602,10695.965107573058,2009.8379504643835,2694.916020880137,2561.7602982447493,1229.6252975559362,2643.9059197534248,1142.618571989041,5994.081993218721,6866.309567031507,1400.8497631385846,891.5653485415525,426.8825443240183,6059.852116118722,4997.012198293607,790.6291603471233,24047.779658378993,692.028818956621
24,393.45306550589044,888.5151515235616,1536.4073494134248,405.20141052168947,3921.0058761648397,2643.3120939383557,1077.8658698803197,2422.736827723744,2836.9124963196346,1734.69585349726,10242.282375573059,1883.6983748643836,2587.505220880137,2534.954572144749,1162.0332411559361,2516.735572253425,1082.695016589041,5605.259083618721,6455.667571331507,1340.7455513785844,836.4170029415525,404.93700487401827,5696.787110118721,4702.921654293607,749.4232050671234,22266.868789378994,657.1089412566209
25,331.0630342918904,734.5401742435616,1226.1974970234246,336.0335768756895,3102.1958762648396,2077.1930928383563,838.8852276803195,2013.2206377237444,2204.892190219635,1447.9741049972604,8665.670319573059,1465.6930949643836,2167.5013177801366,2042.096256544749,932.967673875936,1978.9417212534247,893.1827587890411,4506.1186438187215,4972.423459931507,1017.7463132385845,660.5428656915525,340.2921323280183,4544.062237018721,3758.0569139936074,610.8777809971233,17062.904055378993,531.5384503266209
26,316.18174074689034,698.2773251435616,1165.3621665134247,317.40441582868954,2928.7815772648396,1932.5028574383562,802.5586025503196,1929.8858135237442,2047.7045579196347,1353.5141698972602,8302.813099573059,1377.4722816643834,2073.276083580137,1942.0350624847488,872.406231645936,1852.2868892534245,843.5219459890411,4300.035884318721,4751.504398231507,958.2897300085845,615.2647310815524,321.6051127520183,4287.813693618722,3587.7048459936073,577.9701102871232,16106.190199378994,496.440797656621
27,300.7748999258904,662.2195099735616,1085.5423879934249,298.8992763856895,2749.10997656484,1786.747375838356,744.8457534703197,1824.8670375237443,1903.6344948196347,1287.0858019972604,7860.11971257306,1289.6042593643836,1984.293184080137,1850.0101767647488,814.931552545936,1721.2654631534247,796.3334603890411,4032.5502274187215,4371.205767331507,896.2769214585845,570.6385061815524,304.45266535601826,4011.2645690187214,3356.8994414936074,547.7625908371233,14803.676757878995,466.643602096621
28,289.6988589098904,630.2416476235617,1012.0226703434245,285.47425330168954,2590.6538859648404,1667.598023068356,692.4950295803196,1723.9663833237444,1788.5272201196344,1223.4823627972605,7410.75624357306,1217.0300874643833,1910.8536439801371,1743.8037932847487,770.363758355936,1604.098433253425,759.4210923890412,3778.5094630187214,4034.0580383615065,848.9068813485845,535.9425459915525,291.76870272301824,3781.234029718722,3149.2892577936072,521.7425173971234,13616.312407978994,442.902445646621
29,286.8127456818904,635.3352322535617,1025.9490824534246,281.14229316468953,2656.82241366484,1665.7620450483562,689.5122930703196,1759.3750538237443,1816.2442638196344,1243.3307659972604,7712.153249573059,1228.7337285643835,1913.1287077801371,1810.9211624647487,767.8319476259361,1605.8450181534247,746.1296937890411,3879.8558759187217,4094.7727000515065,849.9671714285845,531.2552474615525,287.49762655901833,3832.262527018722,3235.9957124936072,526.4789360771233,14023.928733578994,439.492728326621
30,287.01729494189044,636.4746536335616,1032.2419548334246,280.5573647316895,2690.10847836484,1670.9714846383563,703.4504667103196,1778.4190093237444,1859.0472567196346,1246.4999598972604,7875.161856573059,1251.9407022643834,1938.387149280137,1834.5878804047488,767.076346885936,1614.7582762534248,737.1042483890411,3966.1360849187213,4131.948922431507,856.7317006185845,534.1591465015524,286.5432501900183,3885.732159618721,3308.7841708936076,532.0908730571233,14368.773237378995,445.970658406621
31,293.8978822558904,659.1535031235617,1074.8461215534248,287.1897833616895,2862.83708456484,1749.2725029383562,747.5853572403196,1843.2716020237444,2020.0543451196347,1279.9920645972604,8276.76696857306,1337.3900590643836,2034.538820280137,1909.612460844749,800.7380447259361,1685.9880425534245,757.6765431890411,4255.636694618721,4323.542597231508,895.2404813985845,562.7364810415525,292.1137666940183,4127.378687118721,3502.410595193607,555.7521777571233,15397.658236378995,478.623947706621
32,311.2769098958904,708.2015887535616,1159.2368193534246,303.0840755516895,3146.8422187648403,1936.2544746383562,842.6422585703195,1959.9572616237442,2272.2007813196346,1359.1268997972602,8843.82623857306,1490.7314396643835,2229.020153880137,2064.616229544749,871.7973276559361,1839.9052900534246,822.714062989041,4790.956092618721,4707.351895831507,976.5916382385844,620.8491866415525,307.60098099401824,4561.611282118722,3860.7277758936075,597.2945538071233,17097.304049378992,543.764527856621
33,369.60846349589036,881.0594160835616,1535.0295284534247,372.84170075168953,4012.32165286484,2547.602269638356,1137.0300198703196,2493.3570266237443,2967.054585019635,1688.6448101972605,11290.779294573062,1932.7484870643837,2683.4153368801367,2637.7425282447493,1107.5617584559361,2411.008753553425,1015.554004889041,6301.746661618721,6491.905288431506,1227.8107522385847,813.1611081415524,370.81298477401833,5867.651995118722,5053.964392393608,741.8400065171234,23661.536301378994,684.216524156621
