Time_Index,Amazonas_hydro_ror,Doce_hydro_ror,Grande_hydro_ror,Iguacu_hydro_ror,Jacui_capivari_hydro_ror,Jequitinhonha_hydro_ror,Paraiba_do_sul_hydro_ror,Parana_hydro_ror,Paranaiba_hydro_ror,Paranapanema_hydro_ror,Sao_francisco_hydro_ror,Tiete_hydro_ror,Tocantins_hydro_ror,Uruguai_hydro_ror
400,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
401,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
402,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
403,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
404,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
405,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
406,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
407,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
408,0.022595893,0.361888092,1.0,0.365604181,0.418618672,0.18815091,0.565488494,1.0,0.844029464,1.0,1.0,1.0,1.0,0.365418049
409,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
410,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
411,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
412,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
413,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
414,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
415,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
416,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
417,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
418,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
419,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
420,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
421,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
422,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
423,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
424,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
425,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
426,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
427,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
428,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
429,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
430,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
431,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
432,0.022018485,0.337412594,1.0,0.44084963,0.515339283,0.18466662,0.544305723,1.0,0.77247685,1.0,1.0,1.0,1.0,0.482423832
433,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
434,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
435,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
436,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
437,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
438,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
439,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
440,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
441,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
442,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
443,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
444,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
445,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
446,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
447,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
448,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
449,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
450,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
451,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
452,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
453,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
454,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
455,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
456,0.019285419,0.320512843,1.0,0.559218869,0.55916578,0.166083816,0.544305723,1.0,0.711301279,1.0,1.0,1.0,1.0,0.538676424
457,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
458,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
459,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
460,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
461,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
462,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
463,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
464,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
465,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
466,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
467,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
468,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
469,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
470,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
471,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
472,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
473,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
474,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
475,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
476,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
477,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
478,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
479,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
480,0.01840006,0.307109539,1.0,0.642937374,0.57503398,0.144016744,0.535095769,1.0,0.667621742,1.0,1.0,1.0,1.0,0.495699474
481,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
482,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
483,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
484,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
485,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
486,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
487,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
488,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
489,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
490,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
491,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
492,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
493,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
494,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
495,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
496,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
497,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
498,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
499,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
500,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
501,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
502,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
503,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
504,0.019208433,0.300699314,1.0,0.693901953,0.629439334,0.132402497,0.527727852,1.0,0.635284361,1.0,1.0,1.0,1.0,0.583678816
505,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
506,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
507,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
508,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
509,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
510,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
511,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
512,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
513,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
514,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
515,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
516,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
517,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
518,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
519,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
520,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
521,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
522,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
523,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
524,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
525,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
526,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
527,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
528,0.020632704,0.389277369,1.0,0.442367005,0.375547795,0.088268331,0.523583403,1.0,0.769580945,0.717816179,0.583640402,1.0,0.935923137,0.525626097
529,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
530,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
531,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
532,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
533,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
534,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
535,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
536,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
537,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
538,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
539,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
540,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
541,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
542,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
543,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
544,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
545,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
546,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
547,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
548,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
549,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
550,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
551,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
552,0.021094631,0.359557107,1.0,0.486502858,0.443554488,0.097559733,0.50884757,1.0,0.761375992,0.68424261,0.557968104,1.0,0.925223842,0.991174031
553,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
554,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
555,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
556,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
557,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
558,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
559,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
560,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
561,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
562,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
563,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
564,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
565,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
566,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
567,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
568,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
569,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
570,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
571,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
572,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
573,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
574,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
575,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
576,0.021441073,0.336829863,1.0,0.571106468,0.416351811,0.10452829,0.518057446,1.0,0.743759349,0.666361091,0.535800965,1.0,0.919758825,0.927270697
577,0.021017641,0.314685287,0.993131403,0.565541923,0.446576969,0.106851136,0.511150058,1.0,0.71118067,0.67548432,0.512023421,1.0,0.917757483,0.815665178
578,0.021017641,0.314685287,0.993131403,0.565541923,0.446576969,0.106851136,0.511150058,1.0,0.71118067,0.67548432,0.512023421,1.0,0.917757483,0.815665178
579,0.021017641,0.314685287,0.993131403,0.565541923,0.446576969,0.106851136,0.511150058,1.0,0.71118067,0.67548432,0.512023421,1.0,0.917757483,0.815665178
