Time_Index,natgas_price_BR,coal_price_BR,coal_price_imported,uranium_price_BR,gasoline_fossil_price_BR,diesel_fossil_price_BR,jetfuel_fossil_price_BR
1,37.53,13.90,13.24,4.535,46.23,59.67,83.39
2,37.53,13.90,13.24,4.535,46.23,59.67,83.39
3,37.53,13.90,13.24,4.535,46.23,59.67,83.39
4,37.53,13.90,13.24,4.535,46.23,59.67,83.39
5,37.53,13.90,13.24,4.535,46.23,59.67,83.39
6,37.53,13.90,13.24,4.535,46.23,59.67,83.39
7,37.53,13.90,13.24,4.535,46.23,59.67,83.39
8,37.53,13.90,13.24,4.535,46.23,59.67,83.39
9,37.53,13.90,13.24,4.535,46.23,59.67,83.39
10,37.53,13.90,13.24,4.535,46.23,59.67,83.39
11,37.53,13.90,13.24,4.535,46.23,59.67,83.39
12,37.53,13.90,13.24,4.535,46.23,59.67,83.39
13,37.53,13.90,13.24,4.535,46.23,59.67,83.39
14,37.53,13.90,13.24,4.535,46.23,59.67,83.39
15,37.53,13.90,13.24,4.535,46.23,59.67,83.39
16,37.53,13.90,13.24,4.535,46.23,59.67,83.39
17,37.53,13.90,13.24,4.535,46.23,59.67,83.39
18,37.53,13.90,13.24,4.535,46.23,59.67,83.39
19,37.53,13.90,13.24,4.535,46.23,59.67,83.39
20,37.53,13.90,13.24,4.535,46.23,59.67,83.39
21,37.53,13.90,13.24,4.535,46.23,59.67,83.39
22,37.53,13.90,13.24,4.535,46.23,59.67,83.39
23,37.53,13.90,13.24,4.535,46.23,59.67,83.39
24,37.53,13.90,13.24,4.535,46.23,59.67,83.39
25,37.53,13.90,13.24,4.535,46.23,59.67,83.39
26,37.53,13.90,13.24,4.535,46.23,59.67,83.39
27,37.53,13.90,13.24,4.535,46.23,59.67,83.39
28,37.53,13.90,13.24,4.535,46.23,59.67,83.39
29,37.53,13.90,13.24,4.535,46.23,59.67,83.39
30,37.53,13.90,13.24,4.535,46.23,59.67,83.39
31,37.53,13.90,13.24,4.535,46.23,59.67,83.39
32,37.53,13.90,13.24,4.535,46.23,59.67,83.39
33,37.53,13.90,13.24,4.535,46.23,59.67,83.39
34,37.53,13.90,13.24,4.535,46.23,59.67,83.39
35,37.53,13.90,13.24,4.535,46.23,59.67,83.39
36,37.53,13.90,13.24,4.535,46.23,59.67,83.39
37,37.53,13.90,13.24,4.535,46.23,59.67,83.39
38,37.53,13.90,13.24,4.535,46.23,59.67,83.39
39,37.53,13.90,13.24,4.535,46.23,59.67,83.39
40,37.53,13.90,13.24,4.535,46.23,59.67,83.39
41,37.53,13.90,13.24,4.535,46.23,59.67,83.39
42,37.53,13.90,13.24,4.535,46.23,59.67,83.39
43,37.53,13.90,13.24,4.535,46.23,59.67,83.39
44,37.53,13.90,13.24,4.535,46.23,59.67,83.39
45,37.53,13.90,13.24,4.535,46.23,59.67,83.39
46,37.53,13.90,13.24,4.535,46.23,59.67,83.39
47,37.53,13.90,13.24,4.535,46.23,59.67,83.39
48,37.53,13.90,13.24,4.535,46.23,59.67,83.39
49,37.53,13.90,13.24,4.535,46.23,59.67,83.39
50,37.53,13.90,13.24,4.535,46.23,59.67,83.39
51,37.53,13.90,13.24,4.535,46.23,59.67,83.39
52,37.53,13.90,13.24,4.535,46.23,59.67,83.39
53,37.53,13.90,13.24,4.535,46.23,59.67,83.39
54,37.53,13.90,13.24,4.535,46.23,59.67,83.39
55,37.53,13.90,13.24,4.535,46.23,59.67,83.39
56,37.53,13.90,13.24,4.535,46.23,59.67,83.39
57,37.53,13.90,13.24,4.535,46.23,59.67,83.39
58,37.53,13.90,13.24,4.535,46.23,59.67,83.39
59,37.53,13.90,13.24,4.535,46.23,59.67,83.39
60,37.53,13.90,13.24,4.535,46.23,59.67,83.39
61,37.53,13.90,13.24,4.535,46.23,59.67,83.39
62,37.53,13.90,13.24,4.535,46.23,59.67,83.39
63,37.53,13.90,13.24,4.535,46.23,59.67,83.39
64,37.53,13.90,13.24,4.535,46.23,59.67,83.39
65,37.53,13.90,13.24,4.535,46.23,59.67,83.39
66,37.53,13.90,13.24,4.535,46.23,59.67,83.39
67,37.53,13.90,13.24,4.535,46.23,59.67,83.39
68,37.53,13.90,13.24,4.535,46.23,59.67,83.39
69,37.53,13.90,13.24,4.535,46.23,59.67,83.39
70,37.53,13.90,13.24,4.535,46.23,59.67,83.39
71,37.53,13.90,13.24,4.535,46.23,59.67,83.39
72,37.53,13.90,13.24,4.535,46.23,59.67,83.39
73,37.53,13.90,13.24,4.535,46.23,59.67,83.39
74,37.53,13.90,13.24,4.535,46.23,59.67,83.39
75,37.53,13.90,13.24,4.535,46.23,59.67,83.39
76,37.53,13.90,13.24,4.535,46.23,59.67,83.39
77,37.53,13.90,13.24,4.535,46.23,59.67,83.39
78,37.53,13.90,13.24,4.535,46.23,59.67,83.39
79,37.53,13.90,13.24,4.535,46.23,59.67,83.39
80,37.53,13.90,13.24,4.535,46.23,59.67,83.39
81,37.53,13.90,13.24,4.535,46.23,59.67,83.39
82,37.53,13.90,13.24,4.535,46.23,59.67,83.39
83,37.53,13.90,13.24,4.535,46.23,59.67,83.39
84,37.53,13.90,13.24,4.535,46.23,59.67,83.39
85,37.53,13.90,13.24,4.535,46.23,59.67,83.39
86,37.53,13.90,13.24,4.535,46.23,59.67,83.39
87,37.53,13.90,13.24,4.535,46.23,59.67,83.39
88,37.53,13.90,13.24,4.535,46.23,59.67,83.39
89,37.53,13.90,13.24,4.535,46.23,59.67,83.39
90,37.53,13.90,13.24,4.535,46.23,59.67,83.39
91,37.53,13.90,13.24,4.535,46.23,59.67,83.39
92,37.53,13.90,13.24,4.535,46.23,59.67,83.39
93,37.53,13.90,13.24,4.535,46.23,59.67,83.39
94,37.53,13.90,13.24,4.535,46.23,59.67,83.39
95,37.53,13.90,13.24,4.535,46.23,59.67,83.39
96,37.53,13.90,13.24,4.535,46.23,59.67,83.39
97,37.53,13.90,13.24,4.535,46.23,59.67,83.39
98,37.53,13.90,13.24,4.535,46.23,59.67,83.39
99,37.53,13.90,13.24,4.535,46.23,59.67,83.39
100,37.53,13.90,13.24,4.535,46.23,59.67,83.39
101,37.53,13.90,13.24,4.535,46.23,59.67,83.39
102,37.53,13.90,13.24,4.535,46.23,59.67,83.39
103,37.53,13.90,13.24,4.535,46.23,59.67,83.39
104,37.53,13.90,13.24,4.535,46.23,59.67,83.39
105,37.53,13.90,13.24,4.535,46.23,59.67,83.39
106,37.53,13.90,13.24,4.535,46.23,59.67,83.39
107,37.53,13.90,13.24,4.535,46.23,59.67,83.39
108,37.53,13.90,13.24,4.535,46.23,59.67,83.39
109,37.53,13.90,13.24,4.535,46.23,59.67,83.39
110,37.53,13.90,13.24,4.535,46.23,59.67,83.39
111,37.53,13.90,13.24,4.535,46.23,59.67,83.39
112,37.53,13.90,13.24,4.535,46.23,59.67,83.39
113,37.53,13.90,13.24,4.535,46.23,59.67,83.39
114,37.53,13.90,13.24,4.535,46.23,59.67,83.39
115,37.53,13.90,13.24,4.535,46.23,59.67,83.39
116,37.53,13.90,13.24,4.535,46.23,59.67,83.39
117,37.53,13.90,13.24,4.535,46.23,59.67,83.39
118,37.53,13.90,13.24,4.535,46.23,59.67,83.39
119,37.53,13.90,13.24,4.535,46.23,59.67,83.39
120,37.53,13.90,13.24,4.535,46.23,59.67,83.39
121,37.53,13.90,13.24,4.535,46.23,59.67,83.39
122,37.53,13.90,13.24,4.535,46.23,59.67,83.39
123,37.53,13.90,13.24,4.535,46.23,59.67,83.39
124,37.53,13.90,13.24,4.535,46.23,59.67,83.39
125,37.53,13.90,13.24,4.535,46.23,59.67,83.39
126,37.53,13.90,13.24,4.535,46.23,59.67,83.39
127,37.53,13.90,13.24,4.535,46.23,59.67,83.39
128,37.53,13.90,13.24,4.535,46.23,59.67,83.39
129,37.53,13.90,13.24,4.535,46.23,59.67,83.39
130,37.53,13.90,13.24,4.535,46.23,59.67,83.39
131,37.53,13.90,13.24,4.535,46.23,59.67,83.39
132,37.53,13.90,13.24,4.535,46.23,59.67,83.39
133,37.53,13.90,13.24,4.535,46.23,59.67,83.39
134,37.53,13.90,13.24,4.535,46.23,59.67,83.39
135,37.53,13.90,13.24,4.535,46.23,59.67,83.39
136,37.53,13.90,13.24,4.535,46.23,59.67,83.39
137,37.53,13.90,13.24,4.535,46.23,59.67,83.39
138,37.53,13.90,13.24,4.535,46.23,59.67,83.39
139,37.53,13.90,13.24,4.535,46.23,59.67,83.39
140,37.53,13.90,13.24,4.535,46.23,59.67,83.39
141,37.53,13.90,13.24,4.535,46.23,59.67,83.39
142,37.53,13.90,13.24,4.535,46.23,59.67,83.39
143,37.53,13.90,13.24,4.535,46.23,59.67,83.39
144,37.53,13.90,13.24,4.535,46.23,59.67,83.39
145,37.53,13.90,13.24,4.535,46.23,59.67,83.39
146,37.53,13.90,13.24,4.535,46.23,59.67,83.39
147,37.53,13.90,13.24,4.535,46.23,59.67,83.39
148,37.53,13.90,13.24,4.535,46.23,59.67,83.39
149,37.53,13.90,13.24,4.535,46.23,59.67,83.39
150,37.53,13.90,13.24,4.535,46.23,59.67,83.39
151,37.53,13.90,13.24,4.535,46.23,59.67,83.39
152,37.53,13.90,13.24,4.535,46.23,59.67,83.39
153,37.53,13.90,13.24,4.535,46.23,59.67,83.39
154,37.53,13.90,13.24,4.535,46.23,59.67,83.39
155,37.53,13.90,13.24,4.535,46.23,59.67,83.39
156,37.53,13.90,13.24,4.535,46.23,59.67,83.39
157,37.53,13.90,13.24,4.535,46.23,59.67,83.39
158,37.53,13.90,13.24,4.535,46.23,59.67,83.39
159,37.53,13.90,13.24,4.535,46.23,59.67,83.39
160,37.53,13.90,13.24,4.535,46.23,59.67,83.39
161,37.53,13.90,13.24,4.535,46.23,59.67,83.39
162,37.53,13.90,13.24,4.535,46.23,59.67,83.39
163,37.53,13.90,13.24,4.535,46.23,59.67,83.39
164,37.53,13.90,13.24,4.535,46.23,59.67,83.39
165,37.53,13.90,13.24,4.535,46.23,59.67,83.39
166,37.53,13.90,13.24,4.535,46.23,59.67,83.39
167,37.53,13.90,13.24,4.535,46.23,59.67,83.39
168,37.53,13.90,13.24,4.535,46.23,59.67,83.39
169,37.53,13.90,13.24,4.535,46.23,59.67,83.39
170,37.53,13.90,13.24,4.535,46.23,59.67,83.39
171,37.53,13.90,13.24,4.535,46.23,59.67,83.39
172,37.53,13.90,13.24,4.535,46.23,59.67,83.39
173,37.53,13.90,13.24,4.535,46.23,59.67,83.39
174,37.53,13.90,13.24,4.535,46.23,59.67,83.39
175,37.53,13.90,13.24,4.535,46.23,59.67,83.39
176,37.53,13.90,13.24,4.535,46.23,59.67,83.39
177,37.53,13.90,13.24,4.535,46.23,59.67,83.39
178,37.53,13.90,13.24,4.535,46.23,59.67,83.39
179,37.53,13.90,13.24,4.535,46.23,59.67,83.39
180,37.53,13.90,13.24,4.535,46.23,59.67,83.39
181,37.53,13.90,13.24,4.535,46.23,59.67,83.39
182,37.53,13.90,13.24,4.535,46.23,59.67,83.39
183,37.53,13.90,13.24,4.535,46.23,59.67,83.39
184,37.53,13.90,13.24,4.535,46.23,59.67,83.39
185,37.53,13.90,13.24,4.535,46.23,59.67,83.39
186,37.53,13.90,13.24,4.535,46.23,59.67,83.39
187,37.53,13.90,13.24,4.535,46.23,59.67,83.39
188,37.53,13.90,13.24,4.535,46.23,59.67,83.39
189,37.53,13.90,13.24,4.535,46.23,59.67,83.39
190,37.53,13.90,13.24,4.535,46.23,59.67,83.39
191,37.53,13.90,13.24,4.535,46.23,59.67,83.39
192,37.53,13.90,13.24,4.535,46.23,59.67,83.39
193,37.53,13.90,13.24,4.535,46.23,59.67,83.39
194,37.53,13.90,13.24,4.535,46.23,59.67,83.39
195,37.53,13.90,13.24,4.535,46.23,59.67,83.39
196,37.53,13.90,13.24,4.535,46.23,59.67,83.39
197,37.53,13.90,13.24,4.535,46.23,59.67,83.39
198,37.53,13.90,13.24,4.535,46.23,59.67,83.39
199,37.53,13.90,13.24,4.535,46.23,59.67,83.39
200,37.53,13.90,13.24,4.535,46.23,59.67,83.39
201,37.53,13.90,13.24,4.535,46.23,59.67,83.39
202,37.53,13.90,13.24,4.535,46.23,59.67,83.39
203,37.53,13.90,13.24,4.535,46.23,59.67,83.39
204,37.53,13.90,13.24,4.535,46.23,59.67,83.39
205,37.53,13.90,13.24,4.535,46.23,59.67,83.39
206,37.53,13.90,13.24,4.535,46.23,59.67,83.39
207,37.53,13.90,13.24,4.535,46.23,59.67,83.39
208,37.53,13.90,13.24,4.535,46.23,59.67,83.39
209,37.53,13.90,13.24,4.535,46.23,59.67,83.39
210,37.53,13.90,13.24,4.535,46.23,59.67,83.39
211,37.53,13.90,13.24,4.535,46.23,59.67,83.39
212,37.53,13.90,13.24,4.535,46.23,59.67,83.39
213,37.53,13.90,13.24,4.535,46.23,59.67,83.39
214,37.53,13.90,13.24,4.535,46.23,59.67,83.39
215,37.53,13.90,13.24,4.535,46.23,59.67,83.39
216,37.53,13.90,13.24,4.535,46.23,59.67,83.39
217,37.53,13.90,13.24,4.535,46.23,59.67,83.39
218,37.53,13.90,13.24,4.535,46.23,59.67,83.39
219,37.53,13.90,13.24,4.535,46.23,59.67,83.39
220,37.53,13.90,13.24,4.535,46.23,59.67,83.39
221,37.53,13.90,13.24,4.535,46.23,59.67,83.39
222,37.53,13.90,13.24,4.535,46.23,59.67,83.39
223,37.53,13.90,13.24,4.535,46.23,59.67,83.39
224,37.53,13.90,13.24,4.535,46.23,59.67,83.39
225,37.53,13.90,13.24,4.535,46.23,59.67,83.39
226,37.53,13.90,13.24,4.535,46.23,59.67,83.39
227,37.53,13.90,13.24,4.535,46.23,59.67,83.39
228,37.53,13.90,13.24,4.535,46.23,59.67,83.39
229,37.53,13.90,13.24,4.535,46.23,59.67,83.39
230,37.53,13.90,13.24,4.535,46.23,59.67,83.39
231,37.53,13.90,13.24,4.535,46.23,59.67,83.39
232,37.53,13.90,13.24,4.535,46.23,59.67,83.39
233,37.53,13.90,13.24,4.535,46.23,59.67,83.39
234,37.53,13.90,13.24,4.535,46.23,59.67,83.39
235,37.53,13.90,13.24,4.535,46.23,59.67,83.39
236,37.53,13.90,13.24,4.535,46.23,59.67,83.39
237,37.53,13.90,13.24,4.535,46.23,59.67,83.39
238,37.53,13.90,13.24,4.535,46.23,59.67,83.39
239,37.53,13.90,13.24,4.535,46.23,59.67,83.39
240,37.53,13.90,13.24,4.535,46.23,59.67,83.39
241,37.53,13.90,13.24,4.535,46.23,59.67,83.39
242,37.53,13.90,13.24,4.535,46.23,59.67,83.39
243,37.53,13.90,13.24,4.535,46.23,59.67,83.39
244,37.53,13.90,13.24,4.535,46.23,59.67,83.39
245,37.53,13.90,13.24,4.535,46.23,59.67,83.39
246,37.53,13.90,13.24,4.535,46.23,59.67,83.39
247,37.53,13.90,13.24,4.535,46.23,59.67,83.39
248,37.53,13.90,13.24,4.535,46.23,59.67,83.39
249,37.53,13.90,13.24,4.535,46.23,59.67,83.39
250,37.53,13.90,13.24,4.535,46.23,59.67,83.39
251,37.53,13.90,13.24,4.535,46.23,59.67,83.39
252,37.53,13.90,13.24,4.535,46.23,59.67,83.39
253,37.53,13.90,13.24,4.535,46.23,59.67,83.39
254,37.53,13.90,13.24,4.535,46.23,59.67,83.39
255,37.53,13.90,13.24,4.535,46.23,59.67,83.39
256,37.53,13.90,13.24,4.535,46.23,59.67,83.39
257,37.53,13.90,13.24,4.535,46.23,59.67,83.39
258,37.53,13.90,13.24,4.535,46.23,59.67,83.39
259,37.53,13.90,13.24,4.535,46.23,59.67,83.39
260,37.53,13.90,13.24,4.535,46.23,59.67,83.39
261,37.53,13.90,13.24,4.535,46.23,59.67,83.39
262,37.53,13.90,13.24,4.535,46.23,59.67,83.39
263,37.53,13.90,13.24,4.535,46.23,59.67,83.39
264,37.53,13.90,13.24,4.535,46.23,59.67,83.39
265,37.53,13.90,13.24,4.535,46.23,59.67,83.39
266,37.53,13.90,13.24,4.535,46.23,59.67,83.39
267,37.53,13.90,13.24,4.535,46.23,59.67,83.39
268,37.53,13.90,13.24,4.535,46.23,59.67,83.39
269,37.53,13.90,13.24,4.535,46.23,59.67,83.39
270,37.53,13.90,13.24,4.535,46.23,59.67,83.39
271,37.53,13.90,13.24,4.535,46.23,59.67,83.39
272,37.53,13.90,13.24,4.535,46.23,59.67,83.39
273,37.53,13.90,13.24,4.535,46.23,59.67,83.39
274,37.53,13.90,13.24,4.535,46.23,59.67,83.39
275,37.53,13.90,13.24,4.535,46.23,59.67,83.39
276,37.53,13.90,13.24,4.535,46.23,59.67,83.39
277,37.53,13.90,13.24,4.535,46.23,59.67,83.39
278,37.53,13.90,13.24,4.535,46.23,59.67,83.39
279,37.53,13.90,13.24,4.535,46.23,59.67,83.39
280,37.53,13.90,13.24,4.535,46.23,59.67,83.39
281,37.53,13.90,13.24,4.535,46.23,59.67,83.39
282,37.53,13.90,13.24,4.535,46.23,59.67,83.39
283,37.53,13.90,13.24,4.535,46.23,59.67,83.39
284,37.53,13.90,13.24,4.535,46.23,59.67,83.39
285,37.53,13.90,13.24,4.535,46.23,59.67,83.39
286,37.53,13.90,13.24,4.535,46.23,59.67,83.39
287,37.53,13.90,13.24,4.535,46.23,59.67,83.39
288,37.53,13.90,13.24,4.535,46.23,59.67,83.39
289,37.53,13.90,13.24,4.535,46.23,59.67,83.39
290,37.53,13.90,13.24,4.535,46.23,59.67,83.39
291,37.53,13.90,13.24,4.535,46.23,59.67,83.39
292,37.53,13.90,13.24,4.535,46.23,59.67,83.39
293,37.53,13.90,13.24,4.535,46.23,59.67,83.39
294,37.53,13.90,13.24,4.535,46.23,59.67,83.39
295,37.53,13.90,13.24,4.535,46.23,59.67,83.39
296,37.53,13.90,13.24,4.535,46.23,59.67,83.39
297,37.53,13.90,13.24,4.535,46.23,59.67,83.39
298,37.53,13.90,13.24,4.535,46.23,59.67,83.39
299,37.53,13.90,13.24,4.535,46.23,59.67,83.39
300,37.53,13.90,13.24,4.535,46.23,59.67,83.39
301,37.53,13.90,13.24,4.535,46.23,59.67,83.39
302,37.53,13.90,13.24,4.535,46.23,59.67,83.39
303,37.53,13.90,13.24,4.535,46.23,59.67,83.39
304,37.53,13.90,13.24,4.535,46.23,59.67,83.39
305,37.53,13.90,13.24,4.535,46.23,59.67,83.39
306,37.53,13.90,13.24,4.535,46.23,59.67,83.39
307,37.53,13.90,13.24,4.535,46.23,59.67,83.39
308,37.53,13.90,13.24,4.535,46.23,59.67,83.39
309,37.53,13.90,13.24,4.535,46.23,59.67,83.39
310,37.53,13.90,13.24,4.535,46.23,59.67,83.39
311,37.53,13.90,13.24,4.535,46.23,59.67,83.39
312,37.53,13.90,13.24,4.535,46.23,59.67,83.39
313,37.53,13.90,13.24,4.535,46.23,59.67,83.39
314,37.53,13.90,13.24,4.535,46.23,59.67,83.39
315,37.53,13.90,13.24,4.535,46.23,59.67,83.39
316,37.53,13.90,13.24,4.535,46.23,59.67,83.39
317,37.53,13.90,13.24,4.535,46.23,59.67,83.39
318,37.53,13.90,13.24,4.535,46.23,59.67,83.39
319,37.53,13.90,13.24,4.535,46.23,59.67,83.39
320,37.53,13.90,13.24,4.535,46.23,59.67,83.39
321,37.53,13.90,13.24,4.535,46.23,59.67,83.39
322,37.53,13.90,13.24,4.535,46.23,59.67,83.39
323,37.53,13.90,13.24,4.535,46.23,59.67,83.39
324,37.53,13.90,13.24,4.535,46.23,59.67,83.39
325,37.53,13.90,13.24,4.535,46.23,59.67,83.39
326,37.53,13.90,13.24,4.535,46.23,59.67,83.39
327,37.53,13.90,13.24,4.535,46.23,59.67,83.39
328,37.53,13.90,13.24,4.535,46.23,59.67,83.39
329,37.53,13.90,13.24,4.535,46.23,59.67,83.39
330,37.53,13.90,13.24,4.535,46.23,59.67,83.39
331,37.53,13.90,13.24,4.535,46.23,59.67,83.39
332,37.53,13.90,13.24,4.535,46.23,59.67,83.39
333,37.53,13.90,13.24,4.535,46.23,59.67,83.39
334,37.53,13.90,13.24,4.535,46.23,59.67,83.39
335,37.53,13.90,13.24,4.535,46.23,59.67,83.39
336,37.53,13.90,13.24,4.535,46.23,59.67,83.39
337,37.53,13.90,13.24,4.535,46.23,59.67,83.39
338,37.53,13.90,13.24,4.535,46.23,59.67,83.39
339,37.53,13.90,13.24,4.535,46.23,59.67,83.39
340,37.53,13.90,13.24,4.535,46.23,59.67,83.39
341,37.53,13.90,13.24,4.535,46.23,59.67,83.39
342,37.53,13.90,13.24,4.535,46.23,59.67,83.39
343,37.53,13.90,13.24,4.535,46.23,59.67,83.39
344,37.53,13.90,13.24,4.535,46.23,59.67,83.39
345,37.53,13.90,13.24,4.535,46.23,59.67,83.39
346,37.53,13.90,13.24,4.535,46.23,59.67,83.39
347,37.53,13.90,13.24,4.535,46.23,59.67,83.39
