Time_Index,natgas_price_BR,coal_price_BR,coal_price_imported,uranium_price_BR,gasoline_fossil_price_BR,diesel_fossil_price_BR,jetfuel_fossil_price_BR
1,28.58,12.9,17.85,4.535,27.09,38.97,61.59
2,28.58,12.9,17.85,4.535,27.09,38.97,61.59
3,28.58,12.9,17.85,4.535,27.09,38.97,61.59
4,28.58,12.9,17.85,4.535,27.09,38.97,61.59
5,28.58,12.9,17.85,4.535,27.09,38.97,61.59
6,28.58,12.9,17.85,4.535,27.09,38.97,61.59
7,28.58,12.9,17.85,4.535,27.09,38.97,61.59
8,28.58,12.9,17.85,4.535,27.09,38.97,61.59
9,28.58,12.9,17.85,4.535,27.09,38.97,61.59
10,28.58,12.9,17.85,4.535,27.09,38.97,61.59
11,28.58,12.9,17.85,4.535,27.09,38.97,61.59
12,28.58,12.9,17.85,4.535,27.09,38.97,61.59
13,28.58,12.9,17.85,4.535,27.09,38.97,61.59
14,28.58,12.9,17.85,4.535,27.09,38.97,61.59
15,28.58,12.9,17.85,4.535,27.09,38.97,61.59
16,28.58,12.9,17.85,4.535,27.09,38.97,61.59
17,28.58,12.9,17.85,4.535,27.09,38.97,61.59
18,28.58,12.9,17.85,4.535,27.09,38.97,61.59
19,28.58,12.9,17.85,4.535,27.09,38.97,61.59
20,28.58,12.9,17.85,4.535,27.09,38.97,61.59
21,28.58,12.9,17.85,4.535,27.09,38.97,61.59
22,28.58,12.9,17.85,4.535,27.09,38.97,61.59
23,28.58,12.9,17.85,4.535,27.09,38.97,61.59
24,28.58,12.9,17.85,4.535,27.09,38.97,61.59
25,28.58,12.9,17.85,4.535,27.09,38.97,61.59
26,28.58,12.9,17.85,4.535,27.09,38.97,61.59
27,28.58,12.9,17.85,4.535,27.09,38.97,61.59
28,28.58,12.9,17.85,4.535,27.09,38.97,61.59
29,28.58,12.9,17.85,4.535,27.09,38.97,61.59
30,28.58,12.9,17.85,4.535,27.09,38.97,61.59
31,28.58,12.9,17.85,4.535,27.09,38.97,61.59
32,28.58,12.9,17.85,4.535,27.09,38.97,61.59
33,28.58,12.9,17.85,4.535,27.09,38.97,61.59
34,28.58,12.9,17.85,4.535,27.09,38.97,61.59
35,28.58,12.9,17.85,4.535,27.09,38.97,61.59
36,28.58,12.9,17.85,4.535,27.09,38.97,61.59
37,28.58,12.9,17.85,4.535,27.09,38.97,61.59
38,28.58,12.9,17.85,4.535,27.09,38.97,61.59
39,28.58,12.9,17.85,4.535,27.09,38.97,61.59
40,28.58,12.9,17.85,4.535,27.09,38.97,61.59
41,28.58,12.9,17.85,4.535,27.09,38.97,61.59
42,28.58,12.9,17.85,4.535,27.09,38.97,61.59
43,28.58,12.9,17.85,4.535,27.09,38.97,61.59
44,28.58,12.9,17.85,4.535,27.09,38.97,61.59
45,28.58,12.9,17.85,4.535,27.09,38.97,61.59
46,28.58,12.9,17.85,4.535,27.09,38.97,61.59
47,28.58,12.9,17.85,4.535,27.09,38.97,61.59
48,28.58,12.9,17.85,4.535,27.09,38.97,61.59
49,28.58,12.9,17.85,4.535,27.09,38.97,61.59
50,28.58,12.9,17.85,4.535,27.09,38.97,61.59
51,28.58,12.9,17.85,4.535,27.09,38.97,61.59
52,28.58,12.9,17.85,4.535,27.09,38.97,61.59
53,28.58,12.9,17.85,4.535,27.09,38.97,61.59
54,28.58,12.9,17.85,4.535,27.09,38.97,61.59
55,28.58,12.9,17.85,4.535,27.09,38.97,61.59
56,28.58,12.9,17.85,4.535,27.09,38.97,61.59
57,28.58,12.9,17.85,4.535,27.09,38.97,61.59
58,28.58,12.9,17.85,4.535,27.09,38.97,61.59
59,28.58,12.9,17.85,4.535,27.09,38.97,61.59
60,28.58,12.9,17.85,4.535,27.09,38.97,61.59
61,28.58,12.9,17.85,4.535,27.09,38.97,61.59
62,28.58,12.9,17.85,4.535,27.09,38.97,61.59
63,28.58,12.9,17.85,4.535,27.09,38.97,61.59
64,28.58,12.9,17.85,4.535,27.09,38.97,61.59
65,28.58,12.9,17.85,4.535,27.09,38.97,61.59
66,28.58,12.9,17.85,4.535,27.09,38.97,61.59
67,28.58,12.9,17.85,4.535,27.09,38.97,61.59
68,28.58,12.9,17.85,4.535,27.09,38.97,61.59
69,28.58,12.9,17.85,4.535,27.09,38.97,61.59
70,28.58,12.9,17.85,4.535,27.09,38.97,61.59
71,28.58,12.9,17.85,4.535,27.09,38.97,61.59
72,28.58,12.9,17.85,4.535,27.09,38.97,61.59
73,28.58,12.9,17.85,4.535,27.09,38.97,61.59
74,28.58,12.9,17.85,4.535,27.09,38.97,61.59
75,28.58,12.9,17.85,4.535,27.09,38.97,61.59
76,28.58,12.9,17.85,4.535,27.09,38.97,61.59
77,28.58,12.9,17.85,4.535,27.09,38.97,61.59
78,28.58,12.9,17.85,4.535,27.09,38.97,61.59
79,28.58,12.9,17.85,4.535,27.09,38.97,61.59
80,28.58,12.9,17.85,4.535,27.09,38.97,61.59
81,28.58,12.9,17.85,4.535,27.09,38.97,61.59
82,28.58,12.9,17.85,4.535,27.09,38.97,61.59
83,28.58,12.9,17.85,4.535,27.09,38.97,61.59
84,28.58,12.9,17.85,4.535,27.09,38.97,61.59
85,28.58,12.9,17.85,4.535,27.09,38.97,61.59
86,28.58,12.9,17.85,4.535,27.09,38.97,61.59
87,28.58,12.9,17.85,4.535,27.09,38.97,61.59
88,28.58,12.9,17.85,4.535,27.09,38.97,61.59
89,28.58,12.9,17.85,4.535,27.09,38.97,61.59
90,28.58,12.9,17.85,4.535,27.09,38.97,61.59
91,28.58,12.9,17.85,4.535,27.09,38.97,61.59
92,28.58,12.9,17.85,4.535,27.09,38.97,61.59
93,28.58,12.9,17.85,4.535,27.09,38.97,61.59
94,28.58,12.9,17.85,4.535,27.09,38.97,61.59
95,28.58,12.9,17.85,4.535,27.09,38.97,61.59
96,28.58,12.9,17.85,4.535,27.09,38.97,61.59
97,28.58,12.9,17.85,4.535,27.09,38.97,61.59
98,28.58,12.9,17.85,4.535,27.09,38.97,61.59
99,28.58,12.9,17.85,4.535,27.09,38.97,61.59
100,28.58,12.9,17.85,4.535,27.09,38.97,61.59
101,28.58,12.9,17.85,4.535,27.09,38.97,61.59
102,28.58,12.9,17.85,4.535,27.09,38.97,61.59
103,28.58,12.9,17.85,4.535,27.09,38.97,61.59
104,28.58,12.9,17.85,4.535,27.09,38.97,61.59
105,28.58,12.9,17.85,4.535,27.09,38.97,61.59
106,28.58,12.9,17.85,4.535,27.09,38.97,61.59
107,28.58,12.9,17.85,4.535,27.09,38.97,61.59
108,28.58,12.9,17.85,4.535,27.09,38.97,61.59
109,28.58,12.9,17.85,4.535,27.09,38.97,61.59
110,28.58,12.9,17.85,4.535,27.09,38.97,61.59
111,28.58,12.9,17.85,4.535,27.09,38.97,61.59
112,28.58,12.9,17.85,4.535,27.09,38.97,61.59
113,28.58,12.9,17.85,4.535,27.09,38.97,61.59
114,28.58,12.9,17.85,4.535,27.09,38.97,61.59
115,28.58,12.9,17.85,4.535,27.09,38.97,61.59
116,28.58,12.9,17.85,4.535,27.09,38.97,61.59
117,28.58,12.9,17.85,4.535,27.09,38.97,61.59
118,28.58,12.9,17.85,4.535,27.09,38.97,61.59
119,28.58,12.9,17.85,4.535,27.09,38.97,61.59
120,28.58,12.9,17.85,4.535,27.09,38.97,61.59
121,28.58,12.9,17.85,4.535,27.09,38.97,61.59
122,28.58,12.9,17.85,4.535,27.09,38.97,61.59
123,28.58,12.9,17.85,4.535,27.09,38.97,61.59
124,28.58,12.9,17.85,4.535,27.09,38.97,61.59
125,28.58,12.9,17.85,4.535,27.09,38.97,61.59
126,28.58,12.9,17.85,4.535,27.09,38.97,61.59
127,28.58,12.9,17.85,4.535,27.09,38.97,61.59
128,28.58,12.9,17.85,4.535,27.09,38.97,61.59
129,28.58,12.9,17.85,4.535,27.09,38.97,61.59
130,28.58,12.9,17.85,4.535,27.09,38.97,61.59
131,28.58,12.9,17.85,4.535,27.09,38.97,61.59
132,28.58,12.9,17.85,4.535,27.09,38.97,61.59
133,28.58,12.9,17.85,4.535,27.09,38.97,61.59
