Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AM,elec_BR_AP,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MG,elec_BR_MS,elec_BR_MT,elec_BR_PA,elec_BR_PB,elec_BR_PE,elec_BR_PI,elec_BR_PR,elec_BR_RJ,elec_BR_RN,elec_BR_RO,elec_BR_RR,elec_BR_RS,elec_BR_SC,elec_BR_SE,elec_BR_SP,elec_BR_TO
1,1581.732022347945,2202.4497026426943,2874.6411049219173,1601.6274719873059,5656.574719178995,4031.047513757991,2343.5184057584474,3731.8452417881276,4375.683863551598,3145.2271686369863,11970.671673538815,3327.8074971931505,4138.5105636689495,4229.424470347489,2495.327360422831,4086.078706392694,2418.8767386570776,7371.793479166667,8106.065663692238,2881.7734927223746,2101.4805242009134,1597.6294580042008,7113.128792538812,6173.721427478996,2004.695573942009,24905.875101671234,1907.9522956162102
2,1560.887465187945,2135.468222192694,2773.6418554719176,1571.8734379473058,5317.000941878995,3821.2777494579905,2229.6744970584473,3588.228356388128,4058.9770168515984,3018.7035931369865,11208.826317538813,3138.992502093151,3974.19623966895,4046.7967961474883,2395.7506711228307,3927.981947692694,2336.9643432570774,6877.755366166667,7618.593777892238,2772.9536705223745,2016.6253739009132,1572.001690644201,6619.265275538813,5793.577895278996,1947.1803245420092,22737.622335671233,1835.5508646162102
3,1535.1061863479451,2070.208424572694,2648.316806521918,1542.861292997306,5002.291985978995,3622.3293746579907,2140.0134551784477,3419.145723388128,3785.3705707515983,2916.0404113369864,10535.391132538813,3001.867461293151,3824.8253786689497,3887.1939529474885,2310.9410835228305,3693.043640792694,2256.0952542570776,6411.056829366666,7145.210225892239,2666.4964631223743,1955.6811745009134,1544.2614552542009,6156.611644538813,5439.156399878995,1891.765974212009,20579.173303671232,1777.6779351162102
4,1514.5196417679454,2039.2036471126942,2548.4780105019177,1521.687046247306,4780.281754878994,3456.0687311579904,2065.1238618784478,3287.961551288128,3615.7487665515982,2825.9957910369862,9928.900140538812,2870.4298464931508,3697.1626406689497,3725.8868971474885,2235.530314222831,3499.562517992694,2192.1891719570776,6034.288768866666,6690.272912992237,2583.948696672375,1907.1115286009133,1524.9576753142007,5800.325310538813,5087.292903778995,1853.176920102009,18979.29723867123,1734.3397043162101
5,1506.160866997945,2022.603207792694,2542.473273751918,1513.050689367306,4740.697572878995,3408.0187612579907,2035.444556968448,3289.841873188128,3572.154471151598,2815.4381364369865,10159.300020538814,2836.7688524931505,3645.58326966895,3735.2103085474887,2203.7258384128313,3445.681251492694,2153.091916957078,6002.444176666667,6603.252306992238,2554.961898402374,1882.3058277009131,1512.772717704201,5755.793424538812,5102.128005678996,1845.0228463020092,18850.91265067123,1713.9014317062101
6,1502.5149583479454,2011.5012516726938,2526.9426184419176,1511.8461562673058,4757.299568278995,3398.634124557991,2018.1226257284477,3287.963735188128,3540.7538241515986,2798.281022136986,10215.134749538815,2845.9810980931506,3637.44183466895,3717.4439952474886,2186.887407152831,3388.559504392694,2122.8743224570776,5996.786062566666,6694.710230992238,2536.0450539723743,1883.650095000913,1507.790871934201,5778.715614538813,5119.143955878995,1847.196690492009,18891.742154671232,1710.95775155621
7,1513.9639292379452,2018.7846246826941,2548.9461146719173,1512.7817092673058,4935.656127278995,3437.112981457991,2161.4726377084476,3360.812107488128,3718.375206351598,2817.937325036986,10551.857352538813,2952.2977157931505,3704.18648566895,3772.8335242474886,2220.588023222831,3486.735428792694,2133.7651191570776,6268.873061266666,6782.678950592238,2550.3774705223746,1907.7909517009134,1512.856588714201,5963.900874538812,5268.625364378995,1873.3050450420092,20017.943889671235,1746.15987631621
8,1528.797083757945,2043.109570242694,2609.5974609219174,1527.444436097306,5170.048750578994,3566.4016278579907,2221.6495928584477,3451.6155583881277,3958.0054772515987,2868.282145336986,11226.589197538813,3065.6357686931506,3859.33674366895,3862.8431885474884,2270.3051623228307,3587.024014092694,2175.9922809570776,6759.371240166666,7132.7823065922385,2595.7801073223745,1954.6302191009133,1528.114782704201,6367.564045538813,5614.747852478996,1918.1107423320093,21470.19289167123,1802.2024945162102
9,1587.8870405079451,2205.790448642694,2961.6117830219177,1593.419677257306,6012.854709778995,4116.64947205799,2446.6781570584476,3942.998387188128,4598.058622651598,3126.3702122369864,13481.258209538813,3508.9382041931503,4242.37852266895,4342.8555635474895,2477.764966922831,4082.637895292694,2337.2621177570777,8189.797120166667,8746.866733492237,2821.7124745223746,2111.1589651009135,1587.036113204201,7636.189109538812,6816.975607778995,2059.117534592009,28093.151817671234,1924.10450751621
10,1592.4669418079454,2227.5313294426946,2966.6938453219177,1595.555531637306,6108.056128578995,4127.01259825799,2456.3353530584473,4016.0125073881277,4760.277831851598,3210.669780736986,14033.005587538812,3576.889685793151,4266.2926516689495,4472.479630847489,2490.0129517228306,4042.081987592694,2331.5276963570777,8620.528963166667,8631.627367892239,2817.8790737223744,2109.0990734009133,1586.8874645142007,7902.915922538813,7049.458974378997,2090.4003006920093,28732.042564671232,1951.13559891621
11,1610.0644778479452,2272.2050671426946,3072.4691990219176,1619.1757344873058,6243.835766678995,4236.716397857992,2598.1174619584476,4144.861007288127,4917.892964951598,3206.049964236986,14620.573178538812,3694.9282169931507,4361.17895566895,4571.547840847488,2530.802678722831,4139.051014192693,2370.3693342570778,8993.889824166668,9012.579872492237,2868.892521722374,2144.9846091009135,1601.193028874201,8267.872114538814,7637.436061878996,2121.4659749920093,30823.582369671232,1976.89459521621
12,1644.561887107945,2328.052965942694,3158.847700821918,1657.9967380373062,6531.074215578995,4459.42241875799,2678.7924357584475,4265.596225888127,5106.893110251598,3313.3818698369864,15121.195448538812,3797.091031093151,4470.606502668949,4691.987813647489,2612.211118222831,4299.767661092694,2433.476618957078,9421.682906166667,9532.393501792238,2969.2872324223745,2225.3184392009134,1635.125238164201,8647.715763538814,7864.516782478995,2174.8585936920094,32317.297029671234,2012.89724781621
13,1636.5434195079447,2305.808790042694,3054.7280358219177,1649.1379676473061,6439.717283778996,4310.60843145799,2631.383832658448,4126.389053988128,4983.679179151598,3265.4561169369863,14420.188154538813,3704.7371547931507,4431.78748566895,4602.200394047488,2571.538692422831,4138.501395092693,2404.041821957078,9064.605907166668,9009.866179792238,2925.988070322375,2198.221027900913,1628.437602724201,8349.959180538814,7455.269324878996,2150.948825392009,30886.83978167123,2004.2763656162103
14,1645.886055777945,2304.9669241426946,3064.3460723219177,1660.140845727306,6376.265358078995,4332.95462835799,2630.7891815584476,4080.661417788128,4988.020317551598,3295.533611436986,14056.930250538811,3701.800537493151,4480.6883246689495,4569.899902047489,2592.9732055228314,4182.213731692694,2456.580818457078,8932.219525166667,8941.870337792237,2930.9729596223747,2196.5496647009136,1645.5672917342008,8194.919424538813,7299.175406878996,2152.900798092009,30142.90513967123,2019.55011641621
15,1650.711497757945,2327.704027042694,3094.4858703219174,1665.004769737306,6490.072653478996,4383.224631357991,2632.241345458448,4139.400638588128,5101.7418133515985,3361.0864643369864,14562.956270538813,3735.893257893151,4553.56730766895,4771.423323047489,2620.623662622831,4265.1615575926935,2485.8349712570775,9103.943276166669,8977.200591692237,2974.5743117223747,2213.3063619009135,1654.315924814201,8297.772991538814,7358.037320878996,2174.416509692009,30688.46027567123,2028.94828501621
16,1643.7933474879453,2330.258798442694,3096.1349191219174,1660.534684077306,6528.685436678995,4338.887175257991,2635.196667258448,4130.370305488127,5062.890006351598,3363.4209189369863,14579.944176538815,3713.4133263931503,4563.15279866895,4782.8297646474875,2594.239869122831,4290.046912792694,2470.1584668570777,9096.174644166667,8928.896840892237,2984.4081505223744,2219.9031943009136,1651.147096514201,8256.282477538814,7296.644101878995,2159.599151692009,30459.799358671233,2028.8967651162102
17,1651.2488819779453,2356.588440542694,3164.5031525219174,1667.526926567306,6608.691974378995,4438.24305375799,2704.9731729584473,4220.103721488127,5243.202292351598,3412.7342221369863,15107.720717538814,3815.4969122931507,4609.3198986689495,4833.865227047489,2644.391442622831,4326.435789692693,2492.6044753570777,9287.058033166666,9236.341762492239,3004.7930471223744,2247.1961448009133,1654.5055989742011,8428.820500538814,7574.799368878996,2171.676711092009,31664.094318671236,2054.4578162162097
18,1634.0923872779451,2321.726806642694,3153.6899324219175,1641.2625221173062,6778.906929378995,4382.352653857991,2707.504632958448,4257.500191088128,5253.910724351598,3340.0569322369865,15149.600767538814,3946.3278342931508,4557.99207066895,4760.822394647488,2618.4552151228313,4283.669119292694,2456.459364557078,9403.741188166669,9184.930973592238,2971.360257722374,2210.966193100913,1635.6798527642009,8427.126381538814,7646.966970878995,2170.3217115920093,32317.93437067123,2042.3535507162098
19,1654.4573016379452,2379.009309042694,3267.693839721918,1664.9532419173058,7078.098604378995,4627.14276185799,2828.8189104584476,4386.5935748881275,5431.3313563515985,3400.1424023369864,15539.085202538814,4067.541351793151,4660.0973796689495,4717.354929147488,2721.987406022831,4495.509522392694,2551.312788657078,9823.027635166667,9732.847646792237,3081.2507240223745,2272.8276920009134,1657.644864314201,8894.972620538814,8054.668662878996,2204.473486292009,34114.142666671236,2083.4160604162103
20,1653.6345876779453,2308.7362647426944,3080.861670321918,1661.242411807306,6478.056902378995,4529.278186057991,2850.6708494584477,4123.2782863881275,5208.539539351598,3241.945651236986,13750.569398538813,3903.0838669931504,4572.113398668949,4333.870950347489,2676.268276022831,4404.383064192693,2544.2334161570775,9241.131518166669,9293.957708592237,3021.553128522374,2247.4370051009137,1659.1947048742009,8420.417168538814,7464.670669878996,2151.459895392009,31734.545156671233,2074.45737261621
21,1674.840173337945,2340.725315342694,3171.1130174219174,1690.572379577306,6542.286851978995,4753.867886257991,2858.4649771584477,4187.251662888128,5291.988438351598,3336.6548452369866,13777.118985538813,3959.1460571931507,4656.91841766895,4404.574920647488,2751.091991622831,4543.506229892694,2627.7291732570775,9238.354531166668,9698.129642092239,3078.0950153223744,2317.7381319009137,1691.774282244201,8764.121670538812,7550.347598878995,2178.283164392009,32381.958499671233,2100.97700351621
22,1683.384801717945,2358.680640942694,3171.0818911219176,1704.082148087306,6444.066915578995,4793.99368525799,2881.214150658448,4114.063688388127,5220.000400151598,3334.5634130369863,13463.737634538813,3872.954325993151,4677.06479766895,4374.714175447489,2773.208405022831,4651.188517592694,2668.898138057078,8933.244468166668,9674.301418792238,3112.7344180223745,2338.5135483009135,1707.6575421142009,8657.721932538814,7464.420553878996,2177.8790479920094,31720.153756671232,2095.99094971621
23,1673.0021996679452,2376.0809145426942,3207.6612137219176,1694.242408917306,6577.919410378995,4743.8062963579905,2750.8546567584476,4189.240833888128,5213.513445451598,3511.1555039369864,14343.539837538814,3820.113507393151,4657.544714668949,4640.676911947488,2776.443124822831,4676.852071592693,2657.668371657078,9016.140987166667,9745.585579092238,3141.5424984223746,2326.268980600914,1695.1449712242008,8627.883428538813,7497.794521678995,2178.0103927920095,31827.548002671236,2087.31548381621
24,1645.0761229679454,2314.1897731426943,3096.9204995219175,1662.923567187306,6305.697140778995,4516.758017557991,2612.3827471584477,4024.6043331881283,4888.723658651598,3431.3720368369864,13475.072770538813,3619.7223495931507,4488.80409666895,4574.256730447489,2678.9963080228313,4522.542058692694,2577.3908516570777,8347.721091166668,9303.158750192239,3064.0248085223748,2249.2862319009137,1662.893711024201,8086.117787538813,7014.4683461789955,2109.390823392009,29153.202352671236,2030.30150951621
25,1527.584543867945,2031.2236830426941,2597.891045521918,1538.3515619473062,4906.348583078995,3639.758029257991,2193.4038870184477,3385.048263788128,3830.2846292515983,2946.5451045369864,11069.824530538814,2922.128845093151,3726.00670866895,3673.3165235474885,2292.401274622831,3599.8416052926946,2251.325805757078,6541.3479105666665,6906.468132792237,2444.745150522375,1951.2685087009133,1543.253849734201,6330.881037538813,5524.057213078995,1866.2858584520093,21207.568013671233,1794.79007131621
26,1504.5723790879451,1976.4172534426941,2510.750546351918,1510.9988365873062,4653.780556478994,3451.3609322579905,2127.3586156584474,3271.142878088128,3597.646326751598,2812.963032936986,10551.902241538814,2799.272906493151,3580.1010486689497,3522.453981447489,2208.942009522831,3419.6585177926945,2182.213534157078,6213.041448566666,6613.043050092238,2361.1965412923746,1887.5978474009132,1515.1093180042012,5976.651052538812,5274.126538978995,1817.0242992020092,19845.08999567123,1739.43878421621
27,1482.254573177945,1928.148135222694,2413.0178142219174,1485.0988210983062,4417.920828878995,3273.738440057991,2053.535867908448,3148.2098563881277,3400.7292051515983,2725.7669834369863,10000.738380538813,2687.7197968931505,3454.62556966895,3399.2602968474885,2133.334428142831,3255.2605442926942,2120.041494557078,5866.941340466667,6178.9898953922375,2278.7461668823744,1829.2622192009133,1490.9175074542006,5635.075560538812,4987.484399278996,1776.6787017820093,18311.78687767123,1694.33367340621
28,1464.8275312859453,1885.986433412694,2324.8626150519176,1464.951373797306,4223.460518778995,3127.0696131579907,1985.8972545084475,3034.374411888128,3252.9299142515983,2644.1776563369863,9494.559951538813,2597.8529837931505,3353.24167566895,3264.040429047489,2075.224734982831,3107.312902792694,2068.4406503570776,5559.084113566667,5808.647554892238,2218.3226140323745,1783.4474388109131,1471.534137464201,5367.6285823388125,4749.387082878995,1741.8149335920093,16999.650183671234,1657.2076236962102
29,1461.0600050629453,1888.396155792694,2334.7680519919177,1459.114601367306,4301.341062278994,3120.3830850579907,1979.7310634484475,3068.4306947881278,3282.620995951598,2655.2303271369865,9798.854194538813,2612.2131439931504,3350.8824546689502,3324.9791237474888,2069.179716342831,3097.976796192694,2048.8153477570777,5663.966202966667,5876.939374692238,2217.9177655023746,1775.649916720913,1465.8890416672011,5414.498107138813,4840.946295078995,1746.3018129220093,17443.33642767123,1651.33230595621
30,1469.0734740579446,1899.875863562694,2357.654891711918,1466.171398627306,4389.726902178994,3151.942191857991,2021.7919519484476,3117.706298088128,3387.1740435515985,2673.0639637369864,10131.220556538814,2671.2653518931506,3419.42546066895,3380.6327724474886,2080.384404582831,3134.806473292694,2045.3707649570774,5858.976506366666,5990.370039292237,2243.719020652374,1793.2160189009132,1471.9227541242008,5545.075871538813,5000.313550678996,1766.3461041520093,18218.77872067123,1674.46951721621
31,1487.4448836079453,1955.659122542694,2448.985653121918,1484.2311579473062,4762.103950678995,3316.6275449579907,2127.5188436584476,3259.728441788128,3736.7979173515982,2756.958244836986,11017.066574538812,2854.531411993151,3637.65649066895,3561.550225647489,2158.0882636228307,3291.7867121926943,2095.936125357078,6483.301254166666,6398.303527092238,2333.7237163223745,1857.7115169009132,1487.975477004201,6043.501994538813,5416.3523768789955,1821.450907832009,20392.834167671233,1750.1073816162102
32,1535.1152665179452,2090.066303842694,2639.4644332219177,1527.900068757306,5442.817116378995,3728.370812157991,2354.2423293584475,3537.732644388128,4333.607903351598,2974.1296990369865,12451.564458538813,3205.1477835931505,4096.685250668949,3968.7880253474887,2333.895864822831,3653.475605492694,2256.3962911570775,7696.215666166667,7218.250079792238,2529.0616376223743,1998.3128839009132,1532.533072834201,6985.1640915388125,6229.275522878996,1928.785174992009,24199.086185671233,1908.96899511621
33,1634.7975167979453,2365.0985787426944,3150.5697481219177,1643.6318713373062,6752.982651378995,4585.018393157991,2796.857383558448,4255.429381688128,5441.546045351598,3487.219649436986,15859.492784538812,3889.005353093151,4860.59936366895,4864.523287447488,2696.861670522831,4476.638136292693,2567.3395855570775,9994.267296166667,9496.794521792239,2909.322798122375,2299.598050900913,1640.2342569642008,8842.597490538814,7937.445090878996,2156.8846163920093,33057.095636671234,2166.39973631621
34,1648.6663781879452,2403.1712686426945,3187.800600021918,1659.643202267306,6918.626332378995,4624.67664355799,2782.6319968584476,4326.433650988128,5540.944355351598,3564.165162736986,16265.358040538813,3948.9892898931507,4918.07447166895,5055.101347447489,2722.728087922831,4579.1561028926935,2573.3735320570777,10153.276544166667,9609.657744792237,2984.6279849223747,2314.7488808009134,1653.171295604201,8913.469345538813,8022.598575878996,2183.316987392009,33374.16983667124,2193.62011731621
35,1657.0850444679452,2380.778987442694,3203.7532564219177,1663.7293590073061,6738.765212378996,4524.6092391579905,2798.881108558448,4318.145647888127,5312.0443623515985,3463.5739932369866,16015.553336538811,3903.311616193151,4720.771692668949,4939.759557447489,2683.772434022831,4520.491341692694,2525.162473057078,9927.883761166666,9756.274415792239,3040.1051321223745,2278.9407032009135,1653.7927666242008,8691.665300538813,7999.616056878995,2173.2014104920095,33279.806948671234,2131.7227816162094
36,1672.6118656079452,2390.1851358426943,3241.9700221219177,1686.0468289373061,6643.103014378995,4555.8768269579905,2803.1803667584477,4319.833654988127,5191.696811351598,3429.544591736986,15718.217490538813,3893.355353593151,4581.7762826689495,4833.916816447489,2688.687826822831,4512.068414792694,2526.8858590570776,9696.146249166668,9953.549086592238,3087.0393096223747,2279.5552190009134,1671.1019027442007,8624.322022538814,7903.754485878995,2176.735361892009,33147.460239671236,2092.30045231621
37,1653.434184867945,2308.3625348426945,3096.087370521918,1662.901080737306,6325.687850678995,4284.247330957991,2707.7445552584472,4098.083767388128,4861.552811651598,3271.7719599369866,14524.189590538814,3691.371830493151,4366.64108466895,4540.466503847489,2577.674852122831,4237.344994192694,2441.880916357078,8874.394042166668,9233.992060292238,2987.1175577223744,2194.3398354009137,1650.626781474201,7933.682971538813,7219.612461478995,2117.829695392009,30126.150301671234,2021.39139161621
38,1660.786219137945,2299.819432442694,3062.7578286219173,1676.001685887306,6170.935586278995,4278.849845657991,2705.2549616584474,4050.3406900881278,4800.616134951598,3236.4319466369866,14115.807835538813,3697.6014171931506,4382.58567766895,4463.8431251474885,2572.338661622831,4191.576842692693,2461.434845957078,8831.101285166667,9084.74301199224,2943.984803722374,2188.8553238009135,1662.536895414201,7821.904548538812,7161.683168578996,2106.540205792009,29689.48902367123,2022.9122071162099
39,1664.780528057945,2320.7575076426942,3095.0809351219177,1681.895826707306,6200.405521578995,4279.9727148579905,2685.7674087584473,4106.117518888128,4846.369714351598,3300.979463736986,14575.740665538813,3735.2676039931503,4379.540378668949,4634.517108647489,2580.387727522831,4230.513717592694,2472.718994057078,8978.157790166668,9151.892689492239,2928.3473012223744,2200.4269614009136,1667.987086594201,7899.853900538813,7303.4353790789955,2118.9523879920093,30118.80095467123,2021.18843001621
40,1659.0082468079452,2314.4116512426945,3074.9398362219176,1674.3632785973061,6159.960019978995,4236.15689075799,2685.7245192584473,4082.3447694881283,4795.439090951598,3281.5373369369863,14520.235592538811,3708.466852493151,4358.910174668949,4610.187137047489,2563.996513122831,4232.866778992694,2453.1519819570776,8908.659900166667,9011.787688892236,2953.6622359223743,2187.5464587009133,1661.520464904201,7845.353911538813,7239.527414978996,2106.8761541920094,29755.973850671235,2016.13790761621
41,1661.4215610879453,2313.0300373426944,3105.9885172219174,1679.098328927306,6219.405536578995,4337.299515457991,2697.9774667584475,4139.502331888128,4865.818550751598,3308.642388036986,14701.271710538813,3741.4995701931507,4383.83308366895,4622.145807047489,2591.156735022831,4286.210772192694,2465.657314857078,9002.831632166668,9128.022424792238,2987.431184722375,2208.8382046009133,1665.5957859042007,8023.3083675388125,7353.502402778996,2119.227623892009,30298.328728671233,2024.4329243162101
42,1636.0890945479453,2268.4362116426946,3032.834386021918,1654.392399777306,6150.320805378995,4215.419834657991,2682.8180284584478,4074.095598988128,4788.383635551598,3247.4116701369862,14327.934421538812,3628.9142209931506,4328.91428566895,4516.665955547489,2556.796917222831,4215.047487492694,2413.120573657078,8853.111402166667,8836.757819992237,2892.4407328223747,2163.3994197009133,1638.7445310242008,7868.752659538813,7286.1609131789955,2099.492235092009,29716.096110671235,2002.60449391621
43,1653.3562619579452,2300.6617970426946,3103.4159376219177,1664.116868367306,6508.9740041789955,4430.929156157991,2787.637567158448,4165.859037888127,4944.557256551598,3294.2477350369863,14512.004860538811,3739.4597590931508,4467.78143866895,4409.064272647489,2630.674341722831,4367.961455192693,2488.0601836570777,8996.682194166668,9195.477090392238,2938.1786666223747,2215.2441540009136,1646.280297804201,8346.219609538814,7526.238977878995,2138.4259355920094,31233.798941671233,2034.56493841621
44,1648.1936710479454,2222.142378242694,2946.1676075219175,1654.090479537306,6110.016358578995,4300.149418257991,2743.967139258448,3862.6358295881278,4798.437187751598,3126.542462736986,12613.882706538812,3554.9969114931505,4352.58382366895,3963.7476530474887,2582.428263922831,4219.329420492693,2481.475607157078,8321.343880166667,8594.133409792237,2837.2619262223743,2188.6007348009134,1648.395521294201,7911.095741538812,6754.937829878994,2081.8108473920092,28543.323958671233,2014.6002761162101
45,1651.2087993879454,2229.170243942694,2971.686841521918,1661.6308641673056,5962.992738478995,4435.161594557991,2697.774964958448,3856.641361088128,4780.971741151598,3174.1579938369864,12682.584902538812,3550.2502462931507,4333.58522166895,3965.1679171474884,2611.062009722831,4297.356568092694,2530.963995157078,8194.946425166667,8839.505623292238,2862.0319338223744,2227.7552643009135,1664.256028784201,7965.707013538812,6664.739390278995,2080.326407392009,28405.971106671233,2010.0275907162102
