Time_Index,Demand_Ethanol,Demand_Gasoline,Demand_Flexfuel,Demand_Jetfuel,Demand_SAF_Jetfuel,Demand_fossil_Jetfuel,Demand_Diesel,Demand_BioDiesel
1,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
2,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
3,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
4,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
5,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
6,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
7,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
8,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
9,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
10,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
11,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
12,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
13,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
14,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
15,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
16,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
17,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
18,0.356319957,136.4171163,26245.18434,2250.801229,562.7003072,2813.501536,36449.97793538863,10958.456111422867
