Time_Index,Demand_Ethanol,Demand_Gasoline,Demand_Flexfuel,Demand_Jetfuel,Demand_SAF_Jetfuel,Demand_fossil_Jetfuel,Demand_Diesel,Demand_BioDiesel
1,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
2,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
3,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
4,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
5,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
6,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
7,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
8,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
9,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
10,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
11,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
12,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
13,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
14,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
15,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
16,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
17,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
18,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
19,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
20,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
21,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
22,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
23,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
24,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
25,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
26,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
27,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
28,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
29,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
30,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
31,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
32,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
33,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
34,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
35,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
36,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
37,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
38,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
39,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
40,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
41,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
42,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
43,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
44,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
45,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
46,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
47,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
48,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
49,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
50,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
51,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
52,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
53,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
54,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
55,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
56,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
57,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
58,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
59,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
60,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
61,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
62,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
63,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
64,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
65,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
66,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
67,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
68,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
69,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
70,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
71,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
72,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
73,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
74,0.797445726,363.0212794,30398.49631,2197.004565,549.2511413,2746.255706,38642.4287647762,11655.54739903474
