Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AM,elec_BR_AP,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MG,elec_BR_MS,elec_BR_MT,elec_BR_PA,elec_BR_PB,elec_BR_PE,elec_BR_PI,elec_BR_PR,elec_BR_RJ,elec_BR_RN,elec_BR_RO,elec_BR_RR,elec_BR_RS,elec_BR_SC,elec_BR_SE,elec_BR_SP,elec_BR_TO
1,3928.050591514292,4651.999959225114,5388.821745742009,3955.2104065499084,8557.536752597716,6692.833743284018,4824.438068836986,6262.309864770319,7100.196375407305,5705.509575709589,15175.836480961187,5931.515148806393,6788.097791378996,6984.31370549315,4984.521180854795,6840.244584412329,4896.660761471233,10393.370433511414,11353.581983162101,5535.6441634091325,4533.5750293963465,3949.0919823989498,9935.125988589043,9003.627405875799,4409.302724500913,30007.379240091323,4309.527378900456
2,3898.6342597742923,4565.121688525114,5263.245461642009,3914.9927509899085,8138.834401997717,6446.4901877840175,4669.690030536985,6085.62528237032,6709.403666907306,5553.575965209589,14235.894654961188,5694.8216839063925,6584.349041378996,6757.90018509315,4861.596351954795,6652.635611612329,4794.876420271233,9767.380680511416,10742.253925862102,5397.483977609133,4426.7103089963475,3914.09296343895,9338.177590589043,8527.7069604758,4335.008811330914,27301.62461409132,4215.739058300456
3,3859.717801814292,4479.092611285115,5110.136519912009,3872.6587740899085,7759.018749697717,6214.198206684018,4557.015636636986,5883.252858770319,6373.346062207305,5426.618509609589,13451.353033961188,5527.603871306393,6399.234819378995,6561.310328893151,4755.080004454795,6366.177117012329,4691.387701971233,9206.119830511416,10215.2406262621,5260.7951221091325,4349.054863896347,3873.1087911189497,8794.259766589043,8109.150420675799,4261.0042371509135,24784.620741091323,4137.207406800457
4,3829.7660609542922,4441.135112885114,4992.965925382009,3842.5209361199086,7502.912356597717,6020.661632284018,4465.431867016986,5734.486734470319,6174.363067007305,5319.234108709589,12779.560983961188,5365.988107906392,6242.628305378996,6370.11465909315,4661.445326254795,6133.319415212329,4610.177218671233,8771.750535111414,9703.9990686621,5156.789797609133,4288.377688696347,3845.1637416989497,8386.991048589041,7698.259154875798,4211.415877090913,23016.25627309132,4079.322599000456
5,3816.272011884292,4413.341440635115,4975.861319462008,3828.9070409599085,7430.770484497718,5953.162803584019,4422.138035166986,5721.08925087032,6105.545280707306,5293.045246309588,12982.102960961187,5314.943526706393,6168.978381378996,6355.496197593151,4615.941271654795,6053.6357611123285,4557.555095871234,8695.239328811414,9560.732320062101,5112.939458409133,4253.043019696347,3826.7852622189494,8308.791481589042,7686.8451244758,4195.904119210913,22708.999034091325,4049.627354700456
6,3814.9549058842917,4401.873226785114,4958.638974242009,3830.9316359399086,7456.225488897718,5947.312962784018,4402.481897466986,5721.10064977032,6068.993038507306,5273.697251909589,13051.104145961188,5331.808263306392,6161.8089003789955,6332.53813409315,4598.100357254795,5982.344728912329,4522.175004971233,8689.981288011415,9694.095535862101,5090.664084809133,4258.7608208963475,3823.7645112189493,8343.475665589041,7712.9047740758,4202.3281303009135,22765.333073091322,4049.3408927004566
7,3838.0069053342922,4418.691326825115,4993.541752742009,3839.8135324799086,7694.590593697718,6000.779671084018,4603.827404036985,5823.538253670319,6306.949073607306,5306.764293509589,13501.800134961188,5480.049038706393,6253.585557378996,6412.32748379315,4649.317516354794,6116.218687212328,4543.197102771233,9053.306103511415,9799.996026662102,5114.337611809133,4296.907040996347,3838.17364828895,8585.874380589043,7914.530977775799,4244.725039510913,24241.53480809132,4102.679648400456
8,3865.832399504292,4460.324703125114,5078.283793142009,3867.0319051299084,8009.2524558977175,6169.391050684018,4689.447572936986,5948.742763470319,6628.042885407305,5384.562090909589,14422.466615961188,5632.040261406392,6461.144393378996,6544.14807229315,4722.434668354795,6251.156911912329,4605.326071571233,9700.511088511415,10248.058330962102,5179.500586109132,4364.884436896347,3866.3862378089498,9108.974830589043,8376.5688224758,4312.5588887009135,26116.960714091325,4183.613181900456
9,3946.4257839242923,4653.842793925114,5465.142413542008,3954.007562979909,8949.561682497715,6763.923614984019,4936.413870736986,6475.75779947032,7356.6971926073065,5671.346912609589,16834.21613496119,6146.718129206392,6903.860107378996,7077.018594593151,4960.622934554795,6787.084825212329,4793.834191271233,11296.592850511415,11914.317715262101,5436.845894409133,4545.881310796347,3945.4237309089494,10497.683579589042,9708.8188936758,4483.506082400913,33283.39019809132,4337.836108500457
10,3974.829030044292,4703.440695325114,5497.573737342009,3979.779411709909,9090.997717497716,6813.148446484019,4987.2578389369855,6597.299842370319,7588.821070607305,5789.613742209589,17519.23763996119,6264.660327206393,6958.749002378995,7240.157802693151,5000.955421054795,6765.465160412329,4813.603051571233,11900.816941511415,11856.4081111621,5456.163192809133,4568.123658096347,3967.8296792889496,10878.178322589043,10045.6922216758,4545.669067600914,34285.24437609132,4395.0554272004565
11,4013.563955024292,4773.991136625114,5635.064614642009,4026.6076229199084,9258.598770497716,6959.729532584018,5174.580140436987,6759.02572757032,7793.928662607306,5798.670363609589,18205.50792996119,6430.551983006392,7091.095928378996,7371.19965449315,5067.569034054795,6889.593170812329,4878.908663171233,12340.960715511414,12260.126800162101,5535.038627809133,4628.185325196348,4002.5371833489494,11323.672605589043,10786.9918756758,4599.814412300913,36720.000336091325,4444.977754000457
12,4075.246632124292,4858.166576725115,5745.879545742009,4092.7128741599086,9607.777534497716,7224.613429784019,5287.012273536986,6905.461427970319,8023.8786716073055,5938.856793109589,18770.458168961188,6557.192326806393,7232.864825378995,7526.39773829315,5177.419795054795,7082.593481312329,4967.544525271233,12863.295539511413,12857.1577931621,5671.404618209132,4740.952868296347,4062.67227710895,11758.850831589043,11044.4399396758,4681.673297500914,38326.92624209132,4505.340661300456
13,4084.000570304292,4858.942099225114,5659.046994342009,4101.710928729909,9582.793833497715,7107.679134984018,5260.036274136986,6792.483171570319,7938.827708607306,5924.788874709589,18114.068811961188,6489.427258306393,7229.429847378995,7475.25911799315,5161.375237254795,6940.430456112329,4960.487621771233,12526.417777511415,12360.488500162102,5654.6367637091325,4736.832746696347,4073.9262929389497,11508.882514589042,10629.5472906758,4677.634511400913,37103.45849609132,4517.728753400456
14,4102.903601064293,4869.241227325114,5689.389752842008,4122.836089449909,9535.734754497716,7155.333898884018,5266.897038836986,6758.46784547032,7969.889205607306,5986.552995009589,17777.50711296119,6500.724183506393,7308.523871378996,7472.48541549315,5200.696024554794,7018.522844312329,5036.9469896712335,12399.824949511416,12315.406011162102,5673.091495409132,4743.145045696347,4103.15552086895,11350.473838589043,10469.1704746758,4690.418432500913,36316.46724709132,4545.420093200457
15,4113.195694244292,4897.526272425113,5721.790650542009,4133.505724599909,9656.824981497715,7219.586777684018,5272.880187636985,6816.54065217032,8103.357256607306,6056.9928511095895,18274.028962961187,6540.537849106393,7401.090358378996,7699.400634593151,5237.583413354795,7122.308253712329,5080.563819271232,12573.372662511414,12329.164134162102,5732.417447609133,4767.971409896347,4118.93369528895,11454.182783589042,10499.4351236758,4718.350893800914,36828.42129209132,4560.386710400457
16,4102.718237074292,4900.855742425115,5725.854581742009,4126.559337399909,9715.838083497716,7168.779806984017,5277.338882436986,6808.811812070319,8057.881527607306,6062.199658809589,18319.72367896119,6514.665560006392,7416.850201378996,7718.05042879315,5204.4093787547945,7161.677564312329,5060.816171071233,12573.925781511414,12284.7411071621,5748.462607509133,4777.417785796347,4113.608760358949,11412.246366589041,10426.3040946758,4698.396978700914,36591.24200609132,4559.750955700456
17,4097.845098604293,4917.773646525114,5790.691578942008,4120.073478159909,9780.094525497716,7254.287638484018,5349.692361536986,6896.29677407032,8257.321853607305,6103.144064909588,18953.25839996119,6620.264847606393,7449.432740378996,7762.95290089315,5246.839131554795,7170.403976612329,5067.879233471233,12776.129606511417,12606.3550261621,5749.857330709133,4791.915161696346,4102.66633196895,11574.66828958904,10748.4439366758,4696.908686600914,37951.94001309132,4576.193250900456
18,4066.469400504292,4868.012753125115,5781.207173042009,4077.446173909909,10032.939238497716,7203.589740484018,5348.325187736986,6962.912817870319,8290.491940607306,6017.716620409589,19128.00977596119,6811.850302506393,7385.309941378996,7682.42846499315,5213.950435054795,7129.721082912329,5018.309732771233,12970.842629511415,12600.1157131621,5707.278551909132,4741.670428596347,4069.6352285889493,11613.744016589042,10881.5676866758,4690.438845200913,39093.27338109133,4554.251963600456
19,4072.1540981342923,4920.138405625114,5899.28737004201,4085.7047394399083,10384.867705497718,7454.399546384018,5470.9461842369865,7102.126188870319,8478.131033607306,6076.191890509589,19673.835841961187,6932.085806606393,7480.908422378995,7629.43207319315,5314.703129154795,7351.781420812328,5105.393023871233,13488.053449511415,13190.770619162102,5820.6333093091325,4790.401875596347,4076.0918513889496,12138.768413589041,11377.1787146758,4712.726313200914,41182.09319509132,4584.087819000456
20,4057.708694424292,4832.922932925114,5682.118701842009,4066.7311162199085,9695.775085497717,7343.531902784019,5500.497048036986,6822.533894770319,8236.753751607306,5912.484810309588,17857.75483596119,6731.274614906392,7379.841824378996,7243.791839293151,5253.803749054795,7264.997690312329,5081.337718971233,12904.991474511415,12772.836827162102,5744.415546609133,4749.9424865963465,4064.0743524189497,11635.634759589042,10753.5796316758,4643.242846500913,38874.81344309133,4562.692039500456
21,4065.091249154292,4846.466065225115,5759.5843053420085,4082.4759028099083,9697.442908497716,7546.214684984017,5480.673857836986,6850.032077570319,8271.020403607305,5988.294462209588,17733.04120496119,6746.129089806393,7443.218470378995,7296.39878009315,5308.859933754795,7375.292717112328,5151.663019071233,12815.976824511416,13154.3694251621,5775.3087407091325,4806.838574696348,4084.83628710895,11955.913221589042,10775.746080675799,4651.4198419009135,39247.07301509132,4571.199482700456
22,4072.7821551242923,4865.461993325115,5754.397083642009,4096.095174769909,9550.278281497716,7579.3306964840185,5509.726727736986,6743.133093370319,8160.035509607305,5974.054827409589,17286.68353096119,6615.565245606393,7462.076855378995,7249.94088699315,5328.584735354795,7505.158451812329,5197.510497871233,12400.953078511417,13105.7446471621,5814.375087209132,4827.473238796348,4101.775640508949,11791.472577589042,10646.259564675802,4645.620742500913,38294.450147091324,4559.7165937004565
23,4054.6009196142923,4870.4054024251145,5774.491167642009,4079.662718749909,9643.135642497717,7503.861846784018,5332.501693736986,6783.925867570319,8105.907574607305,6152.373484409589,18008.58465596119,6523.234616706393,7418.888141378995,7488.599864893151,5322.551744854795,7516.100300212328,5184.074552871233,12377.590423511416,13145.1186715621,5843.503455809132,4806.591926996348,4081.5790629589496,11676.519129589044,10562.421523675801,4631.087203300914,37948.975705091325,4542.004752200456
24,4011.903859114292,4785.803766425114,5638.5813915420085,4033.6519933399095,9306.899104197717,7238.667458684018,5158.456602736986,6580.22931017032,7696.185292907305,6043.651723409589,16875.64007496119,6267.126393906393,7207.092016378995,7392.28772799315,5198.317428954794,7338.204100712329,5082.730904471234,11529.385487511414,12681.237808762102,5746.643483709133,4707.797555096347,4033.8315930589497,11023.001220589042,9950.1635026758,4536.934457800914,34708.11086209132,4463.296826800456
25,3832.0802918042923,4390.142326495114,4993.3463536420095,3845.7760602399085,7528.913543097717,6137.656699184018,4598.513007836986,5768.59716057032,6363.361749907306,5408.426066909588,13956.515178961188,5374.281193306393,6207.587744378996,6211.77303189315,4683.471602254795,6130.261949812329,4641.007807471233,9287.343513511414,9630.251928862102,4894.200769409133,4305.307877296347,3850.92163252895,8913.125470589042,8120.4842937757985,4202.910513200914,25110.621151091324,4133.440672700456
26,3797.6163683942923,4318.329947765114,4884.956145472009,3806.5999436899083,7227.249453997718,5919.127942984019,4509.170959526986,5631.40909807032,6082.321769507305,5247.061112209589,13348.848383961185,5224.620308306392,6027.369801378995,6026.4196449931505,4580.444133254795,5913.787942912329,4554.129972671233,8886.091986211415,9290.5998024621,4789.896918909133,4224.673492996347,3810.62257872895,8501.170550589042,7820.138517675799,4137.675806440913,23521.551679091324,4060.2992595004566
27,3765.9061414342923,4257.793733455115,4772.282942142009,3771.0437058699085,6956.071476797717,5719.462889384017,4420.384111006986,5494.01361477032,5851.164976507305,5143.005236509589,12736.256280961186,5094.539489506393,5876.955057378995,5881.305613093151,4489.375197854795,5725.882528412329,4478.135699771233,8493.116254711415,8822.8655640621,4690.3247091091325,4153.429255996347,3777.0165169789498,8120.897922589041,7498.4771765758,4086.206775820913,21861.427639091322,4001.4673109004566
28,3738.6578991942924,4203.827898235114,4670.291261352008,3740.9791953199087,6736.611304597717,5552.1548123840175,4337.855040056987,5368.164326570319,5679.208391907306,5045.401794109589,12194.660445961186,4989.167447406392,5754.6001443789955,5724.12608229315,4417.699699994795,5555.700797812328,4412.300540471233,8150.5357638114165,8429.353174762102,4616.552118879133,4095.5062248963477,3747.8305152789494,7827.394725589042,7236.655138975799,4040.2304496409133,20479.206217091323,3951.0595573304563
29,3733.817966274292,4204.257227785115,4677.436554152008,3733.7040237099086,6820.018992497717,5542.0822913840175,4329.266695846985,5400.73595307032,5710.154293507306,5051.604289809588,12498.327219961187,5004.664485606392,5749.710098378995,5781.349280193151,4409.471039884796,5539.916660012329,4388.867058071233,8256.180271111414,8502.9860106621,4615.019042879133,4085.518104996347,3740.8872801889497,7870.856448589041,7330.540659875799,4044.041927150913,20941.09490109132,3943.2152726504564
30,3755.367272924292,4231.056395745114,4718.989254952009,3754.330502389909,6949.449970897717,5598.108920784018,4396.926274866986,5476.55040227032,5857.319599807306,5087.531104809589,12934.477010961187,5091.913426106393,5851.102646378995,5864.90444409315,4437.0198982547945,5602.147850812329,4398.909705271233,8520.726320611415,8673.5531796621,4661.176589909132,4120.651758196347,3760.0025968789496,8051.611153589041,7545.840959475799,4081.4571433009132,21976.053556091323,3984.5323491004565
31,3788.0772732142923,4314.253892225114,4845.056756642009,3786.8995872899086,7438.291071297717,5820.919329184018,4547.825242936986,5670.67833467032,6318.653330807306,5208.25970080959,14102.225119961187,5337.995860306393,6143.976904378995,6113.042648893151,4548.712811054796,5815.976008912328,4475.337356171232,9335.570146511416,9221.644414362101,4791.387541609133,4212.830016096347,3790.03230769895,8695.939515589042,8093.210079175799,4162.041205100913,24818.54448009132,4091.007544400457
32,3870.454802054292,4516.907484625114,5113.213215742008,3863.8676078399085,8362.160070497717,6383.249881584018,4869.256162936986,6060.362718370319,7127.214796607305,5520.238581109589,16056.528485961187,5821.927444506393,6766.751725378995,6679.465548693151,4803.552198954795,6315.534590812329,4709.975156571232,10948.151626511415,10320.185374162102,5074.884572909133,4417.325464196348,3868.8863156489497,9933.19975458904,9182.2534606758,4324.057717500913,29891.345034091322,4318.296976000456
33,4022.033964314292,4881.933913025115,5731.280899442008,4034.6055595799085,9963.333063497716,7413.281116984018,5428.395487736986,6911.276622470319,8499.581435607306,6168.1244479095885,20039.13836896119,6677.719911906393,7730.766422378995,7789.60341399315,5271.142318854795,7318.449160712328,5119.495729271232,13737.969963511414,12924.5916371621,5564.430600609133,4809.572933596346,4030.7572598189495,12133.209227589043,11228.9827846758,4628.472836100914,40144.80873509133,4668.938798900456
34,4069.042184924292,4961.581601625115,5816.273710542009,4085.9159902799083,10221.703613497717,7511.1866889840185,5456.794800736986,7043.689597470319,8661.429368607307,6290.0015932095885,20555.029050961188,6796.977425006393,7842.658414378996,8047.3683209931505,5338.654048254795,7513.5084647123285,5162.982206671233,13994.357757511416,13208.7986201621,5706.014041309133,4863.428085696348,4077.4727328189497,12277.965402589041,11390.598476675801,4692.438630000914,40786.54128509133,4734.218125500456
35,4100.587311844292,4948.2800455251145,5841.482794042008,4111.982539359909,9987.889940497716,7384.3137776840185,5481.123252436987,7031.77956227032,8369.836571607306,6177.744014309589,20149.034421961187,6753.417507106392,7601.971078378995,7905.8692209931505,5304.775555454795,7446.199845212329,5118.7436938712335,13654.915546511415,13322.3325881621,5804.609514509133,4835.327266996347,4099.004265858949,11961.165600589042,11324.965642675801,4697.020324100914,40339.07782309133,4674.539247000455
36,4133.268857744292,4965.716551425115,5884.418271042008,4151.775554599909,9830.545356497714,7389.1903737840175,5487.007836336987,7015.6745080703195,8182.6755416073065,6126.911153009589,19640.86950196119,6729.484869406393,7411.189436378995,7759.31214429315,5307.221381254795,7416.467011912328,5120.457686671232,13292.778005511414,13483.198221162102,5867.092228609134,4838.947958796347,4132.72425195895,11801.655342589042,11143.0962496758,4708.895761400913,39770.14339909133,4631.893182800456
37,4122.532858754293,4880.639836625114,5737.895705242008,4137.034454589909,9487.560844497717,7099.167453284018,5394.447451236986,6787.57942127032,7810.092018607305,5960.353156209589,18322.197538961187,6510.797623106393,7169.599534378996,7430.47783629315,5190.349161654795,7117.909935912329,5030.898729171234,12319.926562511415,12719.589652162102,5767.721626109133,4751.704904896347,4120.18062421895,11019.55213358904,10337.9865996758,4653.103150000913,36392.14006609132,4557.519329400457
38,4138.647657284293,4879.819370225115,5711.146893842009,4159.348845609909,9322.932706497717,7109.396715184018,5397.904275536986,6753.144489870319,7758.794526607307,5933.014302009589,17945.36668796119,6537.3621698063935,7208.8711263789955,7364.2196266931505,5193.6142281547955,7071.229009612329,5062.951597371233,12330.480335511415,12556.2240618621,5716.160610809133,4753.051101896347,4142.14134762895,10914.85060858904,10320.114996675798,4647.549731100913,36053.31175209132,4567.256488000456
39,4152.7795103242925,4912.758257325115,5751.675658542009,4175.987677249909,9347.277948797717,7114.975648284018,5381.823339436986,6813.687745970319,7812.306324607306,6007.525900309589,18392.068702961187,6592.163425006393,7209.027801378996,7556.350834393151,5210.820929054795,7118.6368571123285,5088.997894671234,12489.694242511414,12627.555627562102,5696.0984955091335,4777.368536996347,4159.026316648949,10999.199841589041,10488.710139675799,4669.165194400914,36427.29683609132,4574.633468500457
40,4145.015612104293,4905.246302725115,5727.950615642008,4166.069873299909,9303.003983097717,7066.1219411840175,5382.777611336986,6785.44741217032,7753.388567607306,5986.104632609588,18341.730230961188,6562.324330206393,7186.489067378996,7529.65123909315,5190.631187554794,7130.631265612328,5066.114388971233,12407.623618511416,12455.5814832621,5738.881276909132,4761.915777996347,4150.38225752895,10941.795935589042,10408.9889076758,4653.828847300913,36003.28890309132,4568.559120800456
41,4135.463380944293,4887.620769125114,5744.841874642009,4158.840025159909,9334.834286197718,7154.492029384018,5376.3092698369865,6827.899738870319,7807.297595607306,5999.226785809589,18504.27662396119,6575.985288606393,7194.529645378995,7524.50875329315,5204.015037054794,7163.765622012328,5062.561002571233,12484.314262511414,12511.6667875621,5761.979884209132,4770.866799696347,4142.912722018949,11108.521823589042,10507.1033906758,4654.463974300914,36442.555570091325,4564.216905400457
42,4088.596144574292,4817.671000125114,5646.774236042009,4114.786107239909,9255.874157497716,7008.706239084018,5342.208603136986,6742.74088687032,7716.725989607306,5922.659809709588,18117.39562196119,6424.321609606393,7117.019847378995,7393.251176193151,5150.604977254795,7078.564822512329,4985.756643871234,12303.672076511415,12166.060588462102,5625.064090409133,4703.059513596348,4095.3804034389495,10947.038610589043,10431.3835916758,4618.462723700914,35823.07204909132,4524.556334500457
43,4078.7867072442923,4818.922344325114,5691.313107042009,4092.784388989908,9634.925458497715,7202.058107784018,5422.021014336986,6807.331733170319,7846.883125607305,5947.1790991095895,18323.395776961188,6499.820297706393,7235.032234378996,7236.899858993151,5195.266245354795,7195.785153512329,5029.241862971233,12403.878353511414,12466.5068611621,5630.020356909133,4723.371780796347,4070.51103548895,11447.532507589043,10662.119958675801,4632.413930500914,37323.61055909132,4528.534158700457
44,4053.876075524292,4713.534621525114,5506.835121242009,4060.379911019909,9185.400510497715,7034.927542684018,5354.340873336986,6464.51122727032,7685.307463607305,5759.524083109589,16338.057454961187,6260.802422506393,7084.947618378996,6752.59974209315,5123.207980754795,7007.872434612329,4999.157830271233,11666.565467511415,11801.5365901621,5483.104426009132,4672.801029396347,4054.08686963895,10972.50562358904,9803.7156086758,4552.725623700913,34472.59551209133,4486.253951400457
45,4024.512892484292,4680.624788525114,5482.288981842009,4034.5893543999086,8901.768718897716,7103.352129184018,5248.643608236986,6388.90434107032,7576.072212607305,5758.20816500959,16223.938937961188,6184.792094906393,6997.618671378996,6693.67249889315,5104.290204054795,7010.224880512328,5009.157452471233,11400.897885511415,11939.112940762101,5455.274140709133,4674.250607696346,4039.3094035489494,10907.172031589042,9583.177733675799,4510.987091500914,33823.46226209132,4440.828745200457
46,4005.3124678842923,4644.951011425114,5419.750362242008,4023.0624818299084,8538.783488397716,7025.3918197840185,5132.699474836986,6274.17509527032,7369.100415707306,5723.119653509589,15704.496751961187,6037.038536306393,6869.089427378995,6562.68325829315,5061.369245554795,6900.915345812328,4994.793423971233,11036.574815511416,11661.1031564621,5388.431556409133,4646.701595296347,4026.9432927789494,10570.940564589042,9362.4614732758,4462.567962100914,32083.497014091325,4404.548659900457
47,3956.0686268842924,4624.953140125114,5399.870961242009,3975.4465755099086,8532.156047197717,6906.788619884019,5011.460536636986,6300.08917807032,7256.487385507306,5780.499842609589,16322.827842961187,5925.907166706393,6759.265818378995,6769.220469493151,5009.064464854795,6831.637410212329,4935.217159971233,10978.445481511415,11429.216528862102,5293.341653009133,4566.801551496347,3978.3170897789496,10455.56410458904,9403.332110175801,4417.598878300913,31833.44750609132,4345.963172200456
48,3905.2216450242922,4545.999112025114,5262.50486804201,3927.0778642999085,8158.905081597718,6628.985424584018,4825.9717399369865,6128.29077567032,6919.440613707305,5686.706575009589,15523.054033961185,5719.104085606393,6557.039445378996,6625.4859753931505,4889.674646554795,6604.4027419123295,4816.578485071233,10328.839155511416,10752.711892962101,5141.014180709133,4464.602959696347,3927.5250069989497,9871.438267589041,8931.9761999758,4333.514237930914,29432.764308091322,4259.598071200457
49,3832.0802918042923,4390.142326495114,4993.3463536420095,3845.7760602399085,7528.913543097717,6137.656699184018,4598.513007836986,5768.59716057032,6363.361749907306,5408.426066909588,13956.515178961188,5374.281193306393,6207.587744378996,6211.77303189315,4683.471602254795,6130.261949812329,4641.007807471233,9287.343513511414,9630.251928862102,4894.200769409133,4305.307877296347,3850.92163252895,8913.125470589042,8120.4842937757985,4202.910513200914,25110.621151091324,4133.440672700456
50,3797.6163683942923,4318.329947765114,4884.956145472009,3806.5999436899083,7227.249453997718,5919.127942984019,4509.170959526986,5631.40909807032,6082.321769507305,5247.061112209589,13348.848383961185,5224.620308306392,6027.369801378995,6026.4196449931505,4580.444133254795,5913.787942912329,4554.129972671233,8886.091986211415,9290.5998024621,4789.896918909133,4224.673492996347,3810.62257872895,8501.170550589042,7820.138517675799,4137.675806440913,23521.551679091324,4060.2992595004566
51,3765.9061414342923,4257.793733455115,4772.282942142009,3771.0437058699085,6956.071476797717,5719.462889384017,4420.384111006986,5494.01361477032,5851.164976507305,5143.005236509589,12736.256280961186,5094.539489506393,5876.955057378995,5881.305613093151,4489.375197854795,5725.882528412329,4478.135699771233,8493.116254711415,8822.8655640621,4690.3247091091325,4153.429255996347,3777.0165169789498,8120.897922589041,7498.4771765758,4086.206775820913,21861.427639091322,4001.4673109004566
52,3738.6578991942924,4203.827898235114,4670.291261352008,3740.9791953199087,6736.611304597717,5552.1548123840175,4337.855040056987,5368.164326570319,5679.208391907306,5045.401794109589,12194.660445961186,4989.167447406392,5754.6001443789955,5724.12608229315,4417.699699994795,5555.700797812328,4412.300540471233,8150.5357638114165,8429.353174762102,4616.552118879133,4095.5062248963477,3747.8305152789494,7827.394725589042,7236.655138975799,4040.2304496409133,20479.206217091323,3951.0595573304563
53,3733.817966274292,4204.257227785115,4677.436554152008,3733.7040237099086,6820.018992497717,5542.0822913840175,4329.266695846985,5400.73595307032,5710.154293507306,5051.604289809588,12498.327219961187,5004.664485606392,5749.710098378995,5781.349280193151,4409.471039884796,5539.916660012329,4388.867058071233,8256.180271111414,8502.9860106621,4615.019042879133,4085.518104996347,3740.8872801889497,7870.856448589041,7330.540659875799,4044.041927150913,20941.09490109132,3943.2152726504564
54,3755.367272924292,4231.056395745114,4718.989254952009,3754.330502389909,6949.449970897717,5598.108920784018,4396.926274866986,5476.55040227032,5857.319599807306,5087.531104809589,12934.477010961187,5091.913426106393,5851.102646378995,5864.90444409315,4437.0198982547945,5602.147850812329,4398.909705271233,8520.726320611415,8673.5531796621,4661.176589909132,4120.651758196347,3760.0025968789496,8051.611153589041,7545.840959475799,4081.4571433009132,21976.053556091323,3984.5323491004565
55,3788.0772732142923,4314.253892225114,4845.056756642009,3786.8995872899086,7438.291071297717,5820.919329184018,4547.825242936986,5670.67833467032,6318.653330807306,5208.25970080959,14102.225119961187,5337.995860306393,6143.976904378995,6113.042648893151,4548.712811054796,5815.976008912328,4475.337356171232,9335.570146511416,9221.644414362101,4791.387541609133,4212.830016096347,3790.03230769895,8695.939515589042,8093.210079175799,4162.041205100913,24818.54448009132,4091.007544400457
56,3870.454802054292,4516.907484625114,5113.213215742008,3863.8676078399085,8362.160070497717,6383.249881584018,4869.256162936986,6060.362718370319,7127.214796607305,5520.238581109589,16056.528485961187,5821.927444506393,6766.751725378995,6679.465548693151,4803.552198954795,6315.534590812329,4709.975156571232,10948.151626511415,10320.185374162102,5074.884572909133,4417.325464196348,3868.8863156489497,9933.19975458904,9182.2534606758,4324.057717500913,29891.345034091322,4318.296976000456
