Type,id,location,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--greendiesel_production,transforms--gasoline_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--lifetime,edges--biomass_edge--wacc,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--greendiesel_edge--commodity,edges--greendiesel_edge--unidirectional,edges--greendiesel_edge--has_capacity,edges--greendiesel_edge--end_vertex,edges--gasoline_edge--commodity,edges--gasoline_edge--unidirectional,edges--gasoline_edge--has_capacity,edges--gasoline_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--unidirectional,edges--elec_consumption_edge--has_capacity,edges--elec_consumption_edge--start_vertex,edges--elec_production_edge--commodity,edges--elec_production_edge--unidirectional,edges--elec_production_edge--has_capacity,edges--elec_production_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
FischerTropsch,BR_AC_greendiesel_residue_FT,BR_AC,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_AC,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_AC
FischerTropsch,BR_AL_greendiesel_residue_FT,BR_AL,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_AL,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_AL
FischerTropsch,BR_AP_greendiesel_residue_FT,BR_AP,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_AP,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_AP
FischerTropsch,BR_AM_greendiesel_residue_FT,BR_AM,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_AM,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_AM
FischerTropsch,BR_BA_greendiesel_residue_FT,BR_BA,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_BA,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_BA
FischerTropsch,BR_CE_greendiesel_residue_FT,BR_CE,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_CE,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_CE
FischerTropsch,BR_DF_greendiesel_residue_FT,BR_DF,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_DF,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_CW,Electricity,True,False,elec_CW,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_DF
FischerTropsch,BR_ES_greendiesel_residue_FT,BR_ES,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_ES,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_SE,Electricity,True,False,elec_SE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_ES
FischerTropsch,BR_GO_greendiesel_residue_FT,BR_GO,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_GO,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_CW,Electricity,True,False,elec_CW,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_GO
FischerTropsch,BR_MA_greendiesel_residue_FT,BR_MA,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_MA,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_MA
FischerTropsch,BR_MT_greendiesel_residue_FT,BR_MT,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_MT,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_CW,Electricity,True,False,elec_CW,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_MT
FischerTropsch,BR_MS_greendiesel_residue_FT,BR_MS,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_MS,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_CW,Electricity,True,False,elec_CW,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_MS
FischerTropsch,BR_MG_greendiesel_residue_FT,BR_MG,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_MG,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_SE,Electricity,True,False,elec_SE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_MG
FischerTropsch,BR_PA_greendiesel_residue_FT,BR_PA,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PA,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PA
FischerTropsch,BR_PB_greendiesel_residue_FT,BR_PB,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PB,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PB
FischerTropsch,BR_PR_greendiesel_residue_FT,BR_PR,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PR,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_S,Electricity,True,False,elec_S,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PR
FischerTropsch,BR_PE_greendiesel_residue_FT,BR_PE,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PE,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PE
FischerTropsch,BR_PI_greendiesel_residue_FT,BR_PI,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PI,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PI
FischerTropsch,BR_RJ_greendiesel_residue_FT,BR_RJ,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RJ,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_SE,Electricity,True,False,elec_SE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RJ
FischerTropsch,BR_RN_greendiesel_residue_FT,BR_RN,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RN,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RN
FischerTropsch,BR_RS_greendiesel_residue_FT,BR_RS,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RS,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_S,Electricity,True,False,elec_S,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RS
FischerTropsch,BR_RO_greendiesel_residue_FT,BR_RO,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RO,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RO
FischerTropsch,BR_RR_greendiesel_residue_FT,BR_RR,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RR,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RR
FischerTropsch,BR_SC_greendiesel_residue_FT,BR_SC,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_SC,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_S,Electricity,True,False,elec_S,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_SC
FischerTropsch,BR_SP_greendiesel_residue_FT,BR_SP,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_SP,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_SE,Electricity,True,False,elec_SE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_SP
FischerTropsch,BR_SE_greendiesel_residue_FT,BR_SE,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_SE,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_SE
FischerTropsch,BR_TO_greendiesel_residue_FT,BR_TO,Biomass,True,1.92,0.0,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_TO,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_TO
FischerTropsch,BR_AC_gasoline_residue_FT,BR_AC,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_AC,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_AC
FischerTropsch,BR_AL_gasoline_residue_FT,BR_AL,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_AL,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_AL
FischerTropsch,BR_AP_gasoline_residue_FT,BR_AP,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_AP,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_AP
FischerTropsch,BR_AM_gasoline_residue_FT,BR_AM,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_AM,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_AM
FischerTropsch,BR_BA_gasoline_residue_FT,BR_BA,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_BA,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_BA
FischerTropsch,BR_CE_gasoline_residue_FT,BR_CE,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_CE,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_CE
FischerTropsch,BR_DF_gasoline_residue_FT,BR_DF,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_DF,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_CW,Electricity,True,False,elec_CW,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_DF
FischerTropsch,BR_ES_gasoline_residue_FT,BR_ES,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_ES,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_SE,Electricity,True,False,elec_SE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_ES
FischerTropsch,BR_GO_gasoline_residue_FT,BR_GO,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_GO,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_CW,Electricity,True,False,elec_CW,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_GO
FischerTropsch,BR_MA_gasoline_residue_FT,BR_MA,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_MA,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_MA
FischerTropsch,BR_MT_gasoline_residue_FT,BR_MT,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_MT,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_CW,Electricity,True,False,elec_CW,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_MT
FischerTropsch,BR_MS_gasoline_residue_FT,BR_MS,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_MS,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_CW,Electricity,True,False,elec_CW,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_MS
FischerTropsch,BR_MG_gasoline_residue_FT,BR_MG,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_MG,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_SE,Electricity,True,False,elec_SE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_MG
FischerTropsch,BR_PA_gasoline_residue_FT,BR_PA,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PA,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PA
FischerTropsch,BR_PB_gasoline_residue_FT,BR_PB,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PB,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PB
FischerTropsch,BR_PR_gasoline_residue_FT,BR_PR,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PR,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_S,Electricity,True,False,elec_S,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PR
FischerTropsch,BR_PE_gasoline_residue_FT,BR_PE,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PE,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PE
FischerTropsch,BR_PI_gasoline_residue_FT,BR_PI,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_PI,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_PI
FischerTropsch,BR_RJ_gasoline_residue_FT,BR_RJ,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RJ,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_SE,Electricity,True,False,elec_SE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RJ
FischerTropsch,BR_RN_gasoline_residue_FT,BR_RN,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RN,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_NE,Electricity,True,False,elec_NE,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RN
FischerTropsch,BR_RS_gasoline_residue_FT,BR_RS,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RS,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_S,Electricity,True,False,elec_S,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RS
FischerTropsch,BR_RO_gasoline_residue_FT,BR_RO,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RO,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RO
FischerTropsch,BR_RR_gasoline_residue_FT,BR_RR,Biomass,True,0.0,0.42,0,0,0,1.033,Residue,True,True,True,30,0.1,True,False,True,residue_BR_RR,152.6649605,11397.43,455.85,40,0,system/availability_monthly.csv,Availability_One,Diesel,True,False,renewable_diesel_BR,Gasoline,True,False,gasoline_renewable_BR,Electricity,True,False,elec_N,Electricity,True,False,elec_N,CO2,True,False,co2_emitted_BR,CO2,True,False,co2_emitted_BR,CO2Captured,True,False,co2_captured_BR_RR
