Type,id,location,edges--transmission_edge--commodity,edges--transmission_edge--has_capacity,edges--transmission_edge--can_expand,edges--transmission_edge--can_retire,edges--transmission_edge--integer_decisions,edges--transmission_edge--constraints--CapacityConstraint,edges--transmission_edge--start_vertex,edges--transmission_edge--end_vertex,edges--transmission_edge--distance,edges--transmission_edge--existing_capacity,edges--transmission_edge--investment_cost,edges--transmission_edge--fixed_om_cost,edges--transmission_edge--variable_om_cost,edges--transmission_edge--wacc,edges--transmission_edge--lifetime,edges--transmission_edge--capital_recovery_period,edges--transmission_edge--loss_fraction,Note
OneWayTransmissionLink,BR_CW_CO2_Pipeline,BR_CW,CO2Captured,True,True,False,False,True,co2_captured_BR_DF,co2_transported_BR_DF,300,0,1000,30,5,0.08,25,15,0,WIP
OneWayTransmissionLink,BR_N_CO2_Pipeline,BR_N,CO2Captured,True,True,False,False,True,co2_captured_BR_AC,co2_transported_BR_AC,300,0,1000,30,5,0.08,25,15,0,WIP
OneWayTransmissionLink,BR_NE_CO2_Pipeline,BR_NE,CO2Captured,True,True,False,False,True,co2_captured_BR_AL,co2_transported_BR_AL,300,0,1000,30,5,0.08,25,15,0,WIP
OneWayTransmissionLink,BR_S_CO2_Pipeline,BR_S,CO2Captured,True,True,False,False,True,co2_captured_BR_PR,co2_transported_BR_PR,300,0,1000,30,5,0.08,25,15,0,WIP
OneWayTransmissionLink,BR_SE_CO2_Pipeline,BR_SE,CO2Captured,True,True,False,False,True,co2_captured_BR_ES,co2_transported_BR_ES,300,0,1000,30,5,0.08,25,15,0,WIP
