Type,id,location,edges--fuel_edge--unidirectional,edges--fuel_edge--commodity,edges--fuel_edge--has_capacity,edges--elec_edge--unidirectional,edges--elec_edge--commodity,edges--elec_edge--has_capacity,edges--h2_edge--integer_decisions,edges--h2_edge--can_retire,edges--h2_edge--constraints--MinFlowConstraint,edges--h2_edge--constraints--MinDownTimeConstraint,edges--h2_edge--constraints--CapacityConstraint,edges--h2_edge--constraints--MinUpTimeConstraint,edges--h2_edge--constraints--RampingLimitConstraint,edges--h2_edge--unidirectional,edges--h2_edge--commodity,edges--h2_edge--can_expand,edges--h2_edge--uc,edges--h2_edge--has_capacity,edges--co2_edge--end_vertex,edges--co2_edge--unidirectional,edges--co2_edge--commodity,edges--co2_edge--has_capacity,transforms--constraints--BalanceConstraint,transforms--timedata,edges--fuel_edge--start_vertex,edges--elec_edge--start_vertex,edges--h2_edge--min_down_time,edges--h2_edge--lifetime,edges--h2_edge--wacc,edges--h2_edge--capital_recovery_period,edges--h2_edge--fixed_om_cost,edges--h2_edge--existing_capacity,edges--h2_edge--min_up_time,edges--h2_edge--capacity_size,edges--h2_edge--ramp_down_fraction,edges--h2_edge--end_vertex,edges--h2_edge--variable_om_cost,edges--h2_edge--investment_cost,edges--h2_edge--ramp_up_fraction,edges--h2_edge--min_flow_fraction,edges--h2_edge--startup_cost,transforms--fuel_consumption,transforms--emission_rate,transforms--electricity_consumption,Note
ThermalHydrogen,BR_CW_SMRH2,BR_CW,TRUE,NaturalGas,FALSE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Hydrogen,TRUE,FALSE,TRUE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Hydrogen,natgas_BR,elec_CW,3,30,0.08,20,15891.96,0,3,669.13,0.5,h2_CW,2.61,550816.01,0.5,0.85,0.127,1.391,0.181,0.0194,https://www.osti.gov/servlets/purl/1862910
ThermalHydrogen,BR_N_SMRH2,BR_N,TRUE,NaturalGas,FALSE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Hydrogen,TRUE,FALSE,TRUE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Hydrogen,natgas_BR,elec_N,3,30,0.08,20,15891.96,0,3,669.13,0.5,h2_N,2.61,550816.01,0.5,0.85,0.127,1.391,0.181,0.0194,https://www.osti.gov/servlets/purl/1862910
ThermalHydrogen,BR_NE_SMRH2,BR_NE,TRUE,NaturalGas,FALSE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Hydrogen,TRUE,FALSE,TRUE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Hydrogen,natgas_BR,elec_NE,3,30,0.08,20,15891.96,0,3,669.13,0.5,h2_NE,2.61,550816.01,0.5,0.85,0.127,1.391,0.181,0.0194,https://www.osti.gov/servlets/purl/1862910
ThermalHydrogen,BR_S_SMRH2,BR_S,TRUE,NaturalGas,FALSE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Hydrogen,TRUE,FALSE,TRUE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Hydrogen,natgas_BR,elec_S,3,30,0.08,20,15891.96,0,3,669.13,0.5,h2_S,2.61,550816.01,0.5,0.85,0.127,1.391,0.181,0.0194,https://www.osti.gov/servlets/purl/1862910
ThermalHydrogen,BR_SE_SMRH2,BR_SE,TRUE,NaturalGas,FALSE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Hydrogen,TRUE,FALSE,TRUE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Hydrogen,natgas_BR,elec_SE,3,30,0.08,20,15891.96,0,3,669.13,0.5,h2_SE,2.61,550816.01,0.5,0.85,0.127,1.391,0.181,0.0194,https://www.osti.gov/servlets/purl/1862910
