elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N,elec_demand_MW
7072,2019,964,964,2019
6626,1893,903,903,1893
6392,1825,871,871,1825
6286,1795,857,857,1795
6264,1789,853,853,1789
6445,1840,878,878,1840
7127,2035,971,971,2035
8305,2372,1132,1132,2372
9197,2626,1254,1254,2626
9568,2733,1304,1304,2733
9755,2786,1330,1330,2786
9891,2825,1348,1348,2825
9947,2841,1356,1356,2841
9884,2823,1348,1348,2823
9840,2810,1342,1342,2810
9705,2771,1323,1323,2771
9597,2740,1308,1308,2740
9638,2753,1314,1314,2753
9752,2785,1329,1329,2785
9732,2780,1327,1327,2780
9838,2810,1341,1341,2810
9811,2802,1338,1338,2802
9119,2604,1243,1243,2604
8183,2337,1116,1116,2337
7329,2093,999,999,2093
6780,1936,924,924,1936
6519,1862,888,888,1862
6377,1821,869,869,1821
6350,1813,866,866,1813
6542,1868,892,892,1868
7181,2051,979,979,2051
8243,2354,1124,1124,2354
9045,2583,1233,1233,2583
9303,2657,1268,1268,2657
9450,2699,1288,1288,2699
9554,2729,1302,1302,2729
9546,2726,1302,1302,2726
9473,2705,1292,1292,2705
9439,2695,1287,1287,2695
9335,2666,1272,1272,2666
9235,2638,1259,1259,2638
9250,2642,1261,1261,2642
9308,2658,1269,1269,2658
9325,2663,1272,1272,2663
9589,2739,1308,1308,2739
9834,2809,1341,1341,2809
9223,2634,1257,1257,2634
8266,2360,1127,1127,2360
7403,2114,1010,1010,2114
6846,1955,934,934,1955
6563,1874,894,894,1874
6434,1838,877,877,1838
6396,1827,872,872,1827
6607,1887,901,901,1887
7258,2073,989,989,2073
8321,2376,1135,1135,2376
9055,2586,1235,1235,2586
9248,2641,1261,1261,2641
9365,2675,1277,1277,2675
9445,2697,1288,1288,2697
9476,2706,1292,1292,2706
9431,2693,1286,1286,2693
9411,2688,1283,1283,2688
9284,2651,1266,1266,2651
9200,2627,1254,1254,2627
9217,2632,1257,1257,2632
9275,2649,1265,1265,2649
9314,2659,1270,1270,2659
9529,2721,1299,1299,2721
9704,2771,1322,1322,2771
9135,2609,1246,1246,2609
8240,2354,1123,1123,2354
7404,2114,1010,1010,2114
6841,1953,933,933,1953
6546,1869,893,893,1869
6427,1835,876,876,1835
6427,1835,876,876,1835
6632,1894,904,904,1894
7306,2087,996,996,2087
8374,2392,1141,1141,2392
9114,2603,1242,1242,2603
9313,2659,1270,1270,2659
9396,2684,1281,1281,2684
9470,2704,1291,1291,2704
9511,2716,1297,1297,2716
9475,2706,1292,1292,2706
9481,2708,1292,1292,2708
9380,2679,1279,1279,2679
9301,2656,1268,1268,2656
9388,2681,1280,1280,2681
9586,2738,1307,1307,2738
9647,2755,1315,1315,2755
9786,2795,1334,1334,2795
9784,2794,1334,1334,2794
9146,2612,1247,1247,2612
8222,2348,1120,1120,2348
7374,2106,1005,1005,2106
6808,1944,928,928,1944
6500,1856,886,886,1856
6337,1810,863,863,1810
6299,1798,858,858,1798
6456,1843,880,880,1843
7064,2018,963,963,2018
8119,2319,1106,1106,2319
8944,2555,1219,1219,2555
9257,2644,1262,1262,2644
9407,2687,1282,1282,2687
9502,2714,1296,1296,2714
9483,2708,1292,1292,2708
9385,2680,1279,1279,2680
9325,2663,1272,1272,2663
9177,2621,1251,1251,2621
9030,2579,1231,1231,2579
8992,2568,1226,1226,2568
8973,2563,1223,1223,2563
8944,2555,1219,1219,2555
9191,2625,1253,1253,2625
9489,2710,1293,1293,2710
9078,2593,1237,1237,2593
8354,2386,1139,1139,2386
7594,2169,1035,1035,2169
7027,2007,958,958,2007
6707,1915,914,914,1915
6558,1873,894,894,1873
6503,1857,886,886,1857
6590,1883,899,899,1883
6823,1948,930,930,1948
7156,2044,975,975,2044
7814,2232,1065,1065,2232
8360,2388,1140,1140,2388
8647,2469,1179,1179,2469
8695,2483,1186,1186,2483
8627,2464,1176,1176,2464
8476,2420,1156,1156,2420
8298,2369,1131,1131,2369
8138,2324,1110,1110,2324
8042,2297,1096,1096,2297
8087,2309,1102,1102,2309
8203,2343,1118,1118,2343
8278,2364,1129,1129,2364
8497,2427,1158,1158,2427
8824,2520,1203,1203,2520
8473,2419,1155,1155,2419
7862,2245,1072,1072,2245
7216,2061,984,984,2061
6678,1908,910,910,1908
6379,1822,869,869,1822
6231,1779,849,849,1779
6183,1766,843,843,1766
6226,1778,848,848,1778
6358,1816,867,867,1816
6566,1875,895,895,1875
7057,2015,962,962,2015
7611,2174,1037,1037,2174
8009,2287,1092,1092,2287
8176,2335,1115,1115,2335
8248,2355,1125,1125,2355
8210,2344,1119,1119,2344
8101,2314,1105,1105,2314
7983,2280,1088,1088,2280
7964,2274,1085,1085,2274
8083,2309,1102,1102,2309
8309,2373,1133,1133,2373
8451,2414,1152,1152,2414
8721,2491,1189,1189,2491
9116,2604,1242,1242,2604
8590,2453,1171,1171,2453
7786,2224,1061,1061,2224
7052,2014,961,961,2014
6583,1880,898,898,1880
6346,1813,865,865,1813
6259,1788,853,853,1788
6291,1797,858,858,1797
6536,1867,891,891,1867
7230,2065,985,985,2065
8393,2397,1144,1144,2397
9173,2620,1251,1251,2620
9327,2664,1272,1272,2664
9413,2689,1283,1283,2689
9479,2707,1292,1292,2707
9472,2705,1292,1292,2705
9405,2686,1282,1282,2686
9386,2680,1280,1280,2680
9285,2651,1266,1266,2651
9188,2625,1252,1252,2625
9181,2622,1252,1252,2622
9244,2640,1260,1260,2640
9319,2661,1271,1271,2661
9578,2735,1306,1306,2735
9769,2790,1332,1332,2790
9077,2592,1237,1237,2592
8118,2319,1106,1106,2319
7258,2073,989,989,2073
6709,1916,914,914,1916
6451,1843,879,879,1843
6313,1803,860,860,1803
6280,1793,856,856,1793
6440,1839,878,878,1839
7103,2028,968,968,2028
8260,2359,1126,1126,2359
9180,2622,1252,1252,2622
9544,2725,1301,1301,2725
9773,2791,1332,1332,2791
9907,2830,1351,1351,2830
10041,2868,1369,1369,2868
10019,2861,1366,1366,2861
9939,2839,1355,1355,2839
9828,2807,1340,1340,2807
9744,2783,1328,1328,2783
9809,2801,1338,1338,2801
9948,2841,1356,1356,2841
9948,2841,1356,1356,2841
10011,2859,1365,1365,2859
10004,2857,1364,1364,2857
9333,2665,1272,1272,2665
8343,2383,1137,1137,2383
7472,2134,1019,1019,2134
6901,1971,941,941,1971
6596,1884,899,899,1884
6443,1840,878,878,1840
6407,1830,873,873,1830
6579,1878,897,897,1878
7221,2063,984,984,2063
8370,2390,1141,1141,2390
9232,2636,1258,1258,2636
9484,2709,1292,1292,2709
9630,2750,1312,1312,2750
9749,2784,1329,1329,2784
9754,2785,1330,1330,2785
9685,2765,1320,1320,2765
9652,2756,1316,1316,2756
9539,2725,1301,1301,2725
9443,2697,1288,1288,2697
9476,2706,1292,1292,2706
9590,2739,1308,1308,2739
9674,2763,1319,1319,2763
9848,2812,1343,1343,2812
9917,2832,1352,1352,2832
9286,2652,1266,1266,2652
8311,2374,1133,1133,2374
7439,2124,1014,1014,2124
6861,1959,935,935,1959
6565,1874,895,895,1874
6405,1829,873,873,1829
6366,1818,868,868,1818
6544,1869,892,892,1869
7180,2051,979,979,2051
8344,2383,1137,1137,2383
9230,2636,1258,1258,2636
9513,2717,1297,1297,2717
9662,2760,1318,1318,2760
9776,2792,1332,1332,2792
9809,2801,1338,1338,2801
9733,2780,1327,1327,2780
9711,2773,1324,1324,2773
9570,2733,1305,1305,2733
9474,2705,1292,1292,2705
9521,2719,1298,1298,2719
9626,2749,1312,1312,2749
9664,2760,1318,1318,2760
9815,2803,1338,1338,2803
9884,2823,1348,1348,2823
9262,2645,1262,1262,2645
8295,2369,1130,1130,2369
7414,2117,1010,1010,2117
6838,1953,932,932,1953
6519,1862,888,888,1862
6355,1815,866,866,1815
6311,1803,860,860,1803
6470,1848,882,882,1848
7079,2022,965,965,2022
8216,2346,1120,1120,2346
9099,2599,1241,1241,2599
9462,2702,1290,1290,2702
9642,2754,1314,1314,2754
9815,2803,1338,1338,2803
9838,2810,1341,1341,2810
9781,2793,1333,1333,2793
9747,2784,1328,1328,2784
9601,2742,1309,1309,2742
9472,2705,1292,1292,2705
9462,2702,1290,1290,2702
9435,2694,1287,1287,2694
9349,2670,1274,1274,2670
9360,2673,1276,1276,2673
9471,2704,1291,1291,2704
8998,2569,1226,1226,2569
8240,2354,1123,1123,2354
7445,2126,1014,1014,2126
6810,1945,929,929,1945
6460,1844,880,880,1844
6244,1783,851,851,1783
6146,1755,838,838,1755
6178,1764,842,842,1764
6377,1821,869,869,1821
6749,1928,920,920,1928
7402,2114,1009,1009,2114
8089,2310,1103,1103,2310
8534,2437,1163,1163,2437
8730,2494,1190,1190,2494
8769,2504,1196,1196,2504
8682,2479,1184,1184,2479
8539,2439,1164,1164,2439
8400,2399,1146,1146,2399
8305,2372,1132,1132,2372
8298,2369,1131,1131,2369
8349,2384,1138,1138,2384
8331,2379,1136,1136,2379
8426,2406,1149,1149,2406
8744,2497,1192,1192,2497
8420,2404,1148,1148,2404
7804,2229,1064,1064,2229
7145,2040,974,974,2040
6616,1889,902,902,1889
6285,1795,857,857,1795
6090,1739,830,830,1739
5995,1712,817,817,1712
5996,1713,817,817,1713
6081,1737,829,829,1737
6265,1789,854,854,1789
6773,1934,923,923,1934
7392,2111,1008,1008,2111
7861,2245,1071,1071,2245
8108,2315,1106,1106,2315
8206,2344,1119,1119,2344
8208,2344,1119,1119,2344
8126,2321,1108,1108,2321
8015,2289,1093,1093,2289
7992,2283,1090,1090,2283
8112,2317,1106,1106,2317
8327,2378,1136,1136,2378
8459,2416,1153,1153,2416
8642,2468,1178,1178,2468
9067,2590,1236,1236,2590
8566,2446,1168,1168,2446
7760,2216,1058,1058,2216
7002,1999,954,954,1999
6463,1846,881,881,1846
6193,1768,844,844,1768
6076,1735,828,828,1735
6057,1730,826,826,1730
6268,1790,854,854,1790
6857,1958,934,934,1958
7994,2283,1090,1090,2283
8871,2534,1210,1210,2534
9169,2619,1250,1250,2619
9360,2673,1276,1276,2673
9545,2726,1302,1302,2726
9628,2749,1312,1312,2749
9623,2748,1312,1312,2748
9645,2755,1315,1315,2755
9563,2731,1303,1303,2731
9453,2700,1288,1288,2700
9409,2687,1282,1282,2687
9370,2676,1277,1277,2676
9301,2656,1268,1268,2656
9451,2699,1288,1288,2699
9724,2777,1326,1326,2777
9095,2597,1240,1240,2597
8107,2315,1106,1106,2315
7211,2059,983,983,2059
6643,1897,905,905,1897
6345,1812,865,865,1812
6185,1767,843,843,1767
6141,1754,837,837,1754
6317,1804,861,861,1804
6914,1974,943,943,1974
8053,2300,1098,1098,2300
8980,2564,1224,1224,2564
9314,2659,1270,1270,2659
9508,2715,1296,1296,2715
9683,2765,1320,1320,2765
9738,2781,1328,1328,2781
9681,2765,1320,1320,2765
9696,2769,1322,1322,2769
9605,2743,1309,1309,2743
9555,2729,1302,1302,2729
9662,2760,1318,1318,2760
9823,2805,1339,1339,2805
9815,2803,1338,1338,2803
9866,2818,1345,1345,2818
9832,2808,1341,1341,2808
9155,2614,1248,1248,2614
8208,2344,1119,1119,2344
7342,2097,1001,1001,2097
6759,1930,921,921,1930
6459,1844,880,880,1844
6300,1799,858,858,1799
6254,1786,853,853,1786
6423,1834,875,875,1834
7054,2014,962,962,2014
8227,2349,1121,1121,2349
9197,2626,1254,1254,2626
9553,2728,1302,1302,2728
9767,2790,1332,1332,2790
9941,2840,1355,1355,2840
10013,2860,1365,1365,2860
9977,2850,1360,1360,2850
9971,2848,1359,1359,2848
9859,2815,1344,1344,2815
9795,2797,1335,1335,2797
9864,2817,1345,1345,2817
9949,2841,1357,1357,2841
9895,2826,1349,1349,2826
9935,2837,1354,1354,2837
9918,2832,1353,1353,2832
9279,2649,1265,1265,2649
8308,2373,1132,1132,2373
7433,2123,1013,1013,2123
6852,1957,934,934,1957
6533,1866,890,890,1866
6369,1818,868,868,1818
6332,1808,863,863,1808
6475,1849,883,883,1849
7053,2014,961,961,2014
8181,2336,1116,1116,2336
9105,2600,1242,1242,2600
9438,2695,1287,1287,2695
9602,2742,1309,1309,2742
9739,2781,1328,1328,2781
9786,2795,1334,1334,2795
9746,2783,1328,1328,2783
9718,2775,1325,1325,2775
9597,2740,1308,1308,2740
9482,2708,1292,1292,2708
9449,2699,1288,1288,2699
9431,2693,1286,1286,2693
9339,2667,1273,1273,2667
9383,2680,1279,1279,2680
9656,2757,1317,1317,2757
9166,2618,1250,1250,2618
8267,2361,1127,1127,2361
7366,2103,1004,1004,2103
6777,1935,923,923,1935
6460,1844,880,880,1844
6288,1796,857,857,1796
6247,1784,852,852,1784
6428,1836,876,876,1836
6949,1984,947,947,1984
8068,2304,1100,1100,2304
8906,2544,1214,1214,2544
9184,2623,1252,1252,2623
9349,2670,1274,1274,2670
9469,2704,1291,1291,2704
9517,2718,1298,1298,2718
9455,2700,1289,1289,2700
9411,2688,1283,1283,2688
9288,2653,1267,1267,2653
9165,2618,1249,1249,2618
9100,2599,1241,1241,2599
9024,2577,1230,1230,2577
8896,2540,1213,1213,2540
8876,2535,1210,1210,2535
9179,2621,1252,1252,2621
8858,2529,1207,1207,2529
8135,2323,1109,1109,2323
7328,2093,999,999,2093
6724,1920,917,917,1920
6374,1820,868,868,1820
6179,1764,843,843,1764
6108,1744,833,833,1744
6138,1753,837,837,1753
6272,1791,855,855,1791
6667,1904,909,909,1904
7333,2094,999,999,2094
7984,2280,1089,1089,2280
8376,2392,1142,1142,2392
8512,2431,1161,1161,2431
8531,2436,1163,1163,2436
8461,2416,1153,1153,2416
8371,2390,1141,1141,2390
8296,2369,1131,1131,2369
8312,2374,1133,1133,2374
8397,2398,1145,1145,2398
8500,2428,1159,1159,2428
8517,2433,1161,1161,2433
8548,2441,1166,1166,2441
8877,2535,1210,1210,2535
8591,2454,1171,1171,2454
7944,2269,1083,1083,2269
7218,2061,984,984,2061
6647,1898,906,906,1898
6259,1788,853,853,1788
6038,1724,823,823,1724
5917,1690,807,807,1690
5900,1685,804,804,1685
5910,1688,806,806,1688
6141,1753,837,837,1753
6723,1920,917,917,1920
7442,2125,1014,1014,2125
7980,2279,1088,1088,2279
8269,2362,1127,1127,2362
8423,2405,1148,1148,2405
8495,2426,1158,1158,2426
8479,2421,1156,1156,2421
8462,2417,1154,1154,2417
8499,2427,1159,1159,2427
8600,2456,1172,1172,2456
8723,2491,1189,1189,2491
8754,2500,1193,1193,2500
8899,2542,1213,1213,2542
9308,2658,1269,1269,2658
8922,2548,1216,1216,2548
8106,2315,1105,1105,2315
7299,2084,995,995,2084
6722,1920,916,916,1920
6422,1834,875,875,1834
6253,1786,853,853,1786
6207,1773,846,846,1773
6397,1827,872,872,1827
6964,1989,949,949,1989
8084,2309,1102,1102,2309
9038,2581,1232,1232,2581
9453,2700,1288,1288,2700
9742,2782,1328,1328,2782
9996,2855,1363,1363,2855
10147,2898,1383,1383,2898
10197,2912,1390,1390,2912
10193,2911,1389,1389,2911
10112,2888,1378,1378,2888
10019,2861,1366,1366,2861
10014,2860,1365,1365,2860
10042,2868,1369,1369,2868
9969,2847,1359,1359,2847
9968,2847,1359,1359,2847
10030,2865,1368,1368,2865
9396,2683,1281,1281,2683
8420,2404,1148,1148,2404
7506,2144,1023,1023,2144
6913,1974,943,943,1974
6585,1881,898,898,1881
6405,1829,873,873,1829
6361,1817,867,867,1817
6521,1863,888,888,1863
7087,2024,966,966,2024
8206,2344,1119,1119,2344
9149,2613,1247,1247,2613
9570,2733,1305,1305,2733
9840,2810,1342,1342,2810
10085,2880,1375,1375,2880
10191,2910,1389,1389,2910
10199,2913,1390,1390,2913
10192,2910,1389,1389,2910
10065,2875,1373,1373,2875
9970,2848,1359,1359,2848
10007,2858,1364,1364,2858
10087,2880,1375,1375,2880
10050,2870,1370,1370,2870
10059,2873,1372,1372,2873
10046,2870,1370,1370,2870
9401,2684,1282,1282,2684
8436,2409,1150,1150,2409
7545,2154,1029,1029,2154
6966,1989,949,949,1989
6639,1896,905,905,1896
6469,1848,882,882,1848
6417,1833,874,874,1833
6577,1878,897,897,1878
7183,2052,979,979,2052
8342,2383,1137,1137,2383
9307,2658,1269,1269,2658
9736,2780,1328,1328,2780
9991,2854,1362,1362,2854
10189,2910,1389,1389,2910
10281,2936,1402,1402,2936
10273,2934,1401,1401,2934
10299,2941,1404,1404,2941
10290,2939,1403,1403,2939
10290,2939,1403,1403,2939
10321,2947,1407,1407,2947
10304,2943,1405,1405,2943
10166,2903,1386,1386,2903
10103,2885,1378,1378,2885
10329,2950,1408,1408,2950
9769,2790,1332,1332,2790
8752,2499,1193,1193,2499
7763,2217,1058,1058,2217
7107,2029,969,969,2029
6731,1923,918,918,1923
6517,1862,888,888,1862
6422,1834,875,875,1834
6530,1865,890,890,1865
6991,1997,953,953,1997
8081,2308,1101,1101,2308
8950,2556,1220,1220,2556
9308,2659,1269,1269,2659
9523,2720,1298,1298,2720
9711,2773,1324,1324,2773
9803,2800,1337,1337,2800
9803,2800,1337,1337,2800
9856,2815,1343,1343,2815
9815,2803,1338,1338,2803
9777,2792,1332,1332,2792
9764,2788,1331,1331,2788
9705,2771,1323,1323,2771
9544,2725,1301,1301,2725
9491,2710,1294,1294,2710
9784,2794,1333,1333,2794
9346,2669,1274,1274,2669
8373,2391,1141,1141,2391
7445,2126,1014,1014,2126
6823,1948,930,930,1948
6458,1844,880,880,1844
6273,1792,855,855,1792
6210,1773,847,847,1773
6366,1818,868,868,1818
6839,1953,933,933,1953
7937,2267,1082,1082,2267
8856,2529,1207,1207,2529
9259,2645,1262,1262,2645
9511,2716,1297,1297,2716
9709,2773,1323,1323,2773
9799,2798,1336,1336,2798
9788,2795,1334,1334,2795
9809,2801,1338,1338,2801
9735,2780,1327,1327,2780
9659,2759,1317,1317,2759
9582,2736,1307,1307,2736
9438,2695,1287,1287,2695
9215,2632,1257,1257,2632
9085,2594,1238,1238,2594
9319,2661,1271,1271,2661
9005,2572,1227,1227,2572
8232,2351,1122,1122,2351
7388,2109,1007,1007,2109
6759,1930,921,921,1930
6396,1827,872,872,1827
6180,1765,843,843,1765
6066,1733,827,827,1733
6104,1743,832,832,1743
6184,1766,843,843,1766
6602,1886,900,900,1886
7307,2087,996,996,2087
8035,2294,1095,1095,2294
8490,2424,1157,1157,2424
8717,2490,1188,1188,2490
8825,2520,1203,1203,2520
8821,2519,1202,1202,2519
8766,2504,1195,1195,2504
8740,2496,1191,1191,2496
8784,2509,1197,1197,2509
8882,2537,1211,1211,2537
8968,2561,1222,1222,2561
8918,2547,1216,1216,2547
8804,2514,1201,1201,2514
9029,2579,1231,1231,2579
8785,2509,1198,1198,2509
8100,2314,1105,1105,2314
7349,2099,1002,1002,2099
6750,1928,920,920,1928
6363,1817,868,868,1817
6119,1748,834,834,1748
6015,1718,820,820,1718
6006,1715,818,818,1715
5990,1711,817,817,1711
6238,1782,850,850,1782
6845,1955,933,933,1955
7587,2167,1035,1035,2167
8173,2334,1114,1114,2334
8532,2437,1163,1163,2437
8769,2504,1196,1196,2504
8891,2539,1212,1212,2539
8908,2545,1215,1215,2545
8925,2549,1216,1216,2549
8985,2566,1225,1225,2566
9106,2600,1242,1242,2600
9227,2635,1258,1258,2635
9221,2634,1257,1257,2634
9174,2620,1251,1251,2620
9466,2704,1291,1291,2704
9057,2587,1235,1235,2587
8153,2329,1111,1111,2329
7303,2085,995,995,2085
6694,1912,913,913,1912
6399,1828,873,873,1828
6240,1782,850,850,1782
6200,1771,845,845,1771
6366,1818,868,868,1818
6872,1963,937,937,1963
8001,2285,1090,1090,2285
9001,2571,1227,1227,2571
9471,2705,1291,1291,2705
9792,2796,1335,1335,2796
10059,2873,1372,1372,2873
10214,2917,1393,1393,2917
10248,2927,1397,1397,2927
10315,2946,1406,1406,2946
10255,2929,1398,1398,2929
10171,2905,1387,1387,2905
10191,2910,1389,1389,2910
10207,2915,1392,1392,2915
10140,2896,1383,1383,2896
10104,2885,1378,1378,2885
10137,2895,1382,1382,2895
9507,2715,1296,1296,2715
8510,2430,1160,1160,2430
7615,2174,1038,1038,2174
7024,2006,958,958,2006
6698,1913,913,913,1913
6542,1868,892,892,1868
6481,1851,883,883,1851
6651,1899,907,907,1899
7211,2059,983,983,2059
8362,2389,1140,1140,2389
9310,2659,1269,1269,2659
9704,2771,1322,1322,2771
9969,2847,1359,1359,2847
10224,2920,1394,1394,2920
10341,2954,1410,1410,2954
10334,2951,1408,1408,2951
10342,2954,1410,1410,2954
10263,2931,1399,1399,2931
10196,2912,1390,1390,2912
10200,2913,1391,1391,2913
10227,2921,1394,1394,2921
10118,2890,1379,1379,2890
10046,2869,1369,1369,2869
10098,2884,1377,1377,2884
9550,2727,1302,1302,2727
8607,2458,1173,1173,2458
7700,2199,1050,1050,2199
7051,2013,961,961,2013
6731,1923,918,918,1923
6563,1874,894,894,1874
6506,1858,887,887,1858
6677,1907,910,910,1907
7190,2054,980,980,2054
8364,2389,1140,1140,2389
9356,2672,1276,1276,2672
9819,2805,1338,1338,2805
10125,2892,1380,1380,2892
10401,2970,1418,1418,2970
10581,3022,1443,1443,3022
10669,3047,1454,1454,3047
10785,3080,1470,1470,3080
10772,3076,1469,1469,3076
10697,3055,1459,1459,3055
10712,3060,1460,1460,3060
10691,3053,1458,1458,3053
10533,3008,1436,1436,3008
10411,2973,1419,1419,2973
10591,3025,1444,1444,3025
10147,2898,1383,1383,2898
9096,2598,1240,1240,2598
8074,2306,1100,1100,2306
7372,2105,1004,1004,2105
6949,1984,947,947,1984
6713,1917,915,915,1917
6616,1889,902,902,1889
6759,1930,921,921,1930
7270,2076,991,991,2076
8474,2420,1156,1156,2420
9495,2711,1294,1294,2711
10001,2856,1363,1363,2856
10378,2964,1415,1415,2964
10689,3053,1457,1457,3053
10871,3105,1482,1482,3105
10926,3120,1489,1489,3120
10973,3134,1496,1496,3134
10944,3126,1492,1492,3126
10845,3097,1479,1479,3097
10795,3083,1472,1472,3083
10641,3039,1451,1451,3039
10416,2975,1420,1420,2975
10299,2941,1404,1404,2941
10479,2993,1428,1428,2993
10041,2868,1369,1369,2868
8999,2570,1226,1226,2570
7974,2277,1087,1087,2277
7304,2086,995,995,2086
6936,1981,945,945,1981
6716,1918,915,915,1918
6647,1898,906,906,1898
6788,1938,925,925,1938
7289,2082,994,994,2082
8375,2392,1141,1141,2392
9319,2661,1271,1271,2661
9781,2794,1333,1333,2794
10066,2875,1373,1373,2875
10279,2935,1402,1402,2935
10423,2977,1421,1421,2977
10446,2984,1424,1424,2984
10486,2995,1429,1429,2995
10432,2980,1422,1422,2980
10381,2965,1415,1415,2965
10378,2964,1415,1415,2964
10294,2940,1403,1403,2940
10108,2887,1378,1378,2887
9951,2842,1357,1357,2842
10083,2880,1374,1374,2880
9794,2797,1335,1335,2797
9012,2574,1228,1228,2574
8128,2321,1108,1108,2321
7456,2129,1016,1016,2129
7049,2013,961,961,2013
6801,1943,927,927,1943
6676,1907,910,910,1907
6691,1911,912,912,1911
