Type,id,edges--elec_edge--unidirectional,edges--elec_edge--commodity,edges--elec_edge--has_capacity,edges--jetfuel_edge--unidirectional,edges--jetfuel_edge--commodity,edges--jetfuel_edge--has_capacity,edges--h2_edge--unidirectional,edges--h2_edge--commodity,edges--h2_edge--has_capacity,edges--gasoline_edge--unidirectional,edges--gasoline_edge--commodity,edges--gasoline_edge--has_capacity,edges--diesel_edge--unidirectional,edges--diesel_edge--commodity,edges--diesel_edge--has_capacity,edges--co2_captured_edge--integer_decisions,edges--co2_captured_edge--can_retire,edges--co2_captured_edge--constraints--MinFlowConstraint,edges--co2_captured_edge--constraints--CapacityConstraint,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--commodity,edges--co2_captured_edge--can_expand,edges--co2_captured_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--commodity,edges--co2_emission_edge--has_capacity,transforms--constraints--BalanceConstraint,transforms--timedata,edges--elec_edge--start_vertex,edges--jetfuel_edge--end_vertex,edges--h2_edge--start_vertex,edges--co2_captured_edge--variable_om_cost,edges--co2_captured_edge--fixed_om_cost,edges--co2_captured_edge--availability--timeseries--path,edges--co2_captured_edge--availability--timeseries--header,edges--co2_captured_edge--investment_cost,edges--co2_captured_edge--min_flow_fraction,edges--co2_captured_edge--start_vertex,edges--gasoline_edge--end_vertex,edges--diesel_edge--end_vertex,transforms--gasoline_production,transforms--h2_consumption,transforms--emission_rate,transforms--diesel_production,transforms--electricity_consumption,transforms--jetfuel_production
SyntheticLiquidFuels,BR_Synthetic_FT,TRUE,Electricity,FALSE,TRUE,JetFuel_SAF,FALSE,TRUE,Hydrogen,FALSE,TRUE,Gasoline,FALSE,TRUE,Diesel,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CO2Captured,TRUE,TRUE,co2_sink,TRUE,CO2,FALSE,TRUE,CO2Captured,elec_BR,jetfuel_SAF_BR,h2_BR,9.66,240597,system/availability_hourly.csv,Availability_One,277646,0.85,co2_captured_BR,gasoline_renewable_BR,renewable_diesel_BR,0.52484283,3.679920389,0.527359639,0.495684895,0.036196062,0.895852416
