Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--greendiesel_production,transforms--gasoline_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--greendiesel_edge--commodity,edges--greendiesel_edge--unidirectional,edges--greendiesel_edge--has_capacity,edges--greendiesel_edge--end_vertex,edges--gasoline_edge--commodity,edges--gasoline_edge--unidirectional,edges--gasoline_edge--has_capacity,edges--gasoline_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--unidirectional,edges--elec_consumption_edge--has_capacity,edges--elec_consumption_edge--start_vertex,edges--elec_production_edge--commodity,edges--elec_production_edge--unidirectional,edges--elec_production_edge--has_capacity,edges--elec_production_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
FischerTropsch,BR_AC_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AC,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_AL_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AL,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_AP_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AP,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_AM_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AM,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_BA_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_BA,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_CE_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_CE,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_DF_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_DF,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_ES_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_ES,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_GO_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_GO,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_MA_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MA,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_MT_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MT,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_MS_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MS,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_MG_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MG,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PA_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PA,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PB_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PB,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PR_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PR,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PE_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PE,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PI_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PI,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_RJ_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RJ,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_RN_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RN,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_RS_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RS,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_RO_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RO,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_RR_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_RR,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_SC_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_SC,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_SP_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_SP,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_SE_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_SE,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_TO_greendiesel_residue_FT,Biomass,TRUE,1.92,0,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_TO,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_AC_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AC,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_AL_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AL,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_AP_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AP,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_AM_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AM,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_BA_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_BA,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_CE_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_CE,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_DF_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_DF,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_ES_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_ES,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_GO_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_GO,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_MA_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MA,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_MT_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MT,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_MS_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MS,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_MG_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MG,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PA_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PA,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PB_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PB,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PR_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PR,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
FischerTropsch,BR_PE_gasoline_residue_FT,Biomass,TRUE,0,0.42,0,0,0,1.033,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PE,152.6649605,41600607.04,1663841.394,7313.436,0,system/availability.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
