Time_Index,Demand_Ethanol,Demand_Gasoline,Demand_Flexfuel,Demand_Jetfuel,Demand_SAF_Jetfuel,Demand_fossil_Jetfuel,Demand_Diesel,Demand_BioDiesel,Unnamed: 9,Unnamed: 10
1,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
2,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
3,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
4,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
5,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
6,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
7,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
8,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
9,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
10,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
11,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
12,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
13,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
14,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
15,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
16,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
17,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
18,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
19,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
20,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
21,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
22,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
23,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
24,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
25,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
26,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
27,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
28,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
29,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
30,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
31,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
32,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
33,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
34,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
35,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
36,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
37,14794.35635,3957.02457,25729.01294,2268.38944,432.07418,2700.46362,62485.3097343297,18904.30405083655,0.0,0.0
