Time_Index,natgas_price_BR,natgas_LNG_price_BR,coal_price_BR,coal_price_imported,uranium_price_BR,gasoline_fossil_price_BR,diesel_fossil_price_BR,jetfuel_fossil_price_BR
1,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
2,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
3,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
4,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
5,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
6,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
7,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
8,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
9,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
10,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
11,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
12,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
13,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
14,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
15,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
16,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
17,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
18,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
19,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
20,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
21,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
22,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
23,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
24,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
25,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
26,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
27,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
28,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
29,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
30,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
31,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
32,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
33,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
34,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
35,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
36,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
37,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
38,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
39,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
40,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
41,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
42,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
43,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
44,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
45,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
46,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
47,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
48,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
49,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
50,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
51,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
52,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
53,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
54,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
55,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
56,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
57,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
58,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
59,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
60,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
61,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
62,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
63,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
64,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
65,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
66,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
67,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
68,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
69,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
70,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
71,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
72,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
73,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
74,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
75,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
76,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
77,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
78,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
79,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
80,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
81,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
82,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
83,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
84,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
85,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
86,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
87,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
88,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
89,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
90,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
91,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
92,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
93,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
94,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
95,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
96,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
97,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
98,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
99,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
100,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
101,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
102,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
103,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
104,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
105,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
106,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
107,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
108,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
109,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
110,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
111,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
112,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
113,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
114,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
115,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
116,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
117,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
118,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
119,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
120,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
121,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
122,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
123,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
124,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
125,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
126,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
127,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
128,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
129,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
130,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
131,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
132,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
133,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
134,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
135,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
136,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
137,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
138,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
139,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
140,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
141,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
142,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
143,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
144,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
145,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
146,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
147,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
148,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
149,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
150,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
151,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
152,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
153,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
154,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
155,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
156,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
157,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
158,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
159,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
160,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
161,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
162,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
163,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
164,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
165,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
166,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
167,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
168,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
169,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
170,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
171,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
172,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
173,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
174,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
175,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
176,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
177,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
178,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
179,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
180,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
181,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
182,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
183,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
184,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
185,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
186,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
187,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
188,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
189,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
190,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
191,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
192,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
193,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
194,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
195,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
196,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
197,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
198,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
199,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
200,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
201,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
202,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
203,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
204,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
205,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
206,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
207,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
208,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
209,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
210,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
211,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
212,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
213,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
214,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
215,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
216,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
217,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
218,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
219,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
220,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
221,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
222,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
223,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
224,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
225,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
226,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
227,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
228,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
229,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
230,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
231,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
232,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
233,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
234,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
235,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
236,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
237,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
238,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
239,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
240,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
241,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
242,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
243,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
244,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
245,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
246,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
247,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
248,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
249,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
250,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
251,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
252,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
253,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
254,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
255,34.27,32.63,9.69,19.37,9.3,41.73,55.10,80.38
