Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AM,elec_BR_AP,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MG,elec_BR_MS,elec_BR_MT,elec_BR_PA,elec_BR_PB,elec_BR_PE,elec_BR_PI,elec_BR_PR,elec_BR_RJ,elec_BR_RN,elec_BR_RO,elec_BR_RR,elec_BR_RS,elec_BR_SC,elec_BR_SE,elec_BR_SP,elec_BR_TO,Unnamed: 28
1,259.7170721969178,989.4442461413242,1858.3493156792238,289.1539915167808,4799.044789761416,3839.295183487443,1690.0458743003426,2881.00790859589,3259.891755041096,2008.028173336758,11876.009818025113,2438.3103112994295,2892.744665428082,3339.7834632534245,1359.389350022831,3377.8833508641546,1185.5468630928083,7314.166127558676,10230.280173458905,2167.284798538927,824.3082837353882,278.58311952648404,6712.918775337101,5763.220028629681,805.6251800614154,33144.81660719178,558.8325578501141,0.0
2,248.1899521969178,930.8873861413242,1766.3587656792238,267.1940915167808,4501.246639761416,3648.963743487443,1562.7157843003424,2749.4003185958904,2983.0476250410957,1913.102293336758,11168.157908025114,2237.0731712994293,2789.689525428082,3197.115813253425,1274.0242300228313,3258.105090864155,1120.3815330928082,6851.721497558676,9656.015793458904,2044.9480785389267,751.2443237353882,262.454899526484,6261.018735337101,5391.850978629681,758.1401000614156,30759.37774719178,506.16652785011416,0.0
3,231.1334921969178,872.9295661413241,1641.1738256792237,247.32408151678084,4208.002579761416,3457.782553487443,1478.0738943003425,2579.8342085958902,2730.280735041096,1834.158813336758,10543.055718025114,2106.6855312994294,2680.4587254280823,3065.2013532534247,1201.968380022831,3013.1558808641553,1050.5534830928082,6397.3571275586755,9156.132743458904,1921.6922385389269,707.5990437353881,244.132299526484,5816.333965337101,5047.82039862968,711.4057800614156,28376.37682719178,465.44169785011417,0.0
4,214.89823219691783,854.7553761413242,1540.7987356792237,231.4287315167808,4005.0039497614157,3286.954633487443,1400.7668343003425,2450.8024985958905,2585.411025041096,1756.492813336758,9959.214738025115,1957.5812212994292,2568.5735554280823,2910.994263253425,1129.1814600228313,2801.775430864155,990.0684430928083,6023.463267558675,8630.652273458903,1822.544038538927,667.8955937353882,230.638969526484,5468.141545337102,4667.697438629681,679.1961100614157,26679.04855719178,431.09324785011415,0.0
5,209.55187219691783,838.5712761413241,1538.6311256792237,226.30657151678082,3982.3536197614158,3243.237243487443,1371.0350143003425,2458.6532185958904,2562.3412150410954,1754.298473336758,10289.559128025116,1925.6567512994293,2530.3484654280824,2930.813363253425,1098.8299400228311,2745.9186308641547,951.5923030928082,6019.476917558675,8506.990563458905,1787.5714285389267,646.1278637353881,220.480589526484,5449.076905337101,4708.685898629681,675.4450400614155,26555.86610719178,417.5562678501142,0.0
6,201.0778821969178,816.8692861413242,1508.8862456792237,221.38078151678084,3987.921129761415,3224.126793487443,1336.4744543003424,2446.1079185958906,2502.088475041096,1723.596733336758,10323.709498025115,1932.0009312994293,2503.8442854280825,2889.8501032534245,1070.4690700228311,2652.979460864155,904.9810630928081,5981.565777558676,8649.391313458906,1749.4367185389267,642.6116937353883,210.13684952648399,5461.395935337101,4715.34429862968,673.7968800614155,26541.28612719178,406.6876078501142,0.0
7,201.22985219691782,794.2069561413242,1495.9068256792236,205.22760151678082,4091.2011297614154,3203.920343487443,1513.8902043003422,2491.3437285958903,2612.9792350410958,1692.9516933367581,10497.257588025113,2027.4414112994293,2481.903745428082,2872.3243532534248,1075.901830022831,2710.082890864155,880.5822730928081,6149.916657558675,8615.452903458903,1726.1899885389269,636.8554237353882,199.98141952648402,5536.528225337101,4778.018678629681,682.4926400614155,27544.67858719178,411.4191078501142,0.0
8,200.17522219691782,782.0869061413242,1513.7537556792238,202.03518151678082,4184.135319761416,3261.5960634874427,1524.0111743003424,2525.9885085958904,2724.067595041096,1672.600253336758,10983.777038025115,2078.2273812994295,2514.6537154280823,2851.480433253425,1081.712170022831,2718.107680864155,878.0353130928082,6478.844517558676,8894.630883458904,1730.2390085389268,642.2068737353882,197.698879526484,5791.9480653371,5031.30962862968,703.8605100614157,28513.607197191777,420.64326785011417,0.0
9,236.40122219691781,919.6354861413241,1843.8607956792239,242.9703115167808,4959.163779761416,3788.0403334874427,1717.3685443003424,2991.4792685958905,3280.911885041096,1867.5966433367582,13107.246958025115,2544.6457712994297,2802.812795428082,3260.005153253425,1252.6154100228312,3163.6605108641556,998.6145430928082,7887.328967558676,10569.773653458906,1957.3664485389268,754.2942537353881,230.140779526484,6987.312865337101,6247.1980186296805,821.3991600614156,35590.05770719178,495.79276785011416,0.0
10,224.5086121969178,920.9424761413242,1822.8936356792237,227.99106151678083,5002.650759761416,3773.9904634874433,1716.1776243003424,3062.1423785958905,3425.891725041096,1926.162723336758,13670.114918025114,2611.0064312994296,2769.440855428082,3351.917553253425,1240.2207800228311,3063.7848808641547,965.1908630928082,8428.049947558677,10413.149993458905,1918.6213885389268,723.7890437353881,211.49045952648402,7274.9443153371,6518.043768629681,838.3217300614156,36422.01371719178,499.87659785011414,0.0
