Time_Index,Demand_Ethanol,Demand_Gasoline,Demand_Flexfuel,Demand_Jetfuel,Demand_SAF_Jetfuel,Demand_fossil_Jetfuel,Demand_Diesel,Demand_BioDiesel,Unnamed: 9,Unnamed: 10
1,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
2,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
3,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
4,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
5,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
6,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
7,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
8,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
9,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
10,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
11,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
12,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
13,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
14,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
15,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
16,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
17,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
18,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
19,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
20,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
21,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
22,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
23,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
24,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
25,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
26,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
27,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
28,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
29,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
30,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
31,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
32,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
33,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
34,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
35,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
36,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
37,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
38,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
39,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
40,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
41,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
42,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
43,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
44,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
45,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
46,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
47,14533.94354,3882.09723,25418.98118,2336.23752,584.05938,2920.2969,66729.15978323988,20168.184737271244,0.0,0.0
