Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AM,elec_BR_AP,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MG,elec_BR_MS,elec_BR_MT,elec_BR_PA,elec_BR_PB,elec_BR_PE,elec_BR_PI,elec_BR_PR,elec_BR_RJ,elec_BR_RN,elec_BR_RO,elec_BR_RR,elec_BR_RS,elec_BR_SC,elec_BR_SE,elec_BR_SP,elec_BR_TO,Unnamed: 28
1,211.62635028173514,819.5538287195205,1582.8773731666668,232.07053127465753,4133.23769164726,3268.6566337579907,1391.2789462091323,2562.0076333915526,2819.499567165525,1722.3146714885843,10814.718501828767,2058.5401829392695,2537.5583656438353,2829.137474754566,1137.4435886667807,2811.1099623105024,993.2569735866438,6389.404655781164,8638.52694764041,1696.5388747391553,683.8800259260274,224.58216299828766,6033.613810998058,5081.51886705605,678.5118403380138,28627.60160355023,465.2763674125571,0.0
2,200.64716028173515,771.9641187195206,1505.9242831666668,212.95374127465755,3892.6597616472604,3099.534743757991,1300.0606362091326,2452.4966233915525,2596.169147165525,1636.9326714885844,10253.730841828765,1899.2992229392692,2450.2031056438354,2711.3689247545663,1064.2973586667808,2701.2782323105025,936.6475235866438,6037.603965781164,8194.74395764041,1597.7905047391553,623.3372059260274,209.80235299828766,5662.313520998059,4791.58002705605,638.7396903380137,26790.445123550227,422.86388741255706,0.0
3,185.67558028173517,723.0810087195206,1397.9696831666665,195.2239612746575,3645.4261316472603,2926.510853757991,1224.6968662091324,2305.328693391553,2387.833267165525,1565.6989614885845,9708.495111828766,1785.1690529392692,2355.552925643836,2597.8431647545663,1000.3126886667809,2497.6157723105025,876.6582735866439,5657.0912857811645,7733.340787640411,1496.6972347391552,582.3714859260274,193.5336329982877,5279.852910998059,4493.397357056051,598.7568803380136,24768.31608355023,389.1767174125571,0.0
4,172.13251028173516,702.2546887195206,1308.1520031666666,181.39224127465755,3462.2929416472602,2775.307813757991,1156.2954062091324,2186.060513391553,2257.4595171655246,1495.4034014885844,9170.398871828767,1662.4471529392692,2261.5153256438357,2463.973254754566,938.3934686667808,2321.5774623105026,826.2371935866437,5327.187185781165,7265.518007640412,1414.8938947391553,546.3692659260274,181.64625299828768,4970.665540998059,4168.3690470560505,569.8008203380138,23219.25943355023,361.2039774125571,0.0
5,167.86605028173517,693.6438087195205,1312.6567531666667,177.04230127465755,3464.1192116472603,2745.762113757991,1136.2262562091325,2204.1506333915527,2250.349547165525,1503.1229314885843,9499.682541828768,1644.1448529392694,2238.2425156438358,2501.8735147545663,917.6790886667808,2288.1304823105024,797.4883935866436,5358.012595781164,7203.7298376404115,1392.7714047391553,530.8654459260274,173.8718929982877,4974.624200998059,4225.505057056051,568.7627403380136,23271.190053550232,351.68802741255706,0.0
6,161.65979028173516,678.4111087195205,1291.6562531666666,173.20362127465754,3467.4361816472606,2729.192003757991,1111.8180962091324,2195.9234933915527,2206.580657165525,1481.6117214885844,9530.637871828767,1646.9536829392694,2218.8729356438353,2475.5132747545663,896.7246086667809,2222.0962423105025,763.6229135866439,5332.251505781163,7295.093507640411,1366.1078347391554,527.5590259260274,166.31465299828767,4981.749920998059,4229.8737270560505,567.2133803380137,23261.42394355023,343.61419741255713,0.0
7,162.31416028173518,663.7549787195205,1284.9722431666669,162.73064127465753,3543.0065716472604,2721.0725437579913,1233.7236262091324,2229.3607933915528,2286.9445871655253,1461.1114614885844,9649.546901828766,1714.1111129392693,2205.3978956438355,2463.084854754566,902.3264086667808,2265.7524523105026,748.2350935866438,5450.983655781164,7289.196467640412,1353.6024647391553,525.1889159260274,159.9442929982877,5042.484830998059,4276.750807056051,573.8784403380137,23983.21523355023,347.58487741255715,0.0
8,162.46294028173514,655.3136987195205,1301.4545431666668,161.79641127465752,3608.8369416472606,2772.477043757991,1245.4689862091325,2256.402313391553,2365.912777165525,1443.9667214885844,9962.006621828767,1754.7917329392694,2230.0211756438352,2442.427594754566,908.3888886667808,2277.3423323105026,749.0259235866438,5683.888315781164,7508.858227640412,1360.8903347391554,531.1551159260274,159.40129299828772,5234.82441099806,4455.940147056051,589.3727003380138,24707.93042355023,354.65077741255715,0.0
9,198.50273028173515,787.0792487195206,1623.5253731666667,203.59635127465754,4334.45922164726,3289.415623757991,1453.3149362091324,2715.2979533915527,2883.135657165525,1646.7054014885844,12008.902181828767,2171.03462293927,2504.6313156438355,2841.6553347545664,1077.9901786667808,2723.7251323105024,871.6787235866437,6978.795105781164,9179.60549764041,1583.843614739155,648.1310959260273,193.86023299828767,6363.277590998059,5577.295547056051,700.8256003380137,31309.22573355023,426.1897574125571,0.0
10,187.96397028173521,786.6858087195205,1602.4689631666668,190.37448127465754,4367.36133164726,3263.869073757991,1433.0186062091325,2759.443423391553,2984.539767165525,1699.5092514885844,12463.449551828768,2208.4936229392697,2476.0016256438357,2933.015424754566,1064.8975186667808,2641.044222310503,840.7192635866437,7340.348215781163,8993.98453764041,1551.0138047391554,621.3988159260274,178.42472299828768,6552.971140998059,5756.219977056051,711.4405803380138,31752.75602355023,426.82623741255713,0.0
