Time_Index,natgas_price_BR,natgas_LNG_price_BR,coal_price_BR,coal_price_imported,uranium_price_BR,gasoline_fossil_price_BR,diesel_fossil_price_BR,jetfuel_fossil_price_BR,aviationgasoline_price_BR,heavyfueloil_price_BR
353,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
354,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
355,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
356,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
357,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
358,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
359,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
360,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
361,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
362,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
363,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
364,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
365,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
366,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
367,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
368,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
369,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
370,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
371,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
372,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
373,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
374,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
375,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
376,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
377,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
378,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
379,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
380,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
381,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
382,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
383,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
384,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
385,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
386,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
387,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
388,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
389,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
390,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
391,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
392,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
393,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
394,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
395,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
396,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
397,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
398,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
399,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
400,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
401,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
402,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
403,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
404,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
405,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
406,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
407,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
408,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
409,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
410,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
411,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
412,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
413,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
414,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
415,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
416,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
417,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
418,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
419,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
420,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
421,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
422,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
423,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
424,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
425,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
426,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
427,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
428,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
429,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
430,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
431,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
432,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
433,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
434,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
435,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
436,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
437,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
438,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
439,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
440,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
441,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
442,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
443,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
444,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
445,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
446,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
447,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
448,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
449,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
450,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
451,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
452,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
453,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
454,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
455,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
456,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
457,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
458,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
459,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
460,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
461,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
462,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
463,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
464,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
465,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
466,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
467,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
468,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
469,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
470,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
471,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
472,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
473,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
474,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
475,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
476,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
477,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
478,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
479,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
480,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
481,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
482,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
483,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
484,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
485,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
486,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
487,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
488,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
489,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
490,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
491,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
492,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
493,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
494,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
495,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
496,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
497,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
498,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
499,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
500,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
501,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
502,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
503,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
504,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
505,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
506,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
507,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
508,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
509,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
510,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
511,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
512,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
513,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
514,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
515,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
516,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
517,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
518,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
519,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
520,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
521,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
522,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
523,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
524,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
525,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
526,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
527,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
528,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
529,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
530,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
531,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
532,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
533,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
534,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
535,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
536,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
537,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
538,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
539,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
540,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
541,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
542,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
543,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
544,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
545,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
546,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
547,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
548,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
549,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
550,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
551,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
552,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
553,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
554,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
555,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
556,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
557,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
558,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
559,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
560,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
561,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
562,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
563,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
564,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
565,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
566,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
567,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
568,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
569,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
570,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
571,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
572,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
573,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
574,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
575,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
576,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
577,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
578,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
579,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
580,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
581,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
582,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
583,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
584,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
585,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
586,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
587,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
588,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
589,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
590,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
591,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
592,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
593,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
594,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
595,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
596,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
597,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
598,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
599,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
600,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
601,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
602,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
603,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
604,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
605,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
606,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
607,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
608,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
609,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
610,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
611,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
612,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
613,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
614,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
615,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
616,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
617,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
618,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
619,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
620,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
621,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
622,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
623,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
624,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
625,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
626,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
627,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
628,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
629,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
630,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
631,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
632,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
633,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
634,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
635,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
636,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
637,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
638,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
639,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
640,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
641,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
642,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
643,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
644,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
645,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
646,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
647,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
648,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
649,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
650,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
651,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
652,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
653,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
654,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
655,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
656,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
657,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
658,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
659,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
660,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
661,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
662,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
663,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
664,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
665,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
666,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
667,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
668,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
669,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
670,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
671,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
672,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
673,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
674,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
675,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
676,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
677,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
678,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
679,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
680,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
681,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
682,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
683,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
684,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
685,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
686,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
687,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
688,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
689,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
690,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
691,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
692,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
693,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
694,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
695,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
696,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
697,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
698,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
699,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
700,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
701,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
702,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
703,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
704,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
705,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
706,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
707,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
708,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
709,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
710,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
711,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
712,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
713,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
714,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
715,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
716,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
717,31.30,100.23,10.35,20.70,8.3,38.25,52.36,66.31,1,1
