Time_Index,natgas_price_BR,natgas_LNG_price_BR,coal_price_BR,coal_price_imported,uranium_price_BR,gasoline_fossil_price_BR,diesel_fossil_price_BR,jetfuel_fossil_price_BR
1,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
2,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
3,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
4,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
5,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
6,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
7,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
8,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
9,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
10,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
11,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
12,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
13,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
14,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
15,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
16,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
17,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
18,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
19,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
20,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
21,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
22,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
23,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
24,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
25,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
26,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
27,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
28,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
29,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
30,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
31,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
32,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
33,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
34,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
35,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
36,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
37,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
38,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
39,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
40,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
41,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
42,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
43,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
44,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
45,28.58,25.33,9.21,18.42,11.3,29.23,41.48,65.68
