Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AM,elec_BR_AP,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MG,elec_BR_MS,elec_BR_MT,elec_BR_PA,elec_BR_PB,elec_BR_PE,elec_BR_PI,elec_BR_PR,elec_BR_RJ,elec_BR_RN,elec_BR_RO,elec_BR_RR,elec_BR_RS,elec_BR_SC,elec_BR_SE,elec_BR_SP,elec_BR_TO,Unnamed: 28
1,138.07482662222603,556.1620344473746,1105.0758351453196,145.01573460792238,2993.0980264646123,2106.4035718722603,803.7929499173516,1955.7352623966892,2055.9843994704333,1215.9422716813926,8627.891452503425,1430.0233330333333,1935.170237029452,1925.0478419755707,755.5302738378996,1875.2795328065067,683.029040870548,4595.537427713927,5737.896228657534,1023.4992952203197,462.83946195099315,142.46601102539955,4560.6147251392695,3788.068331901484,450.4498649851599,19431.844341317348,318.1425043114155,0.0
2,127.84699662222603,524.8960044473745,1051.4796451453196,130.1118246079224,2840.001726464612,1971.97532187226,765.0578499173517,1878.9774323966894,1915.8731494704336,1145.4535016813927,8286.778262503425,1331.7467630333333,1870.8470270294522,1845.6450519755706,701.0656738378997,1780.2673728065067,639.4362108705479,4409.933027713927,5479.581888657534,958.0011752203196,421.13227195099313,129.63099102539954,4319.62033513927,3619.985041901484,422.56571498515984,18409.159061317347,291.13080431141555,0.0
3,115.98369662222602,489.6782344473744,969.9783251453197,115.57376460792237,2665.001806464612,1829.0794018722604,703.6200999173516,1766.7924323966893,1776.462089470434,1086.6154516813926,7864.786492503425,1241.6796230333334,1798.2260170294521,1761.2458419755706,649.4973938378996,1639.239502806507,594.4952608705479,4140.455647713928,5079.433178657535,888.1015352203196,383.98759195099314,116.41216102539954,4038.3598851392694,3391.108081901484,393.0385049851598,16933.59212131735,267.97316431141553,0.0
4,106.49011662222603,464.7754144473744,896.4373551453198,104.80446460792237,2512.858876464612,1709.52829187226,648.4028199173516,1663.7763723966893,1669.1689594704342,1028.3267216813927,7400.840022503426,1156.7787930333334,1731.3220670294522,1658.830641975571,604.5266338378996,1516.6800728065068,559.6362408705479,3878.562797713927,4696.200788657535,830.7250552203196,353.5532919509931,106.95238102539953,3793.2149951392694,3149.3401719014837,369.0131149851598,15616.781321317352,249.55721431141552,0.0
5,103.83939662222602,467.57487444737444,910.9613751453197,101.63150460792238,2552.823326464612,1702.1002118722602,642.5350299173516,1696.0160123966896,1686.986759470434,1051.5753216813926,7722.772172503424,1158.6679430333334,1730.4400570294522,1724.3179219755705,598.9874338378996,1516.506552806507,545.925160870548,3962.114377713927,4722.120208657534,826.6793352203196,347.6748519509931,102.78904102539954,3833.9647651392697,3229.377221901484,372.16734498515984,15919.880841317352,246.05293431141553,0.0
6,101.13592662222602,462.33037444737437,903.3948151453196,99.45206460792237,2553.697336464612,1690.3122518722603,632.7985099173516,1693.6899123966896,1670.1700894704338,1045.0427116813926,7751.510732503424,1156.8184430333333,1722.075277029452,1721.1373619755707,590.0385038378995,1491.8135228065069,532.2904108705479,3956.008287713927,4741.056148657535,816.3062552203198,344.69609195099315,99.50972102539954,3832.5780751392695,3231.973241901484,370.99812498515985,15911.898081317351,242.35252431141552,0.0
7,102.68629662222602,460.2295444473744,906.6134651453197,97.83737460792237,2587.877776464612,1701.34115187226,673.8647999173515,1710.4303723966896,1705.194099470434,1042.0903216813927,7798.158272503424,1185.1829730333334,1722.710107029452,1718.1946519755707,596.8634138378997,1516.1621328065069,531.9980108705479,4003.2796277139264,4770.099708657535,818.9714752203197,347.9019819509931,99.06611102539955,3870.59177513927,3257.541651901484,375.29955498515983,16220.746371317351,245.5177743114155,0.0
8,104.81413662222603,457.3555044473744,920.4241151453197,100.49403460792237,2611.756426464612,1740.8040218722604,687.3107299173516,1724.5010523966896,1737.0642094704338,1030.1482116813927,7854.247702503425,1210.2762130333333,1735.6913270294522,1695.8065919755707,603.9056138378996,1532.653372806507,538.729030870548,4090.3085677139265,4899.084248657535,831.0006552203197,355.2581219509931,101.29459102539953,3961.4992251392696,3326.038291901484,381.84043498515985,16578.637131317348,249.5321943114155,0.0
9,140.67145662222603,580.4156044473746,1228.4909551453197,143.77403460792237,3258.0789264646123,2234.77612187226,915.2716999173516,2162.9803023966897,2193.3450394704337,1243.5340816813928,9762.030712503425,1553.3926830333335,1990.7441970294522,2071.6901119755707,771.8723438378995,1978.911032806507,665.0587508705479,5208.658027713927,6536.840218657535,1048.3112552203197,479.9543519509931,139.00622102539953,4977.82721513927,4303.369871901484,483.7979449851598,22437.595571317353,315.7486843114155,0.0
10,132.22750662222603,577.4833144473745,1205.2646451453195,133.32768460792238,3272.712276464612,2188.67980187226,865.7805199173516,2168.6622023966897,2225.9641594704335,1286.3350016813927,10052.754682503424,1549.4371630333333,1968.429217029452,2157.9548619755706,757.5194138378996,1922.0400528065068,638.186650870548,5301.106957713927,6307.444528657535,1023.6526952203197,458.94094195099314,128.51042102539955,5007.9173951392695,4342.733251901484,484.47129498515983,22284.73122131735,311.24554431141553,0.0
11,135.53054662222604,598.0542044473744,1276.0913851453197,138.43876460792237,3368.2797164646117,2251.8935818722603,957.7872999173516,2261.5897923966895,2297.550269470434,1282.2895616813926,10470.190522503424,1606.3579230333332,2009.9792470294522,2216.9333719755705,773.1814138378996,1992.003692806507,650.4670308705479,5578.193887713927,6700.965858657534,1051.4964152203197,473.12330195099315,130.17175102539954,5222.503285139269,4664.3146919014835,496.9427749851598,23833.86279131735,314.93459431141554,0.0
12,150.62215662222604,635.7980144473744,1354.4988951453197,157.44758460792238,3575.955706464612,2438.79808187226,1023.1770499173515,2372.91846239669,2450.7775194704336,1361.2588716813927,10906.918942503424,1707.9850930333332,2098.202237029452,2308.6480919755704,837.0036238378996,2137.2578428065067,701.6702108705479,5886.075067713928,7166.164368657535,1133.0653652203198,526.4861919509932,146.48048102539954,5538.488845139269,4887.918481901484,531.0067849851598,25295.77388131735,339.46476431141554,0.0
