Time_Index,Demand_Ethanol,Demand_Gasoline,Demand_Flexfuel,Demand_Jetfuel,Demand_SAF_Jetfuel,Demand_fossil_Jetfuel,Demand_Diesel,Demand_BioDiesel,Unnamed: 9,Unnamed: 10
57,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
58,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
59,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
60,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
61,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
62,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
63,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
64,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
65,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
66,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
67,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
68,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
69,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
70,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
71,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
72,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
73,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
74,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
75,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
76,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
77,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
78,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
79,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
80,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
81,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
82,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
83,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
84,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
85,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
86,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
87,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
88,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
89,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
90,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
91,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
92,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
93,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
94,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
95,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
96,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
97,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
98,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
99,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
100,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
101,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
102,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
103,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
104,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
105,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
106,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
107,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
108,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
109,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
110,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
111,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
112,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
113,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
114,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
115,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
116,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
117,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
118,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
119,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
120,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
121,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
122,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
123,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
124,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
125,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
126,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
127,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
128,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
129,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
130,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
131,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
132,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
133,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
134,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
135,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
136,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
137,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
138,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
139,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
140,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
141,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
142,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
143,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
144,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
145,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
146,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
147,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
148,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
149,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
150,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
151,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
152,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
153,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
154,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
155,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
156,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
157,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
158,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
159,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
160,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
161,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
162,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
163,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
164,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
165,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
166,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
167,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
168,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
169,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
170,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
171,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
172,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
173,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
174,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
175,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
176,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
177,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
178,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
179,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
180,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
181,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
182,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
183,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
184,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
185,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
186,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
187,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
188,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
189,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
190,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
191,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
192,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
193,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
194,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
195,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
196,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
197,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
198,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
199,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
200,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
201,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
202,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
203,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
204,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
205,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
206,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
207,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
208,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
209,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
210,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
211,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
212,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
213,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
214,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
215,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
216,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
217,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
218,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
219,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
220,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
221,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
222,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
223,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
224,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
225,14151.90536,3525.14621,24997.32521,2394.22282,598.55571,2992.77853,68072.9951209313,20570.304964195315,0.0,0.0
