Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AM,elec_BR_AP,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MG,elec_BR_MS,elec_BR_MT,elec_BR_PA,elec_BR_PB,elec_BR_PE,elec_BR_PI,elec_BR_PR,elec_BR_RJ,elec_BR_RN,elec_BR_RO,elec_BR_RR,elec_BR_RS,elec_BR_SC,elec_BR_SE,elec_BR_SP,elec_BR_TO,Unnamed: 28
1,171.65879947101598,676.420711886073,1325.0059592811645,184.77437229132417,3523.334422618722,2656.8393400353884,1079.3989939531964,2237.2320502484017,2411.327551706507,1454.02547923653,9653.866719240868,1716.0695894206622,2210.90478341758,2347.91664094863,933.352325394863,2306.0320279102743,826.078392627169,5433.248128884588,7079.121670200913,1322.228298510959,563.9164065335617,179.9322645725685,5263.52923387774,4390.674932032763,557.0472137158677,23762.561681128995,385.1819452203197,0.0
2,161.15247947101594,637.815771886073,1260.9349792811645,167.9928422913242,3330.628762618722,2506.750070035388,1017.2858539531964,2145.902230248402,2233.373731706507,1376.9391492365296,9214.131129240866,1590.800549420662,2136.5892234175794,2251.2984109486306,870.462165394863,2204.615377910274,776.6473226271689,5173.164208884589,6738.838730200914,1242.115278510959,513.7266165335617,166.25408457256847,4962.38154387774,4167.931672032763,523.7943237158676,22373.989261128994,351.2845652203197,0.0
3,147.88302947101596,596.4361718860731,1167.5338792811644,152.0349022913242,3122.7368626187217,2350.173730035388,949.6608539531964,2017.9890302484018,2062.493721706507,1312.5386092365297,8736.998759240867,1490.094559420662,2054.2285834175796,2153.76734094863,813.2923653948629,2035.249337910274,724.872872627169,4853.976918884589,6311.504400200913,1158.4574185109586,474.94471653356163,151.6715745725685,4634.31391387774,3907.9894620327623,489.50584371586757,20652.472651128995,323.40786522031965,0.0
4,136.53331947101597,573.447651886073,1086.6738292811647,139.8580822913242,2956.6128026187216,2216.144130035388,888.5857939531963,1907.6908702484018,1944.7953217065067,1248.7826092365297,8239.843669240869,1388.448979420662,1975.1393734175801,2037.0870109486302,760.556045394863,1888.442327910274,682.9068226271689,4561.552538884589,5890.831550200913,1090.3006785109587,442.0080965335616,141.10186457256847,4359.52851387774,3628.6851320327623,463.2775837158676,19231.370571128995,300.6988952203196,0.0
5,133.15092947101598,571.086271886073,1096.6951292811646,136.1667722913242,2979.1667826187218,2198.6458100353884,876.3882339531964,1933.602560248402,1951.3075017065069,1264.8768692365297,8565.753269240868,1381.331229420662,1964.1950334175797,2090.0426209486304,748.0734953948629,1873.235747910274,662.3157826271689,4621.442548884589,5877.846880200913,1078.2870485109588,431.7723465335616,135.3182945725685,4383.36355387774,3698.5962920327624,464.5255137158677,19422.059511128995,294.50765522031963,0.0
6,128.84744947101598,561.2566618860731,1083.0232492811645,133.21279229132418,2981.041942618722,2184.585210035388,860.0547239531963,1928.5846102484018,1921.8243817065065,1251.27422923653,8595.155309240869,1381.508969420662,1950.75194341758,2076.0915009486303,733.536025394863,1829.590587910274,639.2849426271689,4606.207438884589,5928.9725802009125,1060.6607685109589,428.6334765335616,130.0550645725685,4385.86607387774,3701.8381220327624,463.16997371586757,19413.266641128994,288.7631752203197,0.0
7,129.94505947101598,553.293961886073,1081.5890892811644,127.5029322913242,3033.5166426187216,2186.404900035388,937.2578639531964,1952.6375402484018,1977.0492617065067,1239.7237492365298,8672.661269240869,1426.8354694206619,1944.3885934175798,2068.25965094863,739.5570053948629,1862.344857910274,631.796222627169,4684.789768884589,5942.314100200913,1056.4811485109587,429.12135653356165,126.8616445725685,4433.39101387774,3736.2716620327624,468.41533371586763,19905.943561128995,292.1033452203197,0.0
8,131.10749947101598,547.638071886073,1096.3817592811645,128.43432229132418,3075.2901726187215,2230.705090035388,949.6523239531964,1972.169010248402,2029.2082817065066,1224.6913692365297,8842.614989240867,1458.591039420662,1961.78029341758,2046.0536109486302,745.7403453948631,1875.9393579102739,635.4218326271689,4836.376238884589,6110.982140200913,1066.2148685109587,435.55717653356163,127.7338745725685,4569.82321387774,3853.7896920327626,478.8742637158676,20424.596831128994,297.2143152203197,0.0
9,166.98833947101596,674.495011886073,1410.6580092811644,170.97958229132416,3757.136982618722,2734.891800035388,1168.4054039531964,2419.743130248402,2512.550181706507,1432.6077192365299,10811.749199240867,1834.014199420662,2224.9735434175795,2432.64994094863,914.155255394863,2321.720957910274,759.779972627169,6033.624008884589,7763.489560200913,1285.829968510959,556.4983565335617,163.9088445725685,5637.19181387774,4895.549202032763,585.0409037158676,26615.941481128993,365.61754522031964,0.0
10,157.56931947101597,672.676531886073,1388.4769992811646,159.23214229132418,3779.9509526187217,2698.2548500353882,1132.0509339531964,2442.766670248402,2576.801681706507,1479.9557192365296,11176.490619240869,1848.421349420662,2199.5754634175796,2521.36809094863,900.2872753948631,2252.902787910274,730.906052627169,6247.863608884589,7553.789670200914,1257.504768510959,532.7918165335617,151.11464457256847,5741.93389387774,4998.164772032763,590.2552737158677,26733.580801128996,363.37893522031965,0.0
11,161.35229947101598,697.457061886073,1469.4728792811643,166.7441222913242,3881.159812618722,2776.532910035388,1247.0034539531964,2546.760230248402,2674.444031706507,1467.64985923653,11658.341429240867,1928.556229420662,2253.2582234175798,2588.6549409486306,919.9419653948629,2327.6216879102744,747.5940426271688,6561.9810588845885,7953.509660200914,1290.9819085109586,549.4537765335616,152.51810457256846,6013.16705387774,5441.766892032762,604.6839937158677,28581.447751128995,369.1096252203197,0.0
12,177.59618947101598,737.6804318860732,1547.4685092811644,187.0314222913242,4126.391952618722,2984.001190035388,1320.0578339531965,2661.308370248402,2844.630441706507,1554.8735192365298,12141.279649240869,2030.485769420662,2349.24641341758,2691.8388009486303,987.047615394863,2480.8484679102744,798.852822627169,6941.865008884589,8477.009960200912,1381.9583185109589,609.4419765335617,169.0748945725685,6366.21377387774,5673.822822032763,641.6722737158675,30169.936081128995,392.57012522031965,0.0
13,161.28943947101598,693.9503618860731,1422.8882492811645,168.7079922913242,3932.0193426187216,2785.472070035388,1243.7544339531964,2487.729490248402,2661.285701706507,1464.5012892365296,11320.199369240869,1897.353549420662,2259.9464734175795,2546.9101409486307,919.9627153948629,2282.9308579102744,747.0560526271688,6505.194008884589,7856.546870200913,1299.9491085109587,560.4164165335617,152.8532845725685,5984.366273877739,5233.463802032763,601.2140337158676,28255.954421128998,365.36804522031963,0.0
14,162.94487947101595,679.9073018860731,1406.4157592811644,171.26850229132418,3821.067612618722,2768.6694500353883,1230.4879839531964,2420.0856302484017,2609.9951117065075,1447.2277092365298,10847.015989240868,1866.6551694206619,2256.85535341758,2462.17975094863,918.123395394863,2275.8759079102742,769.5436226271689,6305.796718884589,7730.178840200913,1286.1128285109587,547.8505665335616,159.2465245725685,5800.820633877739,5044.338042032763,591.2584237158676,27347.752291128996,363.65287522031963,0.0
