Time_Index,natgas_price_BR,natgas_LNG_price_BR,coal_price_BR,coal_price_imported,uranium_price_BR,gasoline_fossil_price_BR,diesel_fossil_price_BR,jetfuel_fossil_price_BR
2,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
3,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
4,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
5,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
6,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
7,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
8,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
9,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
10,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
11,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
12,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
13,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
14,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
15,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
16,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
17,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
18,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
19,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
20,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
21,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
22,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
23,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
24,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
25,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
26,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
27,37.53,129.11,10.88,21.76,8.3,54.62,69.55,81.16
