Time_Index,elec_N,elec_NE,elec_CW,elec_SE,elec_S
89,15799.559999999998,65804.76,12472.59,14640.85,18656.13
90,15692.269999999999,64887.369999999995,12559.58,14651.980000000001,18290.4
91,16186.679999999998,63949.079999999994,12929.099999999999,14100.009999999998,18475.84
92,15736.67,63252.000000000015,13396.939999999999,14059.03,18066.02
93,14809.69,58566.06,18005.56,15101.92,16404.52
94,15382.86,57107.549999999996,22103.75,16770.99,14861.689999999999
95,16508.04,54196.78,23806.04,18455.35,14955.8
96,17681.980000000003,53585.58,25420.62,19630.65,16108.630000000001
97,18674.28,53950.68000000001,25915.89,20369.49,16311.920000000002
98,18879.96,52642.7,25890.09,20607.749999999996,16178.470000000001
99,18789.17,50967.45,25180.9,20494.239999999998,15808.44
100,20574.82,48821.24,23475.17,19532.190000000002,17360.17
101,21760.47,50441.020000000004,23021.97,18236.53,18005.65
102,23933.27,57453.8,24673.5,17026.129999999997,18639.58
103,27034.93,66441.8,26125.67,16748.21,22551.07
104,28623.920000000002,76708.69,25522.77,16525.739999999998,27987.190000000002
105,26348.36,79930.97,20518.78,16457.22,29107.120000000003
106,22608.17,82400.85,18151.92,16459.649999999998,29046.9
107,20386.54,81148.1,17421.559999999998,16178.63,29061.7
108,18567.63,79862.45,15365.66,16046.76,28734.17
109,17483.79,77430.78,13608.9,15842.619999999999,25053.659999999996
110,16769.49,72722.81,13279.759999999998,15730.619999999999,22986.059999999998
111,16454.219999999998,70267.25,13041.01,15853.27,20676.989999999998
112,16260.899999999998,69697.84,12926.189999999999,15944.329999999998,18248.370000000003
113,16538.43,68896.09,12663.349999999999,16071.919999999998,17567.34
114,16883.620000000003,68379.5,12753.71,16328.419999999998,18592.739999999998
115,16866.949999999997,71511.39,13162.17,16890.97,20364.129999999997
116,16900.079999999998,80892.08000000002,13620.3,16774.859999999997,20498.79
117,17515.81,84544.72,19849.63,16426.33,20729.379999999997
118,18232.05,85373.48999999999,23484.04,17754.57,21307.41
119,19824.0,80404.93,26295.22,19106.9,22120.45
120,20932.45,79898.18,28524.18,20318.29,21030.300000000003
121,21436.5,78793.94,29678.25,21136.340000000004,20145.96
122,21770.04,74447.57999999999,29804.45,21110.87,19884.18
123,22958.27,73044.03,31211.449999999997,20441.21,20939.190000000002
124,24679.57,73339.44,30945.53,19271.420000000002,21778.41
125,26429.48,75426.98,28616.1,18691.54,23071.65
126,27482.329999999998,81161.59,25602.26,18526.850000000002,23425.77
127,30288.19,84667.29000000001,23906.010000000002,17878.530000000002,26654.86
128,30854.159999999996,92707.22,25222.41,17426.95,28813.16
129,27645.010000000002,95096.62,24001.16,17590.41,29338.07
130,26347.14,94343.18,21920.440000000002,17610.27,29322.61
131,24603.36,91851.38,21581.14,17485.67,28898.52
132,22143.809999999998,88546.38999999998,18211.67,17312.31,28677.760000000002
133,20005.91,84285.48999999999,15345.899999999998,16962.27,27509.010000000002
134,17147.030000000002,80012.06000000001,12734.679999999998,15271.419999999998,26404.04
135,15581.960000000001,76890.37,12418.86,14217.429999999998,24852.62
136,15287.41,74460.68,12241.560000000001,14084.000000000002,23717.28
137,15016.63,73556.76999999999,11895.880000000001,13864.500000000002,23423.989999999998
138,15096.05,74290.12000000001,11965.849999999999,13840.41,23408.39
139,15525.69,77322.01,12381.61,13827.56,25027.39
140,16125.71,83098.26,15426.57,14004.68,24950.350000000002
141,16693.87,88032.65999999999,21370.670000000002,15073.47,23688.25
142,17586.94,90308.03,22433.53,16812.33,23117.63
143,18832.29,86091.81,24536.01,18472.66,21648.9
144,19806.16,82562.64,27919.89,19621.27,20256.010000000002
145,20061.68,79668.87999999999,29399.09,20229.79,19834.28
146,19975.64,75461.56,29796.09,20255.44,18555.589999999997
147,19704.76,76388.73999999999,30964.579999999998,19684.76,20255.949999999997
148,19219.57,77324.63,32161.8,18621.480000000003,23463.91
149,20965.730000000003,78919.70000000001,31366.66,17629.539999999997,25153.1
150,26879.469999999998,80522.96,27832.480000000003,17239.219999999998,26313.36
151,30869.39,81125.12000000001,28133.88,16808.62,27390.510000000002
152,34696.229999999996,87365.25,29734.41,16727.87,29084.29
153,33031.649999999994,88034.21,27644.1,16685.879999999997,29694.269999999997
154,30956.35,89656.43999999999,23510.13,16610.06,29448.079999999998
155,30321.58,89019.09000000001,21864.19,16366.58,28293.78
156,27550.28,84902.17,19911.3,15838.599999999999,27949.98
157,24115.84,81465.28,15953.06,14851.3,26709.370000000003
158,20127.059999999998,77051.52,13569.789999999999,14561.439999999999,26345.83
159,17176.940000000002,73681.01000000001,12974.849999999999,14549.939999999999,25908.230000000003
160,16148.91,71287.31,12821.09,14522.660000000002,25683.690000000002
161,16242.84,70161.98,12491.64,14436.090000000002,25517.199999999997
162,16402.23,70341.04999999999,12491.09,14409.760000000002,25516.010000000002
163,16873.57,72398.81999999999,13144.79,14414.16,25912.239999999998
164,16964.449999999997,79075.38999999998,13512.96,14273.86,26372.86
165,17538.480000000003,82236.13999999998,19913.95,14873.35,24098.18
166,18139.26,83952.59,25697.949999999997,16423.579999999998,21046.68
167,19113.780000000002,83060.2,27670.8,18011.09,19547.690000000002
168,19887.489999999998,79723.94,30263.53,19401.02,20105.1
169,20582.28,78148.56,31652.98,19861.850000000002,20861.92
170,20926.059999999998,73030.67,31367.629999999997,19871.7,21500.059999999998
171,20765.760000000002,73319.22,32332.590000000004,19340.89,22338.239999999998
172,21298.92,72714.66,32815.92,18302.39,25474.52
173,21468.58,76089.66,30874.93,17072.02,27438.879999999997
174,26595.79,82191.69,25330.65,16091.050000000001,26938.93
175,29993.169999999995,86206.53,23700.75,15526.82,26694.63
176,28747.260000000002,93939.67,27666.12,15325.320000000002,28150.81
177,26196.19,96705.31,23705.91,15636.64,28183.5
178,25596.81,95290.63999999998,20274.260000000002,15831.16,28059.82
179,24057.839999999997,94481.70000000001,20221.269999999997,15599.63,27939.5
180,20966.39,91892.05999999998,18675.28,15306.57,27329.25
181,19481.74,85394.01,16253.67,14985.55,26478.050000000003
182,18446.5,80684.14,12759.11,14917.719999999998,24868.6
183,16477.74,78714.44,12488.45,14823.83,22576.37
184,15385.910000000002,77496.66,12478.69,14775.94,20512.1
185,15180.220000000001,76414.37,12187.689999999999,14713.42,20149.65
186,15158.449999999999,76559.43000000001,12257.080000000002,14728.4,20249.730000000003
187,16042.649999999998,80302.54000000001,12976.15,14785.039999999999,20427.67
188,16874.07,86653.81,14937.0,14899.910000000002,21556.760000000002
189,17199.94,88901.72,21871.19,15897.91,22112.440000000002
190,18668.289999999997,86813.13,26967.36,17464.37,23481.32
191,18480.41,85636.85,27973.88,18997.489999999998,24067.83
192,19440.76,86848.42,28499.76,20229.32,21519.11
193,19640.95,84293.49,28973.019999999997,20702.2,20866.35
194,20101.120000000003,80861.37,28871.550000000003,20768.989999999998,19785.620000000003
195,20104.41,82650.95,30202.730000000003,20258.089999999997,20034.769999999997
196,20514.4,87059.64,29601.67,19249.62,20355.129999999997
197,22432.99,87011.31999999999,28220.61,17968.79,24110.489999999998
198,26005.530000000002,90234.14000000001,23774.16,16672.18,24777.159999999996
199,28447.019999999997,90890.3,23925.45,16117.359999999999,25962.99
200,28174.660000000003,98554.37,26412.21,16261.060000000001,26841.05
201,24343.139999999996,99695.48999999999,26879.02,16207.310000000001,26897.1
202,21369.269999999997,98186.72,25508.559999999998,16130.11,27326.64
203,20996.300000000003,97501.68,22163.879999999997,16064.449999999999,27098.52
204,20942.68,95329.88,17031.98,15914.939999999999,26926.57
205,20039.16,88777.15,13812.789999999999,16170.78,25854.769999999997
206,16773.35,83178.81,13050.01,16308.66,23459.36
207,15776.439999999999,79609.47,12878.470000000001,16303.29,20728.33
208,14719.310000000001,77697.99,12902.82,16217.26,19771.32
209,14090.579999999998,77757.40000000001,12522.59,16139.6,19034.309999999998
210,14171.03,77867.97,12539.1,16187.349999999999,19037.58
211,14349.519999999999,80508.14000000001,12883.45,16136.99,20942.93
212,15954.28,85126.32,13644.580000000002,16248.539999999999,23459.34
213,16642.86,88058.0,20479.23,17138.27,24005.489999999998
214,17508.420000000002,88859.29,25983.120000000003,18713.8,23312.93
215,18603.469999999998,92168.26999999999,26517.979999999996,20151.530000000002,19403.300000000003
216,19732.08,90780.47,27915.75,21110.370000000003,18883.64
217,20139.73,87295.44,29913.960000000003,21607.809999999998,18750.36
218,19540.53,82556.39000000001,30045.73,21756.79,17233.95
219,18927.519999999997,86272.16999999998,28819.800000000003,21365.149999999998,17136.83
220,19371.289999999997,90289.47,24996.75,20553.68,18951.41
221,20272.260000000002,92408.33,23604.56,19293.15,21435.699999999997
222,22176.28,93363.96,21341.17,18299.2,24399.120000000003
223,24468.49,94995.85,19797.01,17963.51,26304.309999999998
224,27438.64,99006.01,23722.7,17838.84,26943.17
225,28665.31,99685.08,17217.21,17882.72,27771.23
226,27300.15,98840.79000000001,14368.720000000001,17914.81,27367.17
227,24828.69,97654.32,14051.68,17642.43,27585.16
228,20821.32,95268.34999999999,13600.779999999999,17214.13,27094.73
229,17947.59,89672.38,13325.84,17139.5,25553.05
230,15745.220000000001,84041.44,12965.29,15822.53,22227.73
231,14840.449999999997,81634.22,12856.369999999999,15351.439999999999,18122.58
232,14145.74,79549.28,12507.31,15537.869999999999,15972.55
233,13778.689999999999,78393.54,11977.69,15546.509999999998,15355.970000000001
234,13636.509999999998,77678.04999999999,11882.880000000001,15771.909999999998,15231.689999999999
235,13626.460000000001,78169.28,12220.76,15774.08,15195.88
236,13611.71,79186.86,12973.189999999999,15551.369999999999,15953.93
237,14316.16,79343.93,17116.06,16444.11,16411.64
238,15880.81,80552.52,21730.989999999998,18041.7,16184.900000000001
239,16764.920000000002,81021.98000000001,23682.04,19622.53,15730.45
240,17860.8,79209.59,25300.85,20746.58,15840.060000000001
241,18733.44,76112.04000000001,25866.83,21389.62,15792.169999999998
242,19017.7,72485.51000000001,25135.35,21449.309999999998,15836.18
243,18484.149999999998,71695.73,24484.25,20942.14,16254.02
244,18102.85,74586.64,23595.12,19961.82,16314.3
245,20857.94,75243.43000000001,22367.260000000002,18713.09,16871.33
246,24472.440000000002,76863.81,22383.6,17672.67,16855.93
247,28966.160000000003,80919.79000000001,23185.510000000002,16851.89,19578.17
248,29102.69,88563.51000000001,25590.57,17048.7,21231.22
249,26679.71,90968.91,20253.879999999997,17175.98,20848.53
250,24789.109999999997,88653.69,16608.62,17186.87,20602.04
251,21813.85,86723.98999999999,14876.55,17082.420000000002,21003.68
252,20377.100000000002,82848.04,13568.86,16849.27,20699.260000000002
253,18358.690000000002,79843.17999999998,12900.869999999999,16450.97,19699.5
254,15993.380000000001,77986.01999999999,12363.66,16052.559999999998,17223.18
255,14606.48,74809.56,12171.83,15897.26,15580.869999999999
256,13611.63,71970.95,12061.43,15878.85,14612.95
257,13206.22,70496.73,11681.91,15850.189999999999,14414.16
258,13311.53,68294.61,11713.14,15842.97,14462.689999999999
259,13128.140000000001,67716.33,12059.48,15842.31,14697.49
260,12779.81,68613.64,12406.5,16048.76,14120.55
261,12774.98,67887.84,15670.8,17123.11,12703.55
262,13693.269999999999,64802.600000000006,19368.920000000002,18727.489999999998,13088.93
263,15414.400000000001,61341.43,22069.86,20368.620000000003,13439.990000000002
264,16709.560000000005,59478.520000000004,23602.22,21680.760000000002,13913.23
265,17811.33,58923.72,23678.96,22384.88,14175.71
266,18132.92,56876.97,23069.61,22445.21,14407.1
267,17635.799999999996,55209.36,22122.43,21910.8,14355.11
268,16662.07,56887.41,21570.77,20845.670000000002,14086.869999999999
269,16357.099999999999,64661.89000000001,19644.59,19073.98,14032.58
270,19080.160000000003,72908.2,17198.94,17486.38,14792.54
271,24731.700000000004,76266.45000000001,18956.07,16927.97,20564.559999999998
272,29515.48,80682.2,21928.61,16906.45,25746.940000000002
273,28160.13,81461.86,18711.32,16964.34,26191.95
274,26242.57,81756.98999999999,16500.68,17207.85,26044.98
275,22724.390000000003,82464.56,14939.539999999999,17172.36,26112.61
276,20331.859999999997,81367.0,13359.05,17016.440000000002,25002.13
277,18064.73,78446.79000000001,12938.59,16636.33,21689.989999999998
278,15049.439999999999,74653.13,12773.220000000001,16375.99,19358.489999999998
279,14084.84,71711.46,12570.810000000001,16647.84,17573.25
280,13346.279999999999,69778.70999999999,12531.829999999998,16966.68,16424.09
281,13493.07,68651.18,12190.54,17120.460000000003,16561.92
282,14239.89,69207.54999999999,12192.92,17098.500000000004,16518.34
283,14890.51,73298.76999999999,12522.52,17371.48,16947.22
284,15671.829999999998,80235.6,13668.07,17658.52,18877.54
285,16446.99,86672.61,17811.85,18819.6,19713.39
286,17305.73,88622.15,23966.51,20400.15,19872.92
287,17686.82,86778.79999999999,27869.879999999997,22093.09,19939.559999999998
288,18711.61,84157.20999999999,30176.72,23290.760000000002,19773.48
289,19607.32,80812.92000000001,30449.800000000003,23844.75,19803.39
290,19673.489999999998,76548.4,28735.530000000002,23817.13,19850.28
291,20040.34,79472.95000000001,27301.39,23434.760000000002,20081.16
292,20708.369999999995,82334.16999999998,27233.41,22059.35,20255.05
293,22677.220000000005,84688.05,25241.75,20638.739999999998,22473.73
294,24111.279999999995,88166.69,24391.600000000002,19105.55,24871.75
295,26634.660000000003,88145.83,24740.050000000003,18082.52,26153.29
296,29213.679999999997,93656.59999999999,27310.38,17893.74,26711.440000000002
297,29039.54,94814.49,25028.95,17891.780000000002,26986.280000000002
298,26515.78,94325.63000000002,23386.04,17852.88,26978.97
299,24561.38,93058.69,22699.239999999998,17642.99,26585.510000000002
300,20914.39,90994.13,19754.03,17449.75,26261.050000000003
301,18190.79,87607.03000000001,14810.599999999999,17316.960000000003,25095.120000000003
302,15640.16,83090.76,13316.529999999999,17298.22,22599.22
303,14993.689999999999,79156.15,13131.25,17250.800000000003,21056.87
304,14559.38,76427.03,13116.92,17261.75,20020.5
305,14544.51,75338.56999999999,12755.32,17318.440000000002,19721.7
306,14588.54,75622.92,12434.619999999999,17508.8,19796.02
307,15253.869999999999,78493.66,12765.18,17496.25,21217.55
308,16406.81,83977.26000000001,13466.300000000001,17678.649999999998,22587.61
309,17482.59,87783.18,19394.63,18208.73,22746.97
310,17336.99,89659.02,23663.52,19312.3,21259.48
311,17576.26,87811.64,29735.549999999996,20990.670000000002,17552.93
312,18451.36,85283.73999999999,34016.009999999995,22334.71,15801.220000000001
313,19037.489999999998,83458.03,32663.89,23687.7,14965.93
314,18688.25,81576.0,31072.15,24167.34,14530.89
315,20116.03,82439.32,30461.96,23723.99,15510.47
316,20542.1,84536.12999999999,28902.8,22711.49,17358.38
317,22413.280000000002,87355.62,25768.43,21287.280000000002,19752.18
318,25250.33,85419.09,28117.649999999998,18856.17,23427.3
319,28323.980000000003,85740.82,27605.81,17941.83,25650.23
320,31760.27,92727.61000000002,28686.93,17597.280000000002,26230.760000000002
321,28400.149999999998,95473.23,26608.03,17647.29,26375.71
322,25857.250000000004,96136.6,23278.67,17620.52,26037.38
323,23741.93,96440.55,20689.559999999998,17416.75,26056.550000000003
324,21038.98,92587.40000000001,18931.11,17191.79,25011.03
325,18962.010000000002,87482.15000000001,15478.17,17125.420000000002,23524.690000000002
326,17016.63,82854.04999999999,12899.88,17193.22,21514.739999999998
327,16236.74,77900.74,12908.18,16735.390000000003,19473.780000000002
328,15771.950000000003,75306.81,12901.74,16600.000000000004,18501.22
329,15743.650000000001,73941.13,12250.380000000001,16831.11,17967.190000000002
330,15653.81,73960.78,12335.52,17406.8,17566.36
331,15842.85,76716.87,12622.13,17691.19,18722.11
332,16627.4,83877.55,13241.04,18154.04,20265.91
333,17437.92,89222.62999999999,17094.739999999998,19314.04,21599.9
334,17911.050000000003,91295.72,20876.25,20976.02,19860.43
335,18790.54,86794.76,27677.699999999997,22525.74,16811.65
336,19447.54,87179.86000000002,31513.11,23590.47,14850.35
337,19815.699999999997,86630.33,31276.980000000003,24204.52,14418.75
338,19163.480000000003,81862.06,31633.590000000004,24204.449999999997,13474.28
339,18726.379999999997,85432.29000000001,31172.710000000003,23665.440000000002,14403.650000000001
340,18379.86,87101.48,29805.7,22631.04,17461.010000000002
341,19757.620000000003,88062.03,27642.51,21265.579999999998,21406.43
342,22699.65,86725.0,29038.58,19949.469999999998,23566.989999999998
343,26030.690000000002,86623.16,29197.4,19045.81,24388.39
344,29643.84,93287.92,30596.81,18532.97,25545.15
345,28951.15,94652.18000000001,27281.92,18462.27,24969.29
346,25425.579999999998,96630.32,22764.870000000003,18467.49,25247.87
347,22565.190000000002,96278.56999999998,22370.02,18367.11,25113.489999999998
348,19810.28,92514.72,21028.72,18094.480000000003,24804.48
349,19038.540000000005,88518.12,15414.69,17981.200000000004,23717.65
350,17179.829999999998,84593.70000000001,14030.989999999998,17745.449999999997,21154.78
351,16588.97,81403.23,13529.77,17632.34,18408.2
352,16140.47,78912.78,13482.599999999999,17645.83,16534.23
353,16545.670000000002,78455.88999999998,12793.15,17548.960000000003,14997.73
354,17014.1,79106.87,12670.439999999999,16836.63,15178.380000000001
355,17601.73,81755.80000000002,12893.04,16654.31,16631.15
356,19000.160000000003,86248.97,13909.13,16876.79,18323.45
357,19542.8,86812.79999999999,20973.620000000003,18004.51,18561.59
358,19406.94,87422.16,28214.04,19870.69,16258.23
359,19296.01,88129.68000000001,29293.7,21562.899999999998,14818.58
360,19446.75,89461.92,31017.879999999997,22536.079999999998,12988.21
361,19361.68,88967.12999999999,31573.019999999997,23015.48,13665.32
362,19417.92,84375.21,32336.18,23179.679999999997,14473.59
363,21470.28,85277.58,32305.58,22789.86,15347.43
364,22595.280000000002,86664.98999999999,30788.11,21650.110000000004,18211.61
365,22327.8,87202.58,31646.700000000004,20154.809999999998,20476.89
366,26001.870000000003,87343.28,32737.12,18825.79,21774.16
367,30707.26,87401.46,30026.86,18472.76,23374.190000000002
368,34134.43,92622.04000000001,30297.379999999997,18445.95,25164.82
369,34347.68,93686.34,26948.53,18639.850000000002,24949.760000000002
370,31043.35,95159.29,23777.79,18693.44,24533.07
371,27403.160000000003,95933.47,22413.72,18211.520000000004,24422.15
372,24784.899999999998,93659.69999999998,21315.08,17947.440000000002,23708.75
373,22950.87,87333.08,19592.28,17916.43,22198.420000000002
374,20047.32,84559.32999999999,14627.7,17924.25,20548.53
375,18726.94,81121.63,14139.21,17905.239999999998,18777.75
376,18129.68,79625.73999999999,13984.0,17613.55,17104.34
377,17772.65,78974.43,13485.99,17512.16,16047.61
378,17420.58,78923.73999999999,13544.439999999999,17583.829999999998,16296.95
379,17383.43,80583.78,15609.279999999999,17609.02,17280.91
380,18871.17,86251.06999999999,16296.109999999999,17807.610000000004,18668.190000000002
381,19933.88,88159.05,21955.75,18815.33,19087.25
382,20640.780000000002,89056.16,26671.89,20371.039999999997,18328.67
383,20892.99,86620.75,29705.33,21874.050000000003,17221.73
384,21207.89,86773.93,32989.46,23109.84,15133.25
385,20836.480000000003,84969.08,33706.33,23842.42,14643.09
386,20215.59,81450.08,33556.42,24224.41,14456.68
387,20201.550000000003,83357.09,33196.91,23863.68,14851.1
388,19990.36,84853.69,32356.079999999998,23082.829999999998,16944.61
389,22398.879999999997,85651.14,29358.480000000003,21578.24,19877.28
390,24298.009999999995,85583.04000000001,27971.84,20070.52,22371.17
391,31281.65,87353.34,24473.699999999997,19194.190000000002,23957.65
392,33752.64,93510.19,26866.35,18877.39,25167.21
393,31461.780000000002,94767.13,24695.14,18811.500000000004,24983.12
394,26745.600000000002,94793.06,23602.88,18530.929999999997,24914.690000000002
395,23281.909999999996,95244.24000000002,23013.120000000003,18338.0,24898.97
396,21405.109999999997,91968.37,21833.2,18178.45,24126.38
397,19359.35,86843.15000000001,21071.77,18009.95,22364.739999999998
398,17700.86,82461.17,18601.87,17601.0,20966.89
399,16753.04,79606.28,17292.59,17583.41,18774.059999999998
400,16438.12,77129.73000000001,15916.15,17596.34,17773.9
401,16067.400000000001,76976.89,14167.53,17602.019999999997,17065.61
402,16046.67,77171.58,13030.75,17564.86,17117.120000000003
403,17506.74,78180.52,12755.740000000002,17369.579999999998,16517.88
404,17738.649999999998,80551.28000000001,13280.82,17102.789999999997,16893.31
405,18727.89,81593.98,18478.54,17332.32,16158.93
406,19118.850000000002,80782.51,22935.47,18382.81,15478.739999999998
407,19266.420000000002,80799.76000000001,25395.03,19977.050000000003,13588.77
408,20157.94,77270.31,27457.75,21177.559999999998,13078.619999999999
409,20777.51,74447.29000000001,28087.48,21787.35,12552.880000000001
410,20931.739999999998,71255.98999999999,28004.83,21903.67,12538.310000000001
411,20746.440000000002,70479.15000000001,27269.289999999997,21368.85,12708.41
412,20053.51,71688.96,26200.890000000003,20390.61,13049.83
413,19808.61,72750.89,26847.260000000002,19443.79,13973.55
414,23658.19,74400.65,25557.33,18724.710000000003,16013.92
415,28741.460000000003,80406.23000000001,23922.510000000002,18065.030000000002,20019.559999999998
416,29872.99,90085.70999999999,26462.269999999997,17710.52,24046.309999999998
417,27495.88,89903.01,24169.050000000003,17364.89,23989.12
418,23564.14,88688.98000000001,21329.03,17157.28,24029.5
419,19527.55,87880.52,19233.23,16828.46,24265.93
420,18451.06,85512.63999999998,17001.699999999997,16849.72,23322.190000000002
421,17534.8,81722.28,15765.41,16822.91,21818.1
422,17461.11,77931.15,13923.77,16262.89,19542.95
423,16715.89,74950.26000000001,12994.29,15943.640000000001,18631.77
424,16541.72,72661.49,13074.89,15964.550000000001,16369.42
425,16433.09,71455.71,13097.75,15956.83,14702.66
426,16647.420000000002,70041.15,12742.07,16051.460000000001,14143.849999999999
427,16664.920000000002,69786.67,12213.23,16325.779999999999,13919.5
428,15831.61,69544.15,12902.449999999999,16555.49,14448.59
429,15149.55,68749.12,16743.73,17623.46,12949.150000000001
430,16094.52,63514.189999999995,21708.32,19197.879999999997,12268.59
431,17453.870000000003,61088.39,23835.42,20791.51,12023.17
432,18475.25,60225.04000000001,25548.0,21962.18,12049.6
433,19173.57,60159.12,26306.14,22578.98,12442.900000000001
434,19379.21,59658.729999999996,25545.53,22612.07,12319.61
435,18957.65,57974.990000000005,24578.239999999998,22141.339999999997,11875.759999999998
436,18176.23,58493.31000000001,23560.559999999998,21296.08,11430.09
437,17577.050000000003,62041.45,23663.91,19813.56,11515.74
438,21626.57,66147.85,22661.84,18457.36,14089.86
