Time_Index,elec_N,elec_NE,elec_CW,elec_SE,elec_S
222,17292.566,28100.358,8788.7,6604.693,9408.776
223,16912.751,29805.927,9514.963,6977.769,9352.487
224,17113.459,33076.479999999996,11104.918,7533.612999999999,9444.289999999999
225,17108.716,36256.191,12645.579,8014.77,9298.176
226,15363.373,38961.886,13655.791000000001,8398.715999999999,8907.339
227,14428.457999999999,42667.296,14775.423999999999,8770.713,7881.0869999999995
228,14169.314,43332.372,15993.690999999999,8965.835000000001,7346.427
229,13640.449999999999,43318.426,15812.6,8841.538,6837.064
230,14334.984,43589.611000000004,15729.858,8557.707,7947.3589999999995
231,14930.048999999999,44184.28400000001,15142.597000000002,8342.362,8408.623
232,17274.157,43076.636999999995,13170.571,7941.6630000000005,9490.088
233,18098.943,40830.639,12844.95,7456.724999999999,9773.639
234,18872.865,38447.754,11722.444,7123.681,9760.228
235,20500.966,38309.58500000001,9651.401,6787.46,10294.782
236,22361.608,37925.446,11225.416,6656.636,10921.978
237,23341.73,37012.82,11561.142,6632.127,10972.221
238,23364.724,36068.453,11631.508,6677.083,10980.559
239,22072.159,34933.752,11530.111,6720.257,10893.896999999999
240,20849.550999999996,34086.838,10789.097,6695.101999999999,10209.477
241,18762.159,33117.134,9899.093,6723.606,9916.849999999999
242,18051.144,31271.438,9365.861,6733.995,9160.440999999999
243,17990.569,29311.492,8813.536,6736.308,8680.628
244,17241.27,28549.633,8532.733,6740.967000000001,8877.118
245,16816.259,28195.658,8350.947,6748.9980000000005,9002.43
246,16108.377999999999,28128.07,8265.111,6815.845,8921.517
247,14877.68,28977.752999999997,8996.621,7193.508999999999,8995.137999999999
248,12768.443,30649.627999999997,11101.628,7789.535,9118.782
249,10374.797,34336.871,12520.964,8398.248,8458.258
250,9672.050000000001,35702.822,14600.146999999999,8822.829,8007.0599999999995
251,9332.365000000002,37368.187999999995,15466.343,9022.216,7292.61
252,9405.675000000001,38919.166,16250.997,9221.627,6069.46
253,9895.048999999999,39017.949,15738.743,9211.0,6034.146000000001
254,11196.727,37322.574,15351.946,8938.638,6950.213
255,11523.8,35859.592,15906.819,8409.714,7177.309000000001
256,11410.815,35753.944,15223.94,8127.494,7587.225
257,12427.241999999998,35554.87699999999,13890.826000000001,7591.342000000001,8880.45
258,14437.217,34479.134000000005,12848.336000000001,7092.612,9502.429
259,16392.803,35945.81,11993.096000000001,6812.794,9995.773
260,18268.231999999996,36575.085,13264.696,6712.994999999999,10173.061
261,18775.183,35790.836,13153.544,6764.9,10346.613000000001
262,17962.118000000002,35210.364,12372.575,6771.695000000001,10267.378999999999
263,16728.891,34344.371,11979.045,6754.409,10196.693
264,16634.483,32461.978,11476.634999999998,6783.9259999999995,9927.697
265,16250.033,30092.106000000003,10576.435,6784.3099999999995,9471.08
266,16126.714,27978.719,10056.97,6772.450999999999,9163.452000000001
267,16013.358,26486.02,9524.172,6772.034,9173.133
268,15628.076999999997,25884.127999999997,8810.996,6764.364,9284.951
269,15564.456,25595.512,8278.262999999999,6761.554,9213.58
270,14335.953999999998,25056.25,8303.003,6834.3820000000005,9336.354
271,12712.899000000001,25646.275999999998,8615.027,7140.1050000000005,8814.928
272,11510.545,26827.118,9729.948,7401.808,8321.438
273,9994.348,28547.248,11736.437,7672.528,7148.334999999999
274,8563.612000000001,29822.510000000002,12398.885999999999,7935.271999999999,6585.196
275,8515.896,29961.605,13436.046,8146.2609999999995,6349.248
276,8633.352,30909.557,14161.752,8268.459,6153.209
277,9180.397,31295.862,13979.227,8177.487,5873.905000000001
278,9447.667000000001,31036.662000000004,14133.55,8049.7609999999995,5837.5419999999995
279,10916.134000000002,29757.725000000006,13234.471000000001,7835.055,6821.052
280,11432.745,28916.726,12533.088,7539.809,7647.423000000001
281,12612.240000000002,27560.048000000003,12233.293,7367.599,8709.403999999999
282,14644.936,29019.862,11025.329,7004.503000000001,9354.24
283,15589.336000000001,31740.741,10209.171,6807.751,10282.793000000001
284,16003.307999999999,34106.441000000006,10876.526,6829.888,10705.892
285,17138.424,34204.199,11004.775,6835.423,10624.873
286,17325.769,32862.116,11334.917,6837.791,10691.322
287,17030.824,31803.153,11052.099,6855.968999999999,10707.622000000001
288,16500.805,30171.200000000004,10402.757,6855.214,10549.396
289,17066.268,27648.803999999996,9968.257,6691.089,9786.978000000001
290,18821.881999999998,25204.155,8881.479,6626.43,8941.229
291,19463.07,23527.276000000005,8425.527,6624.1939999999995,8938.190999999999
292,18792.794,23707.544,7642.372,6620.2080000000005,9068.763
293,18713.097999999998,24100.244,7421.741,6599.497,8848.296
294,18810.815000000002,24794.065,7539.073,6624.615,8816.087000000001
295,18480.123,27025.493999999995,7860.002,6856.266999999999,9100.355
296,18756.517000000003,30299.162,9441.092,7281.875,9584.992999999999
297,17189.961000000003,34430.753000000004,11195.883,7694.067,9933.484
298,15661.344000000001,37061.041,12356.628,8042.973,9548.880000000001
299,15877.613,38401.394,13567.463,8403.518,9514.717
300,15157.368999999999,38329.682,14947.975,8490.68,9709.171
301,15692.003999999999,36928.825000000004,14904.636,8478.436,9930.300000000001
302,17120.460000000003,38950.292,14395.938000000002,8378.155999999999,10402.265
303,18509.020999999997,40216.734000000004,13603.319,8171.686,10155.732
304,20927.987000000005,38350.448000000004,13483.543000000001,7776.8910000000005,9899.068
305,22663.719,37271.555,11653.294,7353.796,10664.328
306,23249.251999999997,34698.742,10195.386,6937.330000000001,10961.646
307,22974.788,34128.16,10275.411,6665.336000000001,11184.652
308,23127.038999999997,35509.563,12090.221000000001,6582.3189999999995,11706.453
309,23084.999999999996,35795.763,13068.879,6528.338,11843.909
310,23120.869,35929.937999999995,12347.240999999998,6491.553,11951.659
311,23054.809,33342.941,11772.863,6546.78,12086.947
312,22688.062,31085.4,10736.391,6537.621,11285.595
313,21080.758,29617.352000000003,9799.236,6580.2880000000005,10239.835000000001
314,20186.063,27878.639,9461.116,6569.052,9658.172
315,19866.841,26044.853000000003,9203.183,6564.764,9545.809000000001
316,19638.747000000003,24463.396999999997,9027.164,6572.511,9508.577
317,19787.129999999997,24289.275,8972.896,6594.004,9427.178
318,19190.394,25255.290999999997,8945.815,6626.679,9552.001
319,18039.097999999998,27647.401,9779.918,6899.079,9852.57
320,17596.044,31344.347999999998,11899.978,7317.580999999999,10297.37
321,17428.715,34870.780999999995,13047.165,7724.903,10295.158
322,16573.053,36912.803,13953.192,7964.763999999999,9968.187999999998
323,15258.431,39098.947,14757.594,8185.630999999999,9284.648
324,14947.547,39892.405,15305.439,8275.523000000001,8594.998
325,15123.621,40143.615,14451.295,8222.224,8778.023000000001
326,16603.296000000002,40346.377,14749.87,8293.561000000002,9691.093
327,18287.289,40442.251,13965.913,8176.282000000001,10565.394
328,20034.173,39378.181000000004,13512.877,7906.43,10626.016
329,22394.304,37154.450000000004,12834.649,7457.006,10917.039
330,22379.595,35226.547,11102.774,7065.178,11129.954
331,21983.533,35623.791,10199.43,6775.351000000001,11215.598000000002
332,23015.083000000002,37102.542,10676.179,6719.049999999999,11951.783
333,23332.131,37160.236,10549.342,6718.365,12427.133
334,23010.673000000003,36884.889,10345.984,6785.729,12272.697
335,22543.252,35352.028,10511.534,6813.5019999999995,11064.589
336,22214.19,32003.943,9882.371,6656.0689999999995,10298.811
337,20870.597,29719.11,9339.829,6532.311000000001,9835.4
338,19884.025,28323.087000000003,9110.96,6496.492,9246.673
339,19395.936999999998,27123.087,8865.133,6474.264,8979.882
340,18854.165999999997,25963.221999999998,8833.848,6473.244,8773.569
341,18765.380999999998,26295.335000000003,8563.381,6470.227,8758.35
342,18529.592,27261.644999999997,8333.281,6465.268,9065.432
343,18455.676000000003,28707.905,8896.278,6695.207,9354.47
344,18733.483,32494.605,10072.204,7073.437,9830.436
345,18240.179,35888.898,10717.79,7540.106000000001,10084.659
346,16770.439,37269.493,11359.753999999999,7932.481,10226.943
347,16455.266,37816.600000000006,12374.898000000001,8306.64,10615.694000000001
348,16113.383,38444.272999999994,13143.948,8490.963,10527.309
349,15713.698,37985.047000000006,13342.903,8520.19,10523.109
350,17449.375,37989.617,13991.865,8421.995,10535.801
351,20207.213,37872.517,13734.846000000001,8214.372,10471.773000000001
352,21970.978,37556.615999999995,13829.496,7707.344999999999,10250.764
353,22222.155,36317.381,13822.886000000002,7474.513,10885.511
354,22105.093,33160.207,12663.243999999999,7052.783,11550.565
355,23127.379,33371.669,11688.935,6749.431,11838.835
356,23999.054999999997,33537.126000000004,13431.048999999999,6669.187,12284.52
357,24191.748,33280.833,13931.933,6656.985000000001,12389.028
358,24205.697,32980.857,13709.077,6604.031,12428.081
359,24145.781,31843.508,12874.795,6608.865,12240.487
360,23851.19,29325.386,11349.966,6633.66,11940.468
361,22872.299000000003,27963.416,10241.925,6725.0779999999995,10434.373
362,22083.046000000002,26783.985,10156.716,6736.141,9027.106
363,21442.074000000004,25218.872,10127.987,6694.888999999999,8841.458999999999
364,20138.3,24975.768000000004,9579.306,6685.922,8806.868
365,20484.958000000002,24787.775,9310.021,6719.471,8824.847
366,20573.575999999997,25162.538999999997,9519.292,6746.437,8858.005000000001
367,20002.524,27768.027000000002,9409.873,6930.849999999999,9006.253
368,19948.626,31808.252999999997,10340.234,7329.669,9558.127
369,19469.874,35342.284,11763.503,7780.299,9913.864000000001
370,19400.762,37344.036,12837.844,8243.131000000001,9454.557
371,18671.029000000002,38366.343,13652.329,8556.423999999999,10281.428
372,17588.828,39319.466,14303.975999999999,8784.366000000002,10998.613
373,16038.336,38694.835,14437.623,8754.613,11021.336
374,16718.601000000002,40309.562,14588.771999999999,8594.38,10839.614000000001
375,17468.616,41243.588,14794.552,8398.908,11069.694
376,18324.734,42073.713,13669.579000000002,8010.128000000001,11477.181
377,19921.826,41140.594,12153.067,7598.835999999999,11913.706
378,20821.309,37968.234,10577.232,7133.701999999999,11950.162
379,21602.312,37797.172999999995,10263.477,6814.835999999999,11844.638
380,23130.827999999998,38067.509999999995,11364.916000000001,6729.331,12746.369999999999
381,23223.883,37522.261,11967.989,6737.639999999999,13024.229000000001
382,22187.788,37636.331,12013.778999999999,6748.888,12989.318
383,22685.824,35819.796,11725.004,6717.487000000001,12045.127
384,21664.528,33955.37699999999,10980.403,6734.011,11024.331
385,20968.212000000003,32607.837999999996,10626.089,6706.632,9044.510999999999
386,20219.509000000002,31519.424,10440.530999999999,6642.298,8054.817000000001
387,19950.406,29404.575000000004,10326.095000000001,6618.475,8006.707
388,19110.081000000002,27959.477999999996,10132.876,6622.941,8720.074999999999
389,19647.54,27366.904000000002,9668.935,6625.601000000001,8839.348
390,20627.854000000003,27572.822,9462.672,6653.164,8818.325
391,18807.062,30154.436,10642.452000000001,6949.609,9093.508
392,15623.536999999998,34857.047,13346.186,7501.529,9607.842
393,13774.177,38095.639,14928.84,8110.976,10743.114
394,14130.492999999999,38576.600999999995,14886.144,8604.512,11925.506
395,14882.295999999998,38866.25,15511.067,8903.701,12040.256
396,14208.357999999998,38701.50199999999,16313.107,9080.475,11539.324
397,13447.462,38821.119,16241.176,9041.121000000001,10760.845000000001
398,15467.122,39027.327000000005,16179.098,8835.034000000001,10775.209
399,18042.053,40002.285,15487.080000000002,8437.742,10619.752
400,19173.734,40309.241,14808.621000000001,8057.689999999999,10594.947
401,19922.797,39207.44,14067.152,7635.54,10820.828000000001
402,20344.404000000002,38377.067,12348.981,7134.827,10965.635
403,21136.612,38459.341,10910.699,6769.061000000001,11295.009
404,20933.851,41026.674,11650.722,6700.200999999999,11940.311000000002
405,19982.47,42101.999,11774.944,6712.017,11799.319
406,19906.869,41954.827000000005,10796.629,6716.4,12111.353
407,19690.431999999997,41099.259,10476.911,6714.656,11143.533
408,19739.089,38260.119,10385.297,6696.262999999999,10388.372
409,19609.985,35250.561,9606.678,6686.665,10169.335000000001
410,19411.65,32909.486000000004,8512.079,6709.9349999999995,9719.492999999999
411,19123.695000000003,31707.246000000003,8263.226999999999,6688.918,9057.258
412,17616.001,32806.864,8011.173,6707.551,7957.264999999999
413,16636.908,32976.890999999996,7772.710999999999,6712.645,7992.379
414,16343.842,32254.203999999998,7745.71,6775.039,8061.501
415,15114.416000000001,31392.077999999998,9798.685,7131.57,8301.408
416,12871.938,32745.327000000005,12973.853000000001,7664.147,8195.666
417,11108.396,34869.297999999995,14901.765,8266.014000000001,8486.583999999999
418,10443.755000000001,36561.329,14873.592,8731.031,8703.263
419,10695.632000000001,37360.649,15058.74,9021.904,8796.237000000001
420,11592.065999999999,36992.076,15654.113,9210.652,8518.903
421,11336.52,34997.602,16982.646,9338.607,8355.191
422,11266.117999999999,34992.326,16615.783,9221.738,8808.732
423,10976.189,35285.875,15880.065999999999,8770.02,9741.061000000002
424,11772.893,34174.475,15369.404,8219.226,10390.702000000001
425,14542.383,34108.492,13427.46,7625.263,10101.872
426,16624.786,34995.992,12106.217,7159.894,10142.005000000001
427,19654.773999999998,36458.276,10617.752,6796.302,10856.471000000001
428,20317.333,38239.55499999999,11723.981,6257.753,11898.992
429,19664.732,38793.424,12064.16,6093.501,12015.875
430,19403.496,37853.311,11966.75,6107.3240000000005,11707.069
431,20156.222,35946.106,11076.172,6101.075000000001,11600.490000000002
432,20405.589,33635.738,10287.027999999998,6107.154,11429.961
433,19369.248,31514.68,10563.167,5886.001,11132.329
434,17497.393,30213.190999999995,10470.248,5860.164000000001,10549.621
435,15451.170999999998,30940.549,10573.269,5871.5419999999995,9099.153
436,13868.987,30757.251000000004,10794.556,5865.264,8758.438
437,13446.426,29662.833,11096.422,5870.698,8793.145
438,13349.525000000001,28424.039999999997,10703.302,5961.6539999999995,8696.842
439,12747.185,27032.237999999998,11088.755000000001,6350.907,8825.517
440,11598.710000000001,27098.397,13534.582,6928.025,7895.923999999999
441,10725.621,27459.974,15214.735999999999,7551.246999999999,7992.081
442,10057.382,27448.419,16363.672999999999,8026.612,8229.102
443,10509.068,28210.824,16793.456,8330.163,8234.771
