time_index,BR_CW_Class0,BR_CW_Class1,BR_CW_Class2,BR_CW_Class3,BR_N_Class0,BR_N_Class1,BR_N_Class2,BR_N_Class3,BR_NE_Class0,BR_NE_Class1,BR_NE_Class2,BR_NE_Class3,BR_S_Class0,BR_S_Class1,BR_S_Class3,BR_SE_Class0,BR_SE_Class1,BR_SE_Class3
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001843519612183492,0.021137083030854254,0.0,0.00619375910502597,0.0,0.0,0.0,0.0,0.007269291678401915,0.00020760700026079739
31,0.18336032470900077,0.12767880137609797,0.2184728812695962,0.0049924735601412085,0.4308735909633957,0.30740560236379216,0.22454594654295418,0.07532836635033657,0.3461203474744767,0.16344914883985884,0.18218,0.20118106631799418,0.05034,0.22008280389025497,0.36243818094359187,0.36208392074210777,0.30780910172654447,0.307121976922372
32,0.3938364149065682,0.32556048054703557,0.36688437028373466,0.21619406155267204,0.6303613117705437,0.4320499933585308,0.4127466688477009,0.2392552173668669,0.5174751198329394,0.33006757283239485,0.33059,0.3398594287823868,0.197946667,0.36418097803208316,0.5904393440808732,0.5552746820912717,0.5107417615941366,0.5153336467792152
33,0.5732384519342758,0.4802063072026963,0.5296102648049639,0.3978681638084593,0.7304342768726415,0.577853271225221,0.48559959817936194,0.33459543734382075,0.6196588646889067,0.4348629469725436,0.41455,0.42452247570903545,0.30103,0.5138910075993084,0.7404461973476378,0.6791860535171538,0.6539678265516522,0.6341633646070861
34,0.6569628834209836,0.5633968920621879,0.600831726679854,0.48763238531779357,0.7847103946288193,0.6379397671029716,0.5456271765511569,0.4099374969964915,0.6917136879998786,0.5232070011483865,0.39611,0.536760912233842,0.41086,0.5917764235489225,0.8058785178603312,0.7750817261502703,0.7336009695224873,0.6718942242807484
35,0.6663034477953181,0.6186894673839306,0.6383890348091615,0.5664040263495238,0.7629990804655639,0.6659934296505183,0.5936190226888542,0.5078264023924874,0.70637703056443,0.59785220487891,0.42372,0.5760388615289159,0.481256667,0.6250161995111811,0.8317667512848722,0.7368970515362292,0.7357824733714783,0.659368027062014
36,0.6900944761986815,0.6378005616156002,0.6263708075963974,0.6113632716269084,0.7344723246954253,0.6779677146088782,0.6048662855332236,0.5963038346409258,0.7204865478242869,0.6195430971348797,0.42702,0.5971608045284139,0.575936667,0.6008599424822604,0.8082046842732948,0.7000325815008821,0.7090212404392617,0.6742024682428724
37,0.6655381689160633,0.6512298265408486,0.6346470971145739,0.6269550494664227,0.6794155798442995,0.5988054231311759,0.563772892151525,0.6071085651632354,0.6779394285891035,0.6156642271570878,0.48655,0.5952593591209226,0.614223333,0.6390668439515467,0.7788892989836138,0.7073705973411868,0.7076221301497572,0.6860656050641222
38,0.6411420758175677,0.6429619166453235,0.6346019125287101,0.6113196368842888,0.6520253173971666,0.613291252233694,0.5713488185339419,0.593597372359423,0.6437329466984638,0.546056986514521,0.64793,0.6075449424176582,0.587986667,0.5908062650802576,0.77546406770061,0.6620600070976316,0.6861877929573004,0.6110524900701647
39,0.6300326381134146,0.6208078922108395,0.6103213309843254,0.5900103870068856,0.6558419382915858,0.5680359057734088,0.5473297485311761,0.5611275972651087,0.5818011409113554,0.4979413306377604,0.63208,0.5369630258661039,0.373196667,0.548868903468416,0.7453207695886832,0.6709932059193885,0.6433126408701205,0.5848946544821968
40,0.6401758102040636,0.6306423395427926,0.5947739631013927,0.6033020998095128,0.6293112058584301,0.5383261371328669,0.4843323715254013,0.5470557864647857,0.4993951881614271,0.49431760950031245,0.67079,0.4761871489672627,0.35671,0.4297599967156317,0.6900166336556904,0.6139926596991208,0.6321590924655036,0.5090718571109667
41,0.5380744337268802,0.5678802297119272,0.5057741496655761,0.4999914765002177,0.5648154987705187,0.4436029690885975,0.4161932803067523,0.3995447792399186,0.3933053352358705,0.3078728159268768,0.51302,0.3574217308672986,0.425466667,0.3848477859668097,0.6609957635585795,0.5323121159963976,0.5368475067164716,0.38455979187925093
42,0.3726174411467877,0.4201505330740726,0.3769786065835904,0.3970092986225283,0.37279007100806244,0.31460031950918604,0.2851060702434367,0.2859934770243626,0.2233275126929581,0.13913271282568573,0.33215,0.19297010163517353,0.47969,0.2958242493149765,0.5765144893389592,0.40028994882252134,0.38837929510348945,0.25636466413807607
43,0.1913196127052563,0.2709149523925697,0.25489669501265605,0.2656091921544546,0.0005620558861182991,0.08897812790145555,0.05548066346415657,0.10372770648436029,0.0,0.0,0.0,0.0,0.35031,0.2059643801085256,0.43120757655231934,0.07470219099161404,0.08989147141281953,0.023151143307617045
44,0.0,0.0,0.0,0.0,0.0,0.0031292051100520212,0.00019479497632551079,0.0010592924250181197,0.0,0.0,0.0,0.0,0.0,0.0,0.051153339526148436,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001229883269470732,0.022309796759522514,0.0,0.007902609063495299,0.0,0.0,0.0,0.0,0.00716256064740412,5.341696957622929e-05
55,0.3286178631601747,0.26469391363985373,0.2682939252318435,0.03966724934290602,0.39121437964682415,0.31908480634948705,0.11643121539073284,0.026317214586934826,0.2842123617731778,0.14945821040691162,0.01244,0.1578471754056585,0.36437,0.3371411564745197,0.4576842565850317,0.4283437795500842,0.4453694384477482,0.28792739408711876
56,0.566010432534348,0.5521602125826937,0.494170952444577,0.2489462893441935,0.6332784166257248,0.5192475942464734,0.27454403340939926,0.12549401611619354,0.4647158539214647,0.3272306363427275,0.04696,0.3402705971235755,0.675713333,0.47110679736522165,0.6941841935711488,0.6291566456438855,0.6510293316736673,0.5017768400502477
57,0.6978448372637017,0.6945869393420727,0.6573082076509172,0.32758578813043304,0.7141673145513615,0.6016644886696285,0.3715658950459719,0.2323285103723905,0.5618478264317878,0.44038055779488267,0.1446,0.4189639179863392,0.64414,0.5946232157791933,0.7995317774095827,0.7537518286070533,0.7478099781726875,0.5749339925944249
58,0.734623855300457,0.759903578796264,0.726158994219812,0.41871556823179856,0.7863001153368507,0.6194473979836914,0.44829884619569504,0.3406080393906984,0.6186043388546071,0.4853927351629033,0.22432,0.5014190833337786,0.84454,0.7348737644364927,0.870197719667917,0.8276681863798386,0.771224772872301,0.6638794796222445
59,0.7968662788964005,0.7771851017639341,0.7547295486292226,0.4994654515444249,0.7577865825059741,0.6609687418332687,0.5132878612435892,0.3995928025083179,0.6499167999533144,0.5263781301832299,0.34094,0.5551444994514652,0.750563333,0.753955095071038,0.891349016529029,0.834805552292752,0.7757165396646221,0.694409599700411
60,0.7981381950298141,0.7793360464409584,0.750424309816497,0.6115890420391707,0.7258717510745132,0.6256979422046673,0.5469828675791897,0.46731538955947516,0.6864287035794949,0.5743625294821768,0.49667,0.605163231010138,0.712906667,0.704665938038543,0.8644414143733514,0.8094682850021104,0.7531658943677719,0.6954358541234138
61,0.7643164260409867,0.7668552882960795,0.6995782371377688,0.6272398541135867,0.6860292006024602,0.6903482387107427,0.548858202512459,0.5023793167727275,0.6692399257783216,0.6050385767624669,0.60236,0.6348474756119131,0.728436667,0.6990385397313863,0.7726421325976531,0.7668899109581406,0.6864434375109643,0.6705432864171967
62,0.7374564185723917,0.7346551001059842,0.685065450517247,0.6581305333233693,0.6576852113769779,0.6337978306389451,0.5889433754699256,0.5158097444489379,0.6132042357355081,0.5223826789609822,0.5733,0.5784927370164603,0.582356667,0.6479955300895788,0.7438069362222197,0.703710591042385,0.6652803030227985,0.600863279665039
63,0.7547359065636801,0.7443983223621782,0.7215376439828303,0.6778547819423355,0.5470261776139478,0.5654579563857318,0.5346354228465052,0.524920649234861,0.5434543210628374,0.47545848018149317,0.46942,0.5280937336335961,0.51062,0.608718917633604,0.7191623655520681,0.6806334670411851,0.6384802599234836,0.5609072111630856
64,0.6767660935992665,0.6958756006973376,0.7001748835287652,0.6664935365343356,0.6602170538705814,0.5775227055734893,0.4882779230874803,0.5151528005610547,0.41454243911027483,0.36969768192490016,0.43521,0.4849965241927344,0.4502,0.5184016563387642,0.6855673573252549,0.6404219611386628,0.5546147008362486,0.4897039499743009
65,0.616087858960403,0.6360621688852273,0.5975580525381705,0.6169750691725178,0.5234440292723059,0.4695433327411653,0.38586232857908,0.41876760321812123,0.3083831033816669,0.2524363960121531,0.43191,0.3678894903551055,0.52191,0.5553906001644586,0.6868890984578908,0.4964269206246127,0.4007250104452733,0.39111381117863664
66,0.4373373142543317,0.4681275459444695,0.48436415537968147,0.5200615260952182,0.31368187607469233,0.2738809421263429,0.29036833117513006,0.3260322891049945,0.19075074509971138,0.07621304158176037,0.23432,0.21368608634773548,0.475326667,0.4853433174220602,0.6237417679632961,0.349181384911077,0.3095120934058086,0.2844607368165077
67,0.2760399688321755,0.26960238586675966,0.2996103127953577,0.35807888676846567,0.00043527516957165673,0.0652495523454003,0.05599900641481231,0.11538088454714257,0.0,0.0,0.0,0.0,0.426746667,0.3530358647718809,0.4600675842514093,0.08472272506279792,0.07745693472660659,0.0539138596890227
68,0.0,0.0,0.0,6.366786028364695e-07,0.0,0.001044254791373817,0.0007081344558895765,0.007179302470017368,0.0,0.0,0.0,0.0,0.0,0.0,0.04521769566138068,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14342037465853e-05,0.02376236872816001,0.0,0.010328299712915006,0.0,0.0,0.0,0.0,0.005771236750843508,0.00014008323113981103
79,0.22410406805920147,0.23138083825395767,0.26528686329493545,0.049646325582395325,0.41674617432714384,0.2868215884544749,0.19339685820276104,0.04798854227697396,0.3515145648260746,0.2184229954444539,0.08343,0.2435078122524768,0.473466667,0.30747503126133874,0.4380307548122626,0.47617773774165956,0.4242930356172282,0.43249395624925935
80,0.48636752736757155,0.5179182911992497,0.5062332166683388,0.40465979231877736,0.6378240754905501,0.4609703793918614,0.45245000788119205,0.23936042480500705,0.5544298670374619,0.4127940554037808,0.25481,0.4259919887988824,0.735573333,0.5475500963858461,0.672998051834312,0.661556652909731,0.62528220745026,0.6566456895836537
81,0.635603886534897,0.6706206158105126,0.6289280396333259,0.5172603651968937,0.7438474169305664,0.6056176968698268,0.5832316583162958,0.3644131878135912,0.673295690873081,0.5128169178743879,0.41178,0.5196242963726581,0.784153333,0.683254665320374,0.8035403167006384,0.7879607720266543,0.735480714464484,0.7392465787526067
82,0.7656250154033626,0.7285106318527059,0.7455304443780735,0.5916380524563273,0.801634624682932,0.6736083469430313,0.6504158016642491,0.4729862399378875,0.7321789257630151,0.5858136521450984,0.35043,0.5915889478354899,0.804576667,0.7419609883964234,0.8515770792928652,0.8620920945817573,0.8176860012055429,0.7894025060044524
83,0.8126373963899455,0.7641101531518143,0.7756524940982208,0.6491683245306066,0.8193731700243072,0.6638397545016437,0.669525679426394,0.5262680741514787,0.7446319017121308,0.5771116966234389,0.5573,0.668480057063458,0.884756667,0.7333780150967677,0.8764615050468727,0.8510734727453633,0.8218989453903909,0.825789033958145
84,0.8101278314175284,0.7573647894186901,0.7740956617638546,0.6580068376579845,0.8274775856929389,0.6405015378303223,0.643954401724368,0.5441596951464589,0.7470225875531867,0.6182480092443754,0.63225,0.6895790914609509,0.89045,0.7436579468709594,0.8735424302010062,0.8301004933142131,0.8125575621292973,0.8330360493598586
85,0.7725441559772749,0.7581156564699156,0.7390385424552524,0.7027529169990504,0.727354639276618,0.6104614247605611,0.6236643143616525,0.5693329465096552,0.7120870866196782,0.5776928682718256,0.57306,0.6763207147026604,0.881706667,0.7744183141960633,0.8399241702921052,0.8015165549721678,0.787082951325519,0.8532617330125105
86,0.7596478150377226,0.718806888857211,0.7248947565842456,0.6916605031835721,0.60789232753894,0.5627210961613077,0.5896664669415002,0.49925162014451896,0.6682209839284289,0.5642654580427964,0.5301,0.6169898683769205,0.78328,0.7883185482663964,0.8090520013679899,0.755937178813648,0.788037526862584,0.8336220811354076
87,0.6988198465407518,0.6757608019687864,0.6558620878659795,0.6495338209518686,0.6296759878183299,0.5538800329019404,0.5941007184493974,0.5472741529438206,0.5927611845203766,0.4980429538380569,0.58356,0.5763699605483015,0.846706667,0.815854021232641,0.767231367509234,0.7096879177025681,0.7071712944387722,0.823157484949966
88,0.6415723012385767,0.5732021103742716,0.5521083727775187,0.5788357961641034,0.5933198418213252,0.5481070643833446,0.55135203081221,0.4940137905002596,0.518592198997169,0.376471932483339,0.50105,0.49092748497189825,0.810506667,0.8075288716824256,0.7522220617800455,0.7228463141762318,0.6468549966116067,0.7650783852397531
89,0.5181455237245776,0.4291944513501138,0.39711567863031116,0.4644915085168505,0.43241283560753924,0.4350966555081829,0.4373175716519033,0.39853000411521533,0.4066620893853737,0.2549313765648866,0.42565,0.3886124189996867,0.678916667,0.7172305358436718,0.6979472592608702,0.6370411580680352,0.5138757731543374,0.6460327591030044
90,0.40338822376223216,0.3262205555162272,0.3140385894840413,0.42309595307012926,0.39905964994617504,0.28387950686599916,0.36064986531558824,0.2617109184625457,0.22395529524308871,0.09296840544953779,0.22707,0.2022885862875317,0.55113,0.6068387190090492,0.6376261569577271,0.5152927411198795,0.38613506419789967,0.5085141908296232
91,0.21520356673006558,0.17547885880942882,0.17131366232555156,0.3081115099056954,0.0004865229952435665,0.05881011828883997,0.07424740923432864,0.1001186948725496,0.0,0.0,0.0,0.0,0.47057,0.43179918795524935,0.4472094533683717,0.16226511430062773,0.11920446033631663,0.08291033737832222
92,0.0,0.0,0.0,5.570937774819107e-07,0.0,0.00037892282967246524,0.0024213415744240856,0.002645980547266707,0.0,0.0,0.0,0.0,0.0,0.0,0.03325307898133892,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.805805022617477e-05,0.03786159298193025,0.0,0.009462528545418517,0.0,0.0,0.0,0.0,0.006555849818940101,9.971036702705218e-05
103,0.17236425762508317,0.1801124620075277,0.28590730649228124,0.0410849362553219,0.3614832409913691,0.2807051804733266,0.17591946877125164,0.08857710641628866,0.22945436196795418,0.2612862177785698,0.23408,0.2780054053287412,0.43815,0.2940131310947116,0.23124916361684913,0.42543118578148875,0.47457056779972456,0.41605367174246277
104,0.4386519135177206,0.47564249599179587,0.5586144203278188,0.3585728074177406,0.562123120321669,0.4903332794160246,0.4236642252338938,0.2873748408049614,0.36165204663868167,0.4612145500761154,0.30478,0.453707913322294,0.585383333,0.513863760173051,0.44098976693628505,0.6444658781984293,0.6978154269949153,0.6814796185774904
105,0.5838931543037376,0.6457011221911766,0.7111729942926572,0.4998931005075488,0.6276705344274843,0.6164881576824329,0.5536874473246434,0.425167313385434,0.4732017281648098,0.5466437600519436,0.55101,0.5597703776578926,0.674466667,0.6752489956388982,0.6079868712990675,0.7867544246064344,0.8375232967715496,0.7988796206279203
106,0.6863206130858159,0.7410385227500987,0.7710653692704416,0.5653288177878997,0.6598375069445922,0.6589758263434025,0.577795869350791,0.5197896800793289,0.5526434867371052,0.6139877804455214,0.60106,0.6409819162694411,0.65617,0.7816165689338593,0.6383341603432501,0.8424881764128477,0.8775302853659305,0.8299171955680225
107,0.7643701814977059,0.7799048873752736,0.7433906488752506,0.6559625925580806,0.6316552516547771,0.6889802427903944,0.5854600447609353,0.576932073047483,0.5433664064206413,0.6126639716498354,0.25266,0.6271501206429764,0.759256667,0.767803395252056,0.5861547110554375,0.8593594484634605,0.8948892510978165,0.8537055623618346
108,0.7187593311634313,0.7648049884149886,0.6910653094099725,0.6434213316364628,0.620436247973617,0.6762474020527549,0.6310786363852812,0.6074608922683731,0.6024875250228987,0.6452189911375492,0.41068,0.6589899037409942,0.774656667,0.7337792495062379,0.5464836538967469,0.8444020465493128,0.8659715296040181,0.8595216525711318
109,0.7335605295766542,0.7144925882066424,0.6727917479017886,0.6241708452658875,0.630829267600534,0.5887156853767108,0.6183493658989994,0.5801273897815791,0.6122251302741955,0.596429336560472,0.5932,0.6495932361558138,0.811553333,0.7221331145678977,0.5474736921133049,0.8184391526303987,0.8257980788639323,0.8346042141716817
110,0.7126730988517379,0.7019349811579577,0.6463364299918809,0.6252509062186509,0.6198053452427118,0.5857208378553109,0.6073702346794061,0.586080361127352,0.5895867190754077,0.5933754685359417,0.61086,0.6418104598891834,0.818583333,0.6319500276348726,0.5133941722763623,0.7914926657888807,0.8050204812020789,0.8029760675752937
111,0.6768090541723689,0.6631976851319366,0.6338047813869145,0.6269093719721459,0.5714984937566934,0.5795081057816105,0.5743288411127262,0.5529263538218971,0.5533003728496166,0.5219346089806397,0.37282,0.5510869456105298,0.801916667,0.5540118919001599,0.46150685873379416,0.7631962115659534,0.7321868517502171,0.7373278429413472
