Time_Index,elec_N,elec_NE,elec_CW,elec_SE,elec_S
1,14694.32,52149.9,16909.050000000003,11932.06,13058.32
2,14466.08,50408.01,16846.61,11899.63,11496.560000000001
3,14525.0,51038.27,17279.9,11329.699999999999,11722.85
4,14430.45,53250.76,17380.02,9317.68,12294.2
5,15178.1,53600.24999999999,16456.03,8019.469999999999,14236.789999999999
6,16636.2,54566.85999999999,15588.95,7635.11,16161.64
7,18074.899999999998,56374.94,14401.65,7712.9400000000005,17020.780000000002
8,19570.16,59409.48,15678.86,7936.349999999999,17864.95
9,18078.760000000002,60492.3,14531.23,8347.54,18027.25
10,15462.27,59668.78999999999,14322.27,9403.32,17985.89
11,13788.93,60171.68,12188.630000000001,9694.76,17948.79
12,12328.83,57629.9,10892.35,9402.460000000001,17804.03
13,11710.01,53359.21,9096.14,9092.79,16887.36
14,11299.81,48295.13,7974.69,8440.8,16689.62
15,11215.19,44899.369999999995,7714.58,8367.41,16060.16
16,11003.359999999999,43031.46,7391.6900000000005,8362.880000000001,15668.130000000001
17,10901.91,43011.740000000005,7019.82,8361.2,14929.47
18,11013.2,42844.149999999994,7181.23,8366.28,15108.7
19,11229.49,44825.78999999999,7962.09,8377.35,15176.9
20,12097.439999999999,48949.64,8495.29,8445.03,15510.59
21,12089.35,51502.25,11349.119999999999,8986.37,16189.439999999999
22,12384.6,52384.2,13789.39,9964.670000000002,16215.53
23,12574.420000000002,51617.55,15629.67,10666.28,15094.18
24,13259.27,51828.04,16864.58,11164.640000000001,13292.32
25,13378.66,52227.95,17051.59,11549.520000000002,12166.279999999999
26,12952.060000000001,51275.79000000001,16611.7,11594.470000000001,10430.61
27,13159.78,50558.08,16941.08,11411.26,12187.67
28,13226.000000000002,50845.55,16018.800000000001,10929.36,14995.84
29,13204.06,50957.23,15778.39,10303.449999999999,16697.1
30,14706.49,52649.45,15006.51,10091.66,17184.69
31,17013.19,53756.54000000001,14385.08,10082.730000000001,17450.94
32,18776.76,58192.32,15139.900000000001,9971.36,18099.42
33,17715.99,58993.46,13971.4,9966.24,18069.14
34,15841.710000000001,58175.28,13529.670000000002,9957.130000000001,18071.7
35,14764.759999999998,57478.12,12686.45,9902.54,17985.05
36,12913.099999999999,55645.73,10970.78,9777.390000000001,17837.84
37,12656.29,52323.340000000004,8900.46,9456.86,16582.14
38,12393.349999999999,49509.73000000001,7846.68,8538.640000000001,14561.970000000001
39,12147.48,45892.7,7667.92,8402.62,14253.17
40,12333.880000000001,43560.26,7512.63,8420.37,13961.699999999999
41,12172.48,42815.25,7541.09,8432.650000000001,13625.669999999998
42,12490.63,42769.09,7576.61,8435.52,13972.220000000001
43,12581.78,44480.26,7646.43,8423.34,15101.68
44,12436.73,49441.33999999999,8392.48,8505.07,15376.400000000001
45,12339.61,52252.590000000004,11875.93,9086.12,15152.310000000001
46,12712.960000000001,52879.55,15220.699999999999,9949.919999999998,14330.36
47,13251.51,52884.87,16110.119999999999,10768.15,13021.560000000001
48,13771.26,52002.48,16738.55,11437.560000000001,12635.2
49,13578.199999999999,51888.94,17018.61,12104.89,11545.66
50,13584.86,49180.090000000004,17358.28,12329.48,10436.43
51,14563.91,48116.869999999995,18103.6,12215.72,11251.08
52,16025.57,47221.579999999994,17290.309999999998,11660.480000000001,13223.89
53,16745.940000000002,46854.49,16206.42,11257.95,14870.220000000001
54,17856.78,48989.39,14217.869999999999,11083.15,16202.58
55,18669.36,51674.41,13023.369999999999,10950.14,17562.47
56,20481.919999999995,55820.829999999994,13629.189999999999,10701.02,18214.52
57,20749.170000000002,56762.17,10996.21,10707.85,18268.6
58,20375.31,55252.479999999996,9473.869999999999,10640.77,18122.44
59,18628.170000000002,55509.13,8808.279999999999,9941.28,18032.8
60,15710.43,53834.340000000004,9479.52,9613.820000000002,17949.48
61,14200.320000000002,50071.369999999995,9011.39,9233.400000000001,17239.739999999998
62,12048.98,46985.38,8461.61,9432.470000000001,16613.239999999998
63,10800.27,44035.130000000005,7858.530000000001,9372.43,16024.289999999999
64,10375.89,41553.43,7817.45,9283.82,15649.630000000001
65,10624.02,40722.19,7667.59,9251.87,14758.04
66,10897.5,40727.39,7655.24,9157.760000000002,14172.079999999998
67,11066.220000000001,41152.4,7894.9800000000005,9039.95,14178.28
68,10398.480000000001,42912.15,8117.549999999999,9153.76,14176.34
69,10330.720000000001,44782.979999999996,11114.67,9725.91,12736.34
70,11067.22,44577.740000000005,14272.02,10731.400000000001,11176.55
71,11778.04,42170.090000000004,15737.189999999999,11694.94,10810.99
72,12275.14,40236.969999999994,16740.1,12418.94,11033.830000000002
73,12805.18,38909.27,17118.46,12477.78,11279.57
74,12915.58,38123.23,17021.34,12307.52,11245.05
75,12874.05,37715.88,16714.71,12447.239999999998,11168.42
76,12326.2,38242.11,16070.52,12011.279999999999,11627.78
77,13046.45,40380.19,14834.07,11578.16,11682.119999999999
78,15132.699999999999,42054.27,14088.25,11188.93,12391.099999999999
79,17243.68,45947.14,15633.25,10866.230000000001,13042.04
80,19630.27,50729.76000000001,16024.93,10678.890000000001,13564.6
81,18769.530000000002,50587.28,14430.579999999998,10596.890000000001,13508.720000000001
82,16515.87,50247.92,12591.739999999998,10456.220000000001,13495.259999999998
83,13719.059999999998,50719.34,11176.75,9860.140000000001,13514.24
84,12131.619999999999,49660.47,9516.41,9667.27,13605.17
85,10984.95,48192.4,8735.199999999999,9430.590000000002,12608.84
86,9960.9,45895.04,8139.29,9324.840000000002,12231.57
87,10031.25,42434.08,7991.369999999999,9255.24,11785.57
88,9748.06,40531.43,7901.780000000001,8955.95,11541.21
89,9544.87,39754.12,7534.97,8844.86,11270.59
90,9480.05,39199.92,7587.5199999999995,8851.59,11049.630000000001
91,9778.73,38633.06,7810.76,8518.12,11161.67
92,9506.86,38211.950000000004,8093.38,8493.38,10914.08
93,8946.85,35381.07,10877.56,9123.41,9910.34
94,9293.14,34499.93,13353.369999999999,10131.73,8978.279999999999
95,9972.869999999999,32741.479999999996,14381.77,11149.29,9035.130000000001
96,10682.08,32372.230000000003,15357.16,11859.32,9731.59
97,11281.550000000001,32592.82,15656.36,12305.659999999998,9854.39
98,11405.79,31802.630000000005,15640.789999999999,12449.6,9773.77
99,11350.960000000001,30790.57,15212.34,12381.03,9550.24
100,12429.72,29494.020000000004,14181.880000000001,11799.84,10487.67
101,13146.009999999998,30472.550000000003,13908.07,11017.09,10877.61
102,14458.609999999999,34709.12,14905.81,10285.869999999999,11260.58
103,16332.410000000002,40138.96000000001,15783.09,10117.97,13623.6
104,17292.34,46341.44,15418.880000000001,9983.560000000001,16907.69
105,15917.639999999998,48288.090000000004,12395.849999999999,9942.170000000002,17584.260000000002
106,13658.12,49780.19,10965.98,9943.640000000001,17547.88
107,12315.970000000001,49023.38,10524.76,9773.880000000001,17556.82
108,11217.109999999999,48246.69,9282.74,9694.210000000001,17358.95
109,10562.35,46777.67,8221.45,9570.880000000001,15135.470000000001
110,10130.82,43933.46,8022.599999999999,9503.220000000001,13886.39
111,9940.349999999999,42450.009999999995,7878.37,9577.33,12491.44
112,9823.57,42106.009999999995,7809.01,9632.32,11024.25
113,9991.22,41621.659999999996,7650.21,9709.4,10612.83
114,10199.769999999999,41309.57,7704.799999999999,9864.36,11232.28
