Time_Index,h2_N,h2_NE,h2_CW,h2_SE,h2_S
2505,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2506,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2507,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2508,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2509,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2510,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2511,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2512,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2513,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2514,5808.62,20105.37,10150.43,6137.99,4016.11
2515,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2516,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2517,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2518,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2519,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2520,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2521,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2522,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2523,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2524,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2525,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2526,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2527,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2528,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2529,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2530,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2531,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2532,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2533,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2534,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2535,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2536,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2537,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2538,5808.62,20105.37,10150.43,6137.99,4016.11
2539,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2540,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2541,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2542,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2543,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2544,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2545,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2546,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2547,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2548,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2549,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2550,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2551,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2552,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2553,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2554,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2555,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2556,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2557,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2558,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2559,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2560,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2561,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2562,5808.62,20105.37,10150.43,6137.99,4016.11
2563,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2564,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2565,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2566,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2567,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2568,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2569,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2570,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2571,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2572,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2573,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2574,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2575,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2576,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2577,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2578,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2579,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2580,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2581,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2582,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2583,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2584,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2585,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2586,5808.62,20105.37,10150.43,6137.99,4016.11
2587,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2588,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2589,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2590,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2591,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2592,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2593,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2594,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2595,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2596,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2597,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2598,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2599,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2600,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2601,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2602,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2603,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2604,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2605,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2606,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2607,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2608,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2609,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2610,5808.62,20105.37,10150.43,6137.99,4016.11
2611,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2612,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2613,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2614,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2615,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2616,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2617,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2618,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2619,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2620,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2621,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2622,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2623,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2624,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2625,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2626,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2627,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2628,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2629,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2630,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2631,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2632,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2633,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2634,5808.62,20105.37,10150.43,6137.99,4016.11
2635,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2636,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2637,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2638,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2639,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2640,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2641,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2642,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2643,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2644,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2645,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2646,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2647,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2648,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2649,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2650,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2651,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2652,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2653,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2654,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2655,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2656,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2657,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2658,5808.62,20105.37,10150.43,6137.99,4016.11
2659,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2660,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2661,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2662,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2663,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2664,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2665,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2666,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2667,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2668,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2669,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2670,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2671,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2672,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2673,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2674,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2675,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2676,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2677,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2678,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2679,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2680,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2681,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2682,5808.62,20105.37,10150.43,6137.99,4016.11
2683,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2684,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2685,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2686,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2687,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2688,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2689,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2690,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2691,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2692,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2693,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2694,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2695,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2696,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2697,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2698,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2699,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2700,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2701,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2702,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2703,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2704,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2705,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2706,5808.62,20105.37,10150.43,6137.99,4016.11
2707,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2708,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2709,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2710,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2711,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2712,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2713,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2714,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2715,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2716,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2717,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2718,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2719,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2720,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2721,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2722,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2723,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2724,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2725,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2726,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2727,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2728,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2729,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2730,5808.62,20105.37,10150.43,6137.99,4016.11
2731,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2732,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2733,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2734,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2735,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2736,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2737,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2738,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2739,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2740,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2741,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2742,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2743,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2744,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2745,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2746,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2747,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2748,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2749,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2750,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2751,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2752,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2753,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2754,5808.62,20105.37,10150.43,6137.99,4016.11
2755,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2756,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2757,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2758,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2759,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2760,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2761,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2762,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2763,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2764,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2765,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2766,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2767,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2768,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2769,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2770,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2771,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2772,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2773,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2774,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2775,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2776,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2777,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2778,5808.62,20105.37,10150.43,6137.99,4016.11
2779,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2780,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2781,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2782,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2783,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2784,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2785,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2786,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2787,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2788,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2789,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2790,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2791,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2792,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2793,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2794,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2795,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2796,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2797,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2798,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2799,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2800,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2801,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2802,5808.62,20105.37,10150.43,6137.99,4016.11
2803,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2804,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2805,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2806,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2807,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2808,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2809,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2810,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2811,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2812,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2813,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2814,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2815,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2816,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2817,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2818,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2819,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2820,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2821,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2822,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2823,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2824,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2825,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2826,5808.62,20105.37,10150.43,6137.99,4016.11
2827,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2828,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2829,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2830,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2831,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2832,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2833,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2834,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2835,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2836,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2837,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2838,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2839,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2840,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2841,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2842,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2843,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2844,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2845,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2846,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2847,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2848,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2849,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2850,5808.62,20105.37,10150.43,6137.99,4016.11
2851,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2852,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2853,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2854,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2855,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2856,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2857,6313.34,21893.51,10426.490000000002,6775.81,4413.93
2858,5442.32,18856.65,9224.17,5800.249999999999,3785.9
2859,4964.72,17193.03,8548.67,5268.160000000001,3442.92
2860,4569.96,15822.24,7923.2,4839.950000000001,3164.77
2861,4753.49,16450.77,8345.27,5016.429999999999,3283.51
2862,4744.469999999999,16417.37,8360.68,5001.56,3274.7400000000002
2863,4847.63,16778.059999999998,8486.81,5119.84,3350.45
2864,4836.3099999999995,16743.72,8395.3,5120.27,3348.3999999999996
2865,6423.389999999999,22257.06,10873.54,6848.17,4469.52
2866,6947.0199999999995,24066.57,11833.17,7393.860000000001,4827.98
2867,6548.61,22672.809999999998,11355.009999999998,6935.3,4534.94
2868,7299.26,25290.41,12380.130000000001,7777.87,5077.01
2869,6221.439999999999,21542.87,10745.05,6596.14,4311.79
2870,5769.679999999999,19981.46,9924.51,6124.119999999999,4001.95
2871,6261.11,21675.239999999998,10888.84,6625.24,4333.21
2872,6077.0,21033.15,10639.130000000001,6418.280000000001,4200.08
2873,6597.91,22852.199999999997,11311.09,7009.75,4579.450000000001
2874,5808.62,20105.37,10150.43,6137.99,4016.11
2875,6152.7,21328.32,10277.81,6583.25,4292.1900000000005
2876,4919.33,17085.08,7739.21,5345.9400000000005,3470.31
2877,6502.35,22610.05,9831.22,7134.960000000001,4619.17
2878,7000.03,24346.800000000003,10492.48,7696.8,4980.1
2879,8089.549999999999,28093.949999999997,12752.77,8786.699999999999,5704.67
2880,7914.9400000000005,27474.559999999998,12668.230000000001,8564.17,5566.16
2881,5968.049999999999,21581.86,10028.7,6568.17,4047.8500000000004
2882,5175.61,18595.88,8897.220000000001,5613.23,3487.6400000000003
2883,4738.99,16959.41,8259.51,5093.0199999999995,3180.6000000000004
2884,4369.34,15608.949999999999,7660.599999999999,4676.900000000001,2927.32
2885,4558.4,16232.220000000001,8079.25,4843.3099999999995,3044.12
2886,4553.829999999999,16200.279999999999,8097.280000000001,4827.67,3038.11
2887,4645.53,16554.4,8213.869999999999,4944.12,3104.5699999999997
2888,4625.3,16518.33,8118.099999999999,4947.33,3097.87
2889,6106.83,21948.72,10486.74,6627.92,4116.45
2890,6614.32,23735.550000000003,11419.720000000001,7153.13,4451.51
2891,6261.24,22367.14,10978.92,6701.54,4194.74
2892,6942.700000000001,24940.690000000002,11942.19,7526.73,4677.6
2893,5942.8099999999995,21251.06,10384.83,6375.540000000001,3985.46
2894,5506.009999999999,19709.629999999997,9587.74,5920.93,3696.37
2895,5990.61,21383.96,10531.44,6400.650000000001,4010.38
2896,5823.7,20752.72,10296.99,6197.89,3891.92
2897,6291.400000000001,22540.17,10923.439999999999,6778.65,4227.24
2898,5564.009999999999,19836.86,9822.17,5928.049999999999,3720.14
2899,5831.45,21028.55,9897.960000000001,6376.94,3943.99
2900,4599.7699999999995,16829.89,7403.17,5197.2,3156.8199999999997
2901,6027.710000000001,22259.870000000003,9359.939999999999,6951.889999999999,4175.63
2902,6477.12,23966.850000000002,9978.86,7502.78,4495.889999999999
2903,7567.51,27675.09,12201.82,8541.220000000001,5191.12
2904,7429.16,27071.079999999998,12142.11,8317.51,5077.66
2905,5968.049999999999,21581.86,10028.7,6568.17,4047.8500000000004
2906,5175.61,18595.88,8897.220000000001,5613.23,3487.6400000000003
2907,4738.99,16959.41,8259.51,5093.0199999999995,3180.6000000000004
2908,4369.34,15608.949999999999,7660.599999999999,4676.900000000001,2927.32
2909,4558.4,16232.220000000001,8079.25,4843.3099999999995,3044.12
2910,4553.829999999999,16200.279999999999,8097.280000000001,4827.67,3038.11
2911,4645.53,16554.4,8213.869999999999,4944.12,3104.5699999999997
2912,4625.3,16518.33,8118.099999999999,4947.33,3097.87
2913,6106.83,21948.72,10486.74,6627.92,4116.45
2914,6614.32,23735.550000000003,11419.720000000001,7153.13,4451.51
2915,6261.24,22367.14,10978.92,6701.54,4194.74
2916,6942.700000000001,24940.690000000002,11942.19,7526.73,4677.6
2917,5942.8099999999995,21251.06,10384.83,6375.540000000001,3985.46
2918,5506.009999999999,19709.629999999997,9587.74,5920.93,3696.37
2919,5990.61,21383.96,10531.44,6400.650000000001,4010.38
2920,5823.7,20752.72,10296.99,6197.89,3891.92
2921,6291.400000000001,22540.17,10923.439999999999,6778.65,4227.24
2922,5564.009999999999,19836.86,9822.17,5928.049999999999,3720.14
2923,5831.45,21028.55,9897.960000000001,6376.94,3943.99
2924,4599.7699999999995,16829.89,7403.17,5197.2,3156.8199999999997
2925,6027.710000000001,22259.870000000003,9359.939999999999,6951.889999999999,4175.63
2926,6477.12,23966.850000000002,9978.86,7502.78,4495.889999999999
2927,7567.51,27675.09,12201.82,8541.220000000001,5191.12
2928,7429.16,27071.079999999998,12142.11,8317.51,5077.66
2929,5968.049999999999,21581.86,10028.7,6568.17,4047.8500000000004
2930,5175.61,18595.88,8897.220000000001,5613.23,3487.6400000000003
2931,4738.99,16959.41,8259.51,5093.0199999999995,3180.6000000000004
