Time_Index,h2_N,h2_NE,h2_CW,h2_SE,h2_S
88,5634.000000000001,19400.46,9970.52,6043.63,3790.27
89,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
90,5388.89,18560.09,9516.04,5782.25,3626.67
91,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
92,4734.78,16471.5,7416.84,5149.77,3244.95
93,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
94,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
95,7780.99,27063.85,12216.130000000001,8460.89,5330.94
96,7575.01,26312.09,12095.3,8222.01,5177.25
97,5978.0,20705.23,9888.9,6463.45,4064.49
98,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
99,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
100,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
101,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
102,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
103,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
104,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
105,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
106,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
107,6093.11,21002.48,10661.98,6545.01,4106.65
108,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
109,5797.21,19990.620000000003,10097.33,6230.62,3910.1
110,5384.289999999999,18574.58,9333.98,5790.07,3634.33
111,5819.18,20052.059999999998,10218.19,6248.14,3919.8
112,5634.000000000001,19400.46,9970.52,6043.63,3790.27
113,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
114,5388.89,18560.09,9516.04,5782.25,3626.67
115,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
116,4734.78,16471.5,7416.84,5149.77,3244.95
117,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
118,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
119,7780.99,27063.85,12216.130000000001,8460.89,5330.94
120,7575.01,26312.09,12095.3,8222.01,5177.25
121,5978.0,20705.23,9888.9,6463.45,4064.49
122,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
123,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
124,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
125,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
126,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
127,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
128,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
129,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
130,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
131,6093.11,21002.48,10661.98,6545.01,4106.65
132,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
133,5797.21,19990.620000000003,10097.33,6230.62,3910.1
134,5384.289999999999,18574.58,9333.98,5790.07,3634.33
135,5819.18,20052.059999999998,10218.19,6248.14,3919.8
136,5634.000000000001,19400.46,9970.52,6043.63,3790.27
137,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
138,5388.89,18560.09,9516.04,5782.25,3626.67
139,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
140,4734.78,16471.5,7416.84,5149.77,3244.95
141,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
142,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
143,7780.99,27063.85,12216.130000000001,8460.89,5330.94
144,7575.01,26312.09,12095.3,8222.01,5177.25
145,5978.0,20705.23,9888.9,6463.45,4064.49
146,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
147,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
148,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
149,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
150,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
151,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
152,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
153,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
154,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
155,6093.11,21002.48,10661.98,6545.01,4106.65
156,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
157,5797.21,19990.620000000003,10097.33,6230.62,3910.1
158,5384.289999999999,18574.58,9333.98,5790.07,3634.33
159,5819.18,20052.059999999998,10218.19,6248.14,3919.8
160,5634.000000000001,19400.46,9970.52,6043.63,3790.27
161,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
162,5388.89,18560.09,9516.04,5782.25,3626.67
163,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
164,4734.78,16471.5,7416.84,5149.77,3244.95
165,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
166,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
167,7780.99,27063.85,12216.130000000001,8460.89,5330.94
168,7575.01,26312.09,12095.3,8222.01,5177.25
169,5978.0,20705.23,9888.9,6463.45,4064.49
170,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
171,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
172,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
173,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
174,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
175,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
176,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
177,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
178,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
179,6093.11,21002.48,10661.98,6545.01,4106.65
180,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
181,5797.21,19990.620000000003,10097.33,6230.62,3910.1
182,5384.289999999999,18574.58,9333.98,5790.07,3634.33
183,5819.18,20052.059999999998,10218.19,6248.14,3919.8
184,5634.000000000001,19400.46,9970.52,6043.63,3790.27
185,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
186,5388.89,18560.09,9516.04,5782.25,3626.67
187,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
188,4734.78,16471.5,7416.84,5149.77,3244.95
189,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
190,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
191,7780.99,27063.85,12216.130000000001,8460.89,5330.94
192,7575.01,26312.09,12095.3,8222.01,5177.25
193,5978.0,20705.23,9888.9,6463.45,4064.49
194,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
195,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
196,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
197,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
198,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
199,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
200,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
201,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
202,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
203,6093.11,21002.48,10661.98,6545.01,4106.65
204,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
205,5797.21,19990.620000000003,10097.33,6230.62,3910.1
206,5384.289999999999,18574.58,9333.98,5790.07,3634.33
207,5819.18,20052.059999999998,10218.19,6248.14,3919.8
208,5634.000000000001,19400.46,9970.52,6043.63,3790.27
209,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
210,5388.89,18560.09,9516.04,5782.25,3626.67
211,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
212,4734.78,16471.5,7416.84,5149.77,3244.95
213,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
214,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
215,7780.99,27063.85,12216.130000000001,8460.89,5330.94
216,7575.01,26312.09,12095.3,8222.01,5177.25
217,5978.0,20705.23,9888.9,6463.45,4064.49
218,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
219,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
220,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
221,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
222,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
223,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
224,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
225,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
226,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
227,6093.11,21002.48,10661.98,6545.01,4106.65
228,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
229,5797.21,19990.620000000003,10097.33,6230.62,3910.1
230,5384.289999999999,18574.58,9333.98,5790.07,3634.33
231,5819.18,20052.059999999998,10218.19,6248.14,3919.8
232,5634.000000000001,19400.46,9970.52,6043.63,3790.27
233,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
234,5388.89,18560.09,9516.04,5782.25,3626.67
235,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
236,4734.78,16471.5,7416.84,5149.77,3244.95
237,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
238,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
239,7780.99,27063.85,12216.130000000001,8460.89,5330.94
240,7575.01,26312.09,12095.3,8222.01,5177.25
241,5978.0,20705.23,9888.9,6463.45,4064.49
242,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
243,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
244,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
245,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
246,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
247,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
248,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
249,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
250,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
251,6093.11,21002.48,10661.98,6545.01,4106.65
252,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
253,5797.21,19990.620000000003,10097.33,6230.62,3910.1
254,5384.289999999999,18574.58,9333.98,5790.07,3634.33
255,5819.18,20052.059999999998,10218.19,6248.14,3919.8
256,5634.000000000001,19400.46,9970.52,6043.63,3790.27
257,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
258,5388.89,18560.09,9516.04,5782.25,3626.67
259,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
260,4734.78,16471.5,7416.84,5149.77,3244.95
261,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
262,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
263,7780.99,27063.85,12216.130000000001,8460.89,5330.94
264,7575.01,26312.09,12095.3,8222.01,5177.25
265,5978.0,20705.23,9888.9,6463.45,4064.49
266,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
267,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
268,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
269,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
270,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
271,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
272,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
273,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
274,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
275,6093.11,21002.48,10661.98,6545.01,4106.65
276,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
277,5797.21,19990.620000000003,10097.33,6230.62,3910.1
278,5384.289999999999,18574.58,9333.98,5790.07,3634.33
279,5819.18,20052.059999999998,10218.19,6248.14,3919.8
280,5634.000000000001,19400.46,9970.52,6043.63,3790.27
281,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
282,5388.89,18560.09,9516.04,5782.25,3626.67
283,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
284,4734.78,16471.5,7416.84,5149.77,3244.95
285,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
286,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
287,7780.99,27063.85,12216.130000000001,8460.89,5330.94
288,7575.01,26312.09,12095.3,8222.01,5177.25
289,5978.0,20705.23,9888.9,6463.45,4064.49
290,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
291,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
292,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
293,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
294,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
295,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
296,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
297,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
298,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
299,6093.11,21002.48,10661.98,6545.01,4106.65
300,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
301,5797.21,19990.620000000003,10097.33,6230.62,3910.1
302,5384.289999999999,18574.58,9333.98,5790.07,3634.33
303,5819.18,20052.059999999998,10218.19,6248.14,3919.8
304,5634.000000000001,19400.46,9970.52,6043.63,3790.27
305,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
306,5388.89,18560.09,9516.04,5782.25,3626.67
307,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
308,4734.78,16471.5,7416.84,5149.77,3244.95
309,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
310,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
311,7780.99,27063.85,12216.130000000001,8460.89,5330.94
312,7575.01,26312.09,12095.3,8222.01,5177.25
313,5978.0,20705.23,9888.9,6463.45,4064.49
314,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
315,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
316,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
317,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
318,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
319,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
320,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
321,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
322,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
323,6093.11,21002.48,10661.98,6545.01,4106.65
324,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
325,5797.21,19990.620000000003,10097.33,6230.62,3910.1
326,5384.289999999999,18574.58,9333.98,5790.07,3634.33
327,5819.18,20052.059999999998,10218.19,6248.14,3919.8
328,5634.000000000001,19400.46,9970.52,6043.63,3790.27
329,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
330,5388.89,18560.09,9516.04,5782.25,3626.67
331,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
332,4734.78,16471.5,7416.84,5149.77,3244.95
333,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
334,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
335,7780.99,27063.85,12216.130000000001,8460.89,5330.94
336,7575.01,26312.09,12095.3,8222.01,5177.25
337,5978.0,20705.23,9888.9,6463.45,4064.49
338,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
339,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
340,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
341,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
342,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
343,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
344,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
345,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
346,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
347,6093.11,21002.48,10661.98,6545.01,4106.65
348,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
349,5797.21,19990.620000000003,10097.33,6230.62,3910.1
350,5384.289999999999,18574.58,9333.98,5790.07,3634.33
351,5819.18,20052.059999999998,10218.19,6248.14,3919.8
352,5634.000000000001,19400.46,9970.52,6043.63,3790.27
353,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
354,5388.89,18560.09,9516.04,5782.25,3626.67
355,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
356,4734.78,16471.5,7416.84,5149.77,3244.95
357,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
358,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
359,7780.99,27063.85,12216.130000000001,8460.89,5330.94
360,7575.01,26312.09,12095.3,8222.01,5177.25
361,5978.0,20705.23,9888.9,6463.45,4064.49
362,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
363,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
364,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
365,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
366,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
367,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
368,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
369,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
370,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
371,6093.11,21002.48,10661.98,6545.01,4106.65
372,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
373,5797.21,19990.620000000003,10097.33,6230.62,3910.1
374,5384.289999999999,18574.58,9333.98,5790.07,3634.33
375,5819.18,20052.059999999998,10218.19,6248.14,3919.8
376,5634.000000000001,19400.46,9970.52,6043.63,3790.27
377,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
378,5388.89,18560.09,9516.04,5782.25,3626.67
379,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
380,4734.78,16471.5,7416.84,5149.77,3244.95
381,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
382,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
383,7780.99,27063.85,12216.130000000001,8460.89,5330.94
384,7575.01,26312.09,12095.3,8222.01,5177.25
385,5978.0,20705.23,9888.9,6463.45,4064.49
386,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
387,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
388,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
389,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
390,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
391,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
392,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
393,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
394,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
395,6093.11,21002.48,10661.98,6545.01,4106.65
396,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
397,5797.21,19990.620000000003,10097.33,6230.62,3910.1
398,5384.289999999999,18574.58,9333.98,5790.07,3634.33
399,5819.18,20052.059999999998,10218.19,6248.14,3919.8
400,5634.000000000001,19400.46,9970.52,6043.63,3790.27
401,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
402,5388.89,18560.09,9516.04,5782.25,3626.67
403,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
404,4734.78,16471.5,7416.84,5149.77,3244.95
405,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
406,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
407,7780.99,27063.85,12216.130000000001,8460.89,5330.94
408,7575.01,26312.09,12095.3,8222.01,5177.25
409,5978.0,20705.23,9888.9,6463.45,4064.49
410,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
411,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
412,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
413,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
414,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
415,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
416,4498.05,15502.59,7881.110000000001,4830.929999999999,3030.97
417,6029.27,20832.989999999998,10260.060000000001,6497.82,4081.62
418,6506.2300000000005,22467.079999999998,11151.27,7005.9800000000005,4399.58
419,6093.11,21002.48,10661.98,6545.01,4106.65
420,6846.679999999999,23652.79,11677.0,7376.8099999999995,4633.36
421,5797.21,19990.620000000003,10097.33,6230.62,3910.1
422,5384.289999999999,18574.58,9333.98,5790.07,3634.33
423,5819.18,20052.059999999998,10218.19,6248.14,3919.8
424,5634.000000000001,19400.46,9970.52,6043.63,3790.27
425,6164.779999999999,21274.239999999998,10645.3,6632.42,4163.77
426,5388.89,18560.09,9516.04,5782.25,3626.67
427,5802.63,20075.78,9724.619999999999,6264.5199999999995,3937.44
428,4734.78,16471.5,7416.84,5149.77,3244.95
429,6337.919999999999,22122.21,9504.89,6924.589999999999,4369.9
430,6841.25,23895.57,10164.07,7481.5199999999995,4722.88
431,7780.99,27063.85,12216.130000000001,8460.89,5330.94
432,7575.01,26312.09,12095.3,8222.01,5177.25
433,5978.0,20705.23,9888.9,6463.45,4064.49
434,5106.110000000001,17640.940000000002,8701.5,5501.96,3455.91
435,4631.360000000001,15975.369999999999,8038.33,4979.66,3125.5099999999998
436,4252.2699999999995,14657.34,7439.82,4567.719999999999,2866.04
437,4402.35,15154.91,7816.48,4720.54,2960.1099999999997
438,4387.740000000001,15098.510000000002,7825.05,4702.34,2948.14
439,4494.249999999999,15475.82,7953.460000000001,4820.99,3023.5299999999997
