time_index,BR_CW_Onshore_Class0,BR_CW_Onshore_Class1,BR_CW_Onshore_Class2,BR_CW_Onshore_Class3,BR_N_Onshore_Class0,BR_N_Onshore_Class1,BR_N_Onshore_Class2,BR_N_Onshore_Class3,BR_NE_Onshore_Class0,BR_NE_Onshore_Class1,BR_NE_Onshore_Class3,BR_S_Onshore_Class0,BR_S_Onshore_Class1,BR_S_Onshore_Class3,BR_SE_Onshore_Class0,BR_SE_Onshore_Class1,BR_SE_Onshore_Class3
13,0.03285811537754975,0.03103604409623842,0.00906321884671919,0.005829124094358401,0.04267240125868931,0.02243920777723362,0.038678671296936445,0.01518680715304203,0.14477781131715298,0.16947128078100032,0.04979738981968231,0.4804487528474523,0.4885806183082797,0.0,0.06390599796350703,0.08687103533297588,0.09980595
14,0.030398018841663557,0.03383883029468589,0.006321591027369024,0.006123465109045348,0.04191762497273938,0.02413544455091748,0.02283809493305672,0.01654910061182185,0.1084892802889874,0.14715205088962383,0.03218026853614112,0.4822549515307206,0.5320087906532491,0.0,0.05284594801313587,0.07745708258980562,0.086747521
15,0.02740972930128583,0.032242493655404464,0.006036091622852607,0.005735159413179851,0.02669158611158781,0.02035534304808804,0.01691592405205996,0.015642477225778245,0.06540310985936017,0.12185778726414033,0.017918170250202523,0.44288755169019633,0.5114899368412273,0.016266667,0.03720211999840663,0.05331485967732322,0.050080854
16,0.023234167446787253,0.023677166883530464,0.007170290046238698,0.0029905083289804586,0.016150583089210142,0.018978294727562007,0.015689110054442106,0.010282530787236819,0.0413329675700428,0.1078330678136081,0.012159220012115475,0.39406778816689597,0.48268887550301404,0.02697971,0.031250090636333785,0.03150963752117918,0.016019832
17,0.025153761283877512,0.018329629825570463,0.005007792307847511,0.0011371315226315038,0.009164308483415031,0.019635636407740808,0.014320533645155542,0.0059788181899821866,0.028898088688979088,0.1054991032377472,0.008773051916924866,0.355244151451728,0.38173961257680444,0.061368116,0.03576174958743063,0.02603877843707003,0.001719298
18,0.028568378364886994,0.018062467575752864,0.001962783309713039,0.0013008757970370865,0.005532470033268236,0.02464262850078158,0.013307889634763174,0.0038153621425659028,0.02288746145565761,0.10660517684186412,0.007994063173824818,0.34651800020311524,0.32426418007102237,0.115698551,0.0458476549614545,0.02435500639621691,0.00028833
19,0.0323544535356564,0.01897251301810964,0.0023649647078148673,0.0009276705114026426,0.00192971280329124,0.022120068156599313,0.013342801703356258,0.003370461164637778,0.02696628677061546,0.12335942001015418,0.009771538206575035,0.3617443858279083,0.2825024635763344,0.093953623,0.04691924200810096,0.023226170335003626,0.000480549
20,0.025771395503295956,0.015270620181914262,0.0003556185340684437,0.0043808755139695945,0.0009297849274734814,0.022188370263781478,0.013298793139040366,0.004171804639536368,0.03561138672186062,0.1459294593129528,0.012678345233433733,0.3806034432708791,0.26990544710412795,0.0,0.050695348599965634,0.02153918275004792,0.001554539
21,0.018173316579723705,0.014856638828669621,0.0033560183499878344,0.0024997864045982077,0.0001674240722488368,0.027956401128138055,0.014482002912401013,0.005970252679334444,0.05667755905930234,0.16172602701397085,0.015981805132069902,0.38502828173871867,0.24945854585971186,0.0,0.07339216209508495,0.022479844336648694,0.005456293
22,0.015297639659917425,0.018134958404927543,0.00649407699470778,0.002427351552623432,0.004573403461233371,0.040736606482249596,0.011907074810944026,0.008527472923805464,0.0787945477066954,0.17305567973186148,0.017677549679412125,0.37760716274095635,0.23268807764967667,0.0,0.0736739407542878,0.029566982347144062,0.015938978
23,0.014997886917638495,0.013232840301880157,0.008786609343176533,0.005204955143781556,0.012564332196665513,0.06025586619394242,0.024083937468925322,0.01442532670772917,0.10570572181247807,0.1700101969242893,0.023243305052796093,0.3180596217974784,0.24380730830635677,0.0,0.07029863187865942,0.05085834369908987,0.032724638
24,0.014685814845101616,0.017902637228704592,0.009959036311412624,0.010673262932247192,0.012214990593910464,0.07042964231793422,0.018523181045957217,0.017747178853095895,0.1308336469821105,0.20488766550118176,0.032295660426780844,0.3298626262358733,0.27753047576652257,0.0,0.08822480284445228,0.06640660622961111,0.04706087
25,0.017576001782276862,0.029572649490218848,0.009263075624303407,0.017072612040894677,0.007720134676093783,0.07022111169681153,0.021057932135930862,0.020182750124216182,0.1495761853317902,0.2252076471051042,0.04480117413042513,0.33769560499539875,0.27605203384810867,0.0,0.10305522744092077,0.0655465001840552,0.046835088
26,0.022116628514265105,0.03437225745264178,0.01510351634655299,0.01953503164540865,0.015847714402272076,0.07766085950817038,0.02373561149483519,0.026948068242260412,0.15132121037794513,0.21697184836618386,0.052679059373147714,0.3260469412763958,0.26446465410393494,0.0,0.08515196812002716,0.0637873866278388,0.050672464
27,0.02538889683695956,0.038205026362857726,0.02436091204849624,0.01937336949867759,0.012359877442755733,0.08032059978157602,0.023150908051088857,0.025920201340627655,0.1583105054015452,0.19927775364266445,0.06132582301627519,0.2848751515567028,0.21875063644388448,0.007507246,0.06917572743711282,0.06018273433940041,0.044930282
28,0.028160110406132945,0.04038214276213517,0.026650642630379605,0.018888773257473082,0.012545938354188334,0.07776745758245687,0.022964755808357107,0.025714558695787343,0.1472282551665167,0.17895794100430473,0.05680890811273269,0.25592632890283523,0.1785499782013896,0.012057971,0.06217865152700662,0.05417955974603149,0.034129672
29,0.02880873196862884,0.041583474393463736,0.02783184066956194,0.01853979916208806,0.018101687893812876,0.06991721238697035,0.020896324716949043,0.025828504111351035,0.1337966911752452,0.16384903111832985,0.04864749100092826,0.2597048583913195,0.16913213343034728,0.009942029,0.061393925918061844,0.047153502878383054,0.033032494
30,0.029074310938573662,0.04206109076053212,0.03213843508938352,0.020198383277792574,0.0136031715999918,0.07663288835908,0.020126710560124113,0.025924723508751843,0.1249788514009288,0.14903392266176235,0.043740394881620744,0.2641376802696143,0.18290269490857095,0.026597101,0.06439450024832645,0.04264200757629225,0.03290923
31,0.025534644258623448,0.03883328760598638,0.031955984925150505,0.020456535927821096,0.008874767459764293,0.08207285730676456,0.023497040535867736,0.020195140781826323,0.11431201062986633,0.1289433110751996,0.040707538511186636,0.26256193094981023,0.18328659086792348,0.044191304,0.06763210559234609,0.039561621600593434,0.039347063
32,0.02150978957913679,0.036106570748098664,0.03313627580497251,0.02163746984853737,0.004235523345948721,0.06883532521393346,0.02221296089173314,0.016044235781846668,0.10288067934038067,0.11000663120247028,0.035443548717460804,0.27010386050044294,0.19650976308734128,0.089043478,0.06091387701852872,0.04279617342262112,0.047541114
33,0.017511446474408648,0.03649183757905491,0.03494956479906807,0.022404789487684883,0.004356027765101619,0.05055138591635418,0.01939389275375534,0.010520710506084593,0.09504507990839549,0.09313149237450766,0.028437253378783025,0.27181727048137727,0.21276128676868378,0.110788406,0.05171680210109641,0.05331051102530976,0.056333181
34,0.0158998160058956,0.033966665822635786,0.028020131526122892,0.019793488035458454,0.006634499912485846,0.03152767705969737,0.01885897332266668,0.006896311025348767,0.08905412712241449,0.0814691741844962,0.022440163758205976,0.27100979440671613,0.21972324874260896,0.141646377,0.04549211849191681,0.062246209641046366,0.060366743
35,0.024385992488277088,0.04136890057209846,0.027727451367084613,0.017760968253472214,0.021769889563976255,0.017245285284415726,0.020175247619694477,0.010767531701204432,0.1270616751099428,0.10910497972267288,0.03564256319548912,0.19762690401243826,0.1726840253870138,0.1408,0.02749536693317586,0.05314030506613029,0.032430206
36,0.017815058266558395,0.027772385166864207,0.011075469891773973,0.006180812103792522,0.016658488691093723,0.013790296505203387,0.026534892333689834,0.013673533808185766,0.12598351439590685,0.12356113845866273,0.02597983283999124,0.16571006292856327,0.14870496340536732,0.148417391,0.02261206557835091,0.04069606366594815,0.015055072
37,0.01256624900294313,0.017290751184777835,0.00931693842109244,0.0033503119833839506,0.007582030617907225,0.014842335793677185,0.0321070320472393,0.015178409832163217,0.12475175725777346,0.13408874707963284,0.027031911777115364,0.16517237097538043,0.1223310812366441,0.155188406,0.023953761824299903,0.03963547357628591,0.013601526
38,0.006015603099523836,0.009316195788808357,0.009247733479922329,0.0033459154900436156,0.017786212205910503,0.00824172393579466,0.03648738868090429,0.006031393667632715,0.10070429000362878,0.13500364443531546,0.023602324138938934,0.1230753745254427,0.09619936316011943,0.128104348,0.017986402604116852,0.035232318103094615,0.005497178
39,0.001971582839077508,0.004728464837706673,0.004783963569016954,0.0020713623632873292,0.011949041809223414,0.004004020209795194,0.030661713716383765,0.0027835290826707056,0.08059443620675028,0.12626893389560062,0.018293174870384614,0.07570892714027318,0.07418756708547534,0.067681159,0.011318979701786015,0.03929025950303954,0.001025172
40,0.0013401658836645766,0.0025628944464179543,0.0009504581889531656,0.0011773396388063437,0.011443307639421176,0.003025527080770028,0.03668621949061736,0.00183685239533682,0.06684636304333354,0.11794773351572424,0.01715158654632305,0.04543165267528567,0.06810743790733799,0.044672464,0.010711340019068963,0.04442239405292743,0.00296598
41,0.0012476015365964854,0.0023026388526356367,0.00026062249835157947,0.0009038362593344256,0.005716547055461958,0.017492114952770928,0.019914700062657054,0.005997189696827147,0.057309184641107534,0.11105516518281985,0.01927765288922111,0.03439321000799699,0.06356989425327264,0.044672464,0.012182906285579338,0.04498405544082175,0.009003204
42,0.0022506380991633565,0.003842858124568798,0.00042415345926325864,0.001072415607707209,0.00011380438113775974,0.024653475953149373,0.018429363307027803,0.007816585878675333,0.05417393510626855,0.11917265330812807,0.02004391478554694,0.03656227295830771,0.06349137913315062,0.045153623,0.015254764110026539,0.05382242288344689,0.016641953
43,0.0029887392664010724,0.005912272161899492,0.0009257291338743776,0.001305135854624729,0.00027530349484401544,0.025794344753755985,0.01770471246239458,0.005924105663848546,0.05771967497760624,0.14012626978885828,0.02575462802859271,0.046975950699054296,0.07203554623193661,0.042266667,0.018802996173755283,0.06724171671498162,0.020288635
44,0.007079189211330203,0.010666228789528998,0.001819921964400481,0.0022917319537664065,0.003858664979477464,0.019467248883199326,0.012114805169982108,0.014140091461290246,0.06727584219597953,0.1733740490998993,0.03321599795300051,0.06686663894358744,0.0885136311662729,0.099565217,0.020031460522327557,0.08935717711834003,0.024439359
45,0.011427702614303037,0.01831032338000079,0.006245775466435732,0.007902857263241612,0.0034897299564403362,0.03526910382387552,0.01190971836397594,0.008510972825729426,0.07834489536635622,0.21515482265401678,0.034463676642258655,0.1002947488981259,0.11851441392702948,0.201014493,0.03257883832344647,0.10198142840232577,0.029990847
46,0.019235082593672643,0.027364001196189452,0.009773767679341816,0.016377881371005307,0.00959592935641882,0.02987540271592326,0.007111555145222805,0.01894591911990795,0.09032901141290124,0.22451051924796894,0.045889951621116004,0.14545695326358288,0.16303018950826154,0.255744928,0.057835771717536275,0.11253267565853806,0.037923112
47,0.027798871894277283,0.036802371902053585,0.016381685936728202,0.019770497788411275,0.031812391069923535,0.01612890497579839,0.00907279991626087,0.016807369654363337,0.10514876363356776,0.23993638420111948,0.05564544165213246,0.17988247602000165,0.21035489769465374,0.271536232,0.08033253803547337,0.12847535279457298,0.051196644
48,0.052500328471397587,0.06258574593988597,0.031573597687852645,0.02779865077878145,0.02400705540657353,0.01878932386350575,0.013014517607575861,0.017922458547630818,0.12156194074053017,0.2419417405505081,0.06747171563863816,0.2846821170778465,0.29683179450786934,0.314666667,0.13079184746125486,0.17397829411974375,0.078474752
49,0.06087223741835172,0.0740891339159836,0.04780372676646191,0.031111533782998975,0.01998883300471779,0.026561457486023003,0.01237475541761644,0.016290770777452147,0.11535405535098252,0.21937728753906238,0.0758744910777554,0.3769556459273411,0.3394461238944341,0.347652174,0.17707274475332477,0.18860970682027245,0.097590847
50,0.061733701077015105,0.073791400723233,0.06248201369631374,0.030945800709716524,0.02288295000224888,0.027861157625350425,0.012632444804518157,0.012740154961024137,0.10806427517197549,0.18779474776584804,0.07505930536811309,0.446907951498691,0.3553865356933708,0.363536232,0.2185668878803206,0.19939240749390252,0.112065599
51,0.06214990735247988,0.06662075508440968,0.06828250655011973,0.033123933862635756,0.02673236666671281,0.030885802604756474,0.014963333145917019,0.012657397742524553,0.10316063545197869,0.150398536213708,0.06245113649640516,0.4978889285654034,0.3400019667047084,0.339710145,0.23693002533734914,0.1890355949032686,0.108594355
52,0.061967864304965016,0.06122905768358522,0.05370337209661499,0.03382342627809029,0.035906723187798764,0.03647934244360275,0.020084316454460713,0.013942514546304439,0.09469056499896678,0.12710142003617692,0.056503324060081635,0.5230033682002316,0.31059281425048246,0.311884058,0.2349656847235525,0.18189749062645616,0.107151487
53,0.05657158483784516,0.05365397095940816,0.037275371745841585,0.02822743521253433,0.02426230082997321,0.04301307254828836,0.02131003423683788,0.015146854108940937,0.08820007629005132,0.10772035754277112,0.05267476825142194,0.5486007270456601,0.28348019943404845,0.303536232,0.22460536955419175,0.1847956593899922,0.100991304
54,0.05025742443957579,0.04715259752081492,0.02805907152911411,0.022328387320587995,0.015796231879386637,0.042764426546124265,0.01945963989696166,0.012595780682339942,0.08362535627422069,0.0946616983581786,0.04660999317706563,0.5520906917010633,0.2738669298737163,0.293797101,0.2092313597097607,0.19298217107149296,0.104
55,0.047318031607677745,0.040946305058356613,0.02673295069487757,0.020989748770744304,0.01779345336073885,0.040410654574321005,0.01886814252794485,0.011892578864563384,0.07881047315109528,0.09201490570884059,0.03889985199417346,0.5169549844760674,0.2612702806131071,0.284057971,0.19105166182904448,0.1929022745580451,0.107291228
56,0.04626736786479842,0.03858233822426403,0.02102164825279277,0.019176763122342115,0.021539633720348506,0.023287077587558346,0.017652756951652582,0.01292578198576945,0.06991518514939865,0.08356555182386205,0.03132521225470463,0.48703109581358506,0.26402960856228336,0.299362319,0.18364238972841335,0.18693383954359852,0.107149657
57,0.04485539913874277,0.037405675529917,0.014193520835351544,0.019228239968512237,0.02667408938887958,0.011463745015071069,0.01613209091812415,0.014979323583763325,0.06949141450094816,0.08231352330311566,0.02451809294448708,0.4413035212017857,0.2441289098649951,0.288231884,0.1795313010077174,0.17755108182095733,0.105446224
58,0.04622036152635619,0.03998874819909394,0.01381128839448982,0.01684456522076539,0.021624003262410957,0.01048722978546325,0.014246030240323506,0.012800521897023947,0.06945320466668718,0.08272374928986834,0.017915037829861258,0.41267411434279117,0.23736991040079716,0.258144928,0.17320398802343945,0.16218273038928915,0.100495195
59,0.040968839210585646,0.04335424510212927,0.0071936783797953915,0.014607690082468894,0.022831253117880076,0.03225924474049388,0.02097845895754509,0.0135313449620774,0.06483459556652298,0.08538732468349158,0.018063191826110173,0.31927702675003006,0.17696568233847168,0.157727536,0.1464450848693001,0.1477999447382999,0.101207323
60,0.04152749163360727,0.02917389104339712,0.0020247515673523582,0.00845294821734659,0.023317206250466335,0.02424486819075339,0.015464499541965398,0.011556490838919176,0.07534541991702787,0.106738257372444,0.01462361606454886,0.24115958389355185,0.14992772722133196,0.223344928,0.14114352313887257,0.12519004582006965,0.085288787
61,0.036632251452083646,0.037781281226390066,0.0021566417784731093,0.009697277929817056,0.03496342619154383,0.025986566919155612,0.018434742590226337,0.014694162613538264,0.07606657628301085,0.11537557395289573,0.019420264344003013,0.21103641990957217,0.160411143997519,0.271536232,0.11283401061029107,0.12981293125800325,0.092853699
62,0.024027405132936542,0.031092192697487902,0.002841094025498266,0.008934603044949741,0.038605217642840875,0.029518327633008084,0.022089379666457777,0.015307005860492539,0.06735967581109141,0.11272925109687998,0.02271400688309896,0.1620466476789847,0.15424444722223488,0.18884058,0.0802844833241663,0.11429529979274651,0.081237223
63,0.017038837911253844,0.019986813432022313,0.0017239786729227765,0.005727669490920248,0.03609606019856511,0.023511928469109714,0.018060682172191776,0.011119710432821133,0.06034533577947671,0.10927039451385114,0.025191716320537502,0.1288927224780581,0.15462131740789495,0.117101449,0.05834848021587773,0.0835291068984306,0.056346911
64,0.010328125682396888,0.009397212824862056,0.0005431234078021633,0.005186477478491569,0.02320640813632001,0.01948419781034534,0.01429770561305621,0.008961071370375301,0.05514916997425565,0.10812143016128814,0.02449336697283868,0.09911028018952854,0.1407238130225095,0.068828986,0.03755573903334537,0.057401967886407945,0.028748741
65,0.005092612728100328,0.0033818417035894276,3.5986657380048268e-06,0.0023053138855047544,0.004561866134992341,0.022540298216156086,0.013044535971255058,0.006905304457405798,0.05237653408582266,0.1063383529796651,0.024492317115239973,0.0796991793086603,0.13392852914708764,0.04804058,0.026639311655483156,0.044806201922050114,0.013826697
66,0.002123350437951452,0.0010596744503960467,0.0,0.000508217166881008,0.0010983499207501658,0.022710958138630902,0.013424751922503671,0.005632234403316452,0.052625725686665605,0.11099447500764979,0.020473571467849554,0.07208063650690376,0.14725134552004737,0.051889855,0.028383857203200503,0.047024397746164404,0.011136842
67,0.0022698712492434693,0.0013236823733984923,0.0,0.00020769427190804395,0.0004273397339445556,0.030139047146563135,0.00982414174773355,0.006649662923843149,0.05580191206565098,0.12287791215825536,0.024476056347778254,0.07371122127737487,0.17368707942945222,0.072272464,0.03668056590843039,0.06179167419282236,0.010641953
68,0.005236938665284114,0.003833397203591365,0.0,0.0007571496504525325,0.005509735498961261,0.03402239191897687,0.012684186558516865,0.005681006849626391,0.07157259622196642,0.13834077636595976,0.02885153515042696,0.0863703987828499,0.2127638018238619,0.078585507,0.0499378934518543,0.09344928516341053,0.027032799
69,0.00792028984622067,0.008029500251355376,0.0010506386570695728,0.0019317860110657755,0.004231683140040143,0.036046835124088454,0.009840948724803053,0.0029615761165497126,0.0851673233857892,0.169512491828587,0.033303686150726354,0.11226264381742763,0.264561674613968,0.110788406,0.0782223563817323,0.11494410846550804,0.055246377
70,0.014383523280122788,0.012459574677097603,0.003883153497797178,0.002187119924449696,0.010739585278789246,0.03644825155115859,0.00841304553749112,0.004727566456816075,0.08549367867613075,0.19233070178750739,0.04014003276962265,0.1386530587285095,0.3136237505645543,0.203043478,0.12745593432145716,0.13829923666392913,0.068836613
71,0.01952621489883688,0.01938528281074671,0.017100549759742904,0.009692794368732792,0.015127659036711254,0.06012680969774309,0.014983910676390804,0.011420230799903962,0.08750449093492028,0.24005328293948253,0.051958188015041415,0.1399615888243152,0.3434063119127428,0.17057971,0.14961121136851907,0.1528273451469559,0.092694127
72,0.035847430186485625,0.03970887649626124,0.0276005149681096,0.019005665434505187,0.029526433619265643,0.06575825766820663,0.023690760177446257,0.014406025777926745,0.08746957510987959,0.23804197019036388,0.049291054510094766,0.23627546337613206,0.4414181237556147,0.232944928,0.1868171831627665,0.18406594514384206,0.109046529
73,0.06524533549211094,0.05749243354708082,0.03798937153088319,0.021853036867155194,0.030414671065740258,0.07391667767249469,0.041658836512816697,0.0174330749681242,0.09915561826560472,0.22102240409963955,0.04504624692302108,0.33731843404900896,0.510971256068977,0.28684058,0.20691898812757742,0.20258764081732344,0.122249886
74,0.07956612395967803,0.06160658674900807,0.050101631480380444,0.022337875136926574,0.044113762962369074,0.0795317802357953,0.056726676901824286,0.019858023178239953,0.10973335287089026,0.1988452617085627,0.04457496554627598,0.4264372220404324,0.5295085729860239,0.341298551,0.2174577231189146,0.22189056650365835,0.150935469
75,0.06871102459926641,0.06715456229783225,0.06291925073579815,0.02187236669153607,0.039548835700961585,0.07649924779376066,0.059363552147494024,0.02524510649981092,0.10464284631684204,0.17025295966539222,0.04355680081963301,0.4959356223464108,0.4999717949361221,0.384185507,0.2246826147703852,0.2215017309754993,0.160963844
76,0.06356186500359666,0.07458916806501226,0.0726109708726933,0.022355157548755833,0.030447685405583756,0.06643668025558884,0.04735082345531117,0.03125063836384344,0.10579643564732437,0.13553207051718047,0.03572081788802239,0.5442562182903172,0.4769344092827635,0.336927536,0.22891257399995257,0.20467924978828037,0.157426697
77,0.06358213926449123,0.08160031609308256,0.06344615060229368,0.024038095350763743,0.029074372832262,0.07059695141715455,0.030110123103380737,0.036569489759116794,0.10534000029759714,0.10802153288769736,0.026500593126305615,0.5561775111793849,0.4480415870045647,0.320231884,0.22661682311971193,0.19246125049721982,0.148801831
78,0.07098227227789794,0.08709870287337193,0.06168312313380691,0.03036628755118684,0.02021183857851921,0.07174865705374292,0.02454224202564658,0.02789309116354794,0.10207114012770672,0.0895518420880317,0.021240680562550993,0.5331312491471384,0.4187809760557434,0.323014493,0.21952734679658573,0.18939700716104546,0.129523417
79,0.07167573299497856,0.09391554239632559,0.059690140770340065,0.026381793316776897,0.020530778417888716,0.061001906056187126,0.022321713496585443,0.02110465981331934,0.0972866490868416,0.08295307724493967,0.019831683341009418,0.4830769980493399,0.37619488360960746,0.31884058,0.2063666434733162,0.1841986723477326,0.110558047
80,0.0708440112810503,0.09691180714833854,0.06456239318677578,0.023792298602290082,0.01231731794723183,0.061159815857180555,0.01930947929275976,0.0163592327343423,0.09899342135720701,0.08210072421858364,0.016081018888236088,0.43414595725093996,0.33675717552492346,0.289623188,0.19946305075903686,0.17216215450919775,0.099380625
81,0.07917461838239978,0.09960232042520412,0.055871260695186505,0.01924767511691465,0.01381662758315351,0.05592576086042251,0.019918227107216666,0.01576513444174347,0.1032624259370514,0.0809632628823955,0.012348439112961268,0.38355393602857746,0.2970536722173274,0.275710145,0.19008511505985387,0.15893845180927918,0.088003661
82,0.08554261942138278,0.10331121310077496,0.04461018107172582,0.016229396424258715,0.015688931156075378,0.02874656016349965,0.019953273682501098,0.015049970981669599,0.10490722660761913,0.09070436558149214,0.009277017493731953,0.3404746693631869,0.25666024349450245,0.261744928,0.1802163693901182,0.15003986411772455,0.071913349
83,0.07558190958540545,0.09422383737233135,0.04863812306004313,0.03063715276965653,0.02134856873012757,0.02121520958922392,0.030816816679919905,0.029340583729445174,0.10618300513914308,0.1466072749895388,0.008917039859303267,0.25999707130071137,0.20242031953010295,0.172608696,0.14401211488864807,0.13182401728369972,0.06299222
84,0.04987569585832789,0.06179751268308413,0.01431136380076153,0.010799842524676067,0.011585995832258994,0.015129908554610497,0.02074527020483195,0.02094567474243098,0.12195329436251237,0.19212595988617528,0.008802514019720905,0.1706749846382632,0.1558470736379776,0.149263768,0.12094441466866357,0.1191904613550154,0.060565065
85,0.045962619766321995,0.07609305861833461,0.01788199180530363,0.008291153983991778,0.011922831397761475,0.023500849758907434,0.0222846423060586,0.021527743415975187,0.12634382696991348,0.20618048985540527,0.015390612450629932,0.1421316118432518,0.11560723274376282,0.113594203,0.12215147416582942,0.12175891749029893,0.07321434
86,0.041833081460399504,0.06812306726856454,0.0215767737688561,0.0077583016257290055,0.015022896869690364,0.02768238687920889,0.024196869809046766,0.022382443398327227,0.12283679408215498,0.21086555476459487,0.028485487210537327,0.11704242927940436,0.08912970938713602,0.080881159,0.11044316789686684,0.11004874562611841,0.075357437
87,0.03842931752753999,0.054291871281589466,0.02089819554238827,0.01061521899902852,0.01255666053786346,0.029214330622088735,0.02166026132130309,0.015909024181484575,0.10392629693576971,0.2038924050652551,0.03327017767899875,0.09308648187139307,0.07160304816917608,0.044191304,0.09549191033594331,0.09652327301273997,0.078292906
88,0.03106072083763821,0.03957009631153456,0.016289239781096684,0.009934069058891208,0.015856779348859755,0.031060603419098345,0.019938765146882233,0.012563475597850746,0.09120478395755749,0.20047180596624484,0.041276663481360096,0.07636149838989678,0.05714532191363809,0.017414493,0.07208175665378563,0.06883002391160592,0.060724943
89,0.021075851085785684,0.028325806502844574,0.016894628283750882,0.006190766016143737,0.010548275343750857,0.03347358838843034,0.018020774475669445,0.012432384480054307,0.07779498224533356,0.19721932572977582,0.040094258702459015,0.05436598316023496,0.04332235486506842,0.000811594,0.044720120720484265,0.04733892024125001,0.04463585
90,0.016092435157694977,0.02279616494951636,0.015350358349596561,0.006258378727882738,0.00513675659659583,0.03689169672738893,0.01877794440930232,0.01303000150853936,0.07242176288931187,0.20511154903347997,0.03612468935831073,0.0374599240001772,0.040543671905453445,0.0,0.02800714270257957,0.03650617617937942,0.034035698
