time_index,BR_CW_Onshore_Class0,BR_CW_Onshore_Class1,BR_CW_Onshore_Class2,BR_CW_Onshore_Class3,BR_N_Onshore_Class0,BR_N_Onshore_Class1,BR_N_Onshore_Class2,BR_N_Onshore_Class3,BR_NE_Onshore_Class0,BR_NE_Onshore_Class1,BR_NE_Onshore_Class3,BR_S_Onshore_Class0,BR_S_Onshore_Class1,BR_S_Onshore_Class3,BR_SE_Onshore_Class0,BR_SE_Onshore_Class1,BR_SE_Onshore_Class3
1059,0.06824055485188993,0.06311820695598051,0.06391600574262701,0.014013987559616707,0.054394704584307285,0.1353584579228546,0.0639270476630118,0.029611720608367108,0.2319889396265642,0.2617336940859951,0.09817192061720978,0.19068416886857648,0.11702961714365168,0.0,0.11825310400860864,0.07217852666619556,0.047837681
1060,0.06494931625229727,0.05953579076014144,0.05856806188894218,0.01514879572482744,0.05675690478464976,0.1413575415190761,0.055467990347807555,0.03477715784946471,0.2260672894641685,0.21056011923187884,0.08763375801267025,0.20184784266014827,0.10876671429648074,0.005072464,0.11771787211255819,0.062427178087336686,0.039086194
1061,0.06284081561650623,0.059890494075709885,0.056363979859226185,0.014595049686723639,0.045204515446536295,0.13396164753292855,0.04744739703057147,0.03380268149453272,0.21667279770631578,0.16635566815518046,0.07401514251652787,0.1976044946510254,0.09446844544023492,0.00142029,0.10953246954910234,0.05606028206677208,0.040616934
1062,0.06151953072331226,0.0597133699556713,0.04949422446490896,0.013954497666704199,0.03734965583219245,0.11134453248856552,0.043045719673161814,0.030723383241249513,0.19765079926497575,0.13265364120799544,0.05882143884470398,0.192917480065842,0.08094333236801572,0.0,0.09753964956135881,0.04945805199657685,0.041063005
1063,0.0628555341327529,0.05970542584008542,0.04986654981779176,0.013893585704316983,0.02874381979313946,0.08316473331939832,0.038416414122738836,0.026701642434909682,0.17031926908248535,0.1000660672833957,0.04512731826407465,0.174209313012747,0.0655083998784402,0.0,0.0920213918266109,0.04603706644919995,0.040025019
1064,0.061193984578460786,0.0582375383088532,0.055373575287332846,0.01465301176111157,0.01990608921033567,0.06977654829361417,0.03692390295595735,0.02256342897909617,0.14562453266914224,0.08212762523162868,0.03074392966697285,0.1533095861969407,0.053797938544567867,0.003043478,0.09034390049559116,0.042919065277932156,0.038450343
1065,0.060814887076588206,0.06048209558767751,0.06136592524274814,0.016523135277476377,0.021686318503985752,0.054756005706629814,0.0326405601190695,0.01926482927576112,0.122897158627362,0.07444361050498631,0.018986370662571736,0.13288012409885736,0.045006362677383685,0.001623188,0.08616310130342324,0.044492684537581845,0.039917925
1066,0.05964144303415873,0.06344308340093707,0.06193889121571343,0.015079524164199576,0.019769499504600135,0.036118563716199634,0.02561023571649614,0.016622977496819034,0.10143759376683054,0.06585214738329892,0.01412428886337123,0.12039819928505706,0.042756222574443316,0.0,0.07586873737265104,0.04649544523655563,0.039823341
1067,0.07516939590344643,0.07612690204449686,0.05229460320008357,0.014434651968347556,0.02359945464057194,0.02891791270543644,0.0362340090749257,0.025687699000053667,0.11870100195915441,0.07631053286450781,0.012451302691610234,0.07621562846814525,0.03468907753000013,0.005681159,0.08132576040725063,0.06414771862408587,0.043784897
1068,0.05462201945549154,0.051870751331107426,0.031692094621488365,0.008096302524468192,0.023360704350086334,0.025214073690498256,0.023486178959141513,0.022928025489856903,0.11798385243884742,0.09066895096755034,0.011739990891952887,0.07065129442603352,0.020041548468080046,0.0,0.044289371589635806,0.026313809317284845,0.017417239
1069,0.037874400413817726,0.03401147723604858,0.023775930032546834,0.0024211728692346913,0.016947865595040416,0.016869725325928835,0.02092257594721135,0.025084152434675953,0.10544212320474258,0.08264392935012622,0.011406806658752232,0.06572964995135026,0.02473681108781232,0.0,0.036955809687235046,0.03264487911731046,0.030926621
1070,0.044140119716430476,0.046595346804655415,0.02928079322705153,0.004135837263179851,0.015816028152746568,0.012300865542866924,0.021483397452874732,0.02598537186299772,0.07978036195257718,0.06933489427121102,0.009992128423347046,0.04911843485339414,0.026492739540384364,0.0,0.0322072259000834,0.03184633669497482,0.032230664
1071,0.0558639652762852,0.05713363455176966,0.027425233574567477,0.005487845407652177,0.011254565709057671,0.01067027732421898,0.018813973851906255,0.023922217383763593,0.04989801288431971,0.05914262454392628,0.007309926499528204,0.043570844645933346,0.027004907200090838,0.0,0.022269400382770303,0.020765145733988903,0.019151487
1072,0.054946038749654084,0.05665311751662687,0.02727141519371737,0.004656918549806294,0.012167189411557302,0.007917884123252391,0.014037672304582919,0.023760727649233475,0.029252543822580482,0.05351691951419596,0.00616906542199191,0.037931927752415044,0.028768155288354563,0.0,0.014027925114666237,0.012296549628487858,0.005443783
1073,0.04828895339276135,0.051733114881742426,0.026470475848195445,0.0036307761247119895,0.010415321350450708,0.008274992156400951,0.009704137937137505,0.018555282588876103,0.018326129520397624,0.05402590994178495,0.005347801947185576,0.04749997099136749,0.03577392820461897,0.0,0.008431245204999459,0.007621461084500075,0.00118627
1074,0.04564577741953625,0.04551999271599248,0.02589369695814228,0.003474523658888253,0.00861394257563802,0.00785746116007396,0.006324868957664483,0.01541772982848275,0.015551311971616482,0.061992793641068064,0.006805872481809545,0.07114192322259852,0.06423491422896531,0.003449275,0.005695647242729807,0.004577704217772422,0.000149504
1075,0.0398328078485132,0.04515408365953719,0.026798947935518555,0.002059440107178029,0.005939346610488748,0.006457966894658018,0.004243473618020881,0.013947872832290585,0.01704938489617761,0.0775053717484247,0.006942972264820996,0.07737919134625618,0.09640809413823957,0.0,0.007208907964231248,0.00321308282526801,0.000181541
1076,0.033425598551163935,0.03958123693297359,0.02228752872961586,0.000866761221761474,0.0030744506265223933,0.005717088347912824,0.007094040716252274,0.015592358246876414,0.022497717718725975,0.10383760130805073,0.009827260835654687,0.07600763962332484,0.12588315365257025,0.063089855,0.010375952887641633,0.003152924262415814,0.001276278
1077,0.02552047681557699,0.03204636412781117,0.018411546757218917,0.0010482878041349103,0.008939587108501025,0.01020573149708456,0.010647938846537164,0.016216324424409904,0.033225331492807646,0.15027887107119461,0.014706215320773763,0.08815998814944231,0.1274302531004813,0.0,0.015169042331086449,0.004290925962925483,0.005345538
1078,0.01526505382957868,0.01355356411791886,0.00938233798686261,0.0018401271638119698,0.01798350389811595,0.012494802538980809,0.017628331851780237,0.01721333160054391,0.050366546047960266,0.19470257201149416,0.026272232049446367,0.09648055796600118,0.14387745275859307,0.0,0.02337647110262213,0.00872519046710845,0.017994203
1079,0.015650355498441543,0.010513493841021978,0.012222680880447905,0.006142569311951463,0.020364189519590344,0.012985312103545987,0.018075346525841914,0.02477715302834006,0.09048900732945338,0.251265647627468,0.03736767272209522,0.07541246160198381,0.09645337530909166,0.0,0.04082209479871321,0.020039077196288616,0.036628833
1080,0.020478690541331085,0.01675430547420025,0.012501158077841412,0.008179687176817479,0.024703292321625027,0.013670142361444397,0.027629758322773708,0.024143652107446154,0.1310211452357734,0.26987528815034884,0.04225951521322339,0.08151217499922617,0.12530142616465598,0.0,0.053475799149641644,0.03761198673654863,0.048915942
1081,0.023362326250690565,0.024111340064599845,0.013850092705633954,0.008199711746533198,0.02781850474779153,0.01869199209889221,0.03709960526379705,0.027144647493170526,0.16595614538252146,0.2558309622176806,0.04699820846412451,0.09982370854179828,0.17794144417526878,0.0,0.07747093873719516,0.056664638197554344,0.056886041
1082,0.02769496245955899,0.030693357615231884,0.0137276296213042,0.009124760396739408,0.024355126564888405,0.018157249076902412,0.03889662713049669,0.028730042275566046,0.18896221639276264,0.21641122922054376,0.05192182178051469,0.11905798295302267,0.18093228343833084,0.0,0.10395959547624692,0.06279512349786823,0.052318535
1083,0.033080291941318035,0.03279797319391561,0.013060268892310947,0.01171578425517837,0.02286110095639122,0.01649790181973416,0.036828662648581964,0.027878584367579434,0.18655270163736257,0.1812700600841122,0.053312615294383435,0.11714374730658442,0.1786267402974656,0.0,0.1165310912288186,0.05599059721441124,0.042027765
1084,0.03939819302639027,0.036441421935880874,0.012943652374010357,0.012891260375006984,0.021213160377727816,0.017327124436050053,0.03039056335353331,0.02664056374636878,0.17102591767541542,0.1499181194050114,0.0435011411790308,0.11029980477389294,0.17844875256327722,0.001623188,0.11865842353872738,0.04839203455230646,0.034696568
1085,0.04046083751690565,0.03757913534168718,0.01707690544340544,0.013051435094853781,0.018222136908947587,0.01742098110460389,0.028176877452469384,0.024157073915794906,0.15609182107590133,0.11293242654252021,0.040105079742847924,0.10462425961766948,0.16576676982591246,0.0,0.11443218506811494,0.05224657849667014,0.041810221
1086,0.03986500522864431,0.03906035149169106,0.021654880334098143,0.014029508728476449,0.016078010731464865,0.018289104380309628,0.02418729851182794,0.02307259780156078,0.13747201018188163,0.0811028069198171,0.044788929020117045,0.09039485812381035,0.14163289083941977,0.0,0.10105098243361106,0.05337008621651897,0.048171167
1087,0.0360873059964039,0.03877863878814984,0.02175517193960312,0.014878335909123576,0.014944584800353688,0.014131041597342438,0.019258262253394314,0.020325162238621682,0.12031900830619328,0.06101044625340878,0.04550249236027361,0.07056900903089577,0.10897649750355858,0.0,0.10066880248299534,0.052660729451633616,0.054253547
1088,0.03194475668564092,0.038726429595435256,0.019185306628556636,0.015055456765082412,0.0120019653068442,0.01201016653229739,0.01406861025382631,0.019161292455381458,0.10943548137186178,0.050366740189414096,0.03605356009603683,0.060942198257775616,0.08238307700553255,0.0,0.09938670315878922,0.05126124625546769,0.055016323
1089,0.030806239372635942,0.04002623674228851,0.018695001904246205,0.013362837039673234,0.008599511039272173,0.01014790620114297,0.010627304567075696,0.014509460438330575,0.10000896276750107,0.04343528714826529,0.026230634666461132,0.0628012797254362,0.07118969566229451,0.000405797,0.09151633252356037,0.04819547842787086,0.048771014
1090,0.03189839587792505,0.03934067363987041,0.02140945184033196,0.009065573985523158,0.00468842920011126,0.007405601657549645,0.008637875838863914,0.008972657879033822,0.09145221614406929,0.03983165077647182,0.02044900945285038,0.06404758857597936,0.06387218604930647,0.003246377,0.08113419850249096,0.04421111669423101,0.043714416
1091,0.026299374679147947,0.034150957275526535,0.017672344018559067,0.012131100371371896,0.011224049191158922,0.015092372591984787,0.014471522320703336,0.013311875955584961,0.11379238855994322,0.061287462814644644,0.02841383251323709,0.04308369352418352,0.024816678718090814,0.0,0.07172930056561382,0.05638480265250218,0.051701602
1092,0.020594232961382252,0.022415900080477107,0.013384943432539927,0.012274042463177046,0.007704321680008597,0.008735241131968169,0.010518852940076357,0.008210966935104919,0.09148329177301878,0.0760414491109544,0.02450703119022183,0.04628735531150613,0.03069457757647563,0.0,0.03912162065865569,0.020255462151245025,0.014470786
1093,0.012958753593930067,0.011753957561958376,0.008510156498926884,0.003641062680496753,0.00802772739599899,0.01703857147243497,0.008178541967849427,0.012546549903975053,0.07788275797233689,0.07623126463404556,0.02913285920276843,0.04880455738962054,0.03927844113879184,0.0,0.03020697357844969,0.01992734845477812,0.023191762
1094,0.023455871071928563,0.01945985206483512,0.014287324511041588,0.0030588693858473177,0.009973252428756641,0.022173233098755667,0.009930009665019637,0.016009417865803326,0.0607464414459035,0.0703458915585485,0.02394047358902502,0.050120999495438384,0.06447857382876866,0.010527536,0.02129850831154219,0.01707277079564699,0.025290008
1095,0.02492998255939137,0.027136147822737284,0.01553003868072609,0.0018997349097192705,0.00740115685708576,0.016745000630491017,0.011826903966952587,0.0109643295392962,0.041304094801340785,0.06471352912089473,0.0142092840563064,0.05401295021854531,0.0693888320398517,0.034086957,0.011069496122379743,0.009393704420551303,0.015776964
1096,0.027185305425482354,0.027854868072446113,0.013727509626154938,0.0007810625289352087,0.003749920681697349,0.0108404289687261,0.012635493579643806,0.005833099664948673,0.028519254628196735,0.06446185563258741,0.009692522609521366,0.05338807208774243,0.08720938977796305,0.102371014,0.0054772121228378445,0.0032168347704996415,0.003348894
1097,0.028420674386623407,0.03430842050867893,0.013542063302554832,0.0004345880162479955,0.0019403094317713503,0.0072179632466156185,0.011133392132014825,0.0033704777485579532,0.02565800271502383,0.0654581404532363,0.008654711396576484,0.04874936268251064,0.08558445472638898,0.157727536,0.008329927051504156,0.0043201705257318365,0.000862243
1098,0.02396014239602725,0.03623233313555078,0.01664089466557612,0.0008214762124074581,0.0008371661590948996,0.007594241007707378,0.008172179396403356,0.0019011277179343405,0.026952576567126078,0.07154900376649215,0.007328392997038581,0.04803485879986163,0.11544085429197215,0.068255072,0.012762377784935146,0.007129049772874167,0.002048818
1099,0.016103576742946837,0.04092589437672468,0.018346072902396548,0.0017430677358643222,0.0008906824337333016,0.013254674242563207,0.00469651881750059,0.001487815707400353,0.02642521489798305,0.08844073965738852,0.006388231090871492,0.05925357545673146,0.09734838338614354,0.104475362,0.014969555114668128,0.010501067087930058,0.003418459
1100,0.018653114420005328,0.03584689013853071,0.018016298563778246,0.000901036945383223,8.497107783634541e-05,0.01766775542610107,0.0031998762295435287,0.0029305307035597692,0.032356509114058,0.11264001001201075,0.014130614270171593,0.05214533549879606,0.08207753504516681,0.050927536,0.017591300504919024,0.013487925723227996,0.003969794
1101,0.012595049901064173,0.020378146541389103,0.015892782632977363,0.0019022239651904711,0.0008476036884885657,0.02233880193176888,0.0019513072507587118,0.0033444626694879766,0.04516957536084749,0.1285357346597883,0.014564577900166137,0.04595736994415024,0.0888138504241474,0.02124058,0.022352038798169827,0.016292890509659447,0.006858581
1102,0.014168645578868351,0.010233026047403808,0.01776192038660552,0.004585036565646378,0.00333890241735288,0.019857044642912464,0.0014057887495937064,0.0050810895879674555,0.062478885998401436,0.14933996549348488,0.024245206281681454,0.04234020790399237,0.10060238505157415,0.015501449,0.028912104856179108,0.018242335070936786,0.016486957
1103,0.014154305683689484,0.013947104789959332,0.012287107677196124,0.011683145134027448,0.0059930671341221625,0.04704259443968277,0.006201057182036285,0.011985962959917593,0.09628728067850958,0.19123582341980663,0.04334237380113808,0.057450821735356566,0.10777483760828044,0.12217971,0.05055150074726671,0.02895647677619621,0.025965217
1104,0.02154926506421772,0.018174911100658345,0.006187890812047469,0.01609576879633319,0.007447991029945049,0.04633434025433659,0.009002674350935803,0.015326575253674512,0.13180649270130348,0.19905070434304623,0.051321498749191896,0.08639880244395536,0.15855821127885125,0.068255072,0.06907553861322795,0.04028801683638738,0.03415042
1105,0.029286605642811905,0.025057000588078485,0.0032602507672999607,0.01861122054528993,0.0054044439013187714,0.03452686149765996,0.011430935741145488,0.017351573401240106,0.16063194961711882,0.19126439462604464,0.0613639166054024,0.11451974632693997,0.17542478862212021,0.011292754,0.08633242808750619,0.048534049593521186,0.038310908
1106,0.03370091421881302,0.029208749239214533,0.005445899743362819,0.020853884446118975,0.012084783170932475,0.034688749475900484,0.01074407924709174,0.020919865924087244,0.1827014721812413,0.18575255009421746,0.07644510093598292,0.1426923384961984,0.16813393905671487,0.0,0.09344320575901363,0.05054150341924203,0.040571167
1107,0.03603141405486918,0.03054620357335021,0.008569529838824606,0.022243016327198675,0.02237988539225163,0.03465222946759761,0.01357417638070129,0.025434554335872196,0.18497773483924315,0.1727064730893294,0.07145325933727144,0.13342010540418683,0.13154867052788388,0.0,0.08472120593345436,0.04430380923572974,0.034369184
1108,0.039867713045975056,0.036906466139821105,0.013713356325011852,0.02367733381671514,0.02757548545575439,0.031562132415307594,0.019541083349231672,0.030507490654006434,0.18694709224433861,0.1566475781368098,0.06994897645957754,0.12642374246080615,0.09596918956418823,0.0,0.07609117933270708,0.037897391060445554,0.029306484
1109,0.0432418573917234,0.04376256863868596,0.023236628275558974,0.02916819078450674,0.02735151336309706,0.03721854125729654,0.021031695228913287,0.03242934408844151,0.17870499266976891,0.12975251868193502,0.06758751392500145,0.10757792830541027,0.07287190511721105,0.0,0.06439789915818256,0.03282017459111196,0.026508924
1110,0.04475312472528525,0.046757952103971434,0.035230573504201515,0.030687679396343186,0.027320846369338965,0.043643135347701055,0.025740095312674544,0.03219358189553843,0.16659039149960475,0.11568240641192724,0.06834878723570262,0.09753498656847914,0.054184947593507206,0.0,0.057338064848595556,0.031092032062358495,0.024494584
1111,0.04405372726270914,0.046186720914347154,0.037601918384666776,0.026696296100067844,0.02325063143485146,0.03502723134431429,0.026331624997696673,0.02972257623371268,0.15002807400162105,0.09789766187101216,0.06459214682650641,0.09346832368155811,0.050834400234247956,0.0,0.0550922143954988,0.03156234900058719,0.026528146
1112,0.04479263924972025,0.04541232308286582,0.04390445321289943,0.02483866266441188,0.017998448205394577,0.022246701751565054,0.02452582904926758,0.027137047932344494,0.1353536612179174,0.08468676582436956,0.06010714033306286,0.08957504196893852,0.05215916723958764,0.0,0.056232925728601085,0.03131036488029041,0.029681465
1113,0.045442166886226446,0.04604258199119313,0.05013796833927367,0.02333214422074832,0.015276884178613934,0.012355084272841838,0.02338188401818634,0.025339469479467792,0.11591047917041816,0.06838042403024551,0.05409013843681777,0.086969675959704,0.04515705182771434,0.0,0.05816304604306692,0.029620954422345188,0.034167506
1114,0.04584369444331623,0.04819711853312996,0.0522509898032526,0.025420901287057387,0.01663621465906825,0.008592373701230232,0.0215926371990963,0.021414363086972206,0.10329449508099231,0.05583227172160846,0.04789373393713469,0.09345729818704626,0.04073588575446582,0.0,0.05886196969826428,0.029740677653856684,0.040120519
1115,0.0508727518241574,0.05024565417184055,0.04770618174772404,0.03334486104692407,0.032731255939342924,0.007050984530902316,0.03011967052175137,0.028301891128586235,0.1358497814962246,0.07278184084463714,0.05985171050133559,0.11021353023895743,0.045115484179958795,0.0,0.05682304620446295,0.03379220124633512,0.046034783
1116,0.032588073089012036,0.02891682813508942,0.01629755359712182,0.01743835271082579,0.03100017490917273,0.01795206709788954,0.021255036772687835,0.03107398561702016,0.12414885998320266,0.09283991811122398,0.07015001894402337,0.08215091642618703,0.06149127712036321,0.0,0.04426274459693183,0.014165337067435089,0.020200458
1117,0.01666322942622936,0.01882791742593782,0.009475598387285561,0.005822797554566939,0.013051708562586929,0.024731860722163934,0.02681759449556539,0.017006421802933866,0.1096004042104383,0.10401834481417811,0.07390145519263858,0.060951649419631854,0.06416903707724764,0.0,0.04175053401613438,0.02481721525216153,0.035170709
1118,0.023490588741023197,0.02475881326033865,0.0100409557224668,0.004346364093130906,0.005327802472721159,0.03178023640991141,0.01774348968742301,0.008133968582509818,0.08564753675681314,0.11460017387979238,0.05793378649957302,0.04763226357426087,0.06332308745452941,0.027362319,0.03229624036997572,0.0225914684145398,0.035657666
1119,0.0334247058466052,0.027705628827364326,0.011543841161298508,0.00507607583392292,0.004691504423103258,0.030094553572687577,0.007266253569125188,0.008877170601756556,0.06338843574810592,0.10868943922891075,0.036130112561961455,0.04661182574041138,0.057743875852819294,0.038417391,0.022697536120670027,0.01451182716202988,0.024154691
1120,0.034108188679428185,0.02926942990948776,0.011176251740671774,0.004547768329127149,0.005826588987270226,0.02101190514859598,0.007592606794925478,0.007695845666450006,0.04553388742978109,0.10288807593095439,0.020785778349199046,0.042457475163395916,0.044247029031904625,0.056202899,0.01560466221579484,0.008269244524257202,0.00954569
1121,0.03197651918202442,0.02952358391954397,0.011929661279743209,0.002873094327060325,0.008464501320924887,0.014161515567864765,0.008731731653233698,0.008223217270930226,0.034455880610285594,0.09731156722155902,0.015160718036502785,0.03322450171594972,0.04490360256247011,0.056776812,0.01329489060505937,0.008139276669290891,0.006122349
1122,0.03173589322574036,0.02778706336046797,0.013765797871263648,0.002119909845222069,0.01088325282512337,0.013749781832441042,0.010995302020985021,0.005613579349010845,0.028243194087625708,0.10010608660028204,0.014304303382261005,0.026906765821059116,0.05108587680605593,0.069976812,0.010917579072904637,0.009934454812699223,0.005824256
1123,0.030127128526057097,0.026539643330317574,0.017405476472512102,0.0030482254370191595,0.006223831568122336,0.014321668378811797,0.010640620405182264,0.00685200703202336,0.027542934227433178,0.11078410864733856,0.017661961396139365,0.028062879635050973,0.04949641006081811,0.151802899,0.011132833174749548,0.011826094239739014,0.006727689
1124,0.031063212906369937,0.029223287780536393,0.01633204679111246,0.0020831583116024954,0.006731639678313048,0.011523948023783913,0.014854514896624675,0.0057146831740173,0.0318389793651716,0.1351127181761283,0.028760144758082876,0.03148061002286113,0.04330659349644479,0.15942029,0.01436868819717857,0.014381211099407007,0.007949352
1125,0.027721629800427396,0.027331165315327074,0.01576846719311892,0.002610383513962585,0.005269763219488231,0.010849154893060091,0.0213607213859383,0.0036286103600466696,0.04024902388495579,0.1754071526015985,0.01982789686916833,0.023743639100031112,0.04038761358900213,0.061942029,0.019688541092140525,0.024957497665631236,0.012769489
1126,0.021044259055802948,0.017334299019358547,0.012347720716782093,0.004479523502912591,0.011987297521644147,0.008632402423347148,0.0203804546069469,0.0021109630534529088,0.053941393089552106,0.2042722194443226,0.020691220603674034,0.02349160844406217,0.04799504640857109,0.045153623,0.026457304039711606,0.03261861768158769,0.018239817
1127,0.03275629047308912,0.02460624809737469,0.029267490326170063,0.027071041877765933,0.028504030620717425,0.03609696571116276,0.017884609911800384,0.015166837600430519,0.07837231835391668,0.22882836832092895,0.029950032970479733,0.027994031307757627,0.06390182729033024,0.055055072,0.0483765899036082,0.05733192431172656,0.029087414
1128,0.047730505179872096,0.023416231611951433,0.028890234398130318,0.03442351543362154,0.020497818800614683,0.05839310557281379,0.019053603587785895,0.020200305639718103,0.1093501230623519,0.2360205603489784,0.03092412034445328,0.07554402009578186,0.1235157372723367,0.0,0.061469338603996886,0.05855665487768875,0.027343402
1129,0.0661221206263282,0.03232693180393121,0.04197118627181338,0.03996377139480662,0.02257454692839301,0.07568229612746322,0.017014715106010405,0.02745373848945118,0.13245228709487,0.21735505349473624,0.02655341065642155,0.1303372611147981,0.17750068439573854,0.001217391,0.07324190698004755,0.05439194945309696,0.027900534
1130,0.08468634735706786,0.050006939281682455,0.054372590425139845,0.04506010541669545,0.033815805534728995,0.07052150696253676,0.022397508113418497,0.032292138026439855,0.15139055604124477,0.19621331824805635,0.028069261033756013,0.16832055657262054,0.1827415525851045,0.006086957,0.08237722002042677,0.05418327246298366,0.030088177
1131,0.08662860670353219,0.05843084924507572,0.05545105219947058,0.04717122912096984,0.034147125355801215,0.06636244955480058,0.027150855408424886,0.034110344283626776,0.1606290018464414,0.1685196614558522,0.03108763277191714,0.21175634659411793,0.17604209773683965,0.004463768,0.0895280719024791,0.054557443062358574,0.034660564
1132,0.08444763710575967,0.062258773516366925,0.06171697955231531,0.04353781170076997,0.03174401828262994,0.058808150828371465,0.028232061017884856,0.03508294750354584,0.15324723437143264,0.15134536589639358,0.03198550268100654,0.2506348493663448,0.1588809568135215,0.0,0.0953727658218317,0.05700178740426462,0.040267277
1133,0.07965062281221806,0.06349159107935749,0.06801210200593372,0.03968638746436078,0.03367650697621733,0.05352559961743726,0.030055244507461658,0.03571368643370231,0.14002649967173675,0.1302037263728692,0.03263847287025075,0.2666268261741462,0.1426256783530025,0.0,0.09307081787901386,0.052240835802666453,0.038519603
1134,0.07920361295034963,0.06841484406459722,0.07165079154251938,0.03460353511533332,0.03450869106357922,0.05749053965541706,0.03150101725808606,0.035351126862230645,0.12574036574448316,0.10427191377039662,0.03168558276473085,0.2675798194720623,0.1302718875928337,0.005072464,0.09286370401744728,0.04879733665194415,0.042664531
1135,0.07694542497722615,0.07025546271730736,0.06809717453067073,0.03306724863010838,0.03678296389875972,0.06867852539105074,0.02684626308514903,0.03818586708286343,0.10495526477045851,0.08232347947968599,0.03086710137976601,0.2703480505845772,0.12598817633590445,0.008318841,0.0877456452392612,0.050425603424556056,0.052926316
1136,0.07602257511684773,0.0729125925160275,0.06188645491374905,0.0280319444768865,0.03424240074600901,0.06950615886254682,0.021428341051725436,0.037467908032851514,0.08643031852256343,0.0713114664045407,0.03276139963308458,0.25755381853374987,0.11422186941830713,0.005275362,0.08439423207183942,0.05140946798486976,0.059495347
1137,0.07365756991019771,0.07433400486889905,0.057980743662689155,0.026323239572497874,0.034254611834741044,0.05123219948114554,0.017772350847357163,0.032681192254525246,0.07432610701753699,0.06423378648690861,0.028386717341607175,0.2515693578550362,0.10653478094879663,0.0,0.08515881429398431,0.05374307168027461,0.05812296
1138,0.06687241860335708,0.07394782573162952,0.05488717662539898,0.023311093156049602,0.04086671948896092,0.0349016921006088,0.018011700091748444,0.030942994350345292,0.06933890129863186,0.0635845028961037,0.022718260910653185,0.2443075170520359,0.1019906637135036,0.0,0.08474378365753771,0.05467311671403305,0.057893516
1139,0.06694319635492955,0.07277163863860839,0.05157983422496934,0.025369589547375518,0.06501768714003674,0.03145776467486035,0.037794708762068314,0.03997783101669773,0.07236714304778549,0.08229603816695356,0.027083478626039388,0.1484789880577214,0.07638910056023152,0.0,0.07971272708262943,0.06508024553108924,0.060584592
1140,0.04797971458543103,0.054348146416283875,0.03154857645261947,0.012414872934322864,0.05970314377630159,0.03053607645712344,0.03976634470882617,0.034216148843648125,0.06402466346987191,0.09655297363642537,0.028432132614436917,0.11403471356007688,0.037689230391946583,0.0,0.05734101230160742,0.03475359928475329,0.027198474
1141,0.02911964890802724,0.03033350032882246,0.017545216829463858,0.004706944451867047,0.03209836141377817,0.018745868536152788,0.037077929896488636,0.02084281140335775,0.051433320782249624,0.09010978596865211,0.02352389062571935,0.11460299061970379,0.03481755712108625,0.0,0.04859663560065193,0.03850270492964092,0.050668802
1142,0.041597235678397626,0.047092323927536685,0.021585131976196496,0.00576542652094798,0.027628902994542712,0.014747738239251082,0.026940408543721404,0.016417443727211566,0.03842421869960983,0.07457639655369225,0.01741835916732654,0.14185986622309035,0.04989166070185566,0.0,0.039579380633518776,0.037848293014122465,0.054942182
1143,0.06956248255843062,0.07290829850548211,0.030492289525788873,0.009174385053721862,0.02669014270599593,0.009233568567751817,0.028640503310297594,0.01890626976002866,0.027446754313718874,0.05630569390938902,0.010627434653831975,0.16246294177000362,0.0740090734750148,0.036011594,0.02456630684023618,0.025673656152083932,0.032015561
1144,0.08761022065199517,0.08035084798926871,0.036354326501330074,0.009466020672231108,0.019997514674112097,0.009560924234472435,0.027692761416890876,0.015078564953388775,0.020669767838248178,0.0493692415742225,0.006803721880590686,0.18976834048440208,0.09215492076865793,0.081455072,0.013351036425389016,0.012672238105133186,0.010269108
1145,0.08592885744415571,0.0662290263916482,0.037946600726337223,0.00872447196834588,0.009645922140059193,0.015951484647779793,0.02359610442720294,0.00807428193146563,0.01843792194571216,0.053878941830207125,0.010010092616816919,0.2290426142797935,0.10648680318153905,0.100266667,0.006328768651559678,0.006520059530138266,0.003686651
1146,0.07692959048209617,0.05762192903092193,0.03701980047140343,0.009879329733582933,0.006381394471366222,0.02394057270619946,0.019628165393806466,0.005102066819194035,0.018627603272445677,0.06930063893314428,0.009239843711670442,0.19700622432511833,0.13560692643269892,0.09675942,0.0037609312268591117,0.00462776842837272,0.002746606
1147,0.067057953641089,0.05191153710545598,0.030689853699776955,0.00970015003593334,0.004800404523627183,0.021359997133009727,0.016603877386901163,0.003717422874622919,0.0201854091047649,0.08089096948054661,0.00921713658625202,0.12359238467102909,0.18519796010157796,0.080307246,0.00275374428633681,0.004746884835930289,0.002502517
1148,0.05981458429322904,0.04598103769672281,0.026537474725384078,0.009420461300159296,0.002816063041281827,0.022472151091295463,0.014632142368424278,0.008289429301360925,0.020625989701144338,0.10091837671891679,0.010294206358071397,0.09199695021967677,0.11806686272525875,0.08764058,0.00597622858766522,0.007391220154643217,0.004320061
1149,0.04700304324557832,0.037579500892866886,0.023794170789954622,0.009029090760642866,0.0046765249182378205,0.02222902921900198,0.016102749942483167,0.008471320409619659,0.02597012893050705,0.11785304678301753,0.022448420478687774,0.057780462353525026,0.09330194826287402,0.034086957,0.016685185692730503,0.016951043426200667,0.010031732
1150,0.03280218189248083,0.026946402872428287,0.016015407765761908,0.004275418941159653,0.004168784476270996,0.024963211101746978,0.013158984046145268,0.009399772227096892,0.04319209921877102,0.14720519352577124,0.027647138470757317,0.019914472546851823,0.026243335386934553,0.008521739,0.028260674529024952,0.02954380000233189,0.022534859
